time_axis,NPQ,Phi2,LEF,qL,Z,V,pmf,Dy,pHlumen,fraction_Dy,fraction_DpH,Klumen,Cl_lumen,Cl_stroma,idx,LIGHT,ratio_absorb
1199.0500000000002,0.288781502529161,0.6513498419361954,131.49122474814027,0.4933827006212244,0.0171146811751528,0.982885318824847,0.08839772542498195,0.005188783743470395,6.413184305308141,0.05869815901400145,0.9413018409859986,0.08721508811826736,0.046739904122892785,0.03932600958771072,0,500.0,0.1
1199.0500000000002,0.2436358801118094,0.6558867596597111,119.166264882862,0.4857366823919387,0.013185288049276045,0.9868147119507235,0.08643634698083467,0.004961676670913769,6.442088828167985,0.057402665001293776,0.942597334998706,0.08734093675189014,0.046442837560765185,0.0393557162439235,1,450.0,0.1
1199.0500000000002,0.20461002660363925,0.6599693208232537,107.91722780160849,0.47910675753430515,0.010145260913166657,0.9898547390868329,0.08448856486506603,0.004749652966882502,6.471018135030273,0.056216518453933204,0.9437834815460668,0.08748299518465108,0.04616412055050542,0.039383587944949505,2,405.0,0.1
1199.0500000000002,0.1711389133689558,0.6636533193004086,97.66762852674239,0.4735247837307381,0.007798111740278108,0.9922018882597226,0.08255306549834107,0.004551356280886558,6.499971513042425,0.05513249267438075,0.9448675073256192,0.08764028744643593,0.045902449677772225,0.0394097550322228,3,364.5,0.1
1199.0500000000002,0.14263224533750057,0.6669880461527804,88.342627926636,0.46896980480615635,0.005988801298381497,0.9940111987016185,0.08062840637461419,0.004365403338290408,6.528949949394604,0.05414225003659048,0.9458577499634095,0.08781126053808462,0.04565597150062298,0.039434402849937655,4,328.05,0.1
1199.0500000000002,0.11850499056095491,0.6700206183269237,79.86988399498483,0.4653925931540974,0.004595959766194952,0.9954040402338051,0.07871355308520203,0.0041906964049271056,6.557952388662083,0.05323983279347404,0.9467601672065259,0.08799476149923235,0.04542329627709891,0.039457670372290136,5,295.245,0.1
1199.0500000000002,0.09819629224588451,0.6727921599744684,72.18021875052321,0.4627190420197165,0.003524968696134871,0.9964750313038641,0.07680745442710417,0.0040260497637990365,6.586976588944914,0.05241743517523181,0.947582564824768,0.0881900181805735,0.045203469916973923,0.03947965300830262,6,265.7205,0.1
1199.0500000000002,0.08118192375649619,0.6753391407589674,65.20808880629059,0.4608620437715806,0.0027021747952204567,0.9972978252047795,0.07490916213454116,0.0038704739200716557,6.6160218630921745,0.051668898814173705,0.9483311011858264,0.08839570625029271,0.044994992854725455,0.039500500714527445,7,239.14845,0.1
1199.0500000000002,0.06698532511039203,0.6776933517208923,58.89186400248856,0.4597297256899406,0.002070572673317737,0.9979294273266823,0.07301779648500205,0.0037229659259664797,6.645086157349408,0.050987103195577886,0.9490128968044221,0.08861097161560533,0.044796882220885195,0.039520311777911474,8,215.233605,0.1
1199.0500000000002,0.05518049599937667,0.6798832774982901,53.17397809488433,0.45923283321217684,0.0015860194509139305,0.9984139805490845,0.0711326415595854,0.0035827309415610666,6.674168156366261,0.050366904173681025,0.949633095826319,0.08883470654284703,0.044607910930575936,0.03953920890694237,9,193.7102445,0.1
1199.0500000000002,0.04539374418545462,0.6819341883680974,48.00095378069422,0.4592884762985487,0.0012145308913099836,0.9987854691086901,0.06925310717299457,0.0034489829817671595,6.703264596812876,0.04980257380982255,0.9501974261901773,0.08906647866422748,0.044427573083583916,0.03955724269164167,10,174.3392201,0.1
1199.0500000000002,0.03729975845172528,0.6838673871640792,43.323348370705176,0.4598191425011994,0.0009298176947810698,0.9990701823052189,0.06737859242696839,0.0033210583172691896,6.732374431505012,0.049289517599620095,0.9507104824003798,0.08930523715257967,0.044254730115884426,0.03957452698841159,11,156.905298,0.1
1199.0500000000002,0.03061983585088742,0.6857027118173696,39.0956253932194,0.460759085958082,0.0007116972082924365,0.9992883027917061,0.0655087083927527,0.0031984489644559604,6.761495676195054,0.04882479050878757,0.9511752094912126,0.08955023713653357,0.04408857355093372,0.03959114264490664,12,141.2147682,0.1
1199.0500000000002,0.025116329417594497,0.6874545725751878,35.27598497656011,0.4620449044402763,0.0005446680373394187,0.9994553319626596,0.0636428117190613,0.003080346604828746,6.790625581429458,0.04840054236484655,0.9515994576351534,0.08980124494583812,0.04392883706005313,0.03960711629399465,13,127.0932914,0.1
1199.0500000000002,0.020588718313877964,0.6891392125845267,31.826165941879246,0.4636304600134654,0.00041677788867514574,0.9995832221113249,0.061780731940352676,0.0029665234067687857,6.819763191106935,0.04801696763795436,0.9519830323620455,0.09005728015946153,0.04377448093306924,0.039622551906693095,14,114.3839623,0.1
1199.0500000000002,0.016868255852823096,0.6907669961073776,28.711226450942945,0.46546883455867505,0.0003188855308681706,0.999681114469133,0.05992192561755109,0.0028563183623845053,6.848906545747224,0.04766733266571891,0.9523326673342811,0.09031801258787771,0.04362514980888056,0.039637485019111976,15,102.945566,0.1
1199.0500000000002,0.013814199685353332,0.6923499950565708,25.89932045286731,0.46752766534164963,0.00024396703552503424,0.999756032964475,0.05806623791577379,0.0027494657270265956,6.878053796854213,0.047350505658943796,0.952649494341056,0.09058296150596792,0.04348033513245352,0.03965196648675466,16,92.65100944,0.1
1199.0500000000002,0.011309199351325709,0.6938972465574713,23.361471568599885,0.469777339292287,0.0001866385433878822,0.9998133614566125,0.05621338161577268,0.0026455844773879134,6.90720338102692,0.047063250798933885,0.9529367492010661,0.09085172185502113,0.04333961069543815,0.03966603893045623,17,83.3859085,0.1
1199.0500000000002,0.009255910250897125,0.6954160436207785,21.07135200059593,0.47219258354179877,0.00014277789174652086,0.9998572221082531,0.054363048878295184,0.0025442646586974573,6.936353596340038,0.04680136068878977,0.9531986393112103,0.09112403791625794,0.04320270862185121,0.039679729137814944,18,75.04731765,0.1
1199.0500000000002,0.0075738173034846255,0.6969144389051257,19.005069224620325,0.47475687960815416,0.00010922258822673848,0.9998907774117727,0.05251514893778253,0.0024453286387057524,6.965502995015386,0.046564252179287675,0.9534357478207125,0.09139952951490046,0.04306923316990495,0.039693076683009546,19,67.54258588,0.1
1199.0500000000002,0.006196408750857495,0.69839720724245,17.140962722031247,0.47745239513218396,8.355542127269266e-05,0.9999164445787272,0.05066937405259024,0.002348380303252952,6.994650104177711,0.04634713467771655,0.9536528653222837,0.0916780252057126,0.04293900809806458,0.039706099190193536,20,60.7883273,0.1
1199.0500000000002,0.0050689044209402696,0.6998707206195424,15.459412585636837,0.4802700164230226,6.392067099659818e-05,0.9999360793290043,0.04882568825706034,0.00225331004999837,7.0237936965489665,0.0461500929205758,0.9538499070794242,0.09195918521246642,0.04281168249861637,0.039718831750138406,21,54.70949457,0.1
