time_axis,NPQ,Phi2,LEF,qL,Z,V,pmf,Dy,pHlumen,fraction_Dy,fraction_DpH,Klumen,Cl_lumen,Cl_stroma,idx,LIGHT,ratio_absorb,v_ATP_made,3_v_ATP_made,Phi2*PSII_antenna_size*ratio_absorb*LIGHT,NADPH,2NADPH,CO2
1199.0500000000002,0.288781502529161,0.6513498419361954,131.49122474814027,0.4933827006212244,0.0171146811751528,0.982885318824847,0.0883977254249819,0.0051887837434703,6.413184305308141,0.0586981590140014,0.9413018409859986,0.0872150881182673,0.0467399041228927,0.0393260095877107,0,500.0,0.1,15.03273528422706,5.01091176140902,16.283746048404886,8.141873024202443,4.0709365121012215,4.0709365121012215
1199.0500000000002,0.2436358801118094,0.6558867596597111,119.166264882862,0.4857366823919387,0.013185288049276,0.9868147119507236,0.0864363469808346,0.0049616766709137,6.442088828167985,0.0574026650012937,0.942597334998706,0.0873409367518901,0.0464428375607651,0.0393557162439235,1,450.0,0.1,13.536387214582524,4.512129071527508,14.7574520923435,7.37872604617175,3.689363023085875,3.689363023085875
1199.0500000000002,0.2046100266036392,0.6599693208232537,107.91722780160848,0.4791067575343051,0.0101452609131666,0.9898547390868327,0.084488564865066,0.0047496529668825,6.471018135030273,0.0562165184539332,0.9437834815460668,0.087482995184651,0.0461641205505054,0.0393835879449495,2,405.0,0.1,12.18813212663843,4.062710708879477,13.364378746670884,6.682189373335442,3.341094686667721,3.341094686667721
1199.0500000000002,0.1711389133689558,0.6636533193004086,97.6676285267424,0.4735247837307381,0.0077981117402781,0.9922018882597226,0.082553065498341,0.0045513562808865,6.499971513042425,0.0551324926743807,0.9448675073256192,0.0876402874464359,0.0459024496777722,0.0394097550322228,3,364.5,0.1,10.973599405902258,3.657866468634086,12.095081744249947,6.047540872124974,3.023770436062487,3.023770436062487
1199.0500000000002,0.1426322453375005,0.6669880461527804,88.342627926636,0.4689698048061563,0.0059888012983814,0.9940111987016184,0.0806284063746141,0.0043654033382904,6.528949949394604,0.0541422500365904,0.9458577499634097,0.0878112605380846,0.0456559715006229,0.0394344028499376,4,328.05,0.1,9.87958956070194,3.29319652023398,10.94027142702098,5.47013571351049,2.735067856755245,2.735067856755245
1199.0500000000002,0.1185049905609549,0.6700206183269237,79.86988399498483,0.4653925931540974,0.0045959597661949,0.9954040402338052,0.078713553085202,0.0041906964049271,6.557952388662083,0.053239832793474,0.946760167206526,0.0879947614992323,0.0454232962770989,0.0394576703722901,5,295.245,0.1,8.894313579974966,2.9647711933249887,9.89101187289663,4.945505936448315,2.4727529682241576,2.4727529682241576
1199.0500000000002,0.0981962922458845,0.6727921599744684,72.18021875052321,0.4627190420197165,0.0035249686961348,0.996475031303864,0.0768074544271041,0.004026049763799,6.586976588944914,0.0524174351752318,0.947582564824768,0.0881900181805735,0.0452034699169739,0.0394796530083026,6,265.7205,0.1,8.007034104231803,2.6690113680772676,8.938733457224787,4.4693667286123935,2.2346833643061967,2.2346833643061967
1199.0500000000002,0.0811819237564961,0.6753391407589674,65.20808880629059,0.4608620437715806,0.0027021747952204,0.9972978252047796,0.0749091621345411,0.0038704739200716,6.6160218630921745,0.0516688988141737,0.9483311011858264,0.0883957062502927,0.0449949928547254,0.0395005007145274,7,239.14845,0.1,7.208052541574418,2.402684180524806,8.075315436841946,4.037657718420973,2.0188288592104864,2.0188288592104864
1199.0500000000002,0.066985325110392,0.6776933517208923,58.89186400248856,0.4597297256899406,0.0020705726733177,0.9979294273266824,0.073017796485002,0.0037229659259664,6.645086157349408,0.0509871031955778,0.949012896804422,0.0886109716156053,0.0447968822208851,0.0395203117779114,8,215.233605,0.1,6.488606719850165,2.1628689066167217,7.293119158771031,3.646559579385515,1.8232797896927575,1.8232797896927575
1199.0500000000002,0.0551804959993766,0.6798832774982901,53.17397809488433,0.4592328332121768,0.0015860194509139,0.9984139805490844,0.0711326415595854,0.003582730941561,6.674168156366261,0.050366904173681,0.949633095826319,0.088834706542847,0.0446079109305759,0.0395392089069423,9,193.7102445,0.1,5.840821901094273,1.946940633698091,6.585017795782757,3.2925088978913783,1.6462544489456892,1.6462544489456892
1199.0500000000002,0.0453937441854546,0.6819341883680974,48.00095378069422,0.4592884762985487,0.0012145308913099,0.99878546910869,0.0692531071729945,0.0034489829817671,6.703264596812876,0.0498025738098225,0.9501974261901772,0.0890664786642274,0.0444275730835839,0.0395572426916416,10,174.3392201,0.1,5.257607727002167,1.7525359090007224,5.94439372798103,2.972196863990515,1.4860984319952577,1.4860984319952577
1199.0500000000002,0.0372997584517252,0.6838673871640792,43.323348370705176,0.4598191425011994,0.000929817694781,0.9990701823052188,0.0673785924269683,0.0033210583172691,6.732374431505012,0.04928951759962,0.9507104824003798,0.0893052371525796,0.0442547301158844,0.0395745269884115,11,156.905298,0.1,4.732544196069255,1.577514732023085,5.365120808773061,2.6825604043865305,1.3412802021932653,1.3412802021932653
1199.0500000000002,0.0306198358508874,0.6857027118173696,39.0956253932194,0.460759085958082,0.0007116972082924,0.999288302791706,0.0655087083927527,0.0031984489644559,6.761495676195054,0.0488247905087875,0.9511752094912126,0.0895502371365335,0.0440885735509337,0.0395911426449066,12,141.2147682,0.1,4.259881869721105,1.4199606232403683,4.841567475170063,2.4207837375850314,1.2103918687925157,1.2103918687925157
