ratio_absorb,CO2_sum
0.1,42.1410947944498
0.2,40.234726750244064
0.3,38.14420421959495
0.4,35.81051070660263
0.5,32.91498692028917
0.6,29.627798741917314
0.7,26.251389200927637
0.8,22.75233700758449
0.9,19.20153605940346
