lumen_protons_per_turnover,ATP_synthase_max_turnover,Volts_per_charge,perm_K,n,buffering_capacity,k_KEA,k_VCCN1,k_CLCE
0.000587,200,0.047,150,4.666,0.03,2500000,12,800000
