ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2
0.3,0.1,0.9,8,278,0.187695995
0.3,0.1,0.9,10,279,0.187972251
0.3,1,0.1,0.1,280,0.811488643
0.3,1,0.1,0.5,281,0.816285289
0.3,1,0.1,1,282,0.816266313
0.3,1,0.1,4,283,0.816489714
0.3,1,0.1,6,284,0.81675682
0.3,1,0.1,8,285,0.817022884
0.3,1,0.1,10,286,0.81728706
0.3,1,0.3,0.1,287,0.275265853
0.3,1,0.3,0.5,288,0.811931331
0.3,1,0.3,1,289,0.785525261
0.3,1,0.3,4,290,0.763408822
0.3,1,0.3,6,291,0.764072476
0.3,1,0.3,8,292,0.764856557
0.3,1,0.3,10,293,0.765677924
0.3,1,0.5,0.1,294,0.121447461
0.3,1,0.5,0.5,295,0.542432387
0.3,1,0.5,1,296,0.795117004
0.3,1,0.5,4,297,0.722994825
0.3,1,0.5,6,298,0.723626394
0.3,1,0.5,8,299,0.724461142
0.3,1,0.5,10,300,0.725346261
0.3,1,0.7,0.1,301,0.054018468
0.3,1,0.7,0.5,302,0.244359216
0.3,1,0.7,1,303,0.465643538
0.3,1,0.7,4,304,0.741207194
0.3,1,0.7,6,305,0.696998191
0.3,1,0.7,8,306,0.69598408
0.3,1,0.7,10,307,0.696842721
0.3,1,0.9,0.1,308,0.015355736
0.3,1,0.9,0.5,309,0.067727007
0.3,1,0.9,1,310,0.129997388
0.3,1,0.9,4,311,0.477844077
0.3,1,0.9,6,312,0.668719069
0.3,1,0.9,8,313,0.752935352
0.3,1,0.9,10,314,0.750821633
0.3,3,0.1,0.1,315,0.818182181
0.3,3,0.1,0.5,316,0.82810692
0.3,3,0.1,1,317,0.828113783
0.3,3,0.1,4,318,0.828176633
0.3,3,0.1,6,319,0.828217011
0.3,3,0.1,8,320,0.828256095
0.3,3,0.1,10,321,0.828294039
0.3,3,0.3,0.1,322,0.405939951
0.3,3,0.3,0.5,323,0.823825119
0.3,3,0.3,1,324,0.822694293
0.3,3,0.3,4,325,0.816603251
0.3,3,0.3,6,326,0.816846937
0.3,3,0.3,8,327,0.817096368
0.3,3,0.3,10,328,0.817354833
0.3,3,0.5,0.1,329,0.19188926
0.3,3,0.5,0.5,330,0.662712285
0.3,3,0.5,1,331,0.818326387
0.3,3,0.5,4,332,0.799128338
0.3,3,0.5,6,333,0.799551481
0.3,3,0.5,8,334,0.800025076
0.3,3,0.5,10,335,0.800516194
0.3,3,0.7,0.1,336,0.091094602
0.3,3,0.7,0.5,337,0.342050859
0.3,3,0.7,1,338,0.586835218
0.3,3,0.7,4,339,0.811668381
0.3,3,0.7,6,340,0.794491785
0.3,3,0.7,8,341,0.780966301
0.3,3,0.7,10,342,0.781516579
0.3,3,0.9,0.1,343,0.029636597
0.3,3,0.9,0.5,344,0.107941399
0.3,3,0.9,1,345,0.192059811
0.3,3,0.9,4,346,0.591631075
0.3,3,0.9,6,347,0.750105402
0.3,3,0.9,8,348,0.806296053
0.3,3,0.9,10,349,0.812895799
0.3,5,0.1,0.1,350,0.820896112
0.3,5,0.1,0.5,351,0.829239685
0.3,5,0.1,1,352,0.829243287
0.3,5,0.1,4,353,0.829267981
0.3,5,0.1,6,354,0.829283722
0.3,5,0.1,8,355,0.829299026
0.3,5,0.1,10,356,0.829313988
0.3,5,0.3,0.1,357,0.536622235
0.3,5,0.3,0.5,358,0.82523467
0.3,5,0.3,1,359,0.826830321
0.3,5,0.3,4,360,0.824607408
0.3,5,0.3,6,361,0.824725979
0.3,5,0.3,8,362,0.824844058
0.3,5,0.3,10,363,0.824961076
0.3,5,0.5,0.1,364,0.276479695
0.3,5,0.5,0.5,365,0.733472787
0.3,5,0.5,1,366,0.821447568
0.3,5,0.5,4,367,0.816426653
0.3,5,0.5,6,368,0.816691803
0.3,5,0.5,8,369,0.816969244
0.3,5,0.5,10,370,0.817246724
0.3,5,0.7,0.1,371,0.137419967
0.3,5,0.7,0.5,372,0.449787475
0.3,5,0.7,1,373,0.678740989
0.3,5,0.7,4,374,0.821844881
0.3,5,0.7,6,375,0.814682769
0.3,5,0.7,8,376,0.806367718
0.3,5,0.7,10,377,0.806768952
0.3,5,0.9,0.1,378,0.047919214
0.3,5,0.9,0.5,379,0.157898982
0.3,5,0.9,1,380,0.266899409
0.3,5,0.9,4,381,0.679093896
0.3,5,0.9,6,382,0.781584854
0.3,5,0.9,8,383,0.814224164
0.3,5,0.9,10,384,0.820321102
0.3,7,0.1,0.1,385,0.822522906
0.3,7,0.1,0.5,386,0.829566887
0.3,7,0.1,1,387,0.829568944
0.3,7,0.1,4,388,0.829582041
0.3,7,0.1,6,389,0.829590404
0.3,7,0.1,8,390,0.829598555
0.3,7,0.1,10,391,0.829606528
0.3,7,0.3,0.1,392,0.634870856
0.3,7,0.3,0.5,393,0.825842772
0.3,7,0.3,1,394,0.82805833
0.3,7,0.3,4,395,0.827088044
0.3,7,0.3,6,396,0.827155111
0.3,7,0.3,8,397,0.827222119
0.3,7,0.3,10,398,0.827287978
0.3,7,0.5,0.1,399,0.365259182
0.3,7,0.5,0.5,400,0.767608401
0.3,7,0.5,1,401,0.822846137
0.3,7,0.5,4,402,0.822480017
0.3,7,0.5,6,403,0.822642776
0.3,7,0.5,8,404,0.822809917
0.3,7,0.5,10,405,0.822976124
0.3,7,0.7,0.1,406,0.189220609
0.3,7,0.7,0.5,407,0.547641903
0.3,7,0.7,1,408,0.731741717
0.3,7,0.7,4,409,0.825006951
0.3,7,0.7,6,410,0.821450565
0.3,7,0.7,8,411,0.816405075
0.3,7,0.7,10,412,0.816670845
0.3,7,0.9,0.1,413,0.068952567
0.3,7,0.9,0.5,414,0.213395069
0.3,7,0.9,1,415,0.346442037
0.3,7,0.9,4,416,0.730806156
0.3,7,0.9,6,417,0.694802734
0.3,7,0.9,8,418,0.817646843
0.3,7,0.9,10,419,0.822792994
0.7,0.07,0.1,0.1,420,0.3854752
0.7,0.07,0.1,0.5,421,0.417168266
0.7,0.07,0.1,1,422,0.418137506
0.7,0.07,0.1,4,423,0.419576888
0.7,0.07,0.1,6,424,0.420258236
0.7,0.07,0.1,8,425,0.420875147
0.7,0.07,0.1,10,426,0.421525675
0.7,0.07,0.3,0.1,427,0.126864658
0.7,0.07,0.3,0.5,428,0.155130582
0.7,0.07,0.3,1,429,0.155795124
0.7,0.07,0.3,4,430,0.15640498
0.7,0.07,0.3,6,431,0.15665591
0.7,0.07,0.3,8,432,0.156915565
0.7,0.07,0.3,10,433,0.15708532
0.7,0.07,0.5,0.1,434,0.065602172
0.7,0.07,0.5,0.5,435,0.094189212
0.7,0.07,0.5,1,436,0.0946887
0.7,0.07,0.5,4,437,0.095095033
0.7,0.07,0.5,6,438,0.095218801
0.7,0.07,0.5,8,439,0.095334248
0.7,0.07,0.5,10,440,0.095527705
0.7,0.07,0.7,0.1,441,0.034007591
0.7,0.07,0.7,0.5,442,0.067164133
0.7,0.07,0.7,1,443,0.067891261
0.7,0.07,0.7,4,444,0.068227646
0.7,0.07,0.7,6,445,0.068383096
0.7,0.07,0.7,8,446,0.068421708
0.7,0.07,0.7,10,447,0.068515527
0.7,0.07,0.9,0.1,448,0.010509874
0.7,0.07,0.9,0.5,449,0.037761834
0.7,0.07,0.9,1,450,0.051393125
0.7,0.07,0.9,4,451,0.053181287
0.7,0.07,0.9,6,452,0.053282391
0.7,0.07,0.9,8,453,0.053403456
0.7,0.07,0.9,10,454,0.502738455
0.7,0.1,0.1,0.1,455,0.547272017
0.7,0.1,0.1,0.5,456,0.547642042
0.7,0.1,0.1,1,457,0.548932257
0.7,0.1,0.1,4,458,0.550572642
0.7,0.1,0.1,6,459,0.551362771
0.7,0.1,0.1,8,460,0.162317711
0.7,0.1,0.1,10,461,0.235531643
0.7,0.1,0.3,0.1,462,0.236770337
0.7,0.1,0.3,0.5,463,0.237747807
0.7,0.1,0.3,1,464,0.23815686
0.7,0.1,0.3,4,465,0.238419018
0.7,0.1,0.3,6,466,0.238887307
0.7,0.1,0.3,8,467,0.079290996
0.7,0.1,0.3,10,468,0.144140001
0.7,0.1,0.5,0.1,469,0.145329408
0.7,0.1,0.5,0.5,470,0.145968142
0.7,0.1,0.5,1,471,0.146295762
0.7,0.1,0.5,4,472,0.146512265
0.7,0.1,0.5,6,473,0.146648836
0.7,0.1,0.5,8,474,0.038190098
0.7,0.1,0.5,10,475,0.100416994
0.7,0.1,0.7,0.1,476,0.104552862
0.7,0.1,0.7,0.5,477,0.105110661
0.7,0.1,0.7,1,478,0.105298551
0.7,0.1,0.7,4,479,0.105462742
0.7,0.1,0.7,6,480,0.105588087
0.7,0.1,0.7,8,481,0.010905493
0.7,0.1,0.7,10,482,0.045252538
0.7,0.1,0.9,0.1,483,0.068699214
0.7,0.1,0.9,0.5,484,0.082078493
0.7,0.1,0.9,1,485,0.082201263
0.7,0.1,0.9,4,486,0.082354196
0.7,0.1,0.9,6,487,0.082426693
0.7,0.1,0.9,8,488,0.805182582
0.7,0.1,0.9,10,489,0.780431376
0.7,1,0.1,0.1,490,0.779904579
0.7,1,0.1,0.5,491,0.780461265
0.7,1,0.1,1,492,0.781178646
0.7,1,0.1,4,493,0.781897989
0.7,1,0.1,6,494,0.782614574
0.7,1,0.1,8,495,0.26374976
0.7,1,0.1,10,496,0.773386506
0.7,1,0.3,0.1,497,0.707739039
0.7,1,0.3,0.5,498,0.69560698
0.7,1,0.3,1,499,0.696402175
0.7,1,0.3,4,500,0.697528206
0.7,1,0.3,6,501,0.115822602
0.7,1,0.3,8,502,0.520668535
0.7,1,0.3,10,503,0.731950457
0.7,1,0.5,0.1,504,0.658107943
0.7,1,0.5,0.5,505,0.653694697
0.7,1,0.5,1,506,0.659726849
0.7,1,0.5,4,507,0.659921587
0.7,1,0.5,6,508,0.051183916
0.7,1,0.5,8,509,0.235323811
0.7,1,0.5,10,510,0.447028316
0.7,1,0.7,0.1,511,0.634553249
0.7,1,0.7,0.5,512,0.637639221
0.7,1,0.7,1,513,0.638420629
0.7,1,0.7,4,514,0.638993177
0.7,1,0.7,6,515,0.014293199
0.7,1,0.7,8,516,0.064654641
0.7,1,0.7,10,517,0.124967981
0.7,1,0.9,0.1,518,0.453456181
0.7,1,0.9,0.5,519,0.598256415
0.7,1,0.9,1,520,0.650913855
0.7,1,0.9,4,521,0.64850304
0.7,1,0.9,6,522,0.816368437
0.7,1,0.9,8,523,0.821173137
0.7,1,0.9,10,524,0.821177882
0.7,3,0.1,0.1,525,0.821377849
0.7,3,0.1,0.5,526,0.82155818
0.7,3,0.1,1,527,0.82173605
0.7,3,0.1,4,528,0.821912944
0.7,3,0.1,6,529,0.366255532
0.7,3,0.1,8,530,0.817332228
0.7,3,0.1,10,531,0.799773778
