ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2,v_ATP_made,Phi2*PSII_antenna_size*ratio_absorb*100,NADPH,2NADPH,3_v_ATP_made
0.1,0.1,0.3,4.0,45,0.659868551,50.10448306000001,1.979605653,0.9898028265,0.49490141325,16.701494353333334
0.1,0.1,0.3,6.0,46,0.660810226,50.25533128000001,1.982430678,0.991215339,0.4956076695,16.751777093333335
0.1,0.1,0.3,8.0,47,0.661795251,50.39884334,1.985385753,0.9926928765,0.49634643825,16.799614446666666
0.1,0.1,0.3,10.0,48,0.662802571,50.54261993,1.9884077129999995,0.9942038564999998,0.4971019282499999,16.847539976666667
0.1,0.1,0.5,0.1,49,0.099098566,3.1522441700000003,0.49549283,0.247746415,0.1238732075,1.0507480566666667
0.1,0.1,0.5,0.5,50,0.427976391,16.16450766,2.1398819550000003,1.0699409775000002,0.5349704887500001,5.388169220000001
0.1,0.1,0.5,1.0,51,0.604529324,34.27592478,3.02264662,1.51132331,0.755661655,11.42530826
0.1,0.1,0.5,4.0,52,0.607890813,61.11699329,3.039454065,1.5197270325,0.75986351625,20.372331096666667
0.1,0.1,0.5,6.0,53,0.608729503,61.35546618000001,3.043647515,1.5218237575,0.76091187875,20.45182206
0.1,0.1,0.5,8.0,54,0.609588015,61.54965544999999,3.0479400750000005,1.5239700375000005,0.7619850187500001,20.516551816666663
0.1,0.1,0.5,10.0,55,0.610487743,61.74329927,3.052438715,1.5262193575,0.76310967875,20.581099756666667
0.1,0.1,0.7,0.1,56,0.043063102,1.891866321,0.3014417139999999,0.1507208569999999,0.0753604284999999,0.630622107
0.1,0.1,0.7,0.5,57,0.200840978,9.571141171,1.4058868459999998,0.7029434229999999,0.3514717114999999,3.1903803903333334
0.1,0.1,0.7,1.0,58,0.355737472,19.49767448,2.490162304,1.245081152,0.622540576,6.499224826666667
0.1,0.1,0.7,4.0,59,0.547968402,64.87025456,3.8357788139999993,1.9178894069999997,0.9589447034999998,21.62341818666667
0.1,0.1,0.7,6.0,60,0.54877093,65.30309704,3.84139651,1.920698255,0.9603491275,21.76769901333333
0.1,0.1,0.7,8.0,61,0.54960625,65.55549759,3.84724375,1.923621875,0.9618109375,21.85183253
0.1,0.1,0.7,10.0,62,0.550414275,65.77479985,3.852899925,1.9264499625,0.96322498125,21.92493328333333
0.1,0.1,0.9,0.1,63,0.01136845,0.631959377,0.10231605,0.051158025,0.0255790125,0.2106531256666667
0.1,0.1,0.9,0.5,64,0.055312088,3.164780932999999,0.497808792,0.248904396,0.124452198,1.0549269776666663
0.1,0.1,0.9,1.0,65,0.107689741,6.359879971,0.9692076690000002,0.4846038345000001,0.24230191725,2.1199599903333333
0.1,0.1,0.9,4.0,66,0.339741405,26.291472319999997,3.057672645,1.5288363225,0.76441816125,8.763824106666666
0.1,0.1,0.9,6.0,67,0.418519408,40.23758707,3.7666746720000006,1.8833373360000003,0.9416686680000002,13.412529023333333
0.1,0.1,0.9,8.0,68,0.460773092,54.51486107000001,4.146957828000001,2.0734789140000003,1.036739457,18.17162035666667
0.1,0.1,0.9,10.0,69,0.478916499,65.84573173,4.310248491,2.1551242455,1.07756212275,21.948577243333332
0.1,1.0,0.1,0.1,70,0.814280363,0.5915559789999999,0.8142803630000001,0.4071401815,0.20357009075,0.1971853263333333
0.1,1.0,0.1,0.5,71,0.828098504,2.726133644,0.828098504,0.414049252,0.207024626,0.9087112146666666
0.1,1.0,0.1,1.0,72,0.828105358,2.726318946,0.8281053580000001,0.414052679,0.2070263395,0.908772982
0.1,1.0,0.1,4.0,73,0.828168161,2.727199401,0.8281681610000001,0.4140840805,0.20704204025,0.909066467
0.1,1.0,0.1,6.0,74,0.828208478,2.727781131,0.8282084780000001,0.414104239,0.2070521195,0.909260377
0.1,1.0,0.1,8.0,75,0.828247416,2.7283418069999996,0.8282474160000001,0.414123708,0.207061854,0.9094472689999998
0.1,1.0,0.1,10.0,76,0.828285031,2.728865237,0.8282850310000001,0.4141425155,0.20707125775,0.9096217456666666
0.1,1.0,0.3,0.1,77,0.294274002,0.442960878,0.8828220059999999,0.4414110029999999,0.2207055014999999,0.147653626
0.1,1.0,0.3,0.5,78,0.823375324,2.426523161,2.470125972,1.235062986,0.617531493,0.8088410536666667
0.1,1.0,0.3,1.0,79,0.822647774,5.370409083,2.467943322,1.233971661,0.6169858305,1.790136361
0.1,1.0,0.3,4.0,80,0.816569605,8.059281162,2.4497088149999997,1.2248544075,0.6124272037499999,2.6864270539999997
0.1,1.0,0.3,6.0,81,0.816810851,8.063396109,2.4504325529999997,1.2252162765,0.6126081382499999,2.687798703
0.1,1.0,0.3,8.0,82,0.817056441,8.067538178,2.451169323,1.2255846615,0.61279233075,2.6891793926666665
0.1,1.0,0.3,10.0,83,0.817311004,8.071853223,2.451933012,1.225966506,0.612983253,2.690617741
0.1,1.0,0.5,0.1,84,0.131154702,0.317001153,0.6557735100000001,0.327886755,0.1639433775,0.105667051
0.1,1.0,0.5,0.5,85,0.565245041,1.579641086,2.826225205,1.4131126025,0.70655630125,0.5265470286666667
0.1,1.0,0.5,1.0,86,0.816787192,3.3527511069999996,4.083935960000001,2.0419679800000003,1.0209839900000002,1.1175837023333333
0.1,1.0,0.5,4.0,87,0.799068244,13.04338874,3.99534122,1.99767061,0.998835305,4.347796246666666
0.1,1.0,0.5,6.0,88,0.79949237,13.05552461,3.997461850000001,1.9987309250000005,0.9993654625000002,4.351841536666667
0.1,1.0,0.5,8.0,89,0.799964969,13.06743035,3.999824845000001,1.9999124225000005,0.9999562112500002,4.3558101166666665
0.1,1.0,0.5,10.0,90,0.800451794,13.07931981,4.00225897,2.001129485,1.0005647425,4.35977327
0.1,1.0,0.7,0.1,91,0.059058132,0.1910755789999998,0.4134069239999999,0.2067034619999999,0.1033517309999999,0.0636918596666666
0.1,1.0,0.7,0.5,92,0.258309767,0.946993887,1.808168369,0.9040841845,0.45204209225,0.315664629
0.1,1.0,0.7,1.0,93,0.487393004,1.901794369,3.4117510280000007,1.7058755140000004,0.8529377570000002,0.6339314563333334
0.1,1.0,0.7,4.0,94,0.811487241,8.898403808,5.680410686999999,2.8402053434999996,1.4201026717499998,2.9661346026666666
0.1,1.0,0.7,6.0,95,0.79442962,13.98015193,5.56100734,2.78050367,1.390251835,4.660050643333333
0.1,1.0,0.7,8.0,96,0.78089546,17.63244437,5.466268219999999,2.7331341099999995,1.3665670549999998,5.8774814566666675
0.1,1.0,0.7,10.0,97,0.781451478,17.6584925,5.470160346,2.735080173,1.3675400865,5.886164166666667
0.1,1.0,0.9,0.1,98,0.017306284,0.064879959,0.155756556,0.077878278,0.038939139,0.021626653
0.1,1.0,0.9,0.5,99,0.073169229,0.317101527,0.6585230610000001,0.3292615305,0.16463076525,0.105700509
0.1,1.0,0.9,1.0,100,0.138494849,0.6320241859999998,1.246453641,0.6232268205,0.31161341025,0.2106747286666666
0.1,1.0,0.9,4.0,101,0.498469898,2.526853973,4.486229082,2.243114541,1.1215572705,0.8422846576666667
0.1,1.0,0.9,6.0,102,0.699961802,3.80439838,6.299656218000001,3.1498281090000004,1.5749140545000002,1.2681327933333333
0.1,1.0,0.9,8.0,103,0.800814913,5.229803732,7.207334217,3.6036671085,1.80183355425,1.7432679106666666
0.1,1.0,0.9,10.0,104,0.811864164,6.872896031,7.306777476000001,3.653388738,1.826694369,2.2909653436666666
0.1,3.0,0.1,0.1,105,0.819801327,0.2017690489999998,0.8198013270000001,0.4099006635,0.20495033175,0.0672563496666666
0.1,3.0,0.1,0.5,106,0.829704542,0.909714828,0.8297045420000001,0.414852271,0.2074261355,0.30323827600000003
0.1,3.0,0.1,1.0,107,0.829705842,0.909752776,0.8297058420000001,0.414852921,0.2074264605,0.30325092533333337
0.1,3.0,0.1,4.0,108,0.829713973,0.909964468,0.8297139730000002,0.4148569865000001,0.20742849325,0.3033214893333333
0.1,3.0,0.1,6.0,109,0.82971918,0.9101077909999998,0.8297191800000001,0.41485959,0.207429795,0.3033692636666666
0.1,3.0,0.1,8.0,110,0.829724252,0.9102425659999998,0.8297242520000001,0.414862126,0.207431063,0.3034141886666666
0.1,3.0,0.1,10.0,111,0.829729213,0.910377706,0.829729213,0.4148646065,0.20743230325,0.30345923533333335
0.1,3.0,0.3,0.1,112,0.471479047,0.1492311439999998,1.4144371409999998,0.7072185704999999,0.3536092852499999,0.0497437146666666
0.1,3.0,0.3,0.5,113,0.825525319,0.814119244,2.4765759570000005,1.2382879785000005,0.6191439892500001,0.2713730813333333
0.1,3.0,0.3,1.0,114,0.82856114,1.790325278,2.48568342,1.24284171,0.621420855,0.5967750926666667
0.1,3.0,0.3,4.0,115,0.828157921,2.726617919,2.484473763,1.2422368815,0.62111844075,0.9088726396666668
0.1,3.0,0.3,6.0,116,0.828201074,2.727223861,2.4846032219999996,1.2423016109999998,0.6211508054999999,0.9090746203333334
0.1,3.0,0.3,8.0,117,0.828243525,2.727814005,2.484730575,1.2423652875,0.62118264375,0.909271335
0.1,3.0,0.3,10.0,118,0.828285114,2.728405233,2.4848553420000004,1.2424276710000002,0.6212138355000001,0.9094684110000001
0.1,3.0,0.5,0.1,119,0.231787247,0.107049354,1.158936235,0.5794681175,0.28973405875,0.035683118
0.1,3.0,0.5,0.5,120,0.702953882,0.5295110439999999,3.51476941,1.757384705,0.8786923525,0.1765036813333333
0.1,3.0,0.5,1.0,121,0.821847575,1.126604359,4.109237875000001,2.0546189375000004,1.0273094687500002,0.37553478633333337
0.1,3.0,0.5,4.0,122,0.825217266,4.5299179800000005,4.126086330000001,2.0630431650000003,1.0315215825,1.50997266
0.1,3.0,0.5,6.0,123,0.825324892,4.531493483,4.12662446,2.06331223,1.031656115,1.5104978276666667
0.1,3.0,0.5,8.0,124,0.825434629,4.532876388,4.127173145,2.0635865725,1.03179328625,1.510958796
0.1,3.0,0.5,10.0,125,0.825543383,4.534326212,4.127716915,2.0638584575,1.03192922875,1.5114420706666667
0.1,3.0,0.7,0.1,126,0.11287636,0.0648871639999998,0.79013452,0.39506726,0.19753363,0.021629054666666602
0.1,3.0,0.7,0.5,127,0.393563149,0.3173206329999999,2.754942043,1.3774710215,0.68873551075,0.1057735443333333
0.1,3.0,0.7,1.0,128,0.63599074,0.6337487299999998,4.4519351799999995,2.22596759,1.112983795,0.21124957666666658
0.1,3.0,0.7,4.0,129,0.826306409,2.9643993729999996,5.784144862999999,2.8920724314999995,1.4460362157499995,0.9881331243333332
0.1,3.0,0.7,6.0,130,0.824457037,4.64805528,5.771199258999999,2.8855996294999997,1.44279981475,1.5493517600000002
0.1,3.0,0.7,8.0,131,0.821210825,6.304322211,5.748475774999999,2.8742378874999996,1.4371189437499998,2.101440737
0.1,3.0,0.7,10.0,132,0.821388424,6.3112156630000005,5.749718968,2.874859484,1.437429742,2.1037385543333333
0.1,3.0,0.9,0.1,133,0.038461505,0.0224675059999997,0.346153545,0.1730767725,0.08653838625,0.007489168666666567
0.1,3.0,0.9,0.5,134,0.131217536,0.1070445919999998,1.180957824,0.590478912,0.295239456,0.0356815306666666
0.1,3.0,0.9,1.0,135,0.226885425,0.212183301,2.041968825,1.0209844125,0.51049220625,0.070727767
0.1,3.0,0.9,4.0,136,0.638267621,0.8443786549999998,5.744408589000001,2.8722042945000004,1.4361021472500002,0.2814595516666666
0.1,3.0,0.9,6.0,137,0.750789709,1.332750391,6.757107381000001,3.3785536905000004,1.6892768452500002,0.4442501303333333
0.1,3.0,0.9,8.0,138,0.814892851,1.757976737,7.334035659,3.6670178295,1.83350891475,0.5859922456666666
0.1,3.0,0.9,10.0,139,0.823136963,2.29814192,7.408232667000002,3.704116333500001,1.8520581667500005,0.7660473066666666
0.1,5.0,0.1,0.1,140,0.82229921,0.1233769579999998,0.82229921,0.411149605,0.2055748025,0.0411256526666666
0.1,5.0,0.1,0.5,141,0.829845531,0.546438843,0.8298455310000001,0.4149227655,0.20746138275,0.182146281
0.1,5.0,0.1,1.0,142,0.829846021,0.5464562419999999,0.8298460210000003,0.4149230105000001,0.20746150525,0.18215208066666663
0.1,5.0,0.1,4.0,143,0.829849097,0.5465717199999999,0.8298490970000001,0.4149245485,0.20746227425,0.1821905733333333
0.1,5.0,0.1,6.0,144,0.829851074,0.5466455329999997,0.829851074,0.414925537,0.2074627685,0.1822151776666666
0.1,5.0,0.1,8.0,145,0.829853003,0.5467189299999999,0.8298530030000001,0.4149265015,0.20746325075,0.1822396433333333
0.1,5.0,0.1,10.0,146,0.829854891,0.5467910929999998,0.829854891,0.4149274455,0.20746372275,0.1822636976666666
0.1,5.0,0.3,0.1,147,0.619213691,0.0904048799999999,1.8576410730000004,0.9288205365000002,0.4644102682500001,0.030134959999999964
0.1,5.0,0.3,0.5,148,0.826068201,0.4919489989999998,2.478204603,1.2391023015,0.61955115075,0.1639829996666666
0.1,5.0,0.3,1.0,149,0.829106067,1.075318701,2.4873182010000003,1.2436591005000002,0.6218295502500001,0.358439567
0.1,5.0,0.3,4.0,150,0.829259888,1.636911229,2.4877796639999996,1.2438898319999998,0.6219449159999999,0.5456370763333334
0.1,5.0,0.3,6.0,151,0.829276516,1.637197039,2.487829548,1.243914774,0.621957387,0.5457323463333333
0.1,5.0,0.3,8.0,152,0.829292804,1.637501775,2.487878412,1.243939206,0.621969603,0.545833925
0.1,5.0,0.3,10.0,153,0.829308757,1.637781514,2.487926271,1.2439631355,0.62198156775,0.5459271713333333
0.1,5.0,0.5,0.1,154,0.348833027,0.0649190739999999,1.744165135,0.8720825675,0.43604128375,0.021639691333333298
0.1,5.0,0.5,0.5,155,0.762556433,0.3201670019999997,3.8127821650000007,1.9063910825000003,0.9531955412500002,0.1067223339999999
0.1,5.0,0.5,1.0,156,0.823248762,0.6817381539999999,4.11624381,2.058121905,1.0290609525,0.2272460513333333
0.1,5.0,0.5,4.0,157,0.828121018,2.725733865,4.14060509,2.070302545,1.0351512725,0.908577955
0.1,5.0,0.5,6.0,158,0.828164399,2.726348794,4.1408219950000005,2.0704109975,1.03520549875,0.9087829313333334
0.1,5.0,0.5,8.0,159,0.828208068,2.726965848,4.14104034,2.07052017,1.035260085,0.9089886159999999
0.1,5.0,0.5,10.0,160,0.828251249,2.727623956,4.141256245,2.0706281225,1.03531406125,0.9092079853333334
0.1,5.0,0.7,0.1,161,0.179852324,0.0395062959999999,1.258966268,0.629483134,0.314741567,0.0131687653333333
0.1,5.0,0.7,0.5,162,0.529518295,0.19140195,3.706628065,1.8533140325,0.92665701625,0.06380065
0.1,5.0,0.7,1.0,163,0.723446314,0.3823183969999998,5.064124198,2.532062099,1.2660310495,0.1274394656666666
0.1,5.0,0.7,4.0,164,0.82775438,1.780838579,5.79428066,2.89714033,1.448570165,0.5936128596666667
0.1,5.0,0.7,6.0,165,0.827621662,2.788202534,5.793351633999999,2.8966758169999993,1.4483379084999997,0.9294008446666666
0.1,5.0,0.7,8.0,166,0.826523319,3.797052983,5.785663232999999,2.8928316164999996,1.4464158082499998,1.2656843276666667
0.1,5.0,0.7,10.0,167,0.826586702,3.811090261,5.786106913999999,2.8930534569999997,1.4465267285,1.2703634203333334
0.1,5.0,0.9,0.1,168,0.065848354,0.0138740919999999,0.5926351860000001,0.296317593,0.1481587965,0.0046246973333333
0.1,5.0,0.9,0.5,169,0.202793255,0.0649013439999999,1.825139295,0.9125696475,0.45628482375,0.0216337813333333
0.1,5.0,0.9,1.0,170,0.330750494,0.1281398779999998,2.976754446,1.488377223,0.7441886115,0.0427132926666666
0.1,5.0,0.9,4.0,171,0.722651077,0.5090124659999999,6.503859693000001,3.2519298465000004,1.6259649232500002,0.16967082199999997
0.1,5.0,0.9,6.0,172,0.794800341,0.7725025890000001,7.153203069000001,3.5766015345000004,1.7883007672500002,0.257500863
0.1,5.0,0.9,8.0,173,0.81857206,1.0644746559999998,7.36714854,3.68357427,1.841787135,0.3548248853333333
0.1,5.0,0.9,10.0,174,0.824593697,1.385615632,7.421343273,3.7106716365,1.85533581825,0.4618718773333333
0.1,7.0,0.1,0.1,175,0.823769782,0.0895619559999999,0.8237697820000001,0.411884891,0.2059424455,0.0298539853333333
0.1,7.0,0.1,0.5,176,0.829886097,0.3908498829999999,0.829886097,0.4149430485,0.20747152425,0.1302832943333333
0.1,7.0,0.1,1.0,177,0.829886352,0.3908606679999998,0.8298863520000002,0.4149431760000001,0.207471588,0.13028688933333327
0.1,7.0,0.1,4.0,178,0.829887972,0.390934281,0.8298879720000001,0.414943986,0.207471993,0.130311427
0.1,7.0,0.1,6.0,179,0.829889014,0.3909798819999999,0.8298890140000001,0.4149445070000001,0.2074722535,0.1303266273333333
0.1,7.0,0.1,8.0,180,0.829890038,0.391029588,0.8298900380000002,0.4149450190000001,0.2074725095,0.130343196
0.1,7.0,0.1,10.0,181,0.829891037,0.3910764799999998,0.8298910370000001,0.4149455185,0.20747275925,0.1303588266666666
0.1,7.0,0.3,0.1,182,0.702618723,0.0651854529999999,2.1078561689999997,1.0539280845,0.5269640422499999,0.021728484333333298
0.1,7.0,0.3,0.5,183,0.826448987,0.3538471929999999,2.479346961,1.2396734805,0.61983674025,0.1179490643333333
0.1,7.0,0.3,1.0,184,0.82927306,0.7690992510000001,2.48781918,1.24390959,0.621954795,0.256366417
0.1,7.0,0.3,4.0,185,0.829577651,1.1694086269999997,2.4887329530000004,1.2443664765000002,0.6221832382500001,0.38980287566666655
0.1,7.0,0.3,6.0,186,0.829586433,1.169600284,2.488759299,1.2443796495,0.62218982475,0.3898667613333333
0.1,7.0,0.3,8.0,187,0.829595032,1.1697951,2.488785096,1.244392548,0.622196274,0.3899317
0.1,7.0,0.3,10.0,188,0.829603458,1.169989669,2.488810374,1.244405187,0.6222025935,0.38999655633333336
0.1,7.0,0.5,0.1,189,0.462718887,0.0468129289999998,2.313594435,1.1567972175,0.57839860875,0.0156043096666666
0.1,7.0,0.5,0.5,190,0.786986654,0.2305942819999998,3.93493327,1.967466635,0.9837333175,0.0768647606666666
0.1,7.0,0.5,1.0,191,0.824152626,0.4908788419999997,4.12076313,2.060381565,1.0301907825,0.16362628066666657
0.1,7.0,0.5,4.0,192,0.82897498,1.947895859,4.1448749000000005,2.07243745,1.036218725,0.6492986196666667
0.1,7.0,0.5,6.0,193,0.828998159,1.948273889,4.144990795,2.0724953975,1.03624769875,0.6494246296666667
0.1,7.0,0.5,8.0,194,0.829021594,1.948657475,4.145107970000001,2.0725539850000003,1.0362769925000002,0.6495524916666667
0.1,7.0,0.5,10.0,195,0.829044667,1.9490297,4.145223335000001,2.0726116675000004,1.0363058337500002,0.6496765666666667
0.1,7.0,0.7,0.1,196,0.253615832,0.0285766939999998,1.775310824,0.887655412,0.443827706,0.009525564666666599
0.1,7.0,0.7,0.5,197,0.631539847,0.1374559779999999,4.420778928999999,2.2103894644999995,1.1051947322499998,0.045818659333333296
0.1,7.0,0.7,1.0,198,0.763364943,0.2747867109999999,5.343554601,2.6717773005,1.33588865025,0.0915955703333333
0.1,7.0,0.7,4.0,199,0.828205949,1.2740928669999998,5.797441643,2.8987208215,1.44936041075,0.42469762233333325
0.1,7.0,0.7,6.0,200,0.828553285,1.991983385,5.799872994999999,2.8999364974999997,1.44996824875,0.6639944616666666
0.1,7.0,0.7,8.0,201,0.82811605,2.7117603069999996,5.79681235,2.898406175,1.4492030875,0.9039201023333332
0.1,7.0,0.7,10.0,202,0.828155312,2.7259165209999994,5.797087184,2.898543592,1.449271796,0.9086388403333331
0.1,7.0,0.9,0.1,203,0.097661591,0.0101701129999998,0.8789543190000001,0.4394771595,0.21973857975,0.0033900376666666002
0.1,7.0,0.9,0.5,204,0.280724169,0.046785573,2.5265175210000006,1.2632587605000003,0.6316293802500001,0.015595191
0.1,7.0,0.9,1.0,205,0.434741728,0.092079489,3.912675552,1.956337776,0.978168888,0.030693163
0.1,7.0,0.9,4.0,206,0.762272338,0.3656041319999999,6.860451042000001,3.430225521000001,1.7151127605000005,0.12186804399999997
0.1,7.0,0.9,6.0,207,0.805515911,0.5565565369999999,7.249643198999999,3.6248215995,1.81241079975,0.18551884566666663
0.1,7.0,0.9,8.0,208,0.820629388,0.76671971,7.385664492000001,3.692832246000001,1.846416123,0.2555732366666667
0.1,7.0,0.9,10.0,209,0.825278706,0.994718772,7.427508354,3.713754177,1.8568770885,0.331572924
0.3,0.07,0.1,0.1,210,0.584599797,25.04320843,1.7537993909999998,0.8768996954999999,0.4384498477499999,8.347736143333334
0.3,0.07,0.1,0.5,211,0.61680234,57.1024089,1.85040702,0.92520351,0.462601755,19.0341363
0.3,0.07,0.1,1.0,212,0.616370149,57.57756028999999,1.849110447,0.9245552235,0.46227761175,19.192520096666662
0.3,0.07,0.1,4.0,213,0.617443571,58.03995585999999,1.8523307130000004,0.9261653565000002,0.4630826782500001,19.346651953333332
0.3,0.07,0.1,6.0,214,0.618336476,58.22545611999999,1.855009428,0.927504714,0.463752357,19.40848537333333
0.3,0.07,0.1,8.0,215,0.619267638,58.407359189999994,1.857802914,0.928901457,0.4644507285,19.46911973
0.3,0.07,0.1,10.0,216,0.620198403,58.58352294,1.860595209,0.9302976045,0.46514880225,19.52784098
0.3,0.07,0.3,0.1,217,0.183460739,19.0277581,1.651146651,0.8255733255,0.41278666275,6.342586033333333
0.3,0.07,0.3,0.5,218,0.338543568,64.49952177,3.046892112,1.523446056,0.761723028,21.49984059
0.3,0.07,0.3,1.0,219,0.34099956,66.08495551,3.068996039999999,1.5344980199999996,0.7672490099999998,22.028318503333335
0.3,0.07,0.3,4.0,220,0.342522805,66.88047015,3.0827052449999996,1.5413526224999998,0.7706763112499999,22.29349005
0.3,0.07,0.3,6.0,221,0.343111267,67.13177019,3.088001403,1.5440007015,0.77200035075,22.37725673
0.3,0.07,0.3,8.0,222,0.343558898,67.35612808,3.0920300819999995,1.5460150409999998,0.7730075204999999,22.452042693333336
0.3,0.07,0.3,10.0,223,0.344041745,67.57678162,3.096375705,1.5481878525,0.77409392625,22.525593873333335
0.3,0.07,0.5,0.1,224,0.085687881,13.58900585,1.2853182149999998,0.6426591074999999,0.3213295537499999,4.529668616666666
0.3,0.07,0.5,0.5,225,0.208818473,61.70002745,3.132277095,1.5661385475,0.78306927375,20.566675816666667
