前,time_axis,NPQ,Phi2,LEF,qL,Z,V,pmf,Dy,pHlumen,fraction_Dy,fraction_DpH,Klumen,Cl_lumen,Cl_stroma,,
,1200,1.768273894,0.290373597,0,0.232122155,0.443435912,0.556564088,0.118523887,0.010221232,5.994955746,0.086237737,0.913762263,0.086658719,0.053122945,0.038687705,,
,,,,,,,,,,,,,,,,,
后,time_axis,NPQ,Phi2,LEF,qL,Z,V,pmf,Dy,pHlumen,fraction_Dy,fraction_DpH,Klumen,Cl_lumen,Cl_stroma,idx,v_ATP_made
,1199.05,1.985774717,0.380812671,76.8749376,0.376293354,0.543949686,0.456050314,0.117603755,0.006764108,5.95267256,0.057516091,0.942483909,0.086887251,0.058266187,0.038173381,719,60.78339051
