ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2,v_ATP_made,Phi2*PSII_antenna_size*ratio_absorb*500,NADPH,2NADPH,3_v_ATP_made,CO2
0.1,1.0,0.1,8.0,75,0.802413451,12.59437311,4.012067255000001,2.0060336275000004,1.0030168137500002,4.1981243699999995,1.0030168137500002
0.1,1.0,0.1,10.0,76,0.802913464,12.60587708,4.01456732,2.00728366,1.00364183,4.201959026666667,1.00364183
0.1,1.0,0.3,0.1,77,0.268158751,2.199532674,4.022381265,2.0111906325,1.00559531625,0.733177558,0.733177558
0.1,1.0,0.3,0.5,78,0.795584791,12.12351333,11.933771865,5.9668859325,2.98344296625,4.04117111,2.98344296625
0.1,1.0,0.3,1.0,79,0.744576432,26.80270794,11.16864648,5.58432324,2.79216162,8.93423598,2.79216162
0.1,1.0,0.3,4.0,80,0.73288666,30.18453777,10.993299900000002,5.496649950000001,2.7483249750000005,10.06151259,2.7483249750000005
0.1,1.0,0.3,6.0,81,0.733700532,30.2376399,11.00550798,5.50275399,2.751376995,10.0792133,2.751376995
0.1,1.0,0.3,8.0,82,0.734617479,30.29379643,11.019262185,5.5096310925,2.75481554625,10.097932143333331,2.75481554625
0.1,1.0,0.3,10.0,83,0.735568179,30.35016951,11.033522685,5.5167613425,2.75838067125,10.11672317,2.75838067125
0.1,1.0,0.5,0.1,84,0.117920904,1.572730139,2.9480226,1.4740113,0.73700565,0.5242433796666667,0.5242433796666667
0.1,1.0,0.5,0.5,85,0.532343892,7.862223221,13.3085973,6.65429865,3.327149325,2.6207410736666668,2.6207410736666668
0.1,1.0,0.5,1.0,86,0.769794107,16.81115261,19.244852675,9.6224263375,4.81121316875,5.603717536666667,4.81121316875
0.1,1.0,0.5,4.0,87,0.695698139,41.54369792,17.392453475,8.6962267375,4.34811336875,13.847899306666667,4.34811336875
0.1,1.0,0.5,6.0,88,0.69645236,41.6386428,17.411309,8.7056545,4.35282725,13.8795476,4.35282725
0.1,1.0,0.5,8.0,89,0.69738079,41.73364265,17.43451975,8.717259875,4.3586299375,13.911214216666666,4.3586299375
0.1,1.0,0.5,10.0,90,0.69836596,41.82862114,17.459149,8.7295745,4.36478725,13.942873713333334,4.36478725
0.1,1.0,0.7,0.1,91,0.052224169,0.945273529,1.827845915,0.9139229575,0.45696147875,0.3150911763333333,0.3150911763333333
0.1,1.0,0.7,0.5,92,0.239064284,4.718950123,8.36724994,4.18362497,2.091812485,1.5729833743333332,1.5729833743333332
0.1,1.0,0.7,1.0,93,0.457817824,9.434121558,16.02362384,8.01181192,4.00590596,3.144707186,3.144707186
0.1,1.0,0.7,4.0,94,0.685288039,44.66822333,23.985081365,11.9925406825,5.99627034125,14.889407776666664,5.99627034125
0.1,1.0,0.7,6.0,95,0.673611083,49.25697666,23.576387905000004,11.788193952500002,5.894096976250001,16.41899222,5.894096976250001
0.1,1.0,0.7,8.0,96,0.674411797,49.40962081,23.604412895,11.8022064475,5.90110322375,16.469873603333333,5.90110322375
0.1,1.0,0.7,10.0,97,0.675302606,49.53642818,23.63559121,11.817795605,5.9088978025,16.512142726666667,5.9088978025
0.1,1.0,0.9,0.1,98,0.014679139,0.316866625,0.6605612550000001,0.3302806275,0.16514031375,0.1056222083333333,0.1056222083333333
0.1,1.0,0.9,0.5,99,0.06578784,1.575784991,2.960452800000001,1.4802264000000005,0.7401132000000002,0.5252616636666666,0.5252616636666666
0.1,1.0,0.9,1.0,100,0.126899537,3.14989798,5.710479165000001,2.8552395825000003,1.4276197912500002,1.0499659933333334,1.0499659933333334
0.1,1.0,0.9,4.0,101,0.469367238,12.58354827,21.121525710000004,10.560762855000002,5.280381427500001,4.19451609,4.19451609
0.1,1.0,0.9,6.0,102,0.651319442,18.96076297,29.309374890000004,14.654687445000002,7.327343722500001,6.320254323333334,6.320254323333334
0.1,1.0,0.9,8.0,103,0.717415618,26.38685267,32.28370281,16.141851405,8.0709257025,8.795617556666667,8.0709257025
0.1,1.0,0.9,10.0,104,0.70516846,34.75747913,31.732580700000007,15.866290350000003,7.933145175000002,11.585826376666668,7.933145175000002
0.1,3.0,0.1,0.1,105,0.817348438,0.991441109,4.086742190000001,2.0433710950000004,1.0216855475000002,0.3304803696666666,0.3304803696666666
0.1,3.0,0.1,0.5,106,0.825330692,4.464523318,4.12665346,2.06332673,1.031663365,1.4881744393333334,1.031663365
0.1,3.0,0.1,1.0,107,0.825346543,4.46510627,4.126732715,2.0633663575,1.03168317875,1.4883687566666666,1.03168317875
0.1,3.0,0.1,4.0,108,0.825500812,4.467206879,4.1275040600000015,2.0637520300000007,1.0318760150000004,1.4890689596666666,1.0318760150000004
0.1,3.0,0.1,6.0,109,0.825600042,4.468501329,4.128000210000001,2.0640001050000003,1.0320000525000002,1.489500443,1.0320000525000002
0.1,3.0,0.1,8.0,110,0.825695626,4.469771214,4.128478130000001,2.0642390650000007,1.0321195325000003,1.489923738,1.0321195325000003
0.1,3.0,0.1,10.0,111,0.825789126,4.47102314,4.1289456300000005,2.064472815,1.0322364075,1.490341046666667,1.0322364075
0.1,3.0,0.3,0.1,112,0.380948467,0.736391567,5.714227005,2.8571135025,1.42855675125,0.2454638556666666,0.2454638556666666
0.1,3.0,0.3,0.5,113,0.821358491,4.051773925,12.320377365,6.1601886825,3.08009434125,1.3505913083333334,1.3505913083333334
0.1,3.0,0.3,1.0,114,0.812767453,8.956496569,12.191511794999998,6.095755897499999,3.0478779487499996,2.9854988563333333,2.9854988563333333
0.1,3.0,0.3,4.0,115,0.801539676,12.56755903,12.02309514,6.01154757,3.005773785,4.189186343333334,3.005773785
0.1,3.0,0.3,6.0,116,0.801972507,12.57776142,12.029587605,6.0147938025,3.00739690125,4.19258714,3.00739690125
0.1,3.0,0.3,8.0,117,0.802453005,12.58876312,12.036795075000002,6.018397537500001,3.0091987687500006,4.196254373333333,3.0091987687500006
0.1,3.0,0.3,10.0,118,0.802955405,12.60012587,12.044331075,6.0221655375,3.01108276875,4.2000419566666665,3.01108276875
0.1,3.0,0.5,0.1,119,0.17768295,0.526536274,4.44207375,2.221036875,1.1105184375,0.1755120913333333,0.1755120913333333
0.1,3.0,0.5,0.5,120,0.643851334,2.631951302,16.09628335,8.048141675,4.0240708375,0.8773171006666667,0.8773171006666667
0.1,3.0,0.5,1.0,121,0.813810241,5.60753548,20.345256025,10.1726280125,5.08631400625,1.8691784933333333,1.8691784933333333
0.1,3.0,0.5,4.0,122,0.774427415,19.39254596,19.360685375000003,9.6803426875,4.84017134375,6.4641819866666665,4.84017134375
0.1,3.0,0.5,6.0,123,0.775024188,19.41826387,19.3756047,9.68780235,4.843901175,6.4727546233333335,4.843901175
0.1,3.0,0.5,8.0,124,0.775695334,19.4425033,19.39238335,9.696191675,4.8480958375,6.4808344333333325,4.8480958375
0.1,3.0,0.5,10.0,125,0.776434616,19.46878336,19.4108654,9.7054327,4.85271635,6.489594453333333,4.85271635
0.1,3.0,0.7,0.1,126,0.083492284,0.316882912,2.92222994,1.46111497,0.730557485,0.1056276373333333,0.1056276373333333
0.1,3.0,0.7,0.5,127,0.323037561,1.576320635,11.306314634999998,5.653157317499999,2.8265786587499995,0.5254402116666667,0.5254402116666667
0.1,3.0,0.7,1.0,128,0.565926029,3.154838412,19.807411015,9.9037055075,4.95185275375,1.051612804,1.051612804
0.1,3.0,0.7,4.0,129,0.78998453,14.87187372,27.64945855,13.824729275,6.9123646375,4.95729124,4.95729124
0.1,3.0,0.7,6.0,130,0.75809386,23.34615506,26.533285099999997,13.266642549999998,6.633321274999999,7.782051686666667,6.633321274999999
0.1,3.0,0.7,8.0,131,0.751967084,25.20116389,26.31884794,13.15942397,6.579711985,8.400387963333333,6.579711985
0.1,3.0,0.7,10.0,132,0.752741823,25.24471628,26.345963805,13.1729819025,6.58649095125,8.414905426666666,6.58649095125
0.1,3.0,0.9,0.1,133,0.026637973,0.10698479,1.198708785,0.5993543925,0.29967719625,0.0356615966666666,0.0356615966666666
0.1,3.0,0.9,0.5,134,0.099763514,0.526822553,4.48935813,2.244679065,1.1223395325,0.1756075176666666,0.1756075176666666
0.1,3.0,0.9,1.0,135,0.1796357,1.051567852,8.083606500000002,4.041803250000001,2.0209016250000005,0.3505226173333333,0.3505226173333333
0.1,3.0,0.9,4.0,136,0.571722868,4.206733901,25.72752906000001,12.863764530000005,6.431882265000002,1.4022446336666663,1.4022446336666663
0.1,3.0,0.9,6.0,137,0.738247421,6.349702478,33.221133945,16.6105669725,8.30528348625,2.116567492666667,2.116567492666667
0.1,3.0,0.9,8.0,138,0.796616651,8.76056297,35.847749295,17.9238746475,8.96193732375,2.9201876566666667,2.9201876566666667
0.1,3.0,0.9,10.0,139,0.798078853,11.50088357,35.913548385000006,17.956774192500003,8.978387096250001,3.8336278566666664,3.8336278566666664
0.1,5.0,0.1,0.1,140,0.8201951,0.601764257,4.1009755000000006,2.0504877500000003,1.025243875,0.2005880856666666,0.2005880856666666
0.1,5.0,0.1,0.5,141,0.828144668,2.701431184,4.14072334,2.07036167,1.035180835,0.9004770613333334,0.9004770613333334
0.1,5.0,0.1,1.0,142,0.828153858,2.701636869,4.140769290000001,2.0703846450000003,1.0351923225000002,0.9005456230000001,0.9005456230000001
0.1,5.0,0.1,4.0,143,0.828217604,2.702538072,4.14108802,2.07054401,1.035272005,0.900846024,0.900846024
0.1,5.0,0.1,6.0,144,0.828258202,2.703112159,4.141291010000001,2.0706455050000003,1.0353227525000002,0.9010373863333332,0.9010373863333332
0.1,5.0,0.1,8.0,145,0.828297509,2.703660458,4.141487545,2.0707437725,1.03537188625,0.9012201526666668,0.9012201526666668
0.1,5.0,0.1,10.0,146,0.828335665,2.704223151,4.141678325000001,2.0708391625000004,1.0354195812500002,0.901407717,0.901407717
0.1,5.0,0.3,0.1,147,0.499513982,0.443197556,7.49270973,3.746354865,1.8731774325,0.1477325186666666,0.1477325186666666
0.1,5.0,0.3,0.5,148,0.824226136,2.440201537,12.36339204,6.18169602,3.09084801,0.8134005123333333,0.8134005123333333
0.1,5.0,0.3,1.0,149,0.822776836,5.372546786,12.34165254,6.17082627,3.085413135,1.790848928666667,1.790848928666667
0.1,5.0,0.3,4.0,150,0.817307228,7.859940348,12.25960842,6.12980421,3.064902105,2.619980116,2.619980116
0.1,5.0,0.3,6.0,151,0.817559141,7.864050402,12.263387115000002,6.131693557500001,3.065846778750001,2.621350134,2.621350134
0.1,5.0,0.3,8.0,152,0.817813802,7.868179094,12.26720703,6.133603515,3.0668017575,2.6227263646666668,2.6227263646666668
0.1,5.0,0.3,10.0,153,0.818074028,7.872414981,12.27111042,6.13555521,3.067777605,2.6241383270000003,2.6241383270000003
0.1,5.0,0.5,0.1,154,0.24999914,0.316970556,6.2499785,3.12498925,1.562494625,0.105656852,0.105656852
0.1,5.0,0.5,0.5,155,0.717121523,1.584488781,17.928038075,8.9640190375,4.48200951875,0.528162927,0.528162927
0.1,5.0,0.5,1.0,156,0.819504354,3.380984465,20.48760885,10.243804425,5.1219022125,1.1269948216666668,1.1269948216666668
0.1,5.0,0.5,4.0,157,0.801285408,12.55413514,20.032135200000003,10.0160676,5.0080338,4.184711713333333,4.184711713333333
0.1,5.0,0.5,6.0,158,0.801770544,12.56664671,20.0442636,10.0221318,5.0110659,4.188882236666667,4.188882236666667
0.1,5.0,0.5,8.0,159,0.802266893,12.57807141,20.056672325,10.0283361625,5.01416808125,4.19269047,4.19269047
0.1,5.0,0.5,10.0,160,0.802763362,12.58950081,20.06908405,10.034542025,5.0172710125,4.1965002700000005,4.1965002700000005
0.1,5.0,0.7,0.1,161,0.122578989,0.191033961,4.290264615,2.1451323075,1.07256615375,0.063677987,0.063677987
0.1,5.0,0.7,0.5,162,0.417695824,0.94711005,14.61935384,7.30967692,3.65483846,0.31570335,0.31570335
0.1,5.0,0.7,1.0,163,0.65548889,1.896948561,22.94211115,11.471055575,5.7355277875,0.632316187,0.632316187
0.1,5.0,0.7,4.0,164,0.811984252,8.909771639,28.41944882,14.20972441,7.104862205,2.9699238796666667,2.9699238796666667
0.1,5.0,0.7,6.0,165,0.794897696,13.98316381,27.821419360000004,13.910709680000002,6.955354840000001,4.6610546033333335,4.6610546033333335
0.1,5.0,0.7,8.0,166,0.784925631,16.79103219,27.472397085000004,13.736198542500002,6.868099271250001,5.59701073,5.59701073
0.1,5.0,0.7,10.0,167,0.78561541,16.81510831,27.496539350000003,13.748269675,6.8741348375,5.605036103333333,5.605036103333333
0.1,5.0,0.9,0.1,168,0.041895259,0.064861326,1.885286655,0.9426433275,0.47132166375,0.021620442,0.021620442
0.1,5.0,0.9,0.5,169,0.14203446,0.317033198,6.3915507,3.19577535,1.597887675,0.1056777326666666,0.1056777326666666
0.1,5.0,0.9,1.0,170,0.243581678,0.631927204,10.96117551,5.480587755,2.7402938775,0.2106424013333333,0.2106424013333333
0.1,5.0,0.9,4.0,171,0.656624172,2.529190587,29.548087740000003,14.774043870000002,7.387021935000001,0.843063529,0.843063529
0.1,5.0,0.9,6.0,172,0.773363017,3.830015915,34.801335765000005,17.400667882500002,8.700333941250001,1.2766719716666668,1.2766719716666668
0.1,5.0,0.9,8.0,173,0.809732747,5.282803515,36.437973615,18.2189868075,9.10949340375,1.760934505,1.760934505
0.1,5.0,0.9,10.0,174,0.813923461,6.906897885,36.626555745000005,18.3132778725,9.15663893625,2.302299295,2.302299295
0.1,7.0,0.1,0.1,175,0.821897862,0.434160821,4.109489310000001,2.0547446550000004,1.0273723275000002,0.1447202736666666,0.1447202736666666
0.1,7.0,0.1,0.5,176,0.828982721,1.935265014,4.144913605000001,2.0724568025000005,1.0362284012500005,0.645088338,0.645088338
0.1,7.0,0.1,1.0,177,0.828988152,1.935384713,4.14494076,2.07247038,1.03623519,0.6451282376666666,0.6451282376666666
0.1,7.0,0.1,4.0,178,0.829022443,1.935943925,4.145112215000001,2.0725561075000005,1.0362780537500005,0.6453146416666666,0.6453146416666666
0.1,7.0,0.1,6.0,179,0.829044337,1.936291707,4.145221685,2.0726108425,1.03630542125,0.6454305690000001,0.6454305690000001
0.1,7.0,0.1,8.0,180,0.829065596,1.936641821,4.14532798,2.07266399,1.036331995,0.6455472736666666,0.6455472736666666
0.1,7.0,0.1,10.0,181,0.829086305,1.93698241,4.145431525000001,2.072715762500001,1.0363578812500005,0.6456608033333333,0.6456608033333333
0.1,7.0,0.3,0.1,182,0.598030424,0.317571619,8.97045636,4.48522818,2.24261409,0.1058572063333333,0.1058572063333333
0.1,7.0,0.3,0.5,183,0.825244126,1.749693853,12.37866189,6.189330945,3.0946654725,0.5832312843333333,0.5832312843333333
0.1,7.0,0.3,1.0,184,0.825875499,3.838050572,12.388132485000002,6.194066242500001,3.0970331212500004,1.2793501906666669,1.2793501906666669
0.1,7.0,0.3,4.0,185,0.822900777,5.69871628,12.343511655,6.1717558275,3.08587791375,1.899572093333333,1.899572093333333
0.1,7.0,0.3,6.0,186,0.823057951,5.700912148,12.345869265,6.1729346325,3.08646731625,1.9003040493333332,1.9003040493333332
0.1,7.0,0.3,8.0,187,0.823215864,5.703133523,12.34823796,6.17411898,3.08705949,1.9010445076666669,1.9010445076666669
0.1,7.0,0.3,10.0,188,0.823370896,5.705298419,12.35056344,6.17528172,3.08764086,1.9017661396666667,1.9017661396666667
0.1,7.0,0.5,0.1,189,0.32741649,0.227105573,8.18541225,4.092706125,2.0463530625,0.0757018576666666,0.0757018576666666
0.1,7.0,0.5,0.5,190,0.75597511,1.136209001,18.899377750000003,9.449688875,4.7248444375,0.3787363336666667,0.3787363336666667
0.1,7.0,0.5,1.0,191,0.821656135,2.427036769,20.541403375,10.2707016875,5.13535084375,0.8090122563333333,0.8090122563333333
0.1,7.0,0.5,4.0,192,0.812842154,9.24416713,20.32105385,10.160526925,5.0802634625,3.081389043333333,3.081389043333333
0.1,7.0,0.5,6.0,193,0.813181529,9.250848034,20.329538225,10.1647691125,5.08238455625,3.0836160113333335,3.0836160113333335
0.1,7.0,0.5,8.0,194,0.813526663,9.257168552,20.338166575,10.1690832875,5.08454164375,3.0857228506666665,3.0857228506666665
0.1,7.0,0.5,10.0,195,0.813869178,9.263261779,20.346729450000005,10.173364725000004,5.086682362500002,3.0877539263333333,3.0877539263333333
0.1,7.0,0.7,0.1,196,0.166469398,0.137041492,5.82642893,2.913214465,1.4566072325,0.0456804973333333,0.0456804973333333
0.1,7.0,0.7,0.5,197,0.508604243,0.677532488,17.801148505,8.9005742525,4.45028712625,0.2258441626666666,0.2258441626666666
0.1,7.0,0.7,1.0,198,0.713205207,1.358433695,24.962182244999997,12.4810911225,6.24054556125,0.4528112316666666,0.4528112316666666
0.1,7.0,0.7,4.0,199,0.819498733,6.364229472,28.682455655,14.3412278275,7.17061391375,2.121409824,2.121409824
0.1,7.0,0.7,6.0,200,0.809615992,9.9775281,28.33655972,14.16827986,7.08413993,3.3258427000000004,3.3258427000000004
0.1,7.0,0.7,8.0,201,0.80129253,12.54745381,28.045238549999997,14.022619274999998,7.011309637499999,4.182484603333333,4.182484603333333
0.1,7.0,0.7,10.0,202,0.801821482,12.56156594,28.06375187,14.031875935,7.0159379675,4.187188646666667,4.187188646666667
