ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2,v_ATP_made,Phi2*PSII_antenna_size*ratio_absorb*500,NADPH,2NADPH,3_v_ATP_made,CO2
0.1,7.0,0.9,0.1,203,0.059416048,0.046750276,2.67372216,1.33686108,0.66843054,0.0155834253333333,0.0155834253333333
0.1,7.0,0.9,0.5,204,0.189257114,0.227098218,8.516570130000002,4.258285065000001,2.1291425325000004,0.075699406,0.075699406
0.1,7.0,0.9,1.0,205,0.312648754,0.452111464,14.06919393,7.034596965,3.5172984825,0.1507038213333333,0.1507038213333333
0.1,7.0,0.9,4.0,206,0.712492687,1.81086213,32.062170915,16.0310854575,8.01554272875,0.6036207100000001,0.6036207100000001
0.1,7.0,0.9,6.0,207,0.790530895,2.75041176,35.573890275,17.7869451375,8.89347256875,0.91680392,0.91680392
0.1,7.0,0.9,8.0,208,0.814868116,3.79427899,36.66906522000001,18.334532610000004,9.167266305000002,1.2647596633333331,1.2647596633333331
0.1,7.0,0.9,10.0,209,0.819218131,4.945741005,36.864815895,18.4324079475,9.21620397375,1.648580335,1.648580335
0.3,0.07,0.1,0.1,210,0.249474693,57.68975878,3.742120395,1.8710601975,0.93553009875,19.22991959333333,0.93553009875
0.3,0.07,0.1,0.5,211,0.261967995,63.54680637,3.9295199250000006,1.9647599625000003,0.98237998125,21.18226879,0.98237998125
0.3,0.07,0.1,1.0,212,0.262934932,64.0499717,3.94402398,1.97201199,0.986005995,21.349990566666666,0.986005995
0.3,0.07,0.1,4.0,213,0.264235796,64.65834262,3.963536940000001,1.9817684700000004,0.9908842350000002,21.552780873333333,0.9908842350000002
0.3,0.07,0.1,6.0,214,0.264849796,64.89174684,3.972746940000001,1.9863734700000004,0.9931867350000002,21.63058228,0.9931867350000002
0.3,0.07,0.1,8.0,215,0.26527933,65.10286929,3.97918995,1.989594975,0.9947974875,21.70095643,0.9947974875
0.3,0.07,0.1,10.0,216,0.265784293,65.31088323,3.986764395,1.9933821975,0.99669109875,21.77029441,0.99669109875
0.3,0.07,0.3,0.1,217,0.084971586,56.19131113,3.82372137,1.911860685,0.9559303425,18.730437043333335,0.9559303425
0.3,0.07,0.3,0.5,218,0.091378405,63.80863284,4.1120282249999995,2.0560141125,1.02800705625,21.26954428,1.02800705625
0.3,0.07,0.3,1.0,219,0.091802901,64.34995189,4.131130545,2.0655652725,1.03278263625,21.449983963333334,1.03278263625
0.3,0.07,0.3,4.0,220,0.092285861,64.97671534,4.152863744999999,2.0764318724999997,1.03821593625,21.658905113333333,1.03821593625
0.3,0.07,0.3,6.0,221,0.092536117,65.21186311,4.164125265,2.0820626325,1.04103131625,21.737287703333333,1.04103131625
0.3,0.07,0.3,8.0,222,0.092643373,65.4269516,4.168951785,2.0844758925,1.04223794625,21.808983866666665,1.04223794625
0.3,0.07,0.3,10.0,223,0.092834982,65.63859928,4.177574189999999,2.0887870949999994,1.0443935474999997,21.879533093333333,1.0443935474999997
0.3,0.07,0.5,0.1,224,0.048819598,51.83316047,3.66146985,1.830734925,0.9153674625,17.277720156666668,0.9153674625
0.3,0.07,0.5,0.5,225,0.055167032,63.79196883,4.1375274,2.0687637,1.03438185,21.26398961,1.03438185
0.3,0.07,0.5,1.0,226,0.055484761,64.37910821,4.161357075000001,2.0806785375000003,1.0403392687500002,21.459702736666667,1.0403392687500002
0.3,0.07,0.5,4.0,227,0.055795387,65.0180568,4.1846540249999995,2.0923270124999997,1.04616350625,21.6726856,1.04616350625
0.3,0.07,0.5,6.0,228,0.055910309,65.25262109,4.193273175,2.0966365875,1.04831829375,21.75087369666667,1.04831829375
0.3,0.07,0.5,8.0,229,0.055995195,65.46996492,4.199639625,2.0998198125,1.04990990625,21.82332164,1.04990990625
0.3,0.07,0.5,10.0,230,0.05612115,65.68291761,4.2090862499999995,2.1045431249999997,1.0522715625,21.89430587,1.0522715625
0.3,0.07,0.7,0.1,231,0.028570359,38.05835024,2.999887695,1.4999438475,0.74997192375,12.686116746666668,0.74997192375
0.3,0.07,0.7,0.5,232,0.039457474,63.64729885,4.14303477,2.071517385,1.0357586925,21.215766283333338,1.0357586925
0.3,0.07,0.7,1.0,233,0.039731935,64.36399619,4.171853175,2.0859265875,1.04296329375,21.454665396666663,1.04296329375
0.3,0.07,0.7,4.0,234,0.039951092,65.02984444,4.1948646599999995,2.0974323299999997,1.048716165,21.676614813333337,1.048716165
0.3,0.07,0.7,6.0,235,0.040022415,65.26517562,4.202353574999999,2.1011767874999996,1.0505883937499998,21.755058539999997,1.0505883937499998
0.3,0.07,0.7,8.0,236,0.040097443,65.48385664,4.210231515,2.1051157575,1.05255787875,21.827952213333333,1.05255787875
0.3,0.07,0.7,10.0,237,0.040192596,65.69728879,4.22022258,2.11011129,1.055055645,21.899096263333337,1.055055645
0.3,0.07,0.9,0.1,238,0.009845302,13.51028789,1.32911577,0.664557885,0.3322789425,4.503429296666667,0.3322789425
0.3,0.07,0.9,0.5,239,0.029726254,60.02382245,4.01304429,2.006522145,1.0032610725,20.007940816666665,1.0032610725
0.3,0.07,0.9,1.0,240,0.030857955,64.11241816,4.165823925,2.0829119625,1.04145598125,21.370806053333336,1.04145598125
0.3,0.07,0.9,4.0,241,0.031130916,65.01232704,4.20267366,2.10133683,1.050668415,21.67077568,1.050668415
0.3,0.07,0.9,6.0,242,0.031167431,65.25155111,4.207603185,2.1038015925,1.05190079625,21.750517036666665,1.05190079625
0.3,0.07,0.9,8.0,243,0.031251666,65.47223195,4.218974909999999,2.1094874549999996,1.0547437274999998,21.824077316666664,1.0547437274999998
0.3,0.07,0.9,10.0,244,0.031297985,65.68588459,4.225227975,2.1126139875,1.05630699375,21.895294863333337,1.05630699375
0.3,0.1,0.1,0.1,245,0.363348119,55.19625717,5.450221785000001,2.7251108925000005,1.3625554462500002,18.39875239,1.3625554462500002
0.3,0.1,0.1,0.5,246,0.386945535,63.74849016,5.804183025,2.9020915125,1.45104575625,21.24949672,1.45104575625
0.3,0.1,0.1,1.0,247,0.388299779,64.2907911,5.824496685000001,2.9122483425000003,1.4561241712500002,21.4302637,1.4561241712500002
0.3,0.1,0.1,4.0,248,0.390154561,64.91674828,5.852318415000001,2.9261592075000005,1.4630796037500002,21.638916093333332,1.4630796037500002
0.3,0.1,0.1,6.0,249,0.390925439,65.14931,5.863881585,2.9319407925,1.46597039625,21.716436666666667,1.46597039625
0.3,0.1,0.1,8.0,250,0.391676207,65.36634526,5.875143105,2.9375715525,1.46878577625,21.788781753333335,1.46878577625
0.3,0.1,0.1,10.0,251,0.392439619,65.57903783,5.886594285,2.9432971425,1.47164857125,21.859679276666668,1.47164857125
0.3,0.1,0.3,0.1,252,0.12339369,51.12831662,5.55271605,2.776358025,1.3881790125,17.042772206666665,1.3881790125
0.3,0.1,0.3,0.5,253,0.141139448,64.13614851,6.35127516,3.17563758,1.58781879,21.37871617,1.58781879
0.3,0.1,0.3,1.0,254,0.14194625,64.74941347,6.387581249999999,3.1937906249999997,1.5968953124999998,21.58313782333333,1.5968953124999998
0.3,0.1,0.3,4.0,255,0.142737009,65.4072641,6.423165405,3.2115827025,1.60579135125,21.802421366666668,1.60579135125
0.3,0.1,0.3,6.0,256,0.143065184,65.64871088,6.437933279999999,3.2189666399999997,1.6094833199999998,21.882903626666664,1.6094833199999998
0.3,0.1,0.3,8.0,257,0.143318157,65.87052838,6.449317065,3.2246585325,1.61232926625,21.956842793333333,1.61232926625
0.3,0.1,0.3,10.0,258,0.143594569,66.08732308,6.4617556050000005,3.2308778025,1.61543890125,22.029107693333337,1.61543890125
0.3,0.1,0.5,0.1,259,0.065733706,42.24885019,4.9300279499999995,2.4650139749999997,1.2325069875,14.082950063333334,1.2325069875
0.3,0.1,0.5,0.5,260,0.085534488,64.07256915,6.4150866,3.2075433,1.60377165,21.35752305,1.60377165
0.3,0.1,0.5,1.0,261,0.086060638,64.76737826,6.45454785,3.227273925,1.6136369625,21.589126086666667,1.6136369625
0.3,0.1,0.5,4.0,262,0.08658962,65.44605206,6.4942215,3.24711075,1.623555375,21.815350686666665,1.623555375
0.3,0.1,0.5,6.0,263,0.086776458,65.68790842,6.50823435,3.254117175,1.6270585875,21.895969473333334,1.6270585875
0.3,0.1,0.5,8.0,264,0.086944466,65.91198016,6.520834949999999,3.2604174749999997,1.6302087374999998,21.970660053333333,1.6302087374999998
0.3,0.1,0.5,10.0,265,0.087104639,66.13007746,6.532847925,3.2664239625,1.63321198125,22.04335915333333,1.63321198125
0.3,0.1,0.7,0.1,266,0.034137326,27.41784859,3.58441923,1.792209615,0.8961048075,9.139282863333332,0.8961048075
0.3,0.1,0.7,0.5,267,0.06115809,63.75065601,6.42159945,3.210799725,1.6053998625,21.25021867,1.6053998625
0.3,0.1,0.7,1.0,268,0.061702765,64.7266208,6.478790325,3.2393951625,1.61969758125,21.575540266666668,1.61969758125
0.3,0.1,0.7,4.0,269,0.062090335,65.45302491,6.519485175,3.2597425875,1.62987129375,21.81767497,1.62987129375
0.3,0.1,0.7,6.0,270,0.062247978,65.69704791,6.53603769,3.268018845,1.6340094225,21.899015969999997,1.6340094225
0.3,0.1,0.7,8.0,271,0.062383678,65.92265099,6.550286189999999,3.2751430949999993,1.6375715474999997,21.974216996666662,1.6375715474999997
0.3,0.1,0.7,10.0,272,0.062484812,66.14122121,6.560905259999999,3.2804526299999996,1.6402263149999998,22.047073736666665,1.6402263149999998
0.3,0.1,0.9,0.1,273,0.01046934,9.415841074,1.4133609,0.70668045,0.353340225,3.138613691333333,0.353340225
0.3,0.1,0.9,0.5,274,0.039523344,47.2115723,5.33565144,2.66782572,1.33391286,15.737190766666666,1.33391286
0.3,0.1,0.9,1.0,275,0.047832055,64.06165746,6.457327425,3.2286637125,1.61433185625,21.35388582,1.61433185625
0.3,0.1,0.9,4.0,276,0.048413568,65.41619666,6.5358316799999985,3.2679158399999992,1.6339579199999996,21.805398886666666,1.6339579199999996
0.3,0.1,0.9,6.0,277,0.048501739,65.66609821,6.547734765,3.2738673825,1.63693369125,21.888699403333337,1.63693369125
0.3,0.1,0.9,8.0,278,0.048626698,65.89432517,6.5646042300000005,3.282302115,1.6411510575,21.964775056666667,1.6411510575
0.3,0.1,0.9,10.0,279,0.048722784,66.11450481,6.57757584,3.28878792,1.64439396,22.03816827,1.64439396
0.3,1.0,0.1,0.1,280,0.790784319,8.700696954,11.861764785000002,5.930882392500001,2.9654411962500005,2.900232318,2.900232318
0.3,1.0,0.1,0.5,281,0.732615614,30.03790738,10.98923421,5.494617105,2.7473085525,10.012635793333333,2.7473085525
0.3,1.0,0.1,1.0,282,0.731819804,30.09129492,10.97729706,5.48864853,2.744324265,10.03043164,2.744324265
0.3,1.0,0.1,4.0,283,0.732707859,30.17778394,10.990617885,5.4953089425,2.74765447125,10.059261313333334,2.74765447125
0.3,1.0,0.1,6.0,284,0.733654493,30.2368485,11.004817395,5.5024086975,2.75120434875,10.0789495,2.75120434875
0.3,1.0,0.1,8.0,285,0.734612134,30.29448903,11.01918201,5.509591005,2.7547955025,10.09816301,2.7547955025
0.3,1.0,0.1,10.0,286,0.735569627,30.35127216,11.033544405,5.5167722025,2.75838610125,10.11709072,2.75838610125
0.3,1.0,0.3,0.1,287,0.25424332,6.540721313,11.4409494,5.7204747,2.86023735,2.1802404376666664,2.1802404376666664
0.3,1.0,0.3,0.5,288,0.701943234,36.07267652,31.58744553,15.793722765,7.8968613825,12.024225506666667,7.8968613825
0.3,1.0,0.3,1.0,289,0.659122383,54.01037716,29.660507234999997,14.8302536175,7.41512680875,18.003459053333334,7.41512680875
0.3,1.0,0.3,4.0,290,0.658916916,54.6933307,29.651261219999995,14.825630609999996,7.412815304999998,18.231110233333332,7.412815304999998
0.3,1.0,0.3,6.0,291,0.659802888,54.85112284,29.69112996,14.84556498,7.42278249,18.283707613333338,7.42278249
0.3,1.0,0.3,8.0,292,0.660729584,55.00038254,29.73283128,14.86641564,7.43320782,18.333460846666664,7.43320782
0.3,1.0,0.3,10.0,293,0.661677699,55.14824449,29.775496455,14.8877482275,7.44387411375,18.382748163333336,7.44387411375
0.3,1.0,0.5,0.1,294,0.111514862,4.688605787,8.36361465,4.181807325,2.0909036625,1.5628685956666668,1.5628685956666668
0.3,1.0,0.5,0.5,295,0.494989681,23.2139959,37.124226075,18.5621130375,9.28105651875,7.737998633333333,7.737998633333333
0.3,1.0,0.5,1.0,296,0.65028952,49.50644632,48.771714,24.385857,12.1929285,16.502148773333335,12.1929285
0.3,1.0,0.5,4.0,297,0.631390314,62.78976411,47.35427355,23.677136775,11.8385683875,20.92992137,11.8385683875
0.3,1.0,0.5,6.0,298,0.631847279,62.94771851,47.388545925,23.6942729625,11.84713648125,20.982572836666662,11.84713648125
0.3,1.0,0.5,8.0,299,0.632526326,63.11269533,47.43947445,23.719737225,11.8598686125,21.03756511,11.8598686125
0.3,1.0,0.5,10.0,300,0.633726595,63.35691355,47.529494625,23.7647473125,11.88237365625,21.118971183333333,11.88237365625
0.3,1.0,0.7,0.1,301,0.049134794,2.823330427,5.15915337,2.579576685,1.2897883425,0.9411101423333332,0.9411101423333332
0.3,1.0,0.7,0.5,302,0.22735304,14.04089725,23.8720692,11.9360346,5.9680173,4.680299083333334,4.680299083333334
0.3,1.0,0.7,1.0,303,0.428452989,27.84670805,44.987563845,22.4937819225,11.24689096125,9.282236016666667,9.282236016666667
0.3,1.0,0.7,4.0,304,0.604154449,64.99281961,63.436217145,31.7181085725,15.85905428625,21.664273203333337,15.85905428625
0.3,1.0,0.7,6.0,305,0.60501614,65.30212718,63.5266947,31.76334735,15.881673675,21.767375726666668,15.881673675
0.3,1.0,0.7,8.0,306,0.606173934,65.589996,63.64826306999999,31.824131534999996,15.912065767499998,21.863332,15.912065767499998
0.3,1.0,0.7,10.0,307,0.607203138,65.82087001,63.75632949,31.878164745,15.9390823725,21.94029000333333,15.9390823725
0.3,1.0,0.9,0.1,308,0.01356385,0.945230137,1.83111975,0.915559875,0.4577799375,0.3150767123333333,0.3150767123333333
0.3,1.0,0.9,0.5,309,0.062426869,4.717220568,8.427627315,4.2138136575,2.10690682875,1.572406856,1.572406856
0.3,1.0,0.9,1.0,310,0.121046374,9.415889284,16.34126049,8.170630245,4.0853151225,3.1386297613333336,3.1386297613333336
0.3,1.0,0.9,4.0,311,0.431457688,36.87025545,58.24678788,29.12339394,14.56169697,12.29008515,12.29008515
0.3,1.0,0.9,6.0,312,0.537243783,55.24197611,72.527910705,36.2639553525,18.13197767625,18.413992036666667,18.13197767625
0.3,1.0,0.9,8.0,313,0.559571517,64.89969694,75.542154795,37.7710773975,18.88553869875,21.633232313333338,18.88553869875
0.3,1.0,0.9,10.0,314,0.561118678,65.4105624,75.75102153,37.875510765,18.9377553825,21.8035208,18.9377553825
0.3,3.0,0.1,0.1,315,0.813505925,2.950909532,12.202588875,6.1012944375,3.05064721875,0.9836365106666666,0.9836365106666666
0.3,3.0,0.1,0.5,316,0.801046756,12.54572362,12.01570134,6.00785067,3.003925335,4.1819078733333335,3.003925335
0.3,3.0,0.1,1.0,317,0.800970475,12.55279048,12.014557125,6.0072785625,3.00363928125,4.184263493333334,3.00363928125
0.3,3.0,0.1,4.0,318,0.801521589,12.56742859,12.022823835,6.0114119175,3.00570595875,4.189142863333333,3.00570595875
0.3,3.0,0.1,6.0,319,0.802034301,12.57910853,12.030514515,6.0152572575,3.00762862875,4.193036176666666,3.00762862875
0.3,3.0,0.1,8.0,320,0.80254234,12.59074165,12.038135100000002,6.019067550000001,3.0095337750000004,4.196913883333333,3.0095337750000004
0.3,3.0,0.1,10.0,321,0.803046793,12.60230638,12.045701895000002,6.022850947500001,3.0114254737500006,4.200768793333333,3.0114254737500006
0.3,3.0,0.3,0.1,322,0.337423898,2.199406495,15.184075409999998,7.592037704999999,3.7960188525,0.7331354983333332,0.7331354983333332
0.3,3.0,0.3,0.5,323,0.796634577,12.14560204,35.848555964999996,17.924277982499998,8.962138991249999,4.048534013333334,4.048534013333334
0.3,3.0,0.3,1.0,324,0.744625336,26.80466081,33.50814012,16.75407006,8.37703503,8.934886936666667,8.37703503
0.3,3.0,0.3,4.0,325,0.733020375,30.15388289,32.985916874999994,16.492958437499997,8.246479218749998,10.051294296666669,8.246479218749998
0.3,3.0,0.3,6.0,326,0.733875435,30.20771383,33.024394574999995,16.512197287499998,8.256098643749999,10.069237943333333,8.256098643749999
0.3,3.0,0.3,8.0,327,0.734827518,30.26588117,33.06723830999999,16.533619154999997,8.266809577499998,10.088627056666668,8.266809577499998
0.3,3.0,0.3,10.0,328,0.735802719,30.3245574,33.111122355,16.5555611775,8.27778058875,10.1081858,8.27778058875
0.3,3.0,0.5,0.1,329,0.154014193,1.572546991,11.551064475,5.7755322375,2.88776611875,0.5241823303333334,0.5241823303333334
0.3,3.0,0.5,0.5,330,0.602282039,7.860883134,45.171152925,22.5855764625,11.29278823125,2.620294378,2.620294378
0.3,3.0,0.5,1.0,331,0.772635264,16.85067427,57.947644800000006,28.973822400000003,14.486911200000002,5.616891423333333,5.616891423333333
0.3,3.0,0.5,4.0,332,0.695463217,41.4368001,52.159741274999995,26.079870637499997,13.03993531875,13.8122667,13.03993531875
0.3,3.0,0.5,6.0,333,0.696195067,41.53090825,52.214630025,26.1073150125,13.05365750625,13.843636083333337,13.05365750625
0.3,3.0,0.5,8.0,334,0.697101477,41.62271161,52.282610775,26.1413053875,13.07065269375,13.874237203333337,13.07065269375
0.3,3.0,0.5,10.0,335,0.698060716,41.71629506,52.3545537,26.17727685,13.088638425,13.905431686666669,13.088638425
0.3,3.0,0.7,0.1,336,0.071007754,0.945200861,7.45581417,3.727907085,1.8639535425,0.3150669536666666,0.3150669536666666
0.3,3.0,0.7,0.5,337,0.29039953,4.716795877,30.49195065,15.245975325,7.6229876625,1.5722652923333331,1.5722652923333331
0.3,3.0,0.7,1.0,338,0.523654005,9.423612722,54.983670525,27.4918352625,13.74591763125,3.1412042406666667,3.1412042406666667
0.3,3.0,0.7,4.0,339,0.685142532,44.68001421,71.93996586,35.96998293,17.984991465,14.89333807,14.89333807
0.3,3.0,0.7,6.0,340,0.67393143,49.14627687,70.76280015,35.381400075,17.6907000375,16.38209229,16.38209229
0.3,3.0,0.7,8.0,341,0.674258495,49.24459612,70.79714197499999,35.398570987499994,17.699285493749997,16.41486537333333,16.41486537333333
0.3,3.0,0.7,10.0,342,0.67507873,49.3612705,70.88326664999998,35.44163332499999,17.720816662499995,16.453756833333333,16.453756833333333
0.3,3.0,0.9,0.1,343,0.021800111,0.316858979,2.943014985,1.4715074925,0.73575374625,0.1056196596666666,0.1056196596666666
0.3,3.0,0.9,0.5,344,0.08629815,1.575553032,11.65025025,5.825125125,2.9125625625,0.525184344,0.525184344
0.3,3.0,0.9,1.0,345,0.15894457,3.148898593,21.45751695,10.728758475,5.3643792375,1.0496328643333337,1.0496328643333337
0.3,3.0,0.9,4.0,346,0.529335181,12.55503753,71.460249435,35.7301247175,17.86506235875,4.18501251,4.18501251
0.3,3.0,0.9,6.0,347,0.689115664,18.94703425,93.03061464,46.51530732,23.25765366,6.315678083333334,6.315678083333334
0.3,3.0,0.9,8.0,348,0.725353096,26.42531914,97.92266796,48.96133398,24.48066699,8.808439713333334,8.808439713333334
0.3,3.0,0.9,10.0,349,0.708762734,34.78493428,95.68296909,47.841484545,23.9207422725,11.594978093333332,11.594978093333332
0.3,5.0,0.1,0.1,350,0.817850361,1.788217934,12.267755415,6.1338777075,3.06693885375,0.5960726446666667,0.5960726446666667
0.3,5.0,0.1,0.5,351,0.81700224,7.85245416,12.2550336,6.1275168,3.0637584,2.61748472,2.61748472
0.3,5.0,0.1,1.0,352,0.817016447,7.854903781,12.255246705,6.1276233525,3.06381167625,2.6183012603333333,2.6183012603333333
0.3,5.0,0.1,4.0,353,0.817353231,7.860693332,12.260298465000002,6.130149232500001,3.0650746162500004,2.620231110666667,2.620231110666667
0.3,5.0,0.1,6.0,354,0.817614184,7.864975738,12.26421276,6.13210638,3.06605319,2.6216585793333333,2.6216585793333333
0.3,5.0,0.1,8.0,355,0.817871407,7.869096877,12.268071105000002,6.134035552500001,3.0670177762500006,2.6230322923333333,2.6230322923333333
0.3,5.0,0.1,10.0,356,0.818127076,7.873260663,12.27190614,6.13595307,3.067976535,2.624420221,2.624420221
0.3,5.0,0.3,0.1,357,0.428991417,1.322787336,19.304613764999996,9.652306882499998,4.826153441249999,0.440929112,0.440929112
0.3,5.0,0.3,0.5,358,0.813622543,7.303941165,36.613014435,18.3065072175,9.15325360875,2.434647055,2.434647055
0.3,5.0,0.3,1.0,359,0.786152746,16.13816153,35.376873569999994,17.688436784999997,8.844218392499998,5.379387176666667,5.379387176666667
0.3,5.0,0.3,4.0,360,0.769639982,20.62116124,34.63379919,17.316899595,8.6584497975,6.873720413333333,6.873720413333333
0.3,5.0,0.3,6.0,361,0.770354472,20.64896579,34.66595124,17.33297562,8.66648781,6.882988596666666,6.882988596666666
0.3,5.0,0.3,8.0,362,0.771168104,20.67995141,34.70256468,17.35128234,8.67564117,6.893317136666667,6.893317136666667
0.3,5.0,0.3,10.0,363,0.77199919,20.71073084,34.73996355,17.369981775,8.6849908875,6.903576946666667,6.903576946666667
0.3,5.0,0.5,0.1,364,0.205380161,0.945382599,15.403512075,7.7017560375,3.85087801875,0.315127533,0.315127533
0.3,5.0,0.5,0.5,365,0.675527902,4.735210716,50.66459265,25.332296325,12.6661481625,1.578403572,1.578403572
0.3,5.0,0.5,1.0,366,0.800483973,10.12725172,60.03629797499999,30.018148987499995,15.009074493749996,3.3757505733333333,3.3757505733333333
0.3,5.0,0.5,4.0,367,0.733123509,30.11072686,54.984263175,27.4921315875,13.74606579375,10.036908953333333,10.036908953333333
0.3,5.0,0.5,6.0,368,0.733760445,30.16153054,55.032033375000005,27.5160166875,13.75800834375,10.053843513333334,10.053843513333334
0.3,5.0,0.5,8.0,369,0.734634807,30.21698714,55.09761052499999,27.548805262499997,13.774402631249998,10.072329046666669,10.072329046666669
0.3,5.0,0.5,10.0,370,0.735572302,30.27330436,55.16792265,27.583961325,13.7919806625,10.091101453333334,10.091101453333334
0.3,5.0,0.7,0.1,371,0.098223516,0.568361792,10.313469179999998,5.156734589999999,2.5783672949999996,0.1894539306666667,0.1894539306666667
0.3,5.0,0.7,0.5,372,0.360536735,2.83448606,37.85635717499999,18.928178587499996,9.464089293749998,0.9448286866666668,0.9448286866666668
0.3,5.0,0.7,1.0,373,0.602884579,5.673386542,63.302880794999986,31.651440397499993,15.825720198749996,1.8911288473333336,1.8911288473333336
0.3,5.0,0.7,4.0,374,0.742912683,26.88397754,78.00583171499999,39.00291585749999,19.501457928749996,8.961325846666666,8.961325846666666
0.3,5.0,0.7,6.0,375,0.70845339,37.37359825,74.38760595,37.193802975,18.5969014875,12.457866083333334,12.457866083333334
0.3,5.0,0.7,8.0,376,0.708798183,37.4809077,74.42380921499998,37.21190460749999,18.60595230374999,12.4936359,12.4936359
0.3,5.0,0.7,10.0,377,0.709662579,37.56062994,74.51457079499998,37.25728539749999,18.628642698749996,12.52020998,12.52020998
0.3,5.0,0.9,0.1,378,0.032247394,0.191011192,4.35339819,2.176699095,1.0883495475,0.0636703973333333,0.0636703973333333
0.3,5.0,0.9,0.5,379,0.115855261,0.946377028,15.640460235,7.8202301175,3.91011505875,0.3154590093333333,0.3154590093333333
0.3,5.0,0.9,1.0,380,0.2043678,1.890908537,27.589653,13.7948265,6.89741325,0.6303028456666667,0.6303028456666667
0.3,5.0,0.9,4.0,381,0.604818432,7.563328565,81.65048832000001,40.82524416,20.41262208,2.521109521666667,2.521109521666667
0.3,5.0,0.9,6.0,382,0.73915295,11.4398396,99.78564825,49.892824125,24.9464120625,3.813279866666667,3.813279866666667
0.3,5.0,0.9,8.0,383,0.770512474,15.86536579,104.01918399,52.009591995,26.0047959975,5.288455263333334,5.288455263333334
0.3,5.0,0.9,10.0,384,0.760812201,20.83060554,102.709647135,51.3548235675,25.67741178375,6.9435351800000005,6.9435351800000005
0.3,7.0,0.1,0.1,385,0.820066974,1.287727713,12.30100461,6.150502305,3.0752511525,0.429242571,0.429242571
0.3,7.0,0.1,0.5,386,0.82271261,5.695135735,12.34068915,6.170344575,3.0851722875,1.8983785783333331,1.8983785783333331
0.3,7.0,0.1,1.0,387,0.822731342,5.696252387,12.34097013,6.170485065,3.0852425325,1.8987507956666667,1.8987507956666667
0.3,7.0,0.1,4.0,388,0.822955941,5.699520705,12.344339115,6.1721695575,3.08608477875,1.899840235,1.899840235
0.3,7.0,0.1,6.0,389,0.823108131,5.7016442,12.346621965,6.1733109825,3.08665549125,1.9005480666666663,1.9005480666666663
0.3,7.0,0.1,8.0,390,0.823257392,5.703707987,12.348860880000002,6.174430440000001,3.0872152200000005,1.9012359956666665,1.9012359956666665
0.3,7.0,0.1,10.0,391,0.823405328,5.705798052,12.35107992,6.17553996,3.08776998,1.901932684,1.901932684
0.3,7.0,0.3,0.1,392,0.516594498,0.9465044,23.24675241,11.623376205,5.8116881025,0.3155014666666667,0.3155014666666667
0.3,7.0,0.3,0.5,393,0.819309341,5.231399317,36.86892034499999,18.434460172499996,9.217230086249998,1.7437997723333334,1.7437997723333334
0.3,7.0,0.3,1.0,394,0.80392979,11.52545194,36.17684055,18.088420275,9.0442101375,3.8418173133333338,3.8418173133333338
0.3,7.0,0.3,4.0,395,0.789755696,15.62474097,35.53900632,17.76950316,8.88475158,5.20824699,5.20824699
0.3,7.0,0.3,6.0,396,0.790316769,15.64104455,35.564254604999995,17.782127302499998,8.891063651249999,5.213681516666667,5.213681516666667
0.3,7.0,0.3,8.0,397,0.790958258,15.6589821,35.59312160999999,17.796560804999995,8.898280402499998,5.2196606999999995,5.2196606999999995
0.3,7.0,0.3,10.0,398,0.791617413,15.6775886,35.622783585,17.8113917925,8.90569589625,5.225862866666667,5.225862866666667
0.3,7.0,0.5,0.1,399,0.261773016,0.676269548,19.6329762,9.8164881,4.90824405,0.2254231826666667,0.2254231826666667
0.3,7.0,0.5,0.5,400,0.723296025,3.392754752,54.247201874999995,27.123600937499997,13.56180046875,1.1309182506666666,1.1309182506666666
0.3,7.0,0.5,1.0,401,0.81062144,7.256762728,60.796608,30.398304,15.199152,2.4189209093333335,2.4189209093333335
0.3,7.0,0.5,4.0,402,0.757792218,23.58384248,56.83441634999999,28.417208174999995,14.208604087499998,7.861280826666667,7.861280826666667
0.3,7.0,0.5,6.0,403,0.758370505,23.61683314,56.877787875,28.4388939375,14.21944696875,7.872277713333333,7.872277713333333
0.3,7.0,0.5,8.0,404,0.759151591,23.65282673,56.936369324999994,28.468184662499997,14.23409233125,7.884275576666667,7.884275576666667
0.3,7.0,0.5,10.0,405,0.760007097,23.69048916,57.000532275000005,28.5002661375,14.25013306875,7.89682972,7.89682972
0.3,7.0,0.7,0.1,406,0.128952661,0.406742571,13.540029405,6.7700147025,3.38500735125,0.135580857,0.135580857
0.3,7.0,0.7,0.5,407,0.432858166,2.026511546,45.45010742999999,22.72505371499999,11.362526857499995,0.6755038486666667,0.6755038486666667
0.3,7.0,0.7,1.0,408,0.664961733,4.061377549,69.820981965,34.9104909825,17.45524549125,1.3537925163333335,1.3537925163333335
0.3,7.0,0.7,4.0,409,0.772860361,19.17185397,81.15033790499999,40.57516895249999,20.287584476249997,6.39061799,6.39061799
0.3,7.0,0.7,6.0,410,0.734561323,29.74283374,77.128938915,38.5644694575,19.28223472875,9.914277913333333,9.914277913333333
0.3,7.0,0.7,8.0,411,0.733797417,30.11996277,77.048728785,38.5243643925,19.26218219625,10.03998759,10.03998759
0.3,7.0,0.7,10.0,412,0.73456,30.17374572,77.1288,38.5644,19.2822,10.05791524,10.05791524
