ratio_absorb,CO2_sum
0.1,150.58692984149735
0.2,120.86798320235515
0.3,95.92465492970894
0.4,77.64663232542777
0.5,63.96769870489508
0.6,53.06735099357675
0.7,43.86965620144318
0.8,36.2671482205482
0.9,28.242535175631108
