,time_axis,NPQ,Phi2,LEF,qL,Z,V,pmf,Dy,pHlumen,fraction_Dy,fraction_DpH,Klumen,Cl_lumen,Cl_stroma
3083,308.3,1.7096367600141462,0.35831976899543183,152.28590182305854,-1.5039416987693541,0.3357444718120447,0.664255528187955,0.11682073170557498,0.0060564344165727445,5.953928378516629,0.051843832238928834,0.9481561677610711,0.07864070067452515,0.045630803201856515,0.03943691967981435
3084,308.40000000000003,1.70988841290819,0.35834160714983365,152.29518303867928,-1.5038834499424047,0.33591495294322504,0.6640850470567746,0.11682066715250067,0.006055407597319036,5.953912340746973,0.05183507118149011,0.9481649288185099,0.07864086210012287,0.04563132447556419,0.039436867552443584
3085,308.5,1.7101398542929136,0.3583634205037323,152.30445371408624,-1.5038252513018464,0.33608533885457137,0.6639146611454283,0.11682060135733284,0.006054382588034865,5.953896353845034,0.05182632615899328,0.9481736738410067,0.07864102432927435,0.045631845600343585,0.03943681543996565
3086,308.6,1.7103910803748865,0.3583852133623122,152.3137156789827,-1.503767097495758,0.3362556207498381,0.6637443792501615,0.11682053500859264,0.006053359909589166,5.9538804150166085,0.05181760132449244,0.9481823986755076,0.07864118732192617,0.045632366579509843,0.03943676334204902
3087,308.70000000000005,1.7106420912870315,0.3584069857808478,152.3229689568603,-1.503708988453909,0.3364257985624924,0.6635742014375072,0.1168204681116065,0.006052339559287517,5.953864524128017,0.0518088966524711,0.9481911033475289,0.07864135107597256,0.0456328874133237,0.039436711258667635
3088,308.8,1.7108928871622724,0.35842873781456264,152.3322135711891,-1.5036509241060685,0.3365958722260013,0.6634041277739984,0.11682040067170085,0.006051321534435499,5.953848681045577,0.05180021211741487,0.9481997878825852,0.07864151558930774,0.04563340810204587,0.039436659189795414
3089,308.90000000000003,1.7111434681335327,0.3584504695186306,152.341449545418,-1.503592904382006,0.33676584167383217,0.6632341583261674,0.11682033269420206,0.00605030583233869,5.95383288563561,0.051791547693811474,0.9482084523061886,0.07864168085982592,0.0456339286459371,0.039436607135406296
3090,309.0,1.7113938343337356,0.35847218094817507,152.3506769029744,-1.503534929211491,0.33693570683945206,0.6630642931605475,0.11682026418443649,0.006049292450302671,5.953817137764436,0.05178290335615073,0.9482170966438492,0.07864184688542133,0.04563444904525809,0.039436555095474196
3091,309.1,1.711643985895805,0.35849387215826956,152.35989566726454,-1.5034769985242926,0.33710546765632843,0.6628945323436712,0.11682019514773058,0.006048281385633022,5.953801437298374,0.05177427907892448,0.9482257209210755,0.0786420136639882,0.045634969300269584,0.039436503069973046
3092,309.20000000000005,1.711893922952664,0.3585155432039375,152.36910586167343,-1.5034191122501799,0.3372751240579282,0.6627248759420714,0.11682012558941074,0.0060472726356353215,5.953785784103743,0.05176567483662663,0.9482343251633734,0.07864218119342074,0.04563548941123229,0.039436451058876776
3093,309.3,1.712143645637236,0.35853719414015256,152.37830750956485,-1.5033612703189227,0.33744467597771866,0.662555324022281,0.1168200555148033,0.00604626619761515,5.953770178046864,0.05175709060375317,0.9482429093962468,0.07864234947161318,0.04563600937840695,0.03943639906215931
3094,309.40000000000003,1.7123931540824449,0.3585588250218388,152.38750063428148,-1.5033034726602903,0.337614123349167,0.6623858766508326,0.11681998492923476,0.006045262068878085,5.953754618994055,0.05174852635480206,0.9482514736451979,0.07864251849645973,0.04563652920205427,0.03943634707979458
3095,309.5,1.7126424484212137,0.35858043590387045,152.39668525914493,-1.503245719204052,0.33778346610574045,0.6622165338942592,0.11681991383803145,0.006044260246729709,5.953739106811637,0.05173998206427338,0.9482600179357266,0.07864268826585462,0.04563704888243499,0.0394362951117565
3096,309.6,1.712891528786466,0.3586020268410725,152.40586140745583,-1.503188009879977,0.3379527041809062,0.6620472958190934,0.11681984224651977,0.006043260728475599,5.95372364136593,0.05173145770666915,0.9482685422933308,0.07864285877769207,0.045637568419809836,0.03943624315801902
3097,309.70000000000005,1.7131403953111257,0.3586235978882204,152.41502910249366,-1.5031303446178343,0.3381218375081315,0.6618781624918681,0.11681977016002615,0.006042263511421336,5.953708222523253,0.051722953256493405,0.9482770467435065,0.0786430300298663,0.04563808781443952,0.03943619121855605
3098,309.8,1.7133890481281155,0.3586451491000403,152.42418836751713,-1.503072723347394,0.3382908660208833,0.6617091339791162,0.11681969758387695,0.0060412685928725,5.953692850149926,0.05171446868825224,0.9482855313117478,0.07864320202027153,0.04563860706658477,0.03943613929334153
3099,309.90000000000003,1.7136374873703597,0.3586666805312093,152.43333922576394,-1.503015145998425,0.3384597896526292,0.6615402103473704,0.11681962452339856,0.006040275970134669,5.953677524112268,0.05170600397645366,0.9482939960235464,0.078643374746802,0.04563912617650632,0.03943608738234937
3100,310.0,1.713885713170781,0.35868819223635523,152.44248170045097,-1.5029576125006963,0.33862860833683595,0.6613713916631636,0.1168195509839174,0.0060392856405134246,5.9536622442766,0.051697559095607686,0.9483024409043923,0.07864354820735191,0.04563964514446489,0.039436035485553515
3101,310.1,1.7141337256623033,0.35870968427005745,152.4516158147744,-1.502900122783978,0.3387973220069711,0.6612026779930285,0.11681947697075988,0.0060382976013143436,5.953647010509241,0.05168913402022627,0.9483108659797738,0.07864372239981549,0.0456401639707212,0.03943598360292788
3102,310.20000000000005,1.71438152497785,0.35873115668684585,152.46074159190948,-1.5028426767780387,0.3389659305965017,0.6610340694034978,0.1168194024892524,0.006037311849843008,5.95363182267651,0.051680728724823356,0.9483192712751767,0.07864389732208694,0.04564068265553598,0.03943593173444641
3103,310.3,1.7146291112503445,0.358752609541202,152.46985905501086,-1.502785274412648,0.3391344340388949,0.6608655659611047,0.11681932754472138,0.006036328383404997,5.953616680644727,0.05167234318391482,0.9483276568160852,0.07864407297206052,0.04564120119916996,0.03943587988008301
3104,310.40000000000003,1.7148764846127103,0.3587740428875587,152.47896822721245,-1.5027279156175757,0.33930283226761804,0.6606971677323815,0.11681925214249311,0.0060353471993058894,5.953601584280213,0.05166397737201851,0.9483360226279814,0.07864424934763042,0.04564171960188385,0.03943582803981162
3105,310.5,1.7151236451978709,0.3587954567803002,152.4880691316276,-1.5026706003225905,0.33947112521613815,0.6605288747838615,0.11681917628789414,0.006034368294851266,5.953586533449285,0.05165563126365411,0.9483443687363459,0.0786444264466909,0.04564223786393839,0.039435776213606166
3106,310.6,1.7153705931387497,0.35881685127376256,152.49716179134907,-1.5026133284574619,0.3396393128179226,0.660360687182077,0.11681909998625069,0.006033391667346704,5.953571528018267,0.05164730483334334,0.9483526951666567,0.07864460426713614,0.045642755985594294,0.039435724401440574
3107,310.70000000000005,1.7156173285682703,0.35883822642223323,152.50624622944912,-1.5025560999519594,0.3398073950064385,0.6601926049935611,0.11681902324288931,0.006032417314097785,5.953556567853474,0.051638998055609696,0.9483610019443903,0.07864478280686037,0.04564327396711229,0.03943567260328877
3108,310.8,1.7158638516193558,0.3588595822799515,152.51532246897938,-1.502498914735852,0.3399753717151529,0.6600246282848468,0.11681894606313635,0.006031445232410088,5.953541652821229,0.051630710904978665,0.9483692890950214,0.07864496206375783,0.04564379180875311,0.03943562081912469
3109,310.90000000000003,1.7161101624249302,0.35888091890110896,152.5243905329713,-1.5024417727389099,0.3401432428775333,0.6598567571224664,0.11681886845231819,0.006030475419589194,5.95352678278785,0.05162244335597759,0.9483775566440225,0.07864514203572273,0.04564430951077747,0.03943556904892226
3110,311.0,1.7163562611179166,0.3589022363398485,152.5334504444356,-1.5023846738909015,0.3403110084270466,0.659688991572953,0.11681879041576129,0.006029507872940681,5.953511957619656,0.05161419538313568,0.9483858046168643,0.0786453227206493,0.045644827073446095,0.039435517292655396
3111,311.1,1.7166021478312388,0.35892353465026583,152.54250222636298,-1.5023276181215959,0.3404786682971602,0.6595213317028394,0.11681871195879191,0.006028542589770127,5.95349717718297,0.051605966960984045,0.9483940330390159,0.07864550411643173,0.04564534449701972,0.03943546555029803
3112,311.20000000000005,1.7168478226978199,0.35894481388640853,152.55154590172364,-1.5022706053607635,0.34064622242134124,0.6593537775786583,0.11681863308673662,0.006027579567383114,5.953482441344108,0.05159775806405558,0.9484022419359445,0.07864568622096428,0.045645861781759056,0.0394354138218241
3113,311.3,1.7170932858505832,0.3589660741022764,152.56058149346745,-1.502213635538173,0.34081367073305685,0.6591863292669428,0.11681855380492168,0.0060266188030852225,5.953467749969392,0.05158956866688513,0.9484104313331149,0.07864586903214116,0.045646378927924836,0.03943536210720752
