ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,QA_content_initial,time_axis,NPQ,Phi2,LEF,qL,Z,V,pmf,Dy,pHlumen,fraction_Dy,fraction_DpH,Klumen,Cl_lumen,Cl_stroma,idx
0.1,0.84,0.1,6.7,1.2,1199.05,0.016701297,0.827550243,33.41234096,0.999782058,0.000382552,0.999617448,0.06069613,0.00372895,6.850547006,0.061436377,0.938563623,0.087555968,0.045683986,0.039431601,106
0.1,0.84,0.1,7.8,1.2,1199.05,0.01649528,0.827579184,33.4135093,0.999782213,0.000378797,0.999621203,0.060698315,0.0038403,6.852366421,0.063268645,0.936731355,0.087201173,0.045948029,0.039405197,107
0.1,0.84,0.1,8.9,1.2,1199.05,0.016293145,0.827607578,33.4146556,0.999782341,0.000375342,0.999624658,0.060700455,0.003950898,6.854174063,0.06508845,0.93491155,0.086851787,0.046217653,0.039378235,108
0.1,0.84,0.1,10,1.2,1199.05,0.016093793,0.827635567,33.41578575,0.999782353,0.000372044,0.999627956,0.060702505,0.004061209,6.8559784,0.066903481,0.933096519,0.086505363,0.046490286,0.039350971,109
0.1,0.84,0.18888889,0.1,1.2,1199.05,0.000758368,0.501214455,20.23652504,0.206072072,5.65E-06,0.999994346,0.03144445,0.001383775,7.298988756,0.044006975,0.955993025,0.09474841,0.041750052,0.039824995,110
0.1,0.84,0.18888889,1.2,1.2,1199.05,0.058261353,0.82172555,33.17716854,0.999564445,0.00201318,0.99798682,0.071866857,0.003845687,6.666313827,0.053511272,0.946488728,0.088162692,0.045395293,0.039460471,111
0.1,0.84,0.18888889,2.3,1.2,1199.05,0.057757312,0.821795379,33.17998788,0.999564788,0.002098907,0.997901093,0.071870649,0.003933444,6.667713263,0.054729495,0.945270505,0.08792326,0.045782431,0.039421757,112
0.1,0.84,0.18888889,3.4,1.2,1199.05,0.057184719,0.82187474,33.18319187,0.999565315,0.002137362,0.997862638,0.071874354,0.004030243,6.669264821,0.056073455,0.943926545,0.087636578,0.04611871,0.039388129,113
0.1,0.84,0.18888889,4.5,1.2,1199.05,0.056598447,0.821955903,33.18646895,0.999565102,0.002162757,0.997837243,0.071877607,0.004128916,6.670855145,0.057443703,0.942556297,0.087338656,0.046443035,0.039355696,114
0.1,0.84,0.18888889,5.6,1.2,1199.05,0.055996778,0.822039283,33.18983532,0.999565355,0.002174262,0.997825738,0.071881233,0.00423072,6.672491461,0.058857092,0.941142908,0.087026764,0.046752655,0.039324735,115
0.1,0.84,0.18888889,6.7,1.2,1199.05,0.055370258,0.822126174,33.19334337,0.99956596,0.002169613,0.997830387,0.071885183,0.004337106,6.674198703,0.060333791,0.939666209,0.086692943,0.047039274,0.039296073,116
0.1,0.84,0.18888889,7.8,1.2,1199.05,0.054719826,0.82221625,33.19698042,0.99956555,0.002152359,0.997847641,0.071888636,0.00444727,6.675977221,0.061863319,0.938136681,0.086337776,0.047303492,0.039269651,117
