Time_s,pHlumen,Dy,pmf,Klumen,Kstroma,Cl_lumen,Cl_stroma,Hstroma,pHstroma
0.0,5.994956,0.010221,0.118524,0.086659,0.1,0.053123,0.038688,0.0,7.8
1.0001389081816918,6.384526790194095,-0.025999733551520653,0.058929019036884835,0.09579778289425253,0.1,0.05102703303087327,0.03889759669691273,0.0,7.8
2.0002778163633836,6.588891101329938,-0.01777710880328327,0.05488978511697397,0.10050484565238602,0.1,0.049500471120313444,0.03905025288796876,0.0,7.8
3.0004167245450755,6.728636472141187,-0.013131402202536058,0.051150769469051866,0.10359647487229709,0.1,0.04834171730579742,0.03916612826942043,0.0,7.8
4.000555632726767,6.833670727359833,-0.010174019775193211,0.047806096583291366,0.10585992078504283,0.1,0.047417199743180836,0.03925858002568199,0.0,7.8
5.000694540908459,6.917312164604373,-0.008149624411842096,0.04481200571199816,0.10763079142292108,0.1,0.04665354385784602,0.039334945614215515,0.0,7.8
6.000833449090151,6.986153935188226,-0.006716153002887091,0.04211497088593675,0.10906772978784995,0.1,0.04600732596236607,0.039399567403763464,0.0,7.8
7.000972357271843,7.044153570140031,-0.0056668385532614605,0.03968430723846019,0.11026348084372116,0.1,0.04544998270199177,0.039455301729800836,0.0,7.8
8.001111265453535,7.094039026510771,-0.004883414391529216,0.03747460401795353,0.1112810229051435,0.1,0.04496117660457855,0.03950418233954218,0.0,7.8
9.001250173635226,7.137552875529233,-0.004295690496858823,0.035451496971521695,0.11215957413014237,0.1,0.04452697206273045,0.03954760279372695,0.0,7.8
10.001389081816917,7.176013876938309,-0.003835967681121335,0.03360355970271789,0.11292864712988415,0.1,0.04413647337567638,0.03958665266243232,0.0,7.8
11.00152798999861,7.210357543762466,-0.003475555516433047,0.03190335185795774,0.11360883326335323,0.1,0.043781848186535084,0.03962211518134642,0.0,7.8
12.001666898180302,7.241281107829631,-0.0031968154378765735,0.030326678092484086,0.11421532857422527,0.1,0.04345715528972975,0.03965458447102695,0.0,7.8
13.001805806361993,7.2692250814790045,-0.0029808251831685987,0.028866029928228835,0.11475767281632078,0.1,0.04315848274192783,0.03968445172580715,0.0,7.8
14.001944714543686,7.29473783767738,-0.002808321921030711,0.027507767818463334,0.11524779271650622,0.1,0.04288106550052579,0.03971219344994736,0.0,7.8
15.002083622725378,7.318101323908409,-0.0026734790442684855,0.026240801521362524,0.11569174645168835,0.1,0.04262243054731604,0.03973805694526833,0.0,7.8
16.00222253090707,7.339679961450526,-0.0025658765106602293,0.025053685802441855,0.11609740680877434,0.1,0.04237938789117667,0.03976236121088226,0.0,7.8
17.002361439088762,7.359640747987389,-0.0024826001715008562,0.02393931494938699,0.11646834515506445,0.1,0.04215046257304074,0.039785253742695835,0.0,7.8
18.002500347270452,7.378209936599147,-0.0024185735315952065,0.022889190272584087,0.11680942124932674,0.1,0.041933663357087016,0.03980693366429118,0.0,7.8
19.002639255452145,7.395505271932678,-0.0023709398188224377,0.021899103865341527,0.11712316244684484,0.1,0.04172794957993245,0.03982750504200661,0.0,7.8
20.002778163633835,7.411674080495413,-0.0023364286221560513,0.020963486548240064,0.11741272853244412,0.1,0.04153202038583306,0.039847097961416535,0.0,7.8
21.002917071815528,7.426793336366002,-0.0023134272730962057,0.020079332545061265,0.11767978669969606,0.1,0.04134521360480044,0.039865778639519775,0.0,7.8
22.00305597999722,7.440982963327078,-0.002299305338117354,0.019242076862373163,0.11792691599700235,0.1,0.04116647771932141,0.03988365222806767,0.0,7.8
23.00319488817891,7.45434710910924,-0.0022921873465074002,0.01844734610705176,0.11815635793246698,0.1,0.04099490638214992,0.039900809361784806,0.0,7.8
24.003333796360604,7.466921090126265,-0.002292560709736061,0.01769253388279985,0.11836888325560903,0.1,0.040830216937850196,0.03991727830621477,0.0,7.8
25.003472704542297,7.478819953333219,-0.002297994596581483,0.0169731682035355,0.11856696674182148,0.1,0.040671402393632705,0.03993315976063651,0.0,7.8
26.003611612723986,7.490054745147083,-0.0023085020865301733,0.016288573204753708,0.11875086580896396,0.1,0.04051838893820221,0.03994846110617955,0.0,7.8
27.00375052090568,7.500705520253568,-0.0023227722259620475,0.0156352565589317,0.1189223080013173,0.1,0.0403704861022942,0.03996325138977034,0.0,7.8
28.003889429087373,7.5108202954272665,-0.0023402248832592345,0.015010917391211737,0.11908233541478384,0.1,0.04022728823309973,0.03997757117668979,0.0,7.8
29.004028337269062,7.520420819174568,-0.002360932432014646,0.014414178417617156,0.1192314267956189,0.1,0.04008862252558247,0.03999143774744151,0.0,7.8
30.004167245450756,7.5295487795153075,-0.0023844273639444277,0.013843005865241545,0.11937048895127664,0.1,0.0399541393077215,0.04000488606922759,0.0,7.8
31.004306153632445,7.538262063521469,-0.0024092972601905535,0.013295338928625281,0.11950077867204019,0.1,0.03982334111743015,0.04001796588825673,0.0,7.8
32.00444506181414,7.546571534793811,-0.002436002702023574,0.012770065210451594,0.11962254061691051,0.1,0.03969615245805285,0.04003068475419446,0.0,7.8
33.00458396999583,7.554496831077737,-0.002464513995476614,0.0122660361399632,0.11973620891704796,0.1,0.039572417957529214,0.04004305820424683,0.0,7.8
34.004722878177525,7.562051703525047,-0.002494932118333961,0.011782325670267733,0.11984209145630555,0.1,0.039452034226306235,0.04005509657736914,0.0,7.8
35.004861786359214,7.569282778085335,-0.002526316590626002,0.011317076724359098,0.1199411958816952,0.1,0.039334598386913604,0.04006684016130841,0.0,7.8
36.005000694540904,7.576213516384609,-0.002558380076015825,0.010869168941013557,0.12003403540217066,0.1,0.03921991621087731,0.04007830837891205,0.0,7.8
