Time_s,pHlumen,Dy,pmf,Klumen,Kstroma,Cl_lumen,Cl_stroma,Hstroma,pHstroma
0.0,5.994956,0.010221,0.118524,0.086659,0.1,0.053123,0.038688,0.0,7.8
1.0001389081816918,5.98343385953214,0.03139376039185178,0.14038808881991022,0.08658200293388002,0.1,0.05312723288514919,0.038687576711485074,0.0,7.8
2.0002778163633836,5.9810598317880075,0.031244932589767335,0.14038170268247405,0.08651322226254843,0.1,0.053131531810393165,0.038687146818960676,0.0,7.8
3.0004167245450755,5.978712565838868,0.031097733152490818,0.14037533920214623,0.08644527054210507,0.1,0.053135836495438495,0.038686716350456146,0.0,7.8
4.000555632726767,5.9763652998897285,0.030950533715214303,0.1403689757218184,0.08637731882166173,0.1,0.053140141180483824,0.03868628588195161,0.0,7.8
5.000694540908459,5.974018033940589,0.03080333427793779,0.14036261224149055,0.08630936710121838,0.1,0.05314444586552915,0.03868585541344708,0.0,7.8
6.000833449090151,5.971757831138583,0.03066142244728518,0.14035631257895867,0.08624411209570176,0.1,0.05314876933225553,0.038685423066774444,0.0,7.8
7.000972357271843,5.969621083072592,0.030527008393836732,0.1403501034094702,0.08618268100696677,0.1,0.05315311943123162,0.03868498805687683,0.0,7.8
8.001111265453535,5.967549637186403,0.030396560338055927,0.1403439421068614,0.08612327260370566,0.1,0.053157483617508175,0.03868455163824917,0.0,7.8
9.001250173635226,5.9655434934800144,0.030270078279942762,0.1403378286711323,0.08606588688591842,0.1,0.053161861891085196,0.03868411381089147,0.0,7.8
10.001389081816917,5.963572575678126,0.030145737347099036,0.140331742806399,0.08600959230322318,0.1,0.053166247781331256,0.038683675221866866,0.0,7.8
11.00152798999861,5.961525546422688,0.030016782166076367,0.14032560938068286,0.08595094041137707,0.1,0.05317061733504739,0.03868323826649525,0.0,7.8
12.001666898180302,5.959530566306657,0.029890988856965513,0.14031951487851266,0.08589390071950698,0.1,0.05317499812479538,0.038682800187520454,0.0,7.8
13.001805806361993,5.957587635330031,0.02976835741976648,0.14031345929988837,0.08583847322761289,0.1,0.053179390150575226,0.03868236098494247,0.0,7.8
14.001944714543686,5.955696753492813,0.029648887854479267,0.14030744264481002,0.08578465793569481,0.1,0.05318379341238693,0.0386819206587613,0.0,7.8
15.002083622725378,5.953857920795,0.029532580161103873,0.14030146491327758,0.08573245484375275,0.1,0.05318820791023049,0.038681479208976945,0.0,7.8
16.00222253090707,5.952071137236595,0.029419434339640296,0.14029552610529106,0.08568186395178669,0.1,0.053192633644105904,0.0386810366355894,0.0,7.8
17.002361439088762,5.9503364028175945,0.029309450390088535,0.14028962622085048,0.08563288525979665,0.1,0.05319707061401318,0.03868059293859867,0.0,7.8
18.002500347270452,5.948653717538001,0.029202628312448596,0.14028376525995584,0.0855855187677826,0.1,0.053201518819952304,0.03868014811800476,0.0,7.8
19.002639255452145,5.9470230813978135,0.029098968106720476,0.14027794322260712,0.08553976447574459,0.1,0.05320597826192329,0.03867970217380766,0.0,7.8
20.002778163633835,5.945444494397032,0.02899846977290417,0.1402721601088043,0.08549562238368257,0.1,0.05321044893992613,0.03867925510600738,0.0,7.8
21.002917071815528,5.943917956535657,0.028901133310999687,0.14026641591854744,0.08545309249159656,0.1,0.053214930853960826,0.03867880691460391,0.0,7.8
22.00305597999722,5.942443467813688,0.02880695872100702,0.14026071065183648,0.08541217479948658,0.1,0.053219424004027384,0.03867835759959725,0.0,7.8
23.00319488817891,5.941021028231126,0.028715946002926172,0.14025504430867147,0.08537286930735259,0.1,0.05322392839012579,0.03867790716098741,0.0,7.8
24.003333796360604,5.93965063778797,0.02862809515675714,0.14024941688905238,0.08533517601519462,0.1,0.05322844401225606,0.038677455598774384,0.0,7.8
25.003472704542297,5.93833229648422,0.028543406182499932,0.14024382839297922,0.08529909492301267,0.1,0.05323297087041818,0.03867700291295817,0.0,7.8
26.003611612723986,5.937066004319877,0.028461879080154538,0.14023827882045198,0.08526462603080671,0.1,0.05323750896461216,0.03867654910353877,0.0,7.8
27.00375052090568,5.9358517612949395,0.028383513849720966,0.14023276817147068,0.08523176933857678,0.1,0.053242058294837996,0.03867609417051619,0.0,7.8
28.003889429087373,5.934689567409409,0.02830831049119921,0.1402272964460353,0.08520052484632284,0.1,0.05324661886109568,0.03867563811389042,0.0,7.8
29.004028337269062,5.933579422663285,0.02823626900458927,0.14022186364414582,0.08517089255404493,0.1,0.05325119066338523,0.038675180933661464,0.0,7.8
30.004167245450756,5.932521327056566,0.028167389389891155,0.1402164697658023,0.08514287246174303,0.1,0.05325577370170664,0.03867472262982933,0.0,7.8
31.004306153632445,5.931515280589254,0.028101671647104854,0.1402111148110047,0.08511646456941713,0.1,0.053260367976059896,0.038674263202394,0.0,7.8
32.00444506181414,5.930561283261349,0.02803911577623037,0.14020579877975303,0.08509166887706725,0.1,0.053264973486445016,0.03867380265135549,0.0,7.8
33.00458396999583,5.929659335072849,0.027979721777267708,0.14020052167204727,0.08506848538469337,0.1,0.05326959023286199,0.038673340976713794,0.0,7.8
34.004722878177525,5.928809436023756,0.027923489650216866,0.14019528348788746,0.0850469140922955,0.1,0.053274218215310816,0.03867287817846891,0.0,7.8
35.004861786359214,5.9278940599192715,0.027863329827742665,0.14019004623173534,0.08502331474248753,0.1,0.0532788315064205,0.03867241684935794,0.0,7.8
36.005000694540904,5.92695736688539,0.02780190619415879,0.14018482418030395,0.08499905515139844,0.1,0.05328343984832532,0.03867195601516746,0.0,7.8
