ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2,Phi2*PSII_antenna_size*100
0.7,0.07,0.3,10.0,433,0.058650693,1.75952079
0.7,0.07,0.5,0.1,434,0.032255035,1.6127517500000002
0.7,0.07,0.5,0.5,435,0.034393113,1.7196556500000002
0.7,0.07,0.5,1.0,436,0.034601295,1.73006475
0.7,0.07,0.5,4.0,437,0.034884053,1.7442026499999999
0.7,0.07,0.5,6.0,438,0.035007738,1.7503868999999999
0.7,0.07,0.5,8.0,439,0.0351382,1.75691
0.7,0.07,0.5,10.0,440,0.035241001,1.76205005
0.7,0.07,0.7,0.1,441,0.023061124,1.61427868
0.7,0.07,0.7,0.5,442,0.024582408,1.7207685599999998
0.7,0.07,0.7,1.0,443,0.024744753,1.73213271
0.7,0.07,0.7,4.0,444,0.024942281,1.74595967
0.7,0.07,0.7,6.0,445,0.025028207,1.7519744899999998
0.7,0.07,0.7,8.0,446,0.025127718,1.7589402599999997
0.7,0.07,0.7,10.0,447,0.025213281,1.7649296700000001
0.7,0.07,0.9,0.1,448,0.017952644,1.6157379600000001
0.7,0.07,0.9,0.5,449,0.019140564,1.72265076
0.7,0.07,0.9,1.0,450,0.019251893,1.7326703700000001
0.7,0.07,0.9,4.0,451,0.01941906,1.7477154
0.7,0.07,0.9,6.0,452,0.019485186,1.7536667400000001
0.7,0.07,0.9,8.0,453,0.019552325,1.7597092499999998
0.7,0.07,0.9,10.0,454,0.019617437,1.7655693300000002
0.7,0.1,0.1,0.1,455,0.227186272,2.27186272
0.7,0.1,0.1,0.5,456,0.250176885,2.5017688500000004
0.7,0.1,0.1,1.0,457,0.25188741,2.5188741
0.7,0.1,0.1,4.0,458,0.253877622,2.5387762200000004
0.7,0.1,0.1,6.0,459,0.254662589,2.54662589
0.7,0.1,0.1,8.0,460,0.255365617,2.55365617
0.7,0.1,0.1,10.0,461,0.256031525,2.56031525
0.7,0.1,0.3,0.1,462,0.075006818,2.25020454
0.7,0.1,0.3,0.5,463,0.081695523,2.45086569
0.7,0.1,0.3,1.0,464,0.082206409,2.4661922699999996
0.7,0.1,0.3,4.0,465,0.082935784,2.48807352
0.7,0.1,0.3,6.0,466,0.083225614,2.49676842
0.7,0.1,0.3,8.0,467,0.08351303,2.5053909
0.7,0.1,0.3,10.0,468,0.083771987,2.51315961
0.7,0.1,0.5,0.1,469,0.045073067,2.25365335
0.7,0.1,0.5,0.5,470,0.049046371,2.4523185499999998
0.7,0.1,0.5,1.0,471,0.049360744,2.4680372
0.7,0.1,0.5,4.0,472,0.049781078,2.4890539
0.7,0.1,0.5,6.0,473,0.049956826,2.4978413
0.7,0.1,0.5,8.0,474,0.050143573,2.5071786499999997
0.7,0.1,0.5,10.0,475,0.050289939,2.51449695
0.7,0.1,0.7,0.1,476,0.032231505,2.2562053499999997
0.7,0.1,0.7,0.5,477,0.035075682,2.4552977399999993
0.7,0.1,0.7,1.0,478,0.035291334,2.47039338
0.7,0.1,0.7,4.0,479,0.035593064,2.49151448
0.7,0.1,0.7,6.0,480,0.035730046,2.5011032199999996
0.7,0.1,0.7,8.0,481,0.035851183,2.50958281
0.7,0.1,0.7,10.0,482,0.035962318,2.5173622599999996
0.7,0.1,0.9,0.1,483,0.02507995,2.2571955
0.7,0.1,0.9,0.5,484,0.027308545,2.45776905
0.7,0.1,0.9,1.0,485,0.027482146,2.4733931399999998
0.7,0.1,0.9,4.0,486,0.02770387,2.4933483
0.7,0.1,0.9,6.0,487,0.027803678,2.5023310199999997
0.7,0.1,0.9,8.0,488,0.027916698,2.51250282
0.7,0.1,0.9,10.0,489,0.028003283,2.52029547
0.7,1.0,0.1,0.1,490,0.505172299,5.051722990000001
0.7,1.0,0.1,0.5,491,0.674424481,6.74424481
0.7,1.0,0.1,1.0,492,0.672394519,6.723945190000001
0.7,1.0,0.1,4.0,493,0.673187422,6.73187422
0.7,1.0,0.1,6.0,494,0.674118641,6.741186409999999
0.7,1.0,0.1,8.0,495,0.675064257,6.75064257
0.7,1.0,0.1,10.0,496,0.675999888,6.7599988799999995
0.7,1.0,0.3,0.1,497,0.171806109,5.154183270000001
0.7,1.0,0.3,0.5,498,0.591111518,17.73334554
0.7,1.0,0.3,1.0,499,0.597116359,17.913490770000003
0.7,1.0,0.3,4.0,500,0.598239947,17.947198410000002
0.7,1.0,0.3,6.0,501,0.59922278,17.9766834
0.7,1.0,0.3,8.0,502,0.600216333,18.00648999
0.7,1.0,0.3,10.0,503,0.601226603,18.036798089999998
0.7,1.0,0.5,0.1,504,0.103302243,5.16511215
0.7,1.0,0.5,0.5,505,0.408123331,20.40616655
0.7,1.0,0.5,1.0,506,0.464934896,23.2467448
0.7,1.0,0.5,4.0,507,0.469401252,23.4700626
0.7,1.0,0.5,6.0,508,0.470590463,23.52952315
0.7,1.0,0.5,8.0,509,0.471680173,23.584008649999998
0.7,1.0,0.5,10.0,510,0.472766739,23.63833695
0.7,1.0,0.7,0.1,511,0.073849395,5.16945765
0.7,1.0,0.7,0.5,512,0.298290955,20.88036685
0.7,1.0,0.7,1.0,513,0.351310682,24.59174774
0.7,1.0,0.7,4.0,514,0.355981363,24.918695409999998
0.7,1.0,0.7,6.0,515,0.356994037,24.989582589999998
0.7,1.0,0.7,8.0,516,0.357908269,25.05357883
0.7,1.0,0.7,10.0,517,0.358856992,25.119989439999994
0.7,1.0,0.9,0.1,518,0.057468037,5.17212333
0.7,1.0,0.9,0.5,519,0.233745821,21.03712389
0.7,1.0,0.9,1.0,520,0.27729464,24.9565176
0.7,1.0,0.9,4.0,521,0.281332571,25.31993139
0.7,1.0,0.9,6.0,522,0.28218767,25.396890300000003
0.7,1.0,0.9,8.0,523,0.282969464,25.467251760000003
0.7,1.0,0.9,10.0,524,0.283702206,25.53319854
0.7,3.0,0.1,0.1,525,0.530200683,5.30200683
0.7,3.0,0.1,0.5,526,0.761584432,7.615844320000001
0.7,3.0,0.1,1.0,527,0.750907745,7.509077450000001
0.7,3.0,0.1,4.0,528,0.751268473,7.512684730000001
0.7,3.0,0.1,6.0,529,0.752104187,7.52104187
0.7,3.0,0.1,8.0,530,0.752992833,7.529928330000001
0.7,3.0,0.1,10.0,531,0.753903731,7.53903731
0.7,3.0,0.3,0.1,532,0.18070925,5.4212774999999995
0.7,3.0,0.3,0.5,533,0.73005105,21.9015315
0.7,3.0,0.3,1.0,534,0.689875983,20.69627949
0.7,3.0,0.3,4.0,535,0.673111856,20.19335568
0.7,3.0,0.3,6.0,536,0.674013167,20.22039501
0.7,3.0,0.3,8.0,537,0.674985762,20.24957286
0.7,3.0,0.3,10.0,538,0.675982603,20.27947809
0.7,3.0,0.5,0.1,539,0.108677104,5.4338552
0.7,3.0,0.5,0.5,540,0.496474063,24.82370315
0.7,3.0,0.5,1.0,541,0.679886181,33.99430905
0.7,3.0,0.5,4.0,542,0.643689211,32.18446055
0.7,3.0,0.5,6.0,543,0.644577824,32.2288912
0.7,3.0,0.5,8.0,544,0.645542507,32.277125350000006
0.7,3.0,0.5,10.0,545,0.646534242,32.3267121
0.7,3.0,0.7,0.1,546,0.077692618,5.43848326
0.7,3.0,0.7,0.5,547,0.359566596,25.169661719999997
0.7,3.0,0.7,1.0,548,0.608503726,42.59526082
0.7,3.0,0.7,4.0,549,0.623168066,43.62176462
0.7,3.0,0.7,6.0,550,0.624028161,43.68197127
0.7,3.0,0.7,8.0,551,0.624968559,43.74779913
0.7,3.0,0.7,10.0,552,0.625933639,43.815354729999996
0.7,3.0,0.9,0.1,553,0.06045977,5.4413793
0.7,3.0,0.9,0.5,554,0.281077059,25.296935310000002
0.7,3.0,0.9,1.0,555,0.503079997,45.27719972999999
0.7,3.0,0.9,4.0,556,0.597813957,53.80325613
0.7,3.0,0.9,6.0,557,0.598754178,53.88787602
0.7,3.0,0.9,8.0,558,0.599739373,53.976543570000004
0.7,3.0,0.9,10.0,559,0.600733183,54.065986470000006
0.7,5.0,0.1,0.1,560,0.539165278,5.39165278
0.7,5.0,0.1,0.5,561,0.796549598,7.965495980000001
0.7,5.0,0.1,1.0,562,0.784352266,7.8435226600000005
0.7,5.0,0.1,4.0,563,0.784771518,7.847715180000001
0.7,5.0,0.1,6.0,564,0.785410974,7.854109740000001
0.7,5.0,0.1,8.0,565,0.786101463,7.861014630000001
0.7,5.0,0.1,10.0,566,0.786796495,7.86796495
0.7,5.0,0.3,0.1,567,0.184338776,5.53016328
0.7,5.0,0.3,0.5,568,0.763003772,22.89011316
0.7,5.0,0.3,1.0,569,0.745584169,22.36752507
0.7,5.0,0.3,4.0,570,0.708116165,21.24348495
0.7,5.0,0.3,6.0,571,0.708986151,21.26958453
0.7,5.0,0.3,8.0,572,0.709946961,21.29840883
0.7,5.0,0.3,10.0,573,0.710937228,21.32811684
0.7,5.0,0.5,0.1,574,0.110887122,5.5443561
0.7,5.0,0.5,0.5,575,0.512158273,25.607913650000004
0.7,5.0,0.5,1.0,576,0.738735958,36.9367979
0.7,5.0,0.5,4.0,577,0.673022553,33.65112765
0.7,5.0,0.5,6.0,578,0.673824647,33.69123235
0.7,5.0,0.5,8.0,579,0.674775898,33.7387949
0.7,5.0,0.5,10.0,580,0.675771468,33.7885734
0.7,5.0,0.7,0.1,581,0.079286712,5.550069839999999
0.7,5.0,0.7,0.5,582,0.37020754,25.9145278
0.7,5.0,0.7,1.0,583,0.661044673,46.273127110000004
0.7,5.0,0.7,4.0,584,0.653051352,45.71359464
0.7,5.0,0.7,6.0,585,0.65388113,45.7716791
0.7,5.0,0.7,8.0,586,0.65483844,45.838690799999995
0.7,5.0,0.7,10.0,587,0.65582648,45.907853599999996
0.7,5.0,0.9,0.1,588,0.061695867,5.55262803
0.7,5.0,0.9,0.5,589,0.289195319,26.02757871
0.7,5.0,0.9,1.0,590,0.539928509,48.59356581
0.7,5.0,0.9,4.0,591,0.639188474,57.52696266
0.7,5.0,0.9,6.0,592,0.639935091,57.59415819
0.7,5.0,0.9,8.0,593,0.640859606,57.677364540000006
0.7,5.0,0.9,10.0,594,0.641832227,57.76490043
0.7,7.0,0.1,0.1,595,0.545036976,5.45036976
0.7,7.0,0.1,0.5,596,0.810555177,8.105551770000002
0.7,7.0,0.1,1.0,597,0.800971651,8.00971651
0.7,7.0,0.1,4.0,598,0.801388177,8.013881770000001
0.7,7.0,0.1,6.0,599,0.801858672,8.018586720000002
0.7,7.0,0.1,8.0,600,0.80236425,8.0236425
0.7,7.0,0.1,10.0,601,0.802868274,8.02868274
0.7,7.0,0.3,0.1,602,0.186831327,5.604939809999999
0.7,7.0,0.3,0.5,603,0.77597991,23.2793973
0.7,7.0,0.3,1.0,604,0.774732549,23.241976469999997
0.7,7.0,0.3,4.0,605,0.733059393,21.99178179
0.7,7.0,0.3,6.0,606,0.733851786,22.01555358
0.7,7.0,0.3,8.0,607,0.734741575,22.04224725
0.7,7.0,0.3,10.0,608,0.735485658,22.06456974
0.7,7.0,0.5,0.1,609,0.112419563,5.62097815
0.7,7.0,0.5,0.5,610,0.519473755,25.973687750000003
0.7,7.0,0.5,1.0,611,0.767882611,38.39413055
0.7,7.0,0.5,4.0,612,0.695504663,34.77523315
0.7,7.0,0.5,6.0,613,0.696295495,34.81477475
0.7,7.0,0.5,8.0,614,0.6972456,34.86228
0.7,7.0,0.5,10.0,615,0.698244866,34.9122433
0.7,7.0,0.7,0.1,616,0.080385367,5.626975689999999
0.7,7.0,0.7,0.5,617,0.375400334,26.278023379999997
0.7,7.0,0.7,1.0,618,0.683930821,47.87515747
0.7,7.0,0.7,4.0,619,0.67289212,47.1024484
0.7,7.0,0.7,6.0,620,0.673633285,47.15432995
0.7,7.0,0.7,8.0,621,0.674537044,47.21759308
0.7,7.0,0.7,10.0,622,0.675519344,47.286354079999995
0.7,7.0,0.9,0.1,623,0.062557315,5.63015835
0.7,7.0,0.9,0.5,624,0.293226845,26.390416050000002
0.7,7.0,0.9,1.0,625,0.55486693,49.9380237
0.7,7.0,0.9,4.0,626,0.657763398,59.19870582000001
0.7,7.0,0.9,6.0,627,0.658414753,59.25732777
0.7,7.0,0.9,8.0,628,0.659353934,59.341854059999996
0.7,7.0,0.9,10.0,629,0.660335498,59.430194820000004
0.9,0.07,0.1,0.1,630,0.126525737,1.26525737
0.9,0.07,0.1,0.5,631,0.134359562,1.3435956199999999
0.9,0.07,0.1,1.0,632,0.135205523,1.35205523
0.9,0.07,0.1,4.0,633,0.136346105,1.36346105
0.9,0.07,0.1,6.0,634,0.13679044,1.3679044
0.9,0.07,0.1,8.0,635,0.137239587,1.37239587
0.9,0.07,0.1,10.0,636,0.137636182,1.37636182
0.9,0.07,0.3,0.1,637,0.042119457,1.26358371
0.9,0.07,0.3,0.5,638,0.044555365,1.33666095
0.9,0.07,0.3,1.0,639,0.044806827,1.34420481
0.9,0.07,0.3,4.0,640,0.045178786,1.35536358
0.9,0.07,0.3,6.0,641,0.045346706,1.36040118
0.9,0.07,0.3,8.0,642,0.04550122,1.3650366
0.9,0.07,0.3,10.0,643,0.045648297,1.3694489099999998
0.9,0.07,0.5,0.1,644,0.025312663,1.26563315
0.9,0.07,0.5,0.5,645,0.026777845,1.33889225
0.9,0.07,0.5,1.0,646,0.026928649,1.34643245
0.9,0.07,0.5,4.0,647,0.027149935,1.35749675
0.9,0.07,0.5,6.0,648,0.027253282,1.3626641
0.9,0.07,0.5,8.0,649,0.027342897,1.36714485
0.9,0.07,0.5,10.0,650,0.027443419,1.3721709500000001
0.9,0.07,0.7,0.1,651,0.018090074,1.26630518
0.9,0.07,0.7,0.5,652,0.019133571,1.3393499699999998
0.9,0.07,0.7,1.0,653,0.019247787,1.3473450899999997
0.9,0.07,0.7,4.0,654,0.019406942,1.35848594
0.9,0.07,0.7,6.0,655,0.019479712,1.3635798399999999
0.9,0.07,0.7,8.0,656,0.019556888,1.36898216
0.9,0.07,0.7,10.0,657,0.019618697,1.37330879
0.9,0.07,0.9,0.1,658,0.014080602,1.26725418
0.9,0.07,0.9,0.5,659,0.0148935,1.340415
0.9,0.07,0.9,1.0,660,0.014981183,1.34830647
0.9,0.07,0.9,4.0,661,0.015103674,1.35933066
0.9,0.07,0.9,6.0,662,0.015167373,1.36506357
0.9,0.07,0.9,8.0,663,0.015212009,1.36908081
0.9,0.07,0.9,10.0,664,0.015270474,1.37434266
0.9,0.1,0.1,0.1,665,0.179467797,1.7946779700000002
0.9,0.1,0.1,0.5,666,0.193973775,1.93973775
0.9,0.1,0.1,1.0,667,0.195271228,1.95271228
0.9,0.1,0.1,4.0,668,0.196856888,1.9685688800000003
0.9,0.1,0.1,6.0,669,0.197480579,1.97480579
0.9,0.1,0.1,8.0,670,0.198065613,1.98065613
0.9,0.1,0.1,10.0,671,0.198629917,1.98629917
0.9,0.1,0.3,0.1,672,0.059333902,1.7800170599999998
0.9,0.1,0.3,0.5,673,0.063562853,1.9068855900000001
0.9,0.1,0.3,1.0,674,0.063951201,1.9185360299999998
0.9,0.1,0.3,4.0,675,0.064494816,1.93484448
0.9,0.1,0.3,6.0,676,0.064727137,1.9418141100000001
0.9,0.1,0.3,8.0,677,0.064946464,1.9483939199999998
0.9,0.1,0.3,10.0,678,0.065163403,1.9549020899999998
0.9,0.1,0.5,0.1,679,0.035660388,1.7830194000000001
0.9,0.1,0.5,0.5,680,0.038188896,1.9094448
0.9,0.1,0.5,1.0,681,0.038423531,1.9211765499999998
0.9,0.1,0.5,4.0,682,0.038760319,1.93801595
0.9,0.1,0.5,6.0,683,0.038895267,1.94476335
0.9,0.1,0.5,8.0,684,0.039016041,1.95080205
0.9,0.1,0.5,10.0,685,0.039160906,1.9580453000000002
0.9,0.1,0.7,0.1,686,0.02550847,1.7855928999999997
0.9,0.1,0.7,0.5,687,0.027303467,1.91124269
0.9,0.1,0.7,1.0,688,0.027471919,1.9230343300000001
0.9,0.1,0.7,4.0,689,0.027720208,1.9404145599999998
0.9,0.1,0.7,6.0,690,0.027807285,1.9465099499999998
0.9,0.1,0.7,8.0,691,0.027916842,1.9541789399999998
0.9,0.1,0.7,10.0,692,0.028008574,1.96060018
0.9,0.1,0.9,0.1,693,0.019839297,1.78553673
0.9,0.1,0.9,0.5,694,0.021259144,1.9133229600000004
0.9,0.1,0.9,1.0,695,0.021387266,1.92485394
0.9,0.1,0.9,4.0,696,0.021567495,1.94107455
0.9,0.1,0.9,6.0,697,0.021650015,1.9485013500000001
0.9,0.1,0.9,8.0,698,0.021723667,1.9551300299999999
0.9,0.1,0.9,10.0,699,0.021793154,1.96138386
0.9,1.0,0.1,0.1,700,0.496368139,4.96368139
0.9,1.0,0.1,0.5,701,0.659092637,6.59092637
0.9,1.0,0.1,1.0,702,0.657449403,6.57449403
0.9,1.0,0.1,4.0,703,0.658178441,6.581784410000001
0.9,1.0,0.1,6.0,704,0.659091217,6.59091217
0.9,1.0,0.1,8.0,705,0.660026297,6.600262970000001
0.9,1.0,0.1,10.0,706,0.660962315,6.609623150000001
0.9,1.0,0.3,0.1,707,0.168950859,5.06852577
0.9,1.0,0.3,0.5,708,0.53702529,16.110758699999998
0.9,1.0,0.3,1.0,709,0.54665133,16.399539899999997
0.9,1.0,0.3,4.0,710,0.549170305,16.475109149999998
0.9,1.0,0.3,6.0,711,0.550294849,16.50884547
0.9,1.0,0.3,8.0,712,0.551380153,16.54140459
0.9,1.0,0.3,10.0,713,0.552472827,16.574184810000002
0.9,1.0,0.5,0.1,714,0.101600177,5.08000885
0.9,1.0,0.5,0.5,715,0.359422945,17.97114725
0.9,1.0,0.5,1.0,716,0.380027753,19.00138765
0.9,1.0,0.5,4.0,717,0.383847587,19.19237935
0.9,1.0,0.5,6.0,718,0.384888993,19.24444965
0.9,1.0,0.5,8.0,719,0.385906652,19.295332600000002
0.9,1.0,0.5,10.0,720,0.38682562,19.341281
0.9,1.0,0.7,0.1,721,0.072632938,5.084305659999999
0.9,1.0,0.7,0.5,722,0.261138206,18.279674419999996
0.9,1.0,0.7,1.0,723,0.278163042,19.47141294
0.9,1.0,0.7,4.0,724,0.281402011,19.69814077
0.9,1.0,0.7,6.0,725,0.282238734,19.75671138
0.9,1.0,0.7,8.0,726,0.283015221,19.811065469999996
0.9,1.0,0.7,10.0,727,0.283747811,19.86234677
0.9,1.0,0.9,0.1,728,0.056517639,5.08658751
0.9,1.0,0.9,0.5,729,0.203447384,18.31026456
0.9,1.0,0.9,1.0,730,0.216462027,19.48158243
0.9,1.0,0.9,4.0,731,0.219142088,19.722787920000002
0.9,1.0,0.9,6.0,732,0.219832305,19.78490745
0.9,1.0,0.9,8.0,733,0.220433659,19.83902931
0.9,1.0,0.9,10.0,734,0.221048461,19.89436149
0.9,3.0,0.1,0.1,735,0.525515073,5.25515073
0.9,3.0,0.1,0.5,736,0.739367411,7.393674110000001
0.9,3.0,0.1,1.0,737,0.73236688,7.323668800000001
0.9,3.0,0.1,4.0,738,0.732715518,7.32715518
0.9,3.0,0.1,6.0,739,0.733591471,7.335914710000001
0.9,3.0,0.1,8.0,740,0.734524598,7.3452459800000005
0.9,3.0,0.1,10.0,741,0.735483616,7.35483616
0.9,3.0,0.3,0.1,742,0.17891448,5.3674344
0.9,3.0,0.3,0.5,743,0.706629972,21.19889916
0.9,3.0,0.3,1.0,744,0.663616125,19.90848375
0.9,3.0,0.3,4.0,745,0.658130841,19.74392523
0.9,3.0,0.3,6.0,746,0.658997675,19.769930249999998
0.9,3.0,0.3,8.0,747,0.659947746,19.798432379999998
0.9,3.0,0.3,10.0,748,0.660922109,19.827663270000002
0.9,3.0,0.5,0.1,749,0.107585842,5.3792921
0.9,3.0,0.5,0.5,750,0.485195004,24.2597502
0.9,3.0,0.5,1.0,751,0.646092885,32.304644249999996
0.9,3.0,0.5,4.0,752,0.629165518,31.4582759
0.9,3.0,0.5,6.0,753,0.630052662,31.5026331
0.9,3.0,0.5,8.0,754,0.631000712,31.550035599999998
0.9,3.0,0.5,10.0,755,0.631973558,31.5986779
0.9,3.0,0.7,0.1,756,0.076909291,5.383650370000001
0.9,3.0,0.7,0.5,757,0.352064642,24.644524939999997
0.9,3.0,0.7,1.0,758,0.573536036,40.14752252
0.9,3.0,0.7,4.0,759,0.597954385,41.85680695
0.9,3.0,0.7,6.0,760,0.598905763,41.92340341
0.9,3.0,0.7,8.0,761,0.599898449,41.99289142999999
0.9,3.0,0.7,10.0,762,0.600901399,42.06309792999999
0.9,3.0,0.9,0.1,763,0.059844929,5.38604361
0.9,3.0,0.9,0.5,764,0.275393738,24.78543642
0.9,3.0,0.9,1.0,765,0.475471381,42.79242429
0.9,3.0,0.9,4.0,766,0.548720915,49.38488235
0.9,3.0,0.9,6.0,767,0.549848544,49.48636896000001
0.9,3.0,0.9,8.0,768,0.550945213,49.585069170000004
0.9,3.0,0.9,10.0,769,0.552038708,49.68348372
0.9,5.0,0.1,0.1,770,0.534802815,5.34802815
0.9,5.0,0.1,0.5,771,0.781463633,7.814636330000001
0.9,5.0,0.1,1.0,772,0.768901501,7.68901501
0.9,5.0,0.1,4.0,773,0.769289532,7.692895320000001
0.9,5.0,0.1,6.0,774,0.770041546,7.70041546
0.9,5.0,0.1,8.0,775,0.770847559,7.708475590000001
0.9,5.0,0.1,10.0,776,0.771666999,7.716669990000001
0.9,5.0,0.3,0.1,777,0.182540624,5.47621872
0.9,5.0,0.3,0.5,778,0.749101221,22.47303663
0.9,5.0,0.3,1.0,779,0.719401589,21.582047669999998
0.9,5.0,0.3,4.0,780,0.690241674,20.707250220000002
0.9,5.0,0.3,6.0,781,0.69113981,20.7341943
0.9,5.0,0.3,8.0,782,0.692116267,20.763488009999996
0.9,5.0,0.3,10.0,783,0.693120581,20.793617429999998
0.9,5.0,0.5,0.1,784,0.109791888,5.4895944000000005
0.9,5.0,0.5,0.5,785,0.505362438,25.2681219
0.9,5.0,0.5,1.0,786,0.711718975,35.58594875
0.9,5.0,0.5,4.0,787,0.658006239,32.90031195
0.9,5.0,0.5,6.0,788,0.658865584,32.9432792
0.9,5.0,0.5,8.0,789,0.659779008,32.9889504
0.9,5.0,0.5,10.0,790,0.660747223,33.03736115
0.9,5.0,0.7,0.1,791,0.07849355,5.4945485
0.9,5.0,0.7,0.5,792,0.365537596,25.587631719999997
0.9,5.0,0.7,1.0,793,0.63810967,44.66767689999999
0.9,5.0,0.7,4.0,794,0.639307458,44.75152206
0.9,5.0,0.7,6.0,795,0.640139839,44.80978873
0.9,5.0,0.7,8.0,796,0.641085099,44.875956929999994
0.9,5.0,0.7,10.0,797,0.642064172,44.94449203999999
0.9,5.0,0.9,0.1,798,0.061080401,5.49723609
0.9,5.0,0.9,0.5,799,0.285617033,25.70553297
0.9,5.0,0.9,1.0,800,0.524466534,47.20198806
0.9,5.0,0.9,4.0,801,0.62364166,56.127749400000006
0.9,5.0,0.9,6.0,802,0.624449666,56.20046994
0.9,5.0,0.9,8.0,803,0.625375248,56.283772320000004
0.9,5.0,0.9,10.0,804,0.626337473,56.37037257000001
0.9,7.0,0.1,0.1,805,0.540641665,5.406416650000001
0.9,7.0,0.1,0.5,806,0.800723879,8.00723879
0.9,7.0,0.1,1.0,807,0.789026815,7.890268150000002
0.9,7.0,0.1,4.0,808,0.789451899,7.894518990000001
0.9,7.0,0.1,6.0,809,0.790048762,7.900487620000001
0.9,7.0,0.1,8.0,810,0.790694242,7.906942420000002
0.9,7.0,0.1,10.0,811,0.791341245,7.913412450000001
0.9,7.0,0.3,0.1,812,0.184954834,5.54864502
0.9,7.0,0.3,0.5,813,0.766831926,23.00495778
0.9,7.0,0.3,1.0,814,0.753664885,22.60994655
0.9,7.0,0.3,4.0,815,0.714367547,21.43102641
0.9,7.0,0.3,6.0,816,0.715222726,21.45668178
0.9,7.0,0.3,8.0,817,0.716172599,21.48517797
0.9,7.0,0.3,10.0,818,0.717152098,21.51456294
0.9,7.0,0.5,0.1,819,0.111265842,5.5632921
0.9,7.0,0.5,0.5,820,0.514166317,25.70831585
0.9,7.0,0.5,1.0,821,0.746912999,37.345649949999995
0.9,7.0,0.5,4.0,822,0.678458936,33.9229468
0.9,7.0,0.5,6.0,823,0.679265363,33.96326815
0.9,7.0,0.5,8.0,824,0.680220451,34.01102255
0.9,7.0,0.5,10.0,825,0.681220214,34.0610107
0.9,7.0,0.7,0.1,826,0.079557394,5.56901758
0.9,7.0,0.7,0.5,827,0.371613273,26.012929109999998
0.9,7.0,0.7,1.0,828,0.667626964,46.73388748
0.9,7.0,0.7,4.0,829,0.657835838,46.048508659999996
0.9,7.0,0.7,6.0,830,0.65865795,46.1060565
0.9,7.0,0.7,8.0,831,0.65960045,46.1720315
0.9,7.0,0.7,10.0,832,0.660548096,46.238366719999995
0.9,7.0,0.9,0.1,833,0.061911917,5.57207253
0.9,7.0,0.9,0.5,834,0.290281542,26.12533878
0.9,7.0,0.9,1.0,835,0.544240602,48.98165418
0.9,7.0,0.9,4.0,836,0.643859885,57.947389650000005
0.9,7.0,0.9,6.0,837,0.644591235,58.01321115000001
0.9,7.0,0.9,8.0,838,0.645521783,58.096960470000006
0.9,7.0,0.9,10.0,839,0.646501412,58.18512708
