ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2_initial,Phi2,Phi2*PSII_antenna_size*100
0.3,5.0,0.5,8.0,369,0.817182648,0.816905786,12.253586789999998
0.3,5.0,0.5,10.0,370,0.090171812,0.817182648,12.25773972
0.3,5.0,0.7,0.1,371,0.403954393,0.090171812,1.8936080519999998
0.3,5.0,0.7,0.5,372,0.734445627,0.403954393,8.483042253
0.3,5.0,0.7,1.0,373,0.811544986,0.734445627,15.423358166999998
0.3,5.0,0.7,4.0,374,0.806434155,0.811544986,17.042444705999998
0.3,5.0,0.7,6.0,375,0.806854287,0.806434155,16.935117254999998
0.3,5.0,0.7,8.0,376,0.807288062,0.806854287,16.943940026999996
0.3,5.0,0.7,10.0,377,0.070209423,0.807288062,16.953049302
0.3,5.0,0.9,0.1,378,0.316362787,0.070209423,1.8956544210000001
0.3,5.0,0.9,0.5,379,0.597948702,0.316362787,8.541795249
0.3,5.0,0.9,1.0,380,0.811597628,0.597948702,16.144614954
0.3,5.0,0.9,4.0,381,0.795386455,0.811597628,21.913135955999998
0.3,5.0,0.9,6.0,382,0.795773419,0.795386455,21.475434285
0.3,5.0,0.9,8.0,383,0.796323628,0.795773419,21.485882312999998
0.3,5.0,0.9,10.0,384,0.600707704,0.796323628,21.500737956000002
0.3,7.0,0.1,0.1,385,0.829325669,0.600707704,1.8021231119999999
0.3,7.0,0.1,0.5,386,0.829561053,0.829325669,2.487977007
0.3,7.0,0.1,1.0,387,0.829574251,0.829561053,2.4886831590000003
0.3,7.0,0.1,4.0,388,0.829582799,0.829574251,2.4887227530000002
0.3,7.0,0.1,6.0,389,0.829591156,0.829582799,2.4887483969999997
0.3,7.0,0.1,8.0,390,0.82959933,0.829591156,2.488773468
0.3,7.0,0.1,10.0,391,0.213873001,0.82959933,2.48879799
0.3,7.0,0.3,0.1,392,0.800610406,0.213873001,1.9248570090000001
0.3,7.0,0.3,0.5,393,0.827679207,0.800610406,7.205493653999999
0.3,7.0,0.3,1.0,394,0.82704847,0.827679207,7.449112863
0.3,7.0,0.3,4.0,395,0.827116366,0.82704847,7.44343623
0.3,7.0,0.3,6.0,396,0.827184018,0.827116366,7.444047294000001
0.3,7.0,0.3,8.0,397,0.827250895,0.827184018,7.444656161999999
0.3,7.0,0.3,10.0,398,0.129130538,0.827250895,7.445258054999999
0.3,7.0,0.5,0.1,399,0.561391525,0.129130538,1.9369580699999995
0.3,7.0,0.5,0.5,400,0.819758141,0.561391525,8.420872875
0.3,7.0,0.5,1.0,401,0.822435479,0.819758141,12.296372115
0.3,7.0,0.5,4.0,402,0.82259818,0.822435479,12.336532185
0.3,7.0,0.5,6.0,403,0.822765302,0.82259818,12.3389727
0.3,7.0,0.5,8.0,404,0.822931569,0.822765302,12.341479529999999
0.3,7.0,0.5,10.0,405,0.09244887,0.822931569,12.343973535
0.3,7.0,0.7,0.1,406,0.409587497,0.09244887,1.9414262699999998
0.3,7.0,0.7,0.5,407,0.738483344,0.409587497,8.601337437000002
0.3,7.0,0.7,1.0,408,0.819696119,0.738483344,15.508150224
0.3,7.0,0.7,4.0,409,0.816459003,0.819696119,17.213618498999995
0.3,7.0,0.7,6.0,410,0.816739974,0.816459003,17.145639062999997
0.3,7.0,0.7,8.0,411,0.81702513,0.816739974,17.151539454
0.3,7.0,0.7,10.0,412,0.071992678,0.81702513,17.157527729999998
0.3,7.0,0.9,0.1,413,0.321029655,0.071992678,1.9438023060000003
0.3,7.0,0.9,0.5,414,0.603581653,0.321029655,8.667800685000001
0.3,7.0,0.9,1.0,415,0.819542981,0.603581653,16.296704631
0.3,7.0,0.9,4.0,416,0.80950734,0.819542981,22.127660487
0.3,7.0,0.9,6.0,417,0.809572687,0.80950734,21.856698180000002
0.3,7.0,0.9,8.0,418,0.809972534,0.809572687,21.858462549
0.3,7.0,0.9,10.0,419,0.419938834,0.809972534,21.869258418
0.7,0.07,0.1,0.1,420,0.558180806,0.419938834,2.939571838
0.7,0.07,0.1,0.5,421,0.558445546,0.558180806,3.9072656419999996
0.7,0.07,0.1,1.0,422,0.5597287,0.558445546,3.9091188219999995
0.7,0.07,0.1,4.0,423,0.560594346,0.5597287,3.9181008999999998
0.7,0.07,0.1,6.0,424,0.561464989,0.560594346,3.9241604220000004
0.7,0.07,0.1,8.0,425,0.562331327,0.561464989,3.9302549229999997
0.7,0.07,0.1,10.0,426,0.144438224,0.562331327,3.9363192889999996
0.7,0.07,0.3,0.1,427,0.239071048,0.144438224,3.033202704
0.7,0.07,0.3,0.5,428,0.241179481,0.239071048,5.020492008
0.7,0.07,0.3,1.0,429,0.242581553,0.241179481,5.0647691009999996
0.7,0.07,0.3,4.0,430,0.243135051,0.242581553,5.094212613
0.7,0.07,0.3,6.0,431,0.243539641,0.243135051,5.105836071
0.7,0.07,0.3,8.0,432,0.244056951,0.243539641,5.114332461
0.7,0.07,0.3,10.0,433,0.086998773,0.244056951,5.125195970999999
0.7,0.07,0.5,0.1,434,0.143939644,0.086998773,3.044957055
0.7,0.07,0.5,0.5,435,0.145264728,0.143939644,5.03788754
0.7,0.07,0.5,1.0,436,0.146122005,0.145264728,5.08426548
0.7,0.07,0.5,4.0,437,0.146516713,0.146122005,5.114270175
0.7,0.07,0.5,6.0,438,0.146765237,0.146516713,5.128084954999999
0.7,0.07,0.5,8.0,439,0.147100244,0.146765237,5.136783295
0.7,0.07,0.5,10.0,440,0.062239793,0.147100244,5.148508539999999
0.7,0.07,0.7,0.1,441,0.102793109,0.062239793,3.0497498569999997
0.7,0.07,0.7,0.5,442,0.103670784,0.102793109,5.036862340999999
0.7,0.07,0.7,1.0,443,0.10432854,0.103670784,5.079868416
0.7,0.07,0.7,4.0,444,0.10455207,0.10432854,5.1120984599999995
0.7,0.07,0.7,6.0,445,0.104844762,0.10455207,5.1230514299999985
0.7,0.07,0.7,8.0,446,0.105066191,0.104844762,5.137393337999999
0.7,0.07,0.7,10.0,447,0.048452612,0.105066191,5.148243358999999
0.7,0.07,0.9,0.1,448,0.080057945,0.048452612,3.0525145559999998
0.7,0.07,0.9,0.5,449,0.080705607,0.080057945,5.043650535
0.7,0.07,0.9,1.0,450,0.081202557,0.080705607,5.084453241
0.7,0.07,0.9,4.0,451,0.081420813,0.081202557,5.1157610909999995
0.7,0.07,0.9,6.0,452,0.081610553,0.081420813,5.129511219
0.7,0.07,0.9,8.0,453,0.081800387,0.081610553,5.141464839
0.7,0.07,0.9,10.0,454,0.460140588,0.081800387,5.153424381
0.7,0.1,0.1,0.1,455,0.612892884,0.460140588,3.2209841160000003
0.7,0.1,0.1,0.5,456,0.611498199,0.612892884,4.290250188
0.7,0.1,0.1,1.0,457,0.612176564,0.611498199,4.2804873930000005
0.7,0.1,0.1,4.0,458,0.612989519,0.612176564,4.2852359479999995
0.7,0.1,0.1,6.0,459,0.613829973,0.612989519,4.290926633
0.7,0.1,0.1,8.0,460,0.614680592,0.613829973,4.296809811
0.7,0.1,0.1,10.0,461,0.157697471,0.614680592,4.302764144
0.7,0.1,0.3,0.1,462,0.331108892,0.157697471,3.3116468909999996
0.7,0.1,0.3,0.5,463,0.335640404,0.331108892,6.953286732
0.7,0.1,0.3,1.0,464,0.337585085,0.335640404,7.048448484
0.7,0.1,0.3,4.0,465,0.33820784,0.337585085,7.089286785
0.7,0.1,0.3,6.0,466,0.338836449,0.33820784,7.1023646399999985
0.7,0.1,0.3,8.0,467,0.339417957,0.338836449,7.115565428999998
0.7,0.1,0.3,10.0,468,0.094918413,0.339417957,7.127777096999999
0.7,0.1,0.5,0.1,469,0.203778926,0.094918413,3.322144454999999
0.7,0.1,0.5,0.5,470,0.207273522,0.203778926,7.132262409999999
0.7,0.1,0.5,1.0,471,0.208718552,0.207273522,7.254573269999999
0.7,0.1,0.5,4.0,472,0.209114417,0.208718552,7.30514932
0.7,0.1,0.5,6.0,473,0.209508316,0.209114417,7.319004594999999
0.7,0.1,0.5,8.0,474,0.209967594,0.209508316,7.332791059999999
0.7,0.1,0.5,10.0,475,0.067878696,0.209967594,7.3488657900000005
0.7,0.1,0.7,0.1,476,0.145722414,0.067878696,3.3260561039999996
0.7,0.1,0.7,0.5,477,0.148099736,0.145722414,7.140398285999999
0.7,0.1,0.7,1.0,478,0.149145411,0.148099736,7.256887063999999
0.7,0.1,0.7,4.0,479,0.149466182,0.149145411,7.3081251389999995
0.7,0.1,0.7,6.0,480,0.149802063,0.149466182,7.3238429179999995
0.7,0.1,0.7,8.0,481,0.150130736,0.149802063,7.340301086999999
0.7,0.1,0.7,10.0,482,0.052837793,0.150130736,7.356406063999998
0.7,0.1,0.9,0.1,483,0.113328919,0.052837793,3.3287809590000004
0.7,0.1,0.9,0.5,484,0.115073747,0.113328919,7.139721896999999
0.7,0.1,0.9,1.0,485,0.11589976,0.115073747,7.249646060999999
0.7,0.1,0.9,4.0,486,0.116176084,0.11589976,7.301684879999999
0.7,0.1,0.9,6.0,487,0.116468076,0.116176084,7.319093291999999
0.7,0.1,0.9,8.0,488,0.116672537,0.116468076,7.337488787999999
0.7,0.1,0.9,10.0,489,0.538978649,0.116672537,7.350369830999999
0.7,1.0,0.1,0.1,490,0.796185277,0.538978649,3.7728505430000006
0.7,1.0,0.1,0.5,491,0.780334775,0.796185277,5.573296938999999
0.7,1.0,0.1,1.0,492,0.780495983,0.780334775,5.462343425
0.7,1.0,0.1,4.0,493,0.781143758,0.780495983,5.463471881
0.7,1.0,0.1,6.0,494,0.78184431,0.781143758,5.468006306
0.7,1.0,0.1,8.0,495,0.782566048,0.78184431,5.47291017
0.7,1.0,0.1,10.0,496,0.184308412,0.782566048,5.477962336
0.7,1.0,0.3,0.1,497,0.756222925,0.184308412,3.870476652
0.7,1.0,0.3,0.5,498,0.744041901,0.756222925,15.880681424999999
0.7,1.0,0.3,1.0,499,0.695458846,0.744041901,15.624879920999998
0.7,1.0,0.3,4.0,500,0.696326355,0.695458846,14.604635766
0.7,1.0,0.3,6.0,501,0.6972745,0.696326355,14.622853454999998
0.7,1.0,0.3,8.0,502,0.698246852,0.6972745,14.6427645
0.7,1.0,0.3,10.0,503,0.110874537,0.698246852,14.663183892000001
0.7,1.0,0.5,0.1,504,0.508517503,0.110874537,3.8806087949999997
0.7,1.0,0.5,0.5,505,0.729586583,0.508517503,17.798112605
0.7,1.0,0.5,1.0,506,0.657564824,0.729586583,25.535530405
0.7,1.0,0.5,4.0,507,0.658318383,0.657564824,23.01476884
0.7,1.0,0.5,6.0,508,0.659207428,0.658318383,23.041143404999996
0.7,1.0,0.5,8.0,509,0.660140725,0.659207428,23.07225998
0.7,1.0,0.5,10.0,510,0.079273134,0.660140725,23.104925375
0.7,1.0,0.7,0.1,511,0.367906802,0.079273134,3.8843835659999995
0.7,1.0,0.7,0.5,512,0.637872256,0.367906802,18.027433298
0.7,1.0,0.7,1.0,513,0.636731039,0.637872256,31.255740543999995
0.7,1.0,0.7,4.0,514,0.637326694,0.636731039,31.199820910999996
0.7,1.0,0.7,6.0,515,0.638140318,0.637326694,31.229008005999994
0.7,1.0,0.7,8.0,516,0.639011707,0.638140318,31.268875581999993
0.7,1.0,0.7,10.0,517,0.061689847,0.639011707,31.311573642999996
0.7,1.0,0.9,0.1,518,0.287499811,0.061689847,3.886460361
0.7,1.0,0.9,0.5,519,0.52107507,0.287499811,18.112488093
0.7,1.0,0.9,1.0,520,0.620599515,0.52107507,32.827729409999996
0.7,1.0,0.9,4.0,521,0.621028442,0.620599515,39.097769445
0.7,1.0,0.9,6.0,522,0.621794069,0.621028442,39.124791845999994
0.7,1.0,0.9,8.0,523,0.622634888,0.621794069,39.173026347
0.7,1.0,0.9,10.0,524,0.559247922,0.622634888,39.225997944
0.7,3.0,0.1,0.1,525,0.824647254,0.559247922,3.9147354539999997
0.7,3.0,0.1,0.5,526,0.821149222,0.824647254,5.772530778
0.7,3.0,0.1,1.0,527,0.821351402,0.821149222,5.748044554
0.7,3.0,0.1,4.0,528,0.821511073,0.821351402,5.749459814000001
0.7,3.0,0.1,6.0,529,0.821686232,0.821511073,5.750577511
0.7,3.0,0.1,8.0,530,0.821862487,0.821686232,5.751803624000001
0.7,3.0,0.1,10.0,531,0.193198752,0.821862487,5.753037409
0.7,3.0,0.3,0.1,532,0.789413418,0.193198752,4.0571737919999995
0.7,3.0,0.3,0.5,533,0.81213996,0.789413418,16.577681778
0.7,3.0,0.3,1.0,534,0.780772473,0.81213996,17.054939159999996
0.7,3.0,0.3,4.0,535,0.781243061,0.780772473,16.396221933
0.7,3.0,0.3,6.0,536,0.781853346,0.781243061,16.406104280999998
0.7,3.0,0.3,8.0,537,0.782538541,0.781853346,16.418920265999997
0.7,3.0,0.3,10.0,538,0.116333394,0.782538541,16.433309361
0.7,3.0,0.5,0.1,539,0.532076745,0.116333394,4.07166879
0.7,3.0,0.5,0.5,540,0.802635733,0.532076745,18.622686075
0.7,3.0,0.5,1.0,541,0.743553296,0.802635733,28.092250655
0.7,3.0,0.5,4.0,542,0.744117715,0.743553296,26.024365359999997
0.7,3.0,0.5,6.0,543,0.744917037,0.744117715,26.044120025
0.7,3.0,0.5,8.0,544,0.745786347,0.744917037,26.072096294999998
0.7,3.0,0.5,10.0,545,0.083207374,0.745786347,26.102522145000002
0.7,3.0,0.7,0.1,546,0.385051028,0.083207374,4.077161325999999
0.7,3.0,0.7,0.5,547,0.709639153,0.385051028,18.867500372
0.7,3.0,0.7,1.0,548,0.716648059,0.709639153,34.772318497
0.7,3.0,0.7,4.0,549,0.716296319,0.716648059,35.11575489099999
0.7,3.0,0.7,6.0,550,0.717146642,0.716296319,35.098519630999995
0.7,3.0,0.7,8.0,551,0.718083776,0.717146642,35.140185458
0.7,3.0,0.7,10.0,552,0.064765901,0.718083776,35.186105024
0.7,3.0,0.9,0.1,553,0.30091893,0.064765901,4.080251763
0.7,3.0,0.9,0.5,554,0.573408143,0.30091893,18.957892589999997
0.7,3.0,0.9,1.0,555,0.711693087,0.573408143,36.124713009000004
0.7,3.0,0.9,4.0,556,0.695497421,0.711693087,44.836664481
0.7,3.0,0.9,6.0,557,0.696285826,0.695497421,43.816337523
0.7,3.0,0.9,8.0,558,0.697226111,0.696285826,43.866007038
0.7,3.0,0.9,10.0,559,0.570089597,0.697226111,43.92524499299999
0.7,5.0,0.1,0.1,560,0.827644769,0.570089597,3.9906271789999996
0.7,5.0,0.1,0.5,561,0.826484712,0.827644769,5.793513383
0.7,5.0,0.1,1.0,562,0.826590374,0.826484712,5.785392984
0.7,5.0,0.1,4.0,563,0.826666472,0.826590374,5.786132618000001
0.7,5.0,0.1,6.0,564,0.826740415,0.826666472,5.786665304
0.7,5.0,0.1,8.0,565,0.826812288,0.826740415,5.787182905
0.7,5.0,0.1,10.0,566,0.198292013,0.826812288,5.787686016
0.7,5.0,0.3,0.1,567,0.794652368,0.198292013,4.164132272999999
0.7,5.0,0.3,0.5,568,0.821858303,0.794652368,16.687699728
0.7,5.0,0.3,1.0,569,0.80645564,0.821858303,17.259024362999998
0.7,5.0,0.3,4.0,570,0.80681389,0.80645564,16.935568439999997
0.7,5.0,0.3,6.0,571,0.807189132,0.80681389,16.94309169
0.7,5.0,0.3,8.0,572,0.80758691,0.807189132,16.950971772
0.7,5.0,0.3,10.0,573,0.119476328,0.80758691,16.95932511
0.7,5.0,0.5,0.1,574,0.540359857,0.119476328,4.18167148
0.7,5.0,0.5,0.5,575,0.812883508,0.540359857,18.912594995
0.7,5.0,0.5,1.0,576,0.780736953,0.812883508,28.45092278
0.7,5.0,0.5,4.0,577,0.781187899,0.780736953,27.325793355
0.7,5.0,0.5,6.0,578,0.781764447,0.781187899,27.341576464999996
0.7,5.0,0.5,8.0,579,0.782396967,0.781764447,27.361755644999995
0.7,5.0,0.5,10.0,580,0.085475621,0.782396967,27.383893845000003
0.7,5.0,0.7,0.1,581,0.391693883,0.085475621,4.188305429
0.7,5.0,0.7,0.5,582,0.721846325,0.391693883,19.193000266999995
0.7,5.0,0.7,1.0,583,0.763016821,0.721846325,35.370469924999995
0.7,5.0,0.7,4.0,584,0.757522642,0.763016821,37.387824228999996
0.7,5.0,0.7,6.0,585,0.758183137,0.757522642,37.118609457999995
0.7,5.0,0.7,8.0,586,0.758967875,0.758183137,37.150973713
0.7,5.0,0.7,10.0,587,0.06653788,0.758967875,37.18942587499999
0.7,5.0,0.9,0.1,588,0.306293673,0.06653788,4.191886439999999
0.7,5.0,0.9,0.5,589,0.583800829,0.306293673,19.296501399
0.7,5.0,0.9,1.0,590,0.763615856,0.583800829,36.779452227
0.7,5.0,0.9,4.0,591,0.737592029,0.763615856,48.107798928
0.7,5.0,0.9,6.0,592,0.738090799,0.737592029,46.468297827
0.7,5.0,0.9,8.0,593,0.738935497,0.738090799,46.49972033699999
0.7,5.0,0.9,10.0,594,0.577950693,0.738935497,46.552936311
0.7,7.0,0.1,0.1,595,0.828526616,0.577950693,4.045654850999999
0.7,7.0,0.1,0.5,596,0.828096984,0.828526616,5.7996863119999995
0.7,7.0,0.1,1.0,597,0.828158512,0.828096984,5.796678888
0.7,7.0,0.1,4.0,598,0.828200275,0.828158512,5.797109584000001
0.7,7.0,0.1,6.0,599,0.828240973,0.828200275,5.797401925
0.7,7.0,0.1,8.0,600,0.828280679,0.828240973,5.797686811
0.7,7.0,0.1,10.0,601,0.202116316,0.828280679,5.7979647530000005
0.7,7.0,0.3,0.1,602,0.796882498,0.202116316,4.244442635999999
0.7,7.0,0.3,0.5,603,0.824870124,0.796882498,16.734532457999997
0.7,7.0,0.3,1.0,604,0.816509357,0.824870124,17.322272604
0.7,7.0,0.3,4.0,605,0.816766996,0.816509357,17.146696497
0.7,7.0,0.3,6.0,606,0.817025972,0.816766996,17.152106915999997
0.7,7.0,0.3,8.0,607,0.817283783,0.817025972,17.157545412
0.7,7.0,0.3,10.0,608,0.121840612,0.817283783,17.162959443
0.7,7.0,0.5,0.1,609,0.545908725,0.121840612,4.26442142
0.7,7.0,0.5,0.5,610,0.816235937,0.545908725,19.106805375
0.7,7.0,0.5,1.0,611,0.799040611,0.816235937,28.568257794999997
0.7,7.0,0.5,4.0,612,0.799466535,0.799040611,27.966421385
0.7,7.0,0.5,6.0,613,0.799940648,0.799466535,27.981328724999997
0.7,7.0,0.5,8.0,614,0.800427886,0.799940648,27.99792268
0.7,7.0,0.5,10.0,615,0.087182232,0.800427886,28.014976009999998
0.7,7.0,0.7,0.1,616,0.396295313,0.087182232,4.2719293679999994
0.7,7.0,0.7,0.5,617,0.727508136,0.396295313,19.418470336999995
0.7,7.0,0.7,1.0,618,0.788051001,0.727508136,35.647898663999996
0.7,7.0,0.7,4.0,619,0.780976644,0.788051001,38.614499049
0.7,7.0,0.7,6.0,620,0.781551092,0.780976644,38.267855555999994
0.7,7.0,0.7,8.0,621,0.782188356,0.781551092,38.29600350799999
0.7,7.0,0.7,10.0,622,0.067870911,0.782188356,38.327229444
0.7,7.0,0.9,0.1,623,0.310055866,0.067870911,4.275867393
0.7,7.0,0.9,0.5,624,0.589573201,0.310055866,19.533519558000002
0.7,7.0,0.9,1.0,625,0.788523705,0.589573201,37.143111663
0.7,7.0,0.9,4.0,626,0.763758359,0.788523705,49.676993415000005
0.7,7.0,0.9,6.0,627,0.764209825,0.763758359,48.116776617
0.7,7.0,0.9,8.0,628,0.764924566,0.764209825,48.145218975
0.7,7.0,0.9,10.0,629,0.381578603,0.764924566,48.190247658
0.9,0.07,0.1,0.1,630,0.489768135,0.381578603,3.434207427000001
0.9,0.07,0.1,0.5,631,0.491022831,0.489768135,4.407913215
0.9,0.07,0.1,1.0,632,0.492727136,0.491022831,4.419205479
0.9,0.07,0.1,4.0,633,0.493578426,0.492727136,4.434544224000001
0.9,0.07,0.1,6.0,634,0.494413264,0.493578426,4.442205834000001
0.9,0.07,0.1,8.0,635,0.495235451,0.494413264,4.449719376000001
0.9,0.07,0.1,10.0,636,0.131210995,0.495235451,4.457119059
0.9,0.07,0.3,0.1,637,0.187122557,0.131210995,3.542696865
0.9,0.07,0.3,0.5,638,0.188457193,0.187122557,5.052309039
0.9,0.07,0.3,1.0,639,0.189518474,0.188457193,5.088344211
0.9,0.07,0.3,4.0,640,0.189988317,0.189518474,5.116998798
0.9,0.07,0.3,6.0,641,0.190300393,0.189988317,5.129684558999999
0.9,0.07,0.3,8.0,642,0.190706248,0.190300393,5.138110611
0.9,0.07,0.3,10.0,643,0.079063979,0.190706248,5.149068696
0.9,0.07,0.5,0.1,644,0.112138505,0.079063979,3.5578790550000003
0.9,0.07,0.5,0.5,645,0.112906248,0.112138505,5.046232725
0.9,0.07,0.5,1.0,646,0.113577135,0.112906248,5.08078116
0.9,0.07,0.5,4.0,647,0.113896378,0.113577135,5.110971075
0.9,0.07,0.5,6.0,648,0.114098683,0.113896378,5.12533701
0.9,0.07,0.5,8.0,649,0.114352953,0.114098683,5.134440735
0.9,0.07,0.5,10.0,650,0.056563266,0.114352953,5.145882885
0.9,0.07,0.7,0.1,651,0.080187707,0.056563266,3.5634857579999997
0.9,0.07,0.7,0.5,652,0.080711425,0.080187707,5.0518255409999995
0.9,0.07,0.7,1.0,653,0.081247529,0.080711425,5.084819775000001
0.9,0.07,0.7,4.0,654,0.081444143,0.081247529,5.118594326999999
0.9,0.07,0.7,6.0,655,0.081641298,0.081444143,5.130981008999999
0.9,0.07,0.7,8.0,656,0.081814477,0.081641298,5.143401774
0.9,0.07,0.7,10.0,657,0.044037875,0.081814477,5.154312050999999
0.9,0.07,0.9,0.1,658,0.062498129,0.044037875,3.5670678749999998
0.9,0.07,0.9,0.5,659,0.062885883,0.062498129,5.062348449
0.9,0.07,0.9,1.0,660,0.063274065,0.062885883,5.093756523000001
0.9,0.07,0.9,4.0,661,0.063428312,0.063274065,5.125199265
0.9,0.07,0.9,6.0,662,0.063606075,0.063428312,5.137693272000001
0.9,0.07,0.9,8.0,663,0.063706557,0.063606075,5.1520920750000005
0.9,0.07,0.9,10.0,664,0.433553143,0.063706557,5.1602311169999995
0.9,0.1,0.1,0.1,665,0.579471718,0.433553143,3.9019782870000004
0.9,0.1,0.1,0.5,666,0.579211108,0.579471718,5.215245462
0.9,0.1,0.1,1.0,667,0.581129567,0.579211108,5.212899972
0.9,0.1,0.1,4.0,668,0.582860379,0.0,0.0
0.9,0.1,0.1,6.0,669,0.149004999,0.581129567,5.230166102999999
0.9,0.1,0.1,8.0,670,0.26415741,0.0,0.0
0.9,0.1,0.1,10.0,671,0.26671147,0.582860379,5.245743411
0.9,0.1,0.3,0.1,672,0.268263412,0.149004999,4.023134973
0.9,0.1,0.3,0.5,673,0.268845153,0.26415741,7.1322500699999996
0.9,0.1,0.3,1.0,674,0.269317531,0.26671147,7.201209690000001
0.9,0.1,0.3,4.0,675,0.269811941,0.268263412,7.243112124
0.9,0.1,0.3,6.0,676,0.089730641,0.268845153,7.258819130999999
0.9,0.1,0.3,8.0,677,0.159802301,0.269317531,7.2715733369999995
0.9,0.1,0.3,10.0,678,0.161387907,0.269811941,7.284922407
0.9,0.1,0.5,0.1,679,0.162423471,0.089730641,4.037878845
0.9,0.1,0.5,0.5,680,0.162831229,0.159802301,7.191103545000001
0.9,0.1,0.5,1.0,681,0.163142761,0.161387907,7.262455815
0.9,0.1,0.5,4.0,682,0.163501472,0.162423471,7.309056195000001
0.9,0.1,0.5,6.0,683,0.064195731,0.162831229,7.327405304999999
0.9,0.1,0.5,8.0,684,0.114042285,0.163142761,7.341424245
0.9,0.1,0.5,10.0,685,0.115146258,0.163501472,7.357566240000001
0.9,0.1,0.7,0.1,686,0.11590777,0.064195731,4.0443310530000005
0.9,0.1,0.7,0.5,687,0.116183069,0.114042285,7.1846639549999995
0.9,0.1,0.7,1.0,688,0.116467358,0.115146258,7.254214253999999
0.9,0.1,0.7,4.0,689,0.116680772,0.11590777,7.30218951
0.9,0.1,0.7,6.0,690,0.049968159,0.116183069,7.319533347
0.9,0.1,0.7,8.0,691,0.088767126,0.116467358,7.337443554
0.9,0.1,0.7,10.0,692,0.089622746,0.116680772,7.350888636
0.9,0.1,0.9,0.1,693,0.090223214,0.049968159,4.047420879
0.9,0.1,0.9,0.5,694,0.090440525,0.088767126,7.190137205999999
0.9,0.1,0.9,1.0,695,0.090634034,0.089622746,7.259442426
0.9,0.1,0.9,4.0,696,0.090820398,0.090223214,7.308080334
0.9,0.1,0.9,6.0,697,0.534525823,0.090440525,7.325682525
0.9,0.1,0.9,8.0,698,0.780864439,0.090634034,7.341356754
0.9,0.1,0.9,10.0,699,0.763066611,0.090820398,7.356452237999999
0.9,1.0,0.1,0.1,700,0.763234526,0.534525823,4.810732407
0.9,1.0,0.1,0.5,701,0.763991245,0.780864439,7.027779951000001
0.9,1.0,0.1,1.0,702,0.764803715,0.763066611,6.867599499000001
0.9,1.0,0.1,4.0,703,0.765640052,0.763234526,6.869110734000001
0.9,1.0,0.1,6.0,704,0.182493934,0.763991245,6.875921205000002
0.9,1.0,0.1,8.0,705,0.739203716,0.764803715,6.883233435000001
0.9,1.0,0.1,10.0,706,0.717296774,0.765640052,6.890760468000002
0.9,1.0,0.3,0.1,707,0.67595896,0.182493934,4.927336218
0.9,1.0,0.3,0.5,708,0.676828784,0.739203716,19.958500332
0.9,1.0,0.3,1.0,709,0.677772604,0.717296774,19.367012898
0.9,1.0,0.3,4.0,710,0.678738597,0.67595896,18.25089192
0.9,1.0,0.3,6.0,711,0.109762429,0.676828784,18.274377168
0.9,1.0,0.3,8.0,712,0.499085199,0.677772604,18.299860308
0.9,1.0,0.3,10.0,713,0.698270425,0.678738597,18.325942119
0.9,1.0,0.5,0.1,714,0.64186824,0.109762429,4.939309304999999
0.9,1.0,0.5,0.5,715,0.642598256,0.499085199,22.458833955
0.9,1.0,0.5,1.0,716,0.643450194,0.698270425,31.422169125000003
0.9,1.0,0.5,4.0,717,0.644340773,0.64186824,28.8840708
0.9,1.0,0.5,6.0,718,0.078474469,0.642598256,28.91692152
0.9,1.0,0.5,8.0,719,0.36147513,0.643450194,28.95525873
0.9,1.0,0.5,10.0,720,0.603584212,0.644340773,28.995334785000004
0.9,1.0,0.7,0.1,721,0.620550905,0.078474469,4.943891547000001
0.9,1.0,0.7,0.5,722,0.621170886,0.36147513,22.772933189999996
0.9,1.0,0.7,1.0,723,0.62197593,0.603584212,38.025805356
0.9,1.0,0.7,4.0,724,0.622832682,0.620550905,39.094707015
0.9,1.0,0.7,6.0,725,0.061067824,0.621170886,39.133765818
0.9,1.0,0.7,8.0,726,0.282586062,0.62197593,39.18448359
0.9,1.0,0.7,10.0,727,0.493797796,0.622832682,39.238458966
0.9,1.0,0.9,0.1,728,0.595907751,0.061067824,4.9464937440000005
0.9,1.0,0.9,0.5,729,0.596524252,0.282586062,22.889471022000006
0.9,1.0,0.9,1.0,730,0.597312474,0.493797796,39.997621476
0.9,1.0,0.9,4.0,731,0.598161963,0.595907751,48.26852783100001
0.9,1.0,0.9,6.0,732,0.554325148,0.596524252,48.318464412
0.9,1.0,0.9,8.0,733,0.821783545,0.597312474,48.382310394
0.9,1.0,0.9,10.0,734,0.816282151,0.598161963,48.451119003
0.9,3.0,0.1,0.1,735,0.816518802,0.554325148,4.988926332
0.9,3.0,0.1,0.5,736,0.816749293,0.821783545,7.396051904999999
0.9,3.0,0.1,1.0,737,0.817009684,0.816282151,7.346539359000001
0.9,3.0,0.1,4.0,738,0.817276416,0.816518802,7.348669218
0.9,3.0,0.1,6.0,739,0.190958294,0.816749293,7.350743637000001
0.9,3.0,0.1,8.0,740,0.785416968,0.817009684,7.353087156
0.9,3.0,0.1,10.0,741,0.803498438,0.817276416,7.355487744000001
0.9,3.0,0.3,0.1,742,0.763567116,0.190958294,5.155873938
0.9,3.0,0.3,0.5,743,0.764158667,0.785416968,21.206258136000002
