ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,Phi2
0.9,0.07,0.5,8,649,0.027342897
0.9,0.07,0.5,10,650,0.027443419
0.9,0.07,0.7,0.1,651,0.018090074
0.9,0.07,0.7,0.5,652,0.019133571
0.9,0.07,0.7,1,653,0.019247787
0.9,0.07,0.7,4,654,0.019406942
0.9,0.07,0.7,6,655,0.019479712
0.9,0.07,0.7,8,656,0.019556888
0.9,0.07,0.7,10,657,0.019618697
0.9,0.07,0.9,0.1,658,0.014080602
0.9,0.07,0.9,0.5,659,0.0148935
0.9,0.07,0.9,1,660,0.014981183
0.9,0.07,0.9,4,661,0.015103674
0.9,0.07,0.9,6,662,0.015167373
0.9,0.07,0.9,8,663,0.015212009
0.9,0.07,0.9,10,664,0.015270474
0.9,0.1,0.1,0.1,665,0.179467797
0.9,0.1,0.1,0.5,666,0.193973775
0.9,0.1,0.1,1,667,0.195271228
0.9,0.1,0.1,4,668,0.196856888
0.9,0.1,0.1,6,669,0.197480579
0.9,0.1,0.1,8,670,0.198065613
0.9,0.1,0.1,10,671,0.198629917
0.9,0.1,0.3,0.1,672,0.059333902
0.9,0.1,0.3,0.5,673,0.063562853
0.9,0.1,0.3,1,674,0.063951201
0.9,0.1,0.3,4,675,0.064494816
0.9,0.1,0.3,6,676,0.064727137
0.9,0.1,0.3,8,677,0.064946464
0.9,0.1,0.3,10,678,0.065163403
0.9,0.1,0.5,0.1,679,0.035660388
0.9,0.1,0.5,0.5,680,0.038188896
0.9,0.1,0.5,1,681,0.038423531
0.9,0.1,0.5,4,682,0.038760319
0.9,0.1,0.5,6,683,0.038895267
0.9,0.1,0.5,8,684,0.039016041
0.9,0.1,0.5,10,685,0.039160906
0.9,0.1,0.7,0.1,686,0.02550847
0.9,0.1,0.7,0.5,687,0.027303467
0.9,0.1,0.7,1,688,0.027471919
0.9,0.1,0.7,4,689,0.027720208
0.9,0.1,0.7,6,690,0.027807285
0.9,0.1,0.7,8,691,0.027916842
0.9,0.1,0.7,10,692,0.028008574
0.9,0.1,0.9,0.1,693,0.019839297
0.9,0.1,0.9,0.5,694,0.021259144
0.9,0.1,0.9,1,695,0.021387266
0.9,0.1,0.9,4,696,0.021567495
0.9,0.1,0.9,6,697,0.021650015
0.9,0.1,0.9,8,698,0.021723667
0.9,0.1,0.9,10,699,0.021793154
0.9,1,0.1,0.1,700,0.496368139
0.9,1,0.1,0.5,701,0.659092637
0.9,1,0.1,1,702,0.657449403
0.9,1,0.1,4,703,0.658178441
0.9,1,0.1,6,704,0.659091217
0.9,1,0.1,8,705,0.660026297
0.9,1,0.1,10,706,0.660962315
0.9,1,0.3,0.1,707,0.168950859
0.9,1,0.3,0.5,708,0.53702529
0.9,1,0.3,1,709,0.54665133
0.9,1,0.3,4,710,0.549170305
0.9,1,0.3,6,711,0.550294849
0.9,1,0.3,8,712,0.551380153
0.9,1,0.3,10,713,0.552472827
0.9,1,0.5,0.1,714,0.101600177
0.9,1,0.5,0.5,715,0.359422945
0.9,1,0.5,1,716,0.380027753
0.9,1,0.5,4,717,0.383847587
0.9,1,0.5,6,718,0.384888993
0.9,1,0.5,8,719,0.385906652
0.9,1,0.5,10,720,0.38682562
0.9,1,0.7,0.1,721,0.072632938
0.9,1,0.7,0.5,722,0.261138206
0.9,1,0.7,1,723,0.278163042
0.9,1,0.7,4,724,0.281402011
0.9,1,0.7,6,725,0.282238734
0.9,1,0.7,8,726,0.283015221
0.9,1,0.7,10,727,0.283747811
0.9,1,0.9,0.1,728,0.056517639
0.9,1,0.9,0.5,729,0.203447384
0.9,1,0.9,1,730,0.216462027
0.9,1,0.9,4,731,0.219142088
0.9,1,0.9,6,732,0.219832305
0.9,1,0.9,8,733,0.220433659
0.9,1,0.9,10,734,0.221048461
0.9,3,0.1,0.1,735,0.525515073
0.9,3,0.1,0.5,736,0.739367411
0.9,3,0.1,1,737,0.73236688
0.9,3,0.1,4,738,0.732715518
0.9,3,0.1,6,739,0.733591471
0.9,3,0.1,8,740,0.734524598
0.9,3,0.1,10,741,0.735483616
0.9,3,0.3,0.1,742,0.17891448
0.9,3,0.3,0.5,743,0.706629972
0.9,3,0.3,1,744,0.663616125
0.9,3,0.3,4,745,0.658130841
0.9,3,0.3,6,746,0.658997675
0.9,3,0.3,8,747,0.659947746
0.9,3,0.3,10,748,0.660922109
0.9,3,0.5,0.1,749,0.107585842
0.9,3,0.5,0.5,750,0.485195004
0.9,3,0.5,1,751,0.646092885
0.9,3,0.5,4,752,0.629165518
0.9,3,0.5,6,753,0.630052662
0.9,3,0.5,8,754,0.631000712
0.9,3,0.5,10,755,0.631973558
0.9,3,0.7,0.1,756,0.076909291
0.9,3,0.7,0.5,757,0.352064642
0.9,3,0.7,1,758,0.573536036
0.9,3,0.7,4,759,0.597954385
0.9,3,0.7,6,760,0.598905763
0.9,3,0.7,8,761,0.599898449
0.9,3,0.7,10,762,0.600901399
0.9,3,0.9,0.1,763,0.059844929
0.9,3,0.9,0.5,764,0.275393738
0.9,3,0.9,1,765,0.475471381
0.9,3,0.9,4,766,0.548720915
0.9,3,0.9,6,767,0.549848544
0.9,3,0.9,8,768,0.550945213
0.9,3,0.9,10,769,0.552038708
0.9,5,0.1,0.1,770,0.534802815
0.9,5,0.1,0.5,771,0.781463633
0.9,5,0.1,1,772,0.768901501
0.9,5,0.1,4,773,0.769289532
0.9,5,0.1,6,774,0.770041546
0.9,5,0.1,8,775,0.770847559
0.9,5,0.1,10,776,0.771666999
0.9,5,0.3,0.1,777,0.182540624
0.9,5,0.3,0.5,778,0.749101221
0.9,5,0.3,1,779,0.719401589
0.9,5,0.3,4,780,0.690241674
0.9,5,0.3,6,781,0.69113981
0.9,5,0.3,8,782,0.692116267
0.9,5,0.3,10,783,0.693120581
0.9,5,0.5,0.1,784,0.109791888
0.9,5,0.5,0.5,785,0.505362438
0.9,5,0.5,1,786,0.711718975
0.9,5,0.5,4,787,0.658006239
0.9,5,0.5,6,788,0.658865584
0.9,5,0.5,8,789,0.659779008
0.9,5,0.5,10,790,0.660747223
0.9,5,0.7,0.1,791,0.07849355
0.9,5,0.7,0.5,792,0.365537596
0.9,5,0.7,1,793,0.63810967
0.9,5,0.7,4,794,0.639307458
0.9,5,0.7,6,795,0.640139839
0.9,5,0.7,8,796,0.641085099
0.9,5,0.7,10,797,0.642064172
0.9,5,0.9,0.1,798,0.061080401
0.9,5,0.9,0.5,799,0.285617033
0.9,5,0.9,1,800,0.524466534
0.9,5,0.9,4,801,0.62364166
0.9,5,0.9,6,802,0.624449666
0.9,5,0.9,8,803,0.625375248
0.9,5,0.9,10,804,0.626337473
0.9,7,0.1,0.1,805,0.540641665
0.9,7,0.1,0.5,806,0.800723879
0.9,7,0.1,1,807,0.789026815
0.9,7,0.1,4,808,0.789451899
0.9,7,0.1,6,809,0.790048762
0.9,7,0.1,8,810,0.790694242
0.9,7,0.1,10,811,0.791341245
0.9,7,0.3,0.1,812,0.184954834
0.9,7,0.3,0.5,813,0.766831926
0.9,7,0.3,1,814,0.753664885
0.9,7,0.3,4,815,0.714367547
0.9,7,0.3,6,816,0.715222726
0.9,7,0.3,8,817,0.716172599
0.9,7,0.3,10,818,0.717152098
0.9,7,0.5,0.1,819,0.111265842
0.9,7,0.5,0.5,820,0.514166317
0.9,7,0.5,1,821,0.746912999
0.9,7,0.5,4,822,0.678458936
0.9,7,0.5,6,823,0.679265363
0.9,7,0.5,8,824,0.680220451
0.9,7,0.5,10,825,0.681220214
0.9,7,0.7,0.1,826,0.079557394
0.9,7,0.7,0.5,827,0.371613273
0.9,7,0.7,1,828,0.667626964
0.9,7,0.7,4,829,0.657835838
0.9,7,0.7,6,830,0.65865795
0.9,7,0.7,8,831,0.65960045
0.9,7,0.7,10,832,0.660548096
0.9,7,0.9,0.1,833,0.061911917
0.9,7,0.9,0.5,834,0.290281542
0.9,7,0.9,1,835,0.544240602
0.9,7,0.9,4,836,0.643859885
0.9,7,0.9,6,837,0.644591235
0.9,7,0.9,8,838,0.645521783
0.9,7,0.9,10,839,0.646501412
