P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial.1,Phi2,Result
0.7,0.7,0.07,0.1,0.7,0.490349208,4.90349208
0.7,0.7,0.07,0.1,0.7,0.490349208,4.90349208
0.7,0.7,0.07,0.3,0.7,0.224100622,6.723018659999999
0.7,0.7,0.07,0.3,0.7,0.224100622,6.723018659999999
0.7,0.7,0.07,0.3,0.7,0.224100622,6.723018659999999
0.7,0.7,0.07,0.3,0.7,0.224100622,6.723018659999999
0.7,0.7,0.07,0.3,0.7,0.224100622,6.723018659999999
0.7,0.7,0.07,0.3,0.7,0.224100622,6.723018659999999
0.7,0.7,0.07,0.3,0.7,0.224100622,6.723018659999999
0.7,0.7,0.07,0.5,0.7,0.138567773,6.9283886500000005
0.7,0.7,0.07,0.5,0.7,0.138567773,6.9283886500000005
0.7,0.7,0.07,0.5,0.7,0.138567773,6.9283886500000005
0.7,0.7,0.07,0.5,0.7,0.138567773,6.9283886500000005
0.7,0.7,0.07,0.5,0.7,0.138567773,6.9283886500000005
0.7,0.7,0.07,0.5,0.7,0.138567773,6.9283886500000005
0.7,0.7,0.07,0.5,0.7,0.138567773,6.9283886500000005
0.7,0.7,0.07,0.7,0.7,0.100011428,7.000799959999999
0.7,0.7,0.07,0.7,0.7,0.100011428,7.000799959999999
0.7,0.7,0.07,0.7,0.7,0.100011428,7.000799959999999
0.7,0.7,0.07,0.7,0.7,0.100011428,7.000799959999999
0.7,0.7,0.07,0.7,0.7,0.100011428,7.000799959999999
0.7,0.7,0.07,0.7,0.7,0.100011428,7.000799959999999
0.7,0.7,0.07,0.7,0.7,0.100011428,7.000799959999999
0.7,0.7,0.07,0.9,0.7,0.078235613,7.04120517
0.7,0.7,0.07,0.9,0.7,0.078235613,7.04120517
0.7,0.7,0.07,0.9,0.7,0.078235613,7.04120517
0.7,0.7,0.07,0.9,0.7,0.078235613,7.04120517
0.7,0.7,0.07,0.9,0.7,0.078235613,7.04120517
0.7,0.7,0.07,0.9,0.7,0.078235613,7.04120517
0.7,0.7,0.07,0.9,0.7,0.078235613,7.04120517
0.7,0.7,0.1,0.1,0.7,0.533225397,5.33225397
0.7,0.7,0.1,0.1,0.7,0.533225397,5.33225397
0.7,0.7,0.1,0.1,0.7,0.533225397,5.33225397
0.7,0.7,0.1,0.1,0.7,0.533225397,5.33225397
0.7,0.7,0.1,0.1,0.7,0.533225397,5.33225397
0.7,0.7,0.1,0.1,0.7,0.533225397,5.33225397
0.7,0.7,0.1,0.1,0.7,0.533225397,5.33225397
0.7,0.7,0.1,0.3,0.7,0.306422614,9.192678419999998
0.7,0.7,0.1,0.3,0.7,0.306422614,9.192678419999998
0.7,0.7,0.1,0.3,0.7,0.306422614,9.192678419999998
0.7,0.7,0.1,0.3,0.7,0.306422614,9.192678419999998
0.7,0.7,0.1,0.3,0.7,0.306422614,9.192678419999998
0.7,0.7,0.1,0.3,0.7,0.306422614,9.192678419999998
0.7,0.7,0.1,0.3,0.7,0.306422614,9.192678419999998
0.7,0.7,0.1,0.5,0.7,0.193984465,9.69922325
0.7,0.7,0.1,0.5,0.7,0.193984465,9.69922325
0.7,0.7,0.1,0.5,0.7,0.193984465,9.69922325
0.7,0.7,0.1,0.5,0.7,0.193984465,9.69922325
0.7,0.7,0.1,0.5,0.7,0.193984465,9.69922325
0.7,0.7,0.1,0.5,0.7,0.193984465,9.69922325
0.7,0.7,0.1,0.5,0.7,0.193984465,9.69922325
0.7,0.7,0.1,0.7,0.7,0.141022735,9.87159145
0.7,0.7,0.1,0.7,0.7,0.141022735,9.87159145
0.7,0.7,0.1,0.7,0.7,0.141022735,9.87159145
0.7,0.7,0.1,0.7,0.7,0.141022735,9.87159145
0.7,0.7,0.1,0.7,0.7,0.141022735,9.87159145
0.7,0.7,0.1,0.7,0.7,0.141022735,9.87159145
0.7,0.7,0.1,0.7,0.7,0.141022735,9.87159145
0.7,0.7,0.1,0.9,0.7,0.110600978,9.95408802
0.7,0.7,0.1,0.9,0.7,0.110600978,9.95408802
0.7,0.7,0.1,0.9,0.7,0.110600978,9.95408802
0.7,0.7,0.1,0.9,0.7,0.110600978,9.95408802
0.7,0.7,0.1,0.9,0.7,0.110600978,9.95408802
0.7,0.7,0.1,0.9,0.7,0.110600978,9.95408802
0.7,0.7,0.1,0.9,0.7,0.110600978,9.95408802
0.7,0.7,1.0,0.1,0.7,0.719823913,7.19823913
0.7,0.7,1.0,0.1,0.7,0.719823913,7.19823913
0.7,0.7,1.0,0.1,0.7,0.719823913,7.19823913
0.7,0.7,1.0,0.1,0.7,0.719823913,7.19823913
0.7,0.7,1.0,0.1,0.7,0.719823913,7.19823913
0.7,0.7,1.0,0.1,0.7,0.719823913,7.19823913
0.7,0.7,1.0,0.1,0.7,0.719823913,7.19823913
0.7,0.7,1.0,0.3,0.7,0.704312899,21.12938697
0.7,0.7,1.0,0.3,0.7,0.704312899,21.12938697
0.7,0.7,1.0,0.3,0.7,0.704312899,21.12938697
0.7,0.7,1.0,0.3,0.7,0.704312899,21.12938697
0.7,0.7,1.0,0.3,0.7,0.704312899,21.12938697
0.7,0.7,1.0,0.3,0.7,0.704312899,21.12938697
0.7,0.7,1.0,0.3,0.7,0.704312899,21.12938697
0.7,0.7,1.0,0.5,0.7,0.625854884,31.2927442
0.7,0.7,1.0,0.5,0.7,0.625854884,31.2927442
0.7,0.7,1.0,0.5,0.7,0.625854884,31.2927442
0.7,0.7,1.0,0.5,0.7,0.625854884,31.2927442
0.7,0.7,1.0,0.5,0.7,0.625854884,31.2927442
0.7,0.7,1.0,0.5,0.7,0.625854884,31.2927442
0.7,0.7,1.0,0.5,0.7,0.625854884,31.2927442
0.7,0.7,1.0,0.7,0.7,0.478130056,33.469103919999995
0.7,0.7,1.0,0.7,0.7,0.478130056,33.469103919999995
0.7,0.7,1.0,0.7,0.7,0.478130056,33.469103919999995
0.7,0.7,1.0,0.7,0.7,0.478130056,33.469103919999995
0.7,0.7,1.0,0.7,0.7,0.478130056,33.469103919999995
0.7,0.7,1.0,0.7,0.7,0.478130056,33.469103919999995
0.7,0.7,1.0,0.7,0.7,0.478130056,33.469103919999995
0.7,0.7,1.0,0.9,0.7,0.378042038,34.02378342
0.7,0.7,1.0,0.9,0.7,0.378042038,34.02378342
0.7,0.7,1.0,0.9,0.7,0.378042038,34.02378342
0.7,0.7,1.0,0.9,0.7,0.378042038,34.02378342
0.7,0.7,1.0,0.9,0.7,0.378042038,34.02378342
0.7,0.7,1.0,0.9,0.7,0.378042038,34.02378342
0.7,0.7,1.0,0.9,0.7,0.378042038,34.02378342
0.7,0.7,3.0,0.1,0.7,0.764002264,7.640022640000001
0.7,0.7,3.0,0.1,0.7,0.764002264,7.640022640000001
0.7,0.7,3.0,0.1,0.7,0.764002264,7.640022640000001
0.7,0.7,3.0,0.1,0.7,0.764002264,7.640022640000001
0.7,0.7,3.0,0.1,0.7,0.764002264,7.640022640000001
0.7,0.7,3.0,0.1,0.7,0.764002264,7.640022640000001
0.7,0.7,3.0,0.1,0.7,0.764002264,7.640022640000001
0.7,0.7,3.0,0.3,0.7,0.757942875,22.73828625
0.7,0.7,3.0,0.3,0.7,0.757942875,22.73828625
0.7,0.7,3.0,0.3,0.7,0.757942875,22.73828625
0.7,0.7,3.0,0.3,0.7,0.757942875,22.73828625
0.7,0.7,3.0,0.3,0.7,0.757942875,22.73828625
0.7,0.7,3.0,0.3,0.7,0.757942875,22.73828625
0.7,0.7,3.0,0.3,0.7,0.757942875,22.73828625
0.7,0.7,3.0,0.5,0.7,0.678981327,33.94906635
0.7,0.7,3.0,0.5,0.7,0.678981327,33.94906635
0.7,0.7,3.0,0.5,0.7,0.678981327,33.94906635
0.7,0.7,3.0,0.5,0.7,0.678981327,33.94906635
0.7,0.7,3.0,0.5,0.7,0.678981327,33.94906635
0.7,0.7,3.0,0.5,0.7,0.678981327,33.94906635
0.7,0.7,3.0,0.5,0.7,0.678981327,33.94906635
0.7,0.7,3.0,0.7,0.7,0.51066009,35.7462063
0.7,0.7,3.0,0.7,0.7,0.51066009,35.7462063
0.7,0.7,3.0,0.7,0.7,0.51066009,35.7462063
0.7,0.7,3.0,0.7,0.7,0.51066009,35.7462063
0.7,0.7,3.0,0.7,0.7,0.51066009,35.7462063
0.7,0.7,3.0,0.7,0.7,0.51066009,35.7462063
0.7,0.7,3.0,0.7,0.7,0.51066009,35.7462063
0.7,0.7,3.0,0.9,0.7,0.401906024,36.171542159999994
0.7,0.7,3.0,0.9,0.7,0.401906024,36.171542159999994
0.7,0.7,3.0,0.9,0.7,0.401906024,36.171542159999994
0.7,0.7,3.0,0.9,0.7,0.401906024,36.171542159999994
0.7,0.7,3.0,0.9,0.7,0.401906024,36.171542159999994
0.7,0.7,3.0,0.9,0.7,0.401906024,36.171542159999994
0.7,0.7,3.0,0.9,0.7,0.401906024,36.171542159999994
0.7,0.7,5.0,0.1,0.7,0.769794562,7.6979456200000005
0.7,0.7,5.0,0.1,0.7,0.769794562,7.6979456200000005
0.7,0.7,5.0,0.1,0.7,0.769794562,7.6979456200000005
0.7,0.7,5.0,0.1,0.7,0.769794562,7.6979456200000005
0.7,0.7,5.0,0.1,0.7,0.769794562,7.6979456200000005
0.7,0.7,5.0,0.1,0.7,0.769794562,7.6979456200000005
0.7,0.7,5.0,0.1,0.7,0.769794562,7.6979456200000005
0.7,0.7,5.0,0.3,0.7,0.764458704,22.93376112
0.7,0.7,5.0,0.3,0.7,0.764458704,22.93376112
0.7,0.7,5.0,0.3,0.7,0.764458704,22.93376112
0.7,0.7,5.0,0.3,0.7,0.764458704,22.93376112
0.7,0.7,5.0,0.3,0.7,0.764458704,22.93376112
0.7,0.7,5.0,0.3,0.7,0.764458704,22.93376112
0.7,0.7,5.0,0.3,0.7,0.764458704,22.93376112
0.7,0.7,5.0,0.5,0.7,0.687948762,34.3974381
0.7,0.7,5.0,0.5,0.7,0.687948762,34.3974381
0.7,0.7,5.0,0.5,0.7,0.687948762,34.3974381
0.7,0.7,5.0,0.5,0.7,0.687948762,34.3974381
0.7,0.7,5.0,0.5,0.7,0.687948762,34.3974381
0.7,0.7,5.0,0.5,0.7,0.687948762,34.3974381
0.7,0.7,5.0,0.5,0.7,0.687948762,34.3974381
0.7,0.7,5.0,0.7,0.7,0.517786089,36.24502623
0.7,0.7,5.0,0.7,0.7,0.517786089,36.24502623
0.7,0.7,5.0,0.7,0.7,0.517786089,36.24502623
0.7,0.7,5.0,0.7,0.7,0.517786089,36.24502623
0.7,0.7,5.0,0.7,0.7,0.517786089,36.24502623
0.7,0.7,5.0,0.7,0.7,0.517786089,36.24502623
0.7,0.7,5.0,0.7,0.7,0.517786089,36.24502623
0.7,0.7,5.0,0.9,0.7,0.407697837,36.69280533
0.7,0.7,5.0,0.9,0.7,0.407697837,36.69280533
0.7,0.7,5.0,0.9,0.7,0.407697837,36.69280533
0.7,0.7,5.0,0.9,0.7,0.407697837,36.69280533
0.7,0.7,5.0,0.9,0.7,0.407697837,36.69280533
0.7,0.7,5.0,0.9,0.7,0.407697837,36.69280533
0.7,0.7,5.0,0.9,0.7,0.407697837,36.69280533
0.7,0.7,7.0,0.1,0.7,0.771547792,7.7154779200000005
0.7,0.7,7.0,0.1,0.7,0.771547792,7.7154779200000005
0.7,0.7,7.0,0.1,0.7,0.771547792,7.7154779200000005
0.7,0.7,7.0,0.1,0.7,0.771547792,7.7154779200000005
0.7,0.7,7.0,0.1,0.7,0.771547792,7.7154779200000005
0.7,0.7,7.0,0.1,0.7,0.771547792,7.7154779200000005
0.7,0.7,7.0,0.1,0.7,0.771547792,7.7154779200000005
0.7,0.7,7.0,0.3,0.7,0.766486426,22.99459278
0.7,0.7,7.0,0.3,0.7,0.766486426,22.99459278
0.7,0.7,7.0,0.3,0.7,0.766486426,22.99459278
0.7,0.7,7.0,0.3,0.7,0.766486426,22.99459278
0.7,0.7,7.0,0.3,0.7,0.766486426,22.99459278
0.7,0.7,7.0,0.3,0.7,0.766486426,22.99459278
0.7,0.7,7.0,0.3,0.7,0.766486426,22.99459278
0.7,0.7,7.0,0.5,0.7,0.691971105,34.598555250000004
0.7,0.7,7.0,0.5,0.7,0.691971105,34.598555250000004
0.7,0.7,7.0,0.5,0.7,0.691971105,34.598555250000004
0.7,0.7,7.0,0.5,0.7,0.691971105,34.598555250000004
0.7,0.7,7.0,0.5,0.7,0.691971105,34.598555250000004
0.7,0.7,7.0,0.5,0.7,0.691971105,34.598555250000004
0.7,0.7,7.0,0.5,0.7,0.691971105,34.598555250000004
0.7,0.7,7.0,0.7,0.7,0.521836758,36.52857306
0.7,0.7,7.0,0.7,0.7,0.521836758,36.52857306
0.7,0.7,7.0,0.7,0.7,0.521836758,36.52857306
0.7,0.7,7.0,0.7,0.7,0.521836758,36.52857306
0.7,0.7,7.0,0.7,0.7,0.521836758,36.52857306
0.7,0.7,7.0,0.7,0.7,0.521836758,36.52857306
0.7,0.7,7.0,0.7,0.7,0.521836758,36.52857306
0.7,0.7,7.0,0.9,0.7,0.411181239,37.00631151
0.7,0.7,7.0,0.9,0.7,0.411181239,37.00631151
0.7,0.7,7.0,0.9,0.7,0.411181239,37.00631151
0.7,0.7,7.0,0.9,0.7,0.411181239,37.00631151
0.7,0.7,7.0,0.9,0.7,0.411181239,37.00631151
0.7,0.7,7.0,0.9,0.7,0.411181239,37.00631151
0.7,0.7,7.0,0.9,0.7,0.411181239,37.00631151
0.7,0.9,0.07,0.1,0.7,0.437296423,4.37296423
0.7,0.9,0.07,0.1,0.7,0.437296423,4.37296423
0.7,0.9,0.07,0.1,0.7,0.437296423,4.37296423
0.7,0.9,0.07,0.1,0.7,0.437296423,4.37296423
0.7,0.9,0.07,0.1,0.7,0.437296423,4.37296423
0.7,0.9,0.07,0.1,0.7,0.437296423,4.37296423
0.7,0.9,0.07,0.1,0.7,0.437296423,4.37296423
0.7,0.9,0.07,0.3,0.7,0.177510119,5.32530357
0.7,0.9,0.07,0.3,0.7,0.177510119,5.32530357
0.7,0.9,0.07,0.3,0.7,0.177510119,5.32530357
0.1,0.9,0.07,0.3,0.7,0.096556612,2.89669836
0.1,0.9,0.07,0.3,0.7,0.096556612,2.89669836
0.1,0.9,0.07,0.3,0.7,0.096556612,2.89669836
0.1,0.9,0.07,0.3,0.7,0.096556612,2.89669836
0.1,0.9,0.07,0.5,0.7,0.065312987,3.2656493500000003
0.1,0.9,0.07,0.5,0.7,0.065312987,3.2656493500000003
0.1,0.9,0.07,0.5,0.7,0.065312987,3.2656493500000003
0.1,0.9,0.07,0.5,0.7,0.065312987,3.2656493500000003
0.1,0.9,0.07,0.5,0.7,0.065312987,3.2656493500000003
0.1,0.9,0.07,0.5,0.7,0.065312987,3.2656493500000003
0.1,0.9,0.07,0.5,0.7,0.065312987,3.2656493500000003
0.1,0.9,0.07,0.7,0.7,0.048728497,3.41099479
0.1,0.9,0.07,0.7,0.7,0.048728497,3.41099479
0.1,0.9,0.07,0.7,0.7,0.048728497,3.41099479
0.1,0.9,0.07,0.7,0.7,0.048728497,3.41099479
0.1,0.9,0.07,0.7,0.7,0.048728497,3.41099479
0.1,0.9,0.07,0.7,0.7,0.048728497,3.41099479
0.1,0.9,0.07,0.7,0.7,0.048728497,3.41099479
0.1,0.9,0.07,0.9,0.7,0.038775143,3.4897628700000003
0.1,0.9,0.07,0.9,0.7,0.038775143,3.4897628700000003
0.1,0.9,0.07,0.9,0.7,0.038775143,3.4897628700000003
0.1,0.9,0.07,0.9,0.7,0.038775143,3.4897628700000003
0.1,0.9,0.07,0.9,0.7,0.038775143,3.4897628700000003
0.1,0.9,0.07,0.9,0.7,0.038775143,3.4897628700000003
0.1,0.9,0.07,0.9,0.7,0.038775143,3.4897628700000003
0.1,0.9,0.1,0.1,0.7,0.174796186,1.74796186
0.1,0.9,0.1,0.1,0.7,0.174796186,1.74796186
0.1,0.9,0.1,0.1,0.7,0.174796186,1.74796186
0.1,0.9,0.1,0.1,0.7,0.174796186,1.74796186
0.1,0.9,0.1,0.1,0.7,0.174796186,1.74796186
0.1,0.9,0.1,0.1,0.7,0.174796186,1.74796186
0.1,0.9,0.1,0.1,0.7,0.174796186,1.74796186
0.1,0.9,0.1,0.3,0.7,0.119274432,3.5782329599999994
0.1,0.9,0.1,0.3,0.7,0.119274432,3.5782329599999994
0.1,0.9,0.1,0.3,0.7,0.119274432,3.5782329599999994
0.1,0.9,0.1,0.3,0.7,0.119274432,3.5782329599999994
0.1,0.9,0.1,0.3,0.7,0.119274432,3.5782329599999994
0.1,0.9,0.1,0.3,0.7,0.119274432,3.5782329599999994
0.1,0.9,0.1,0.3,0.7,0.119274432,3.5782329599999994
0.1,0.9,0.1,0.5,0.7,0.086572723,4.32863615
0.1,0.9,0.1,0.5,0.7,0.086572723,4.32863615
0.1,0.9,0.1,0.5,0.7,0.086572723,4.32863615
0.1,0.9,0.1,0.5,0.7,0.086572723,4.32863615
0.1,0.9,0.1,0.5,0.7,0.086572723,4.32863615
0.1,0.9,0.1,0.5,0.7,0.086572723,4.32863615
0.1,0.9,0.1,0.5,0.7,0.086572723,4.32863615
0.1,0.9,0.1,0.7,0.7,0.066376543,4.646358009999999
0.1,0.9,0.1,0.7,0.7,0.066376543,4.646358009999999
0.1,0.9,0.1,0.7,0.7,0.066376543,4.646358009999999
0.1,0.9,0.1,0.7,0.7,0.066376543,4.646358009999999
0.1,0.9,0.1,0.7,0.7,0.066376543,4.646358009999999
0.1,0.9,0.1,0.7,0.7,0.066376543,4.646358009999999
0.1,0.9,0.1,0.7,0.7,0.066376543,4.646358009999999
0.1,0.9,0.1,0.9,0.7,0.053508931,4.81580379
0.1,0.9,0.1,0.9,0.7,0.053508931,4.81580379
0.1,0.9,0.1,0.9,0.7,0.053508931,4.81580379
0.1,0.9,0.1,0.9,0.7,0.053508931,4.81580379
0.1,0.9,0.1,0.9,0.7,0.053508931,4.81580379
0.1,0.9,0.1,0.9,0.7,0.053508931,4.81580379
0.1,0.9,0.1,0.9,0.7,0.053508931,4.81580379
0.1,0.9,1.0,0.1,0.7,0.302825023,3.0282502300000003
0.1,0.9,1.0,0.1,0.7,0.302825023,3.0282502300000003
0.1,0.9,1.0,0.1,0.7,0.302825023,3.0282502300000003
0.1,0.9,1.0,0.1,0.7,0.302825023,3.0282502300000003
0.1,0.9,1.0,0.1,0.7,0.302825023,3.0282502300000003
0.1,0.9,1.0,0.1,0.7,0.302825023,3.0282502300000003
0.1,0.9,1.0,0.1,0.7,0.302825023,3.0282502300000003
0.1,0.9,1.0,0.3,0.7,0.245316223,7.35948669
0.1,0.9,1.0,0.3,0.7,0.245316223,7.35948669
0.1,0.9,1.0,0.3,0.7,0.245316223,7.35948669
0.1,0.9,1.0,0.3,0.7,0.245316223,7.35948669
0.1,0.9,1.0,0.3,0.7,0.245316223,7.35948669
0.1,0.9,1.0,0.3,0.7,0.245316223,7.35948669
0.1,0.9,1.0,0.3,0.7,0.245316223,7.35948669
0.1,0.9,1.0,0.5,0.7,0.229079478,11.4539739
0.1,0.9,1.0,0.5,0.7,0.229079478,11.4539739
0.1,0.9,1.0,0.5,0.7,0.229079478,11.4539739
0.1,0.9,1.0,0.5,0.7,0.229079478,11.4539739
0.1,0.9,1.0,0.5,0.7,0.229079478,11.4539739
0.1,0.9,1.0,0.5,0.7,0.229079478,11.4539739
0.1,0.9,1.0,0.5,0.7,0.229079478,11.4539739
0.1,0.9,1.0,0.7,0.7,0.222417474,15.56922318
0.1,0.9,1.0,0.7,0.7,0.222417474,15.56922318
0.1,0.9,1.0,0.7,0.7,0.222417474,15.56922318
0.1,0.9,1.0,0.7,0.7,0.222417474,15.56922318
0.1,0.9,1.0,0.7,0.7,0.222417474,15.56922318
0.1,0.9,1.0,0.7,0.7,0.222417474,15.56922318
0.1,0.9,1.0,0.7,0.7,0.222417474,15.56922318
0.1,0.9,1.0,0.9,0.7,0.209842465,18.88582185
0.1,0.9,1.0,0.9,0.7,0.209842465,18.88582185
0.1,0.9,1.0,0.9,0.7,0.209842465,18.88582185
0.1,0.9,1.0,0.9,0.7,0.209842465,18.88582185
0.1,0.9,1.0,0.9,0.7,0.209842465,18.88582185
0.1,0.9,1.0,0.9,0.7,0.209842465,18.88582185
0.1,0.9,1.0,0.9,0.7,0.209842465,18.88582185
0.1,0.9,3.0,0.1,0.7,0.323835266,3.2383526600000003
0.1,0.9,3.0,0.1,0.7,0.323835266,3.2383526600000003
0.1,0.9,3.0,0.1,0.7,0.323835266,3.2383526600000003
0.1,0.9,3.0,0.1,0.7,0.323835266,3.2383526600000003
0.1,0.9,3.0,0.1,0.7,0.323835266,3.2383526600000003
0.1,0.9,3.0,0.1,0.7,0.323835266,3.2383526600000003
0.1,0.9,3.0,0.1,0.7,0.323835266,3.2383526600000003
0.1,0.9,3.0,0.3,0.7,0.305472012,9.16416036
0.1,0.9,3.0,0.3,0.7,0.305472012,9.16416036
0.1,0.9,3.0,0.3,0.7,0.305472012,9.16416036
0.1,0.9,3.0,0.3,0.7,0.305472012,9.16416036
0.1,0.9,3.0,0.3,0.7,0.305472012,9.16416036
0.1,0.9,3.0,0.3,0.7,0.305472012,9.16416036
0.1,0.9,3.0,0.3,0.7,0.305472012,9.16416036
0.1,0.9,3.0,0.5,0.7,0.302686806,15.134340299999998
0.1,0.9,3.0,0.5,0.7,0.302686806,15.134340299999998
0.1,0.9,3.0,0.5,0.7,0.302686806,15.134340299999998
0.1,0.9,3.0,0.5,0.7,0.302686806,15.134340299999998
0.1,0.9,3.0,0.5,0.7,0.302686806,15.134340299999998
0.1,0.9,3.0,0.5,0.7,0.302686806,15.134340299999998
0.1,0.9,3.0,0.5,0.7,0.302686806,15.134340299999998
0.1,0.9,3.0,0.7,0.7,0.295102408,20.65716856
0.1,0.9,3.0,0.7,0.7,0.295102408,20.65716856
0.1,0.9,3.0,0.7,0.7,0.295102408,20.65716856
0.1,0.9,3.0,0.7,0.7,0.295102408,20.65716856
0.1,0.9,3.0,0.7,0.7,0.295102408,20.65716856
0.1,0.9,3.0,0.7,0.7,0.295102408,20.65716856
0.1,0.9,3.0,0.7,0.7,0.295102408,20.65716856
0.1,0.9,3.0,0.9,0.7,0.279173366,25.125602939999997
0.1,0.9,3.0,0.9,0.7,0.279173366,25.125602939999997
0.1,0.9,3.0,0.9,0.7,0.279173366,25.125602939999997
0.1,0.9,3.0,0.9,0.7,0.279173366,25.125602939999997
0.1,0.9,3.0,0.9,0.7,0.279173366,25.125602939999997
0.1,0.9,3.0,0.9,0.7,0.279173366,25.125602939999997
0.1,0.9,3.0,0.9,0.7,0.279173366,25.125602939999997
0.1,0.9,5.0,0.1,0.7,0.326298849,3.26298849
0.1,0.9,5.0,0.1,0.7,0.326298849,3.26298849
0.1,0.9,5.0,0.1,0.7,0.326298849,3.26298849
0.1,0.9,5.0,0.1,0.7,0.326298849,3.26298849
0.1,0.9,5.0,0.1,0.7,0.326298849,3.26298849
0.1,0.9,5.0,0.1,0.7,0.326298849,3.26298849
0.1,0.9,5.0,0.1,0.7,0.326298849,3.26298849
0.1,0.9,5.0,0.3,0.7,0.318385841,9.55157523
0.1,0.9,5.0,0.3,0.7,0.318385841,9.55157523
0.1,0.9,5.0,0.3,0.7,0.318385841,9.55157523
0.1,0.9,5.0,0.3,0.7,0.318385841,9.55157523
0.1,0.9,5.0,0.3,0.7,0.318385841,9.55157523
0.1,0.9,5.0,0.3,0.7,0.318385841,9.55157523
0.1,0.9,5.0,0.3,0.7,0.318385841,9.55157523
0.1,0.9,5.0,0.5,0.7,0.315666457,15.783322850000001
0.1,0.9,5.0,0.5,0.7,0.315666457,15.783322850000001
0.1,0.9,5.0,0.5,0.7,0.315666457,15.783322850000001
0.1,0.9,5.0,0.5,0.7,0.315666457,15.783322850000001
0.1,0.9,5.0,0.5,0.7,0.315666457,15.783322850000001
0.1,0.9,5.0,0.5,0.7,0.315666457,15.783322850000001
0.1,0.9,5.0,0.5,0.7,0.315666457,15.783322850000001
0.1,0.9,5.0,0.7,0.7,0.308993929,21.629575029999998
0.1,0.9,5.0,0.7,0.7,0.308993929,21.629575029999998
0.1,0.9,5.0,0.7,0.7,0.308993929,21.629575029999998
0.1,0.9,5.0,0.7,0.7,0.308993929,21.629575029999998
0.1,0.9,5.0,0.7,0.7,0.308993929,21.629575029999998
0.1,0.9,5.0,0.7,0.7,0.308993929,21.629575029999998
0.1,0.9,5.0,0.7,0.7,0.308993929,21.629575029999998
0.1,0.9,5.0,0.9,0.7,0.294332037,26.48988333
0.1,0.9,5.0,0.9,0.7,0.294332037,26.48988333
0.1,0.9,5.0,0.9,0.7,0.294332037,26.48988333
0.1,0.9,5.0,0.9,0.7,0.294332037,26.48988333
0.1,0.9,5.0,0.9,0.7,0.294332037,26.48988333
0.1,0.9,5.0,0.9,0.7,0.294332037,26.48988333
0.1,0.9,5.0,0.9,0.7,0.294332037,26.48988333
0.1,0.9,7.0,0.1,0.7,0.327044185,3.27044185
0.1,0.9,7.0,0.1,0.7,0.327044185,3.27044185
0.1,0.9,7.0,0.1,0.7,0.327044185,3.27044185
0.1,0.9,7.0,0.1,0.7,0.327044185,3.27044185
0.1,0.9,7.0,0.1,0.7,0.327044185,3.27044185
0.1,0.9,7.0,0.1,0.7,0.327044185,3.27044185
0.1,0.9,7.0,0.1,0.7,0.327044185,3.27044185
0.1,0.9,7.0,0.3,0.7,0.322559095,9.676772849999999
0.1,0.9,7.0,0.3,0.7,0.322559095,9.676772849999999
0.1,0.9,7.0,0.3,0.7,0.322559095,9.676772849999999
0.1,0.9,7.0,0.3,0.7,0.322559095,9.676772849999999
0.1,0.9,7.0,0.3,0.7,0.322559095,9.676772849999999
0.1,0.9,7.0,0.3,0.7,0.322559095,9.676772849999999
0.1,0.9,7.0,0.3,0.7,0.322559095,9.676772849999999
0.1,0.9,7.0,0.5,0.7,0.319983378,15.999168899999999
0.1,0.9,7.0,0.5,0.7,0.319983378,15.999168899999999
0.1,0.9,7.0,0.5,0.7,0.319983378,15.999168899999999
0.1,0.9,7.0,0.5,0.7,0.319983378,15.999168899999999
0.1,0.9,7.0,0.5,0.7,0.319983378,15.999168899999999
0.1,0.9,7.0,0.5,0.7,0.319983378,15.999168899999999
0.1,0.9,7.0,0.5,0.7,0.319983378,15.999168899999999
0.1,0.9,7.0,0.7,0.7,0.314030307,21.982121489999997
0.1,0.9,7.0,0.7,0.7,0.314030307,21.982121489999997
0.1,0.9,7.0,0.7,0.7,0.314030307,21.982121489999997
0.1,0.9,7.0,0.7,0.7,0.314030307,21.982121489999997
0.1,0.9,7.0,0.7,0.7,0.314030307,21.982121489999997
0.1,0.9,7.0,0.7,0.7,0.314030307,21.982121489999997
0.1,0.9,7.0,0.7,0.7,0.314030307,21.982121489999997
0.1,0.9,7.0,0.9,0.7,0.300571714,27.051454260000003
0.1,0.9,7.0,0.9,0.7,0.300571714,27.051454260000003
0.1,0.9,7.0,0.9,0.7,0.300571714,27.051454260000003
0.1,0.9,7.0,0.9,0.7,0.300571714,27.051454260000003
0.1,0.9,7.0,0.9,0.7,0.300571714,27.051454260000003
0.1,0.9,7.0,0.9,0.7,0.300571714,27.051454260000003
0.1,0.9,7.0,0.9,0.7,0.300571714,27.051454260000003
