P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2,Result
1.5,0.1,0.25,0.1889,0.297787086,5.62519805454
2.0,0.1,0.25,0.1889,0.297787086,5.62519805454
4.0,0.1,0.25,0.1889,0.297787086,5.62519805454
6.0,0.1,0.25,0.1889,0.297787086,5.62519805454
8.0,0.1,0.25,0.1889,0.297787086,5.62519805454
10.0,0.1,0.25,0.1889,0.297787086,5.62519805454
0.1,0.1,0.25,0.2778,0.20349846,5.653187218799999
0.4,0.1,0.25,0.2778,0.20349846,5.653187218799999
0.7,0.1,0.25,0.2778,0.20349846,5.653187218799999
1.0,0.1,0.25,0.2778,0.20349846,5.653187218799999
1.5,0.1,0.25,0.2778,0.20349846,5.653187218799999
2.0,0.1,0.25,0.2778,0.20349846,5.653187218799999
4.0,0.1,0.25,0.2778,0.20349846,5.653187218799999
6.0,0.1,0.25,0.2778,0.20349846,5.653187218799999
8.0,0.1,0.25,0.2778,0.20349846,5.653187218799999
10.0,0.1,0.25,0.2778,0.20349846,5.653187218799999
0.1,0.1,0.25,0.3667,0.154490816,5.665178222720001
0.4,0.1,0.25,0.3667,0.154490816,5.665178222720001
0.7,0.1,0.25,0.3667,0.154490816,5.665178222720001
1.0,0.1,0.25,0.3667,0.154490816,5.665178222720001
1.5,0.1,0.25,0.3667,0.154490816,5.665178222720001
2.0,0.1,0.25,0.3667,0.154490816,5.665178222720001
4.0,0.1,0.25,0.3667,0.154490816,5.665178222720001
6.0,0.1,0.25,0.3667,0.154490816,5.665178222720001
8.0,0.1,0.25,0.3667,0.154490816,5.665178222720001
10.0,0.1,0.25,0.3667,0.154490816,5.665178222720001
0.1,0.1,0.25,0.4556,0.124492316,5.67186991696
0.4,0.1,0.25,0.4556,0.124492316,5.67186991696
0.7,0.1,0.25,0.4556,0.124492316,5.67186991696
1.0,0.1,0.25,0.4556,0.124492316,5.67186991696
1.5,0.1,0.25,0.4556,0.124492316,5.67186991696
2.0,0.1,0.25,0.4556,0.124492316,5.67186991696
4.0,0.1,0.25,0.4556,0.124492316,5.67186991696
6.0,0.1,0.25,0.4556,0.124492316,5.67186991696
8.0,0.1,0.25,0.4556,0.124492316,5.67186991696
10.0,0.1,0.25,0.4556,0.124492316,5.67186991696
0.1,0.1,0.25,0.5444,0.10426593,5.676237229200001
0.4,0.1,0.25,0.5444,0.10426593,5.676237229200001
0.7,0.1,0.25,0.5444,0.10426593,5.676237229200001
1.0,0.1,0.25,0.5444,0.10426593,5.676237229200001
1.5,0.1,0.25,0.5444,0.10426593,5.676237229200001
2.0,0.1,0.25,0.5444,0.10426593,5.676237229200001
4.0,0.1,0.25,0.5444,0.10426593,5.676237229200001
6.0,0.1,0.25,0.5444,0.10426593,5.676237229200001
8.0,0.1,0.25,0.5444,0.10426593,5.676237229200001
10.0,0.1,0.25,0.5444,0.10426593,5.676237229200001
0.1,0.1,0.25,0.6333,0.08967444,5.6790822852
0.4,0.1,0.25,0.6333,0.08967444,5.6790822852
0.7,0.1,0.25,0.6333,0.08967444,5.6790822852
1.0,0.1,0.25,0.6333,0.08967444,5.6790822852
1.5,0.1,0.25,0.6333,0.08967444,5.6790822852
2.0,0.1,0.25,0.6333,0.08967444,5.6790822852
4.0,0.1,0.25,0.6333,0.08967444,5.6790822852
6.0,0.1,0.25,0.6333,0.08967444,5.6790822852
8.0,0.1,0.25,0.6333,0.08967444,5.6790822852
10.0,0.1,0.25,0.6333,0.08967444,5.6790822852
0.1,0.1,0.25,0.7222,0.078665621,5.68123114862
0.4,0.1,0.25,0.7222,0.078665621,5.68123114862
0.7,0.1,0.25,0.7222,0.078665621,5.68123114862
1.0,0.1,0.25,0.7222,0.078665621,5.68123114862
1.5,0.1,0.25,0.7222,0.078665621,5.68123114862
2.0,0.1,0.25,0.7222,0.078665621,5.68123114862
4.0,0.1,0.25,0.7222,0.078665621,5.68123114862
6.0,0.1,0.25,0.7222,0.078665621,5.68123114862
8.0,0.1,0.25,0.7222,0.078665621,5.68123114862
10.0,0.1,0.25,0.7222,0.078665621,5.68123114862
0.1,0.1,0.25,0.8111,0.070064672,5.68294554592
0.4,0.1,0.25,0.8111,0.070064672,5.68294554592
0.7,0.1,0.25,0.8111,0.070064672,5.68294554592
1.0,0.1,0.25,0.8111,0.070064672,5.68294554592
1.5,0.1,0.25,0.8111,0.070064672,5.68294554592
2.0,0.1,0.25,0.8111,0.070064672,5.68294554592
4.0,0.1,0.25,0.8111,0.070064672,5.68294554592
6.0,0.1,0.25,0.8111,0.070064672,5.68294554592
8.0,0.1,0.25,0.8111,0.070064672,5.68294554592
10.0,0.1,0.25,0.8111,0.070064672,5.68294554592
0.1,0.1,0.25,0.9,0.063158303,5.68424727
0.4,0.1,0.25,0.9,0.063158303,5.68424727
0.7,0.1,0.25,0.9,0.063158303,5.68424727
1.0,0.1,0.25,0.9,0.063158303,5.68424727
1.5,0.1,0.25,0.9,0.063158303,5.68424727
2.0,0.1,0.25,0.9,0.063158303,5.68424727
4.0,0.1,0.25,0.9,0.063158303,5.68424727
6.0,0.1,0.25,0.9,0.063158303,5.68424727
8.0,0.1,0.25,0.9,0.063158303,5.68424727
10.0,0.1,0.25,0.9,0.063158303,5.68424727
0.1,0.1,0.4,0.1,0.557872494,5.578724940000001
0.4,0.1,0.4,0.1,0.557872494,5.578724940000001
0.7,0.1,0.4,0.1,0.557872494,5.578724940000001
1.0,0.1,0.4,0.1,0.557872494,5.578724940000001
1.5,0.1,0.4,0.1,0.557872494,5.578724940000001
2.0,0.1,0.4,0.1,0.557872494,5.578724940000001
4.0,0.1,0.4,0.1,0.557872494,5.578724940000001
6.0,0.1,0.4,0.1,0.557872494,5.578724940000001
8.0,0.1,0.4,0.1,0.557872494,5.578724940000001
10.0,0.1,0.4,0.1,0.557872494,5.578724940000001
0.1,0.1,0.4,0.1889,0.303839455,5.73952730495
0.4,0.1,0.4,0.1889,0.303839455,5.73952730495
0.7,0.1,0.4,0.1889,0.303839455,5.73952730495
1.0,0.1,0.4,0.1889,0.303839455,5.73952730495
1.5,0.1,0.4,0.1889,0.303839455,5.73952730495
2.0,0.1,0.4,0.1889,0.303839455,5.73952730495
4.0,0.1,0.4,0.1889,0.303839455,5.73952730495
6.0,0.1,0.4,0.1889,0.303839455,5.73952730495
8.0,0.1,0.4,0.1889,0.303839455,5.73952730495
10.0,0.1,0.4,0.1889,0.303839455,5.73952730495
0.1,0.1,0.4,0.2778,0.20779677,5.7725942706
0.4,0.1,0.4,0.2778,0.20779677,5.7725942706
0.7,0.1,0.4,0.2778,0.20779677,5.7725942706
1.0,0.1,0.4,0.2778,0.20779677,5.7725942706
1.5,0.1,0.4,0.2778,0.20779677,5.7725942706
2.0,0.1,0.4,0.2778,0.20779677,5.7725942706
4.0,0.1,0.4,0.2778,0.20779677,5.7725942706
6.0,0.1,0.4,0.2778,0.20779677,5.7725942706
8.0,0.1,0.4,0.2778,0.20779677,5.7725942706
10.0,0.1,0.4,0.2778,0.20779677,5.7725942706
0.1,0.1,0.4,0.3667,0.157806397,5.78676057799
0.4,0.1,0.4,0.3667,0.157806397,5.78676057799
0.7,0.1,0.4,0.3667,0.157806397,5.78676057799
1.0,0.1,0.4,0.3667,0.157806397,5.78676057799
1.5,0.1,0.4,0.3667,0.157806397,5.78676057799
2.0,0.1,0.4,0.3667,0.157806397,5.78676057799
4.0,0.1,0.4,0.3667,0.157806397,5.78676057799
6.0,0.1,0.4,0.3667,0.157806397,5.78676057799
8.0,0.1,0.4,0.3667,0.157806397,5.78676057799
10.0,0.1,0.4,0.3667,0.157806397,5.78676057799
0.1,0.1,0.4,0.4556,0.127183808,5.7944942924800005
0.4,0.1,0.4,0.4556,0.127183808,5.7944942924800005
0.7,0.1,0.4,0.4556,0.127183808,5.7944942924800005
1.0,0.1,0.4,0.4556,0.127183808,5.7944942924800005
1.5,0.1,0.4,0.4556,0.127183808,5.7944942924800005
2.0,0.1,0.4,0.4556,0.127183808,5.7944942924800005
4.0,0.1,0.4,0.4556,0.127183808,5.7944942924800005
6.0,0.1,0.4,0.4556,0.127183808,5.7944942924800005
8.0,0.1,0.4,0.4556,0.127183808,5.7944942924800005
10.0,0.1,0.4,0.4556,0.127183808,5.7944942924800005
0.1,0.1,0.4,0.5444,0.106531654,5.79958324376
0.4,0.1,0.4,0.5444,0.106531654,5.79958324376
0.7,0.1,0.4,0.5444,0.106531654,5.79958324376
1.0,0.1,0.4,0.5444,0.106531654,5.79958324376
1.5,0.1,0.4,0.5444,0.106531654,5.79958324376
2.0,0.1,0.4,0.5444,0.106531654,5.79958324376
4.0,0.1,0.4,0.5444,0.106531654,5.79958324376
6.0,0.1,0.4,0.5444,0.106531654,5.79958324376
8.0,0.1,0.4,0.5444,0.106531654,5.79958324376
10.0,0.1,0.4,0.5444,0.106531654,5.79958324376
0.1,0.1,0.4,0.6333,0.091630585,5.80296494805
0.4,0.1,0.4,0.6333,0.091630585,5.80296494805
0.7,0.1,0.4,0.6333,0.091630585,5.80296494805
1.0,0.1,0.4,0.6333,0.091630585,5.80296494805
1.5,0.1,0.4,0.6333,0.091630585,5.80296494805
2.0,0.1,0.4,0.6333,0.091630585,5.80296494805
4.0,0.1,0.4,0.6333,0.091630585,5.80296494805
6.0,0.1,0.4,0.6333,0.091630585,5.80296494805
8.0,0.1,0.4,0.6333,0.091630585,5.80296494805
10.0,0.1,0.4,0.6333,0.091630585,5.80296494805
0.1,0.1,0.4,0.7222,0.080386857,5.80553881254
0.4,0.1,0.4,0.7222,0.080386857,5.80553881254
0.7,0.1,0.4,0.7222,0.080386857,5.80553881254
1.0,0.1,0.4,0.7222,0.080386857,5.80553881254
1.5,0.1,0.4,0.7222,0.080386857,5.80553881254
2.0,0.1,0.4,0.7222,0.080386857,5.80553881254
4.0,0.1,0.4,0.7222,0.080386857,5.80553881254
6.0,0.1,0.4,0.7222,0.080386857,5.80553881254
8.0,0.1,0.4,0.7222,0.080386857,5.80553881254
10.0,0.1,0.4,0.7222,0.080386857,5.80553881254
0.1,0.1,0.4,0.8111,0.071598839,5.807381831290001
0.4,0.1,0.4,0.8111,0.071598839,5.807381831290001
0.7,0.1,0.4,0.8111,0.071598839,5.807381831290001
1.0,0.1,0.4,0.8111,0.071598839,5.807381831290001
1.5,0.1,0.4,0.8111,0.071598839,5.807381831290001
2.0,0.1,0.4,0.8111,0.071598839,5.807381831290001
4.0,0.1,0.4,0.8111,0.071598839,5.807381831290001
6.0,0.1,0.4,0.8111,0.071598839,5.807381831290001
8.0,0.1,0.4,0.8111,0.071598839,5.807381831290001
10.0,0.1,0.4,0.8111,0.071598839,5.807381831290001
0.1,0.1,0.4,0.9,0.064542899,5.80886091
0.4,0.1,0.4,0.9,0.064542899,5.80886091
0.7,0.1,0.4,0.9,0.064542899,5.80886091
1.0,0.1,0.4,0.9,0.064542899,5.80886091
1.5,0.1,0.4,0.9,0.064542899,5.80886091
2.0,0.1,0.4,0.9,0.064542899,5.80886091
4.0,0.1,0.4,0.9,0.064542899,5.80886091
6.0,0.1,0.4,0.9,0.064542899,5.80886091
8.0,0.1,0.4,0.9,0.064542899,5.80886091
10.0,0.1,0.4,0.9,0.064542899,5.80886091
0.1,0.1,0.55,0.1,0.564389998,5.6438999800000005
0.4,0.1,0.55,0.1,0.564389998,5.6438999800000005
0.7,0.1,0.55,0.1,0.564389998,5.6438999800000005
1.0,0.1,0.55,0.1,0.564389998,5.6438999800000005
1.5,0.1,0.55,0.1,0.564389998,5.6438999800000005
2.0,0.1,0.55,0.1,0.564389998,5.6438999800000005
4.0,0.1,0.55,0.1,0.564389998,5.6438999800000005
6.0,0.1,0.55,0.1,0.564389998,5.6438999800000005
8.0,0.1,0.55,0.1,0.564389998,5.6438999800000005
10.0,0.1,0.55,0.1,0.564389998,5.6438999800000005
0.1,0.1,0.55,0.1889,0.308387395,5.825437891550001
0.4,0.1,0.55,0.1889,0.308387395,5.825437891550001
0.7,0.1,0.55,0.1889,0.308387395,5.825437891550001
1.0,0.1,0.55,0.1889,0.308387395,5.825437891550001
1.5,0.1,0.55,0.1889,0.308387395,5.825437891550001
2.0,0.1,0.55,0.1889,0.308387395,5.825437891550001
4.0,0.1,0.55,0.1889,0.308387395,5.825437891550001
6.0,0.1,0.55,0.1889,0.308387395,5.825437891550001
8.0,0.1,0.55,0.1889,0.308387395,5.825437891550001
10.0,0.1,0.55,0.1889,0.308387395,5.825437891550001
0.1,0.1,0.55,0.2778,0.211037086,5.86261024908
0.4,0.1,0.55,0.2778,0.211037086,5.86261024908
0.7,0.1,0.55,0.2778,0.211037086,5.86261024908
1.0,0.1,0.55,0.2778,0.211037086,5.86261024908
1.5,0.1,0.55,0.2778,0.211037086,5.86261024908
2.0,0.1,0.55,0.2778,0.211037086,5.86261024908
4.0,0.1,0.55,0.2778,0.211037086,5.86261024908
6.0,0.1,0.55,0.2778,0.211037086,5.86261024908
8.0,0.1,0.55,0.2778,0.211037086,5.86261024908
10.0,0.1,0.55,0.2778,0.211037086,5.86261024908
0.1,0.1,0.55,0.3667,0.160307545,5.87847767515
0.4,0.1,0.55,0.3667,0.160307545,5.87847767515
0.7,0.1,0.55,0.3667,0.160307545,5.87847767515
1.0,0.1,0.55,0.3667,0.160307545,5.87847767515
1.5,0.1,0.55,0.3667,0.160307545,5.87847767515
2.0,0.1,0.55,0.3667,0.160307545,5.87847767515
4.0,0.1,0.55,0.3667,0.160307545,5.87847767515
6.0,0.1,0.55,0.3667,0.160307545,5.87847767515
8.0,0.1,0.55,0.3667,0.160307545,5.87847767515
10.0,0.1,0.55,0.3667,0.160307545,5.87847767515
0.1,0.1,0.55,0.4556,0.129220983,5.887307985480001
0.4,0.1,0.55,0.4556,0.129220983,5.887307985480001
0.7,0.1,0.55,0.4556,0.129220983,5.887307985480001
1.0,0.1,0.55,0.4556,0.129220983,5.887307985480001
1.5,0.1,0.55,0.4556,0.129220983,5.887307985480001
2.0,0.1,0.55,0.4556,0.129220983,5.887307985480001
4.0,0.1,0.55,0.4556,0.129220983,5.887307985480001
6.0,0.1,0.55,0.4556,0.129220983,5.887307985480001
8.0,0.1,0.55,0.4556,0.129220983,5.887307985480001
10.0,0.1,0.55,0.4556,0.129220983,5.887307985480001
0.1,0.1,0.55,0.5444,0.108245023,5.8928590521199995
0.4,0.1,0.55,0.5444,0.108245023,5.8928590521199995
0.7,0.1,0.55,0.5444,0.108245023,5.8928590521199995
1.0,0.1,0.55,0.5444,0.108245023,5.8928590521199995
1.5,0.1,0.55,0.5444,0.108245023,5.8928590521199995
2.0,0.1,0.55,0.5444,0.108245023,5.8928590521199995
4.0,0.1,0.55,0.5444,0.108245023,5.8928590521199995
6.0,0.1,0.55,0.5444,0.108245023,5.8928590521199995
8.0,0.1,0.55,0.5444,0.108245023,5.8928590521199995
10.0,0.1,0.55,0.5444,0.108245023,5.8928590521199995
