P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2
1.5,0.2778,7,0.1889,0.337465796
2,0.2778,7,0.1889,0.337465796
4,0.2778,7,0.1889,0.337465796
6,0.2778,7,0.1889,0.337465796
8,0.2778,7,0.1889,0.337465796
10,0.2778,7,0.1889,0.337465796
0.1,0.2778,7,0.2778,0.231970815
0.4,0.2778,7,0.2778,0.231970815
0.7,0.2778,7,0.2778,0.231970815
1,0.2778,7,0.2778,0.231970815
1.5,0.2778,7,0.2778,0.231970815
2,0.2778,7,0.2778,0.231970815
4,0.2778,7,0.2778,0.231970815
6,0.2778,7,0.2778,0.231970815
8,0.2778,7,0.2778,0.231970815
10,0.2778,7,0.2778,0.231970815
0.1,0.2778,7,0.3667,0.176530123
0.4,0.2778,7,0.3667,0.176530123
0.7,0.2778,7,0.3667,0.176530123
1,0.2778,7,0.3667,0.176530123
1.5,0.2778,7,0.3667,0.176530123
2,0.2778,7,0.3667,0.176530123
