Phi2,P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,
0.103351154,0.7,0.7,0.07,0.7,0.7,7.23458079
0.103351154,0.7,0.7,0.07,0.7,0.7,7.23458079
0.103351154,0.7,0.7,0.07,0.7,0.7,7.23458079
0.080502063,0.7,0.7,0.07,0.9,0.7,7.2451857
0.080502063,0.7,0.7,0.07,0.9,0.7,7.2451857
0.080502063,0.7,0.7,0.07,0.9,0.7,7.2451857
0.080502063,0.7,0.7,0.07,0.9,0.7,7.2451857
0.080502063,0.7,0.7,0.07,0.9,0.7,7.2451857
0.080502063,0.7,0.7,0.07,0.9,0.7,7.2451857
0.080502063,0.7,0.7,0.07,0.9,0.7,7.2451857
0.611908827,0.7,0.7,0.1,0.1,0.7,6.119088272
0.611908827,0.7,0.7,0.1,0.1,0.7,6.119088272
0.611908827,0.7,0.7,0.1,0.1,0.7,6.119088272
0.611908827,0.7,0.7,0.1,0.1,0.7,6.119088272
0.611908827,0.7,0.7,0.1,0.1,0.7,6.119088272
0.611908827,0.7,0.7,0.1,0.1,0.7,6.119088272
0.611908827,0.7,0.7,0.1,0.1,0.7,6.119088272
0.334393565,0.7,0.7,0.1,0.3,0.7,10.03180694
0.334393565,0.7,0.7,0.1,0.3,0.7,10.03180694
0.334393565,0.7,0.7,0.1,0.3,0.7,10.03180694
0.334393565,0.7,0.7,0.1,0.3,0.7,10.03180694
0.334393565,0.7,0.7,0.1,0.3,0.7,10.03180694
0.334393565,0.7,0.7,0.1,0.3,0.7,10.03180694
0.334393565,0.7,0.7,0.1,0.3,0.7,10.03180694
0.20633564,0.7,0.7,0.1,0.5,0.7,10.31678202
0.20633564,0.7,0.7,0.1,0.5,0.7,10.31678202
0.20633564,0.7,0.7,0.1,0.5,0.7,10.31678202
0.20633564,0.7,0.7,0.1,0.5,0.7,10.31678202
0.20633564,0.7,0.7,0.1,0.5,0.7,10.31678202
0.20633564,0.7,0.7,0.1,0.5,0.7,10.31678202
0.20633564,0.7,0.7,0.1,0.5,0.7,10.31678202
0.147399523,0.7,0.7,0.1,0.7,0.7,10.31796661
0.147399523,0.7,0.7,0.1,0.7,0.7,10.31796661
0.147399523,0.7,0.7,0.1,0.7,0.7,10.31796661
0.147399523,0.7,0.7,0.1,0.7,0.7,10.31796661
0.147399523,0.7,0.7,0.1,0.7,0.7,10.31796661
0.147399523,0.7,0.7,0.1,0.7,0.7,10.31796661
0.147399523,0.7,0.7,0.1,0.7,0.7,10.31796661
0.114621194,0.7,0.7,0.1,0.9,0.7,10.31590742
0.114621194,0.7,0.7,0.1,0.9,0.7,10.31590742
0.114621194,0.7,0.7,0.1,0.9,0.7,10.31590742
0.114621194,0.7,0.7,0.1,0.9,0.7,10.31590742
0.114621194,0.7,0.7,0.1,0.9,0.7,10.31590742
0.114621194,0.7,0.7,0.1,0.9,0.7,10.31590742
0.114621194,0.7,0.7,0.1,0.9,0.7,10.31590742
0.780804356,0.7,0.7,1,0.1,0.7,7.808043562
0.780804356,0.7,0.7,1,0.1,0.7,7.808043562
0.780804356,0.7,0.7,1,0.1,0.7,7.808043562
0.780804356,0.7,0.7,1,0.1,0.7,7.808043562
0.780804356,0.7,0.7,1,0.1,0.7,7.808043562
0.780804356,0.7,0.7,1,0.1,0.7,7.808043562
0.780804356,0.7,0.7,1,0.1,0.7,7.808043562
0.77211862,0.7,0.7,1,0.3,0.7,23.1635586
0.77211862,0.7,0.7,1,0.3,0.7,23.1635586
0.77211862,0.7,0.7,1,0.3,0.7,23.1635586
0.77211862,0.7,0.7,1,0.3,0.7,23.1635586
0.77211862,0.7,0.7,1,0.3,0.7,23.1635586
0.77211862,0.7,0.7,1,0.3,0.7,23.1635586
0.77211862,0.7,0.7,1,0.3,0.7,23.1635586
0.662468982,0.7,0.7,1,0.5,0.7,33.12344909
0.662468982,0.7,0.7,1,0.5,0.7,33.12344909
0.662468982,0.7,0.7,1,0.5,0.7,33.12344909
0.662468982,0.7,0.7,1,0.5,0.7,33.12344909
0.662468982,0.7,0.7,1,0.5,0.7,33.12344909
0.662468982,0.7,0.7,1,0.5,0.7,33.12344909
0.662468982,0.7,0.7,1,0.5,0.7,33.12344909
0.495794704,0.7,0.7,1,0.7,0.7,34.70562929
0.495794704,0.7,0.7,1,0.7,0.7,34.70562929
0.495794704,0.7,0.7,1,0.7,0.7,34.70562929
0.495794704,0.7,0.7,1,0.7,0.7,34.70562929
0.495794704,0.7,0.7,1,0.7,0.7,34.70562929
0.495794704,0.7,0.7,1,0.7,0.7,34.70562929
0.495794704,0.7,0.7,1,0.7,0.7,34.70562929
0.390243582,0.7,0.7,1,0.9,0.7,35.1219224
0.390243582,0.7,0.7,1,0.9,0.7,35.1219224
0.390243582,0.7,0.7,1,0.9,0.7,35.1219224
0.390243582,0.7,0.7,1,0.9,0.7,35.1219224
0.390243582,0.7,0.7,1,0.9,0.7,35.1219224
0.390243582,0.7,0.7,1,0.9,0.7,35.1219224
0.390243582,0.7,0.7,1,0.9,0.7,35.1219224
0.821166077,0.7,0.7,3,0.1,0.7,8.211660766
0.821166077,0.7,0.7,3,0.1,0.7,8.211660766
0.821166077,0.7,0.7,3,0.1,0.7,8.211660766
0.821166077,0.7,0.7,3,0.1,0.7,8.211660766
0.821166077,0.7,0.7,3,0.1,0.7,8.211660766
0.821166077,0.7,0.7,3,0.1,0.7,8.211660766
0.821166077,0.7,0.7,3,0.1,0.7,8.211660766
0.81631284,0.7,0.7,3,0.3,0.7,24.4893852
0.81631284,0.7,0.7,3,0.3,0.7,24.4893852
0.81631284,0.7,0.7,3,0.3,0.7,24.4893852
0.81631284,0.7,0.7,3,0.3,0.7,24.4893852
0.81631284,0.7,0.7,3,0.3,0.7,24.4893852
0.81631284,0.7,0.7,3,0.3,0.7,24.4893852
0.81631284,0.7,0.7,3,0.3,0.7,24.4893852
0.7078471,0.7,0.7,3,0.5,0.7,35.392355
0.7078471,0.7,0.7,3,0.5,0.7,35.392355
0.7078471,0.7,0.7,3,0.5,0.7,35.392355
0.7078471,0.7,0.7,3,0.5,0.7,35.392355
0.7078471,0.7,0.7,3,0.5,0.7,35.392355
0.7078471,0.7,0.7,3,0.5,0.7,35.392355
0.7078471,0.7,0.7,3,0.5,0.7,35.392355
0.526526788,0.7,0.7,3,0.7,0.7,36.85687518
0.526526788,0.7,0.7,3,0.7,0.7,36.85687518
0.526526788,0.7,0.7,3,0.7,0.7,36.85687518
0.526526788,0.7,0.7,3,0.7,0.7,36.85687518
0.526526788,0.7,0.7,3,0.7,0.7,36.85687518
0.526526788,0.7,0.7,3,0.7,0.7,36.85687518
0.526526788,0.7,0.7,3,0.7,0.7,36.85687518
0.413725792,0.7,0.7,3,0.9,0.7,37.2353213
0.413725792,0.7,0.7,3,0.9,0.7,37.2353213
0.413725792,0.7,0.7,3,0.9,0.7,37.2353213
0.413725792,0.7,0.7,3,0.9,0.7,37.2353213
0.413725792,0.7,0.7,3,0.9,0.7,37.2353213
0.413725792,0.7,0.7,3,0.9,0.7,37.2353213
0.413725792,0.7,0.7,3,0.9,0.7,37.2353213
0.826482703,0.7,0.7,5,0.1,0.7,8.264827034
0.826482703,0.7,0.7,5,0.1,0.7,8.264827034
0.826482703,0.7,0.7,5,0.1,0.7,8.264827034
0.826482703,0.7,0.7,5,0.1,0.7,8.264827034
0.826482703,0.7,0.7,5,0.1,0.7,8.264827034
0.826482703,0.7,0.7,5,0.1,0.7,8.264827034
0.826482703,0.7,0.7,5,0.1,0.7,8.264827034
0.821573895,0.7,0.7,5,0.3,0.7,24.64721685
0.821573895,0.7,0.7,5,0.3,0.7,24.64721685
0.821573895,0.7,0.7,5,0.3,0.7,24.64721685
0.821573895,0.7,0.7,5,0.3,0.7,24.64721685
0.821573895,0.7,0.7,5,0.3,0.7,24.64721685
0.821573895,0.7,0.7,5,0.3,0.7,24.64721685
0.821573895,0.7,0.7,5,0.3,0.7,24.64721685
0.717066021,0.7,0.7,5,0.5,0.7,35.85330103
0.717066021,0.7,0.7,5,0.5,0.7,35.85330103
0.717066021,0.7,0.7,5,0.5,0.7,35.85330103
0.717066021,0.7,0.7,5,0.5,0.7,35.85330103
0.717066021,0.7,0.7,5,0.5,0.7,35.85330103
0.717066021,0.7,0.7,5,0.5,0.7,35.85330103
0.717066021,0.7,0.7,5,0.5,0.7,35.85330103
0.535064121,0.7,0.7,5,0.7,0.7,37.45448848
0.535064121,0.7,0.7,5,0.7,0.7,37.45448848
0.535064121,0.7,0.7,5,0.7,0.7,37.45448848
0.535064121,0.7,0.7,5,0.7,0.7,37.45448848
0.535064121,0.7,0.7,5,0.7,0.7,37.45448848
0.535064121,0.7,0.7,5,0.7,0.7,37.45448848
0.535064121,0.7,0.7,5,0.7,0.7,37.45448848
0.42083113,0.7,0.7,5,0.9,0.7,37.87480172
0.42083113,0.7,0.7,5,0.9,0.7,37.87480172
0.42083113,0.7,0.7,5,0.9,0.7,37.87480172
0.42083113,0.7,0.7,5,0.9,0.7,37.87480172
0.42083113,0.7,0.7,5,0.9,0.7,37.87480172
0.42083113,0.7,0.7,5,0.9,0.7,37.87480172
0.42083113,0.7,0.7,5,0.9,0.7,37.87480172
0.828094109,0.7,0.7,7,0.1,0.7,8.280941087
0.828094109,0.7,0.7,7,0.1,0.7,8.280941087
0.828094109,0.7,0.7,7,0.1,0.7,8.280941087
0.828094109,0.7,0.7,7,0.1,0.7,8.280941087
0.828094109,0.7,0.7,7,0.1,0.7,8.280941087
0.828094109,0.7,0.7,7,0.1,0.7,8.280941087
0.828094109,0.7,0.7,7,0.1,0.7,8.280941087
0.82321432,0.7,0.7,7,0.3,0.7,24.6964296
0.82321432,0.7,0.7,7,0.3,0.7,24.6964296
0.82321432,0.7,0.7,7,0.3,0.7,24.6964296
0.82321432,0.7,0.7,7,0.3,0.7,24.6964296
0.82321432,0.7,0.7,7,0.3,0.7,24.6964296
0.82321432,0.7,0.7,7,0.3,0.7,24.6964296
0.82321432,0.7,0.7,7,0.3,0.7,24.6964296
0.721934523,0.7,0.7,7,0.5,0.7,36.09672614
0.721934523,0.7,0.7,7,0.5,0.7,36.09672614
0.721934523,0.7,0.7,7,0.5,0.7,36.09672614
0.721934523,0.7,0.7,7,0.5,0.7,36.09672614
0.721934523,0.7,0.7,7,0.5,0.7,36.09672614
0.721934523,0.7,0.7,7,0.5,0.7,36.09672614
0.721934523,0.7,0.7,7,0.5,0.7,36.09672614
0.540458736,0.7,0.7,7,0.7,0.7,37.83211154
0.540458736,0.7,0.7,7,0.7,0.7,37.83211154
0.540458736,0.7,0.7,7,0.7,0.7,37.83211154
0.540458736,0.7,0.7,7,0.7,0.7,37.83211154
0.540458736,0.7,0.7,7,0.7,0.7,37.83211154
0.540458736,0.7,0.7,7,0.7,0.7,37.83211154
0.540458736,0.7,0.7,7,0.7,0.7,37.83211154
0.425484013,0.7,0.7,7,0.9,0.7,38.29356121
0.425484013,0.7,0.7,7,0.9,0.7,38.29356121
0.425484013,0.7,0.7,7,0.9,0.7,38.29356121
0.425484013,0.7,0.7,7,0.9,0.7,38.29356121
0.425484013,0.7,0.7,7,0.9,0.7,38.29356121
0.425484013,0.7,0.7,7,0.9,0.7,38.29356121
0.425484013,0.7,0.7,7,0.9,0.7,38.29356121
0.490505882,0.7,0.9,0.07,0.1,0.7,4.905058816
0.490505882,0.7,0.9,0.07,0.1,0.7,4.905058816
0.490505882,0.7,0.9,0.07,0.1,0.7,4.905058816
0.490505882,0.7,0.9,0.07,0.1,0.7,4.905058816
0.490505882,0.7,0.9,0.07,0.1,0.7,4.905058816
0.490505882,0.7,0.9,0.07,0.1,0.7,4.905058816
0.490505882,0.7,0.9,0.07,0.1,0.7,4.905058816
0.18797946,0.7,0.9,0.07,0.3,0.7,5.63938381
0.18797946,0.7,0.9,0.07,0.3,0.7,5.63938381
0.18797946,0.7,0.9,0.07,0.3,0.7,5.63938381
0.131210995,0.1,0.9,0.07,0.3,0.1,3.936329859
0.131210995,0.1,0.9,0.07,0.3,0.1,3.936329859
0.131210995,0.1,0.9,0.07,0.3,0.1,3.936329859
0.131210995,0.1,0.9,0.07,0.3,0.1,3.936329859
0.079063979,0.1,0.9,0.07,0.5,0.1,3.953198931
0.079063979,0.1,0.9,0.07,0.5,0.1,3.953198931
0.079063979,0.1,0.9,0.07,0.5,0.1,3.953198931
0.079063979,0.1,0.9,0.07,0.5,0.1,3.953198931
0.079063979,0.1,0.9,0.07,0.5,0.1,3.953198931
0.079063979,0.1,0.9,0.07,0.5,0.1,3.953198931
0.079063979,0.1,0.9,0.07,0.5,0.1,3.953198931
0.056563266,0.1,0.9,0.07,0.7,0.1,3.959428634
0.056563266,0.1,0.9,0.07,0.7,0.1,3.959428634
0.056563266,0.1,0.9,0.07,0.7,0.1,3.959428634
0.056563266,0.1,0.9,0.07,0.7,0.1,3.959428634
0.056563266,0.1,0.9,0.07,0.7,0.1,3.959428634
0.056563266,0.1,0.9,0.07,0.7,0.1,3.959428634
0.056563266,0.1,0.9,0.07,0.7,0.1,3.959428634
0.044037875,0.1,0.9,0.07,0.9,0.1,3.963408719
0.044037875,0.1,0.9,0.07,0.9,0.1,3.963408719
0.044037875,0.1,0.9,0.07,0.9,0.1,3.963408719
0.044037875,0.1,0.9,0.07,0.9,0.1,3.963408719
0.044037875,0.1,0.9,0.07,0.9,0.1,3.963408719
0.044037875,0.1,0.9,0.07,0.9,0.1,3.963408719
0.044037875,0.1,0.9,0.07,0.9,0.1,3.963408719
0.433553143,0.1,0.9,0.1,0.1,0.1,4.335531433
0.433553143,0.1,0.9,0.1,0.1,0.1,4.335531433
0.433553143,0.1,0.9,0.1,0.1,0.1,4.335531433
0.433553143,0.1,0.9,0.1,0.1,0.1,4.335531433
0.433553143,0.1,0.9,0.1,0.1,0.1,4.335531433
0.433553143,0.1,0.9,0.1,0.1,0.1,4.335531433
0.433553143,0.1,0.9,0.1,0.1,0.1,4.335531433
0.149004999,0.1,0.9,0.1,0.3,0.1,4.470149978
0.149004999,0.1,0.9,0.1,0.3,0.1,4.470149978
0.149004999,0.1,0.9,0.1,0.3,0.1,4.470149978
0.149004999,0.1,0.9,0.1,0.3,0.1,4.470149978
0.149004999,0.1,0.9,0.1,0.3,0.1,4.470149978
0.149004999,0.1,0.9,0.1,0.3,0.1,4.470149978
0.149004999,0.1,0.9,0.1,0.3,0.1,4.470149978
0.089730641,0.1,0.9,0.1,0.5,0.1,4.486532033
0.089730641,0.1,0.9,0.1,0.5,0.1,4.486532033
0.089730641,0.1,0.9,0.1,0.5,0.1,4.486532033
0.089730641,0.1,0.9,0.1,0.5,0.1,4.486532033
0.089730641,0.1,0.9,0.1,0.5,0.1,4.486532033
0.089730641,0.1,0.9,0.1,0.5,0.1,4.486532033
0.089730641,0.1,0.9,0.1,0.5,0.1,4.486532033
0.064195731,0.1,0.9,0.1,0.7,0.1,4.493701168
0.064195731,0.1,0.9,0.1,0.7,0.1,4.493701168
0.064195731,0.1,0.9,0.1,0.7,0.1,4.493701168
0.064195731,0.1,0.9,0.1,0.7,0.1,4.493701168
0.064195731,0.1,0.9,0.1,0.7,0.1,4.493701168
0.064195731,0.1,0.9,0.1,0.7,0.1,4.493701168
0.064195731,0.1,0.9,0.1,0.7,0.1,4.493701168
0.049968159,0.1,0.9,0.1,0.9,0.1,4.497134297
0.049968159,0.1,0.9,0.1,0.9,0.1,4.497134297
0.049968159,0.1,0.9,0.1,0.9,0.1,4.497134297
0.049968159,0.1,0.9,0.1,0.9,0.1,4.497134297
0.049968159,0.1,0.9,0.1,0.9,0.1,4.497134297
0.049968159,0.1,0.9,0.1,0.9,0.1,4.497134297
0.049968159,0.1,0.9,0.1,0.9,0.1,4.497134297
0.534525823,0.1,0.9,1,0.1,0.1,5.345258228
0.534525823,0.1,0.9,1,0.1,0.1,5.345258228
0.534525823,0.1,0.9,1,0.1,0.1,5.345258228
0.534525823,0.1,0.9,1,0.1,0.1,5.345258228
0.534525823,0.1,0.9,1,0.1,0.1,5.345258228
0.534525823,0.1,0.9,1,0.1,0.1,5.345258228
0.534525823,0.1,0.9,1,0.1,0.1,5.345258228
0.182493934,0.1,0.9,1,0.3,0.1,5.474818009
0.182493934,0.1,0.9,1,0.3,0.1,5.474818009
0.182493934,0.1,0.9,1,0.3,0.1,5.474818009
0.182493934,0.1,0.9,1,0.3,0.1,5.474818009
0.182493934,0.1,0.9,1,0.3,0.1,5.474818009
0.182493934,0.1,0.9,1,0.3,0.1,5.474818009
0.182493934,0.1,0.9,1,0.3,0.1,5.474818009
0.109762429,0.1,0.9,1,0.5,0.1,5.488121444
0.109762429,0.1,0.9,1,0.5,0.1,5.488121444
0.109762429,0.1,0.9,1,0.5,0.1,5.488121444
0.109762429,0.1,0.9,1,0.5,0.1,5.488121444
0.109762429,0.1,0.9,1,0.5,0.1,5.488121444
0.109762429,0.1,0.9,1,0.5,0.1,5.488121444
0.109762429,0.1,0.9,1,0.5,0.1,5.488121444
0.078474469,0.1,0.9,1,0.7,0.1,5.493212825
0.078474469,0.1,0.9,1,0.7,0.1,5.493212825
0.078474469,0.1,0.9,1,0.7,0.1,5.493212825
0.078474469,0.1,0.9,1,0.7,0.1,5.493212825
0.078474469,0.1,0.9,1,0.7,0.1,5.493212825
0.078474469,0.1,0.9,1,0.7,0.1,5.493212825
0.078474469,0.1,0.9,1,0.7,0.1,5.493212825
0.061067824,0.1,0.9,1,0.9,0.1,5.496104195
0.061067824,0.1,0.9,1,0.9,0.1,5.496104195
0.061067824,0.1,0.9,1,0.9,0.1,5.496104195
0.061067824,0.1,0.9,1,0.9,0.1,5.496104195
0.061067824,0.1,0.9,1,0.9,0.1,5.496104195
0.061067824,0.1,0.9,1,0.9,0.1,5.496104195
0.061067824,0.1,0.9,1,0.9,0.1,5.496104195
0.554325148,0.1,0.9,3,0.1,0.1,5.543251477
0.554325148,0.1,0.9,3,0.1,0.1,5.543251477
0.554325148,0.1,0.9,3,0.1,0.1,5.543251477
0.554325148,0.1,0.9,3,0.1,0.1,5.543251477
0.554325148,0.1,0.9,3,0.1,0.1,5.543251477
0.554325148,0.1,0.9,3,0.1,0.1,5.543251477
0.554325148,0.1,0.9,3,0.1,0.1,5.543251477
0.190958294,0.1,0.9,3,0.3,0.1,5.728748817
0.190958294,0.1,0.9,3,0.3,0.1,5.728748817
0.190958294,0.1,0.9,3,0.3,0.1,5.728748817
0.190958294,0.1,0.9,3,0.3,0.1,5.728748817
0.190958294,0.1,0.9,3,0.3,0.1,5.728748817
0.190958294,0.1,0.9,3,0.3,0.1,5.728748817
0.190958294,0.1,0.9,3,0.3,0.1,5.728748817
0.11495475,0.1,0.9,3,0.5,0.1,5.747737525
0.11495475,0.1,0.9,3,0.5,0.1,5.747737525
0.11495475,0.1,0.9,3,0.5,0.1,5.747737525
0.11495475,0.1,0.9,3,0.5,0.1,5.747737525
0.11495475,0.1,0.9,3,0.5,0.1,5.747737525
0.11495475,0.1,0.9,3,0.5,0.1,5.747737525
0.11495475,0.1,0.9,3,0.5,0.1,5.747737525
0.082212439,0.1,0.9,3,0.7,0.1,5.754870698
0.082212439,0.1,0.9,3,0.7,0.1,5.754870698
0.082212439,0.1,0.9,3,0.7,0.1,5.754870698
0.082212439,0.1,0.9,3,0.7,0.1,5.754870698
0.082212439,0.1,0.9,3,0.7,0.1,5.754870698
0.082212439,0.1,0.9,3,0.7,0.1,5.754870698
0.082212439,0.1,0.9,3,0.7,0.1,5.754870698
0.063988112,0.1,0.9,3,0.9,0.1,5.75893006
0.063988112,0.1,0.9,3,0.9,0.1,5.75893006
0.063988112,0.1,0.9,3,0.9,0.1,5.75893006
0.063988112,0.1,0.9,3,0.9,0.1,5.75893006
0.063988112,0.1,0.9,3,0.9,0.1,5.75893006
0.063988112,0.1,0.9,3,0.9,0.1,5.75893006
0.063988112,0.1,0.9,3,0.9,0.1,5.75893006
0.564602868,0.1,0.9,5,0.1,0.1,5.646028678
0.564602868,0.1,0.9,5,0.1,0.1,5.646028678
0.564602868,0.1,0.9,5,0.1,0.1,5.646028678
0.564602868,0.1,0.9,5,0.1,0.1,5.646028678
0.564602868,0.1,0.9,5,0.1,0.1,5.646028678
0.564602868,0.1,0.9,5,0.1,0.1,5.646028678
0.564602868,0.1,0.9,5,0.1,0.1,5.646028678
0.195688039,0.1,0.9,5,0.3,0.1,5.870641184
0.195688039,0.1,0.9,5,0.3,0.1,5.870641184
0.195688039,0.1,0.9,5,0.3,0.1,5.870641184
0.195688039,0.1,0.9,5,0.3,0.1,5.870641184
0.195688039,0.1,0.9,5,0.3,0.1,5.870641184
0.195688039,0.1,0.9,5,0.3,0.1,5.870641184
0.195688039,0.1,0.9,5,0.3,0.1,5.870641184
0.117869063,0.1,0.9,5,0.5,0.1,5.893453171
0.117869063,0.1,0.9,5,0.5,0.1,5.893453171
0.117869063,0.1,0.9,5,0.5,0.1,5.893453171
0.117869063,0.1,0.9,5,0.5,0.1,5.893453171
0.117869063,0.1,0.9,5,0.5,0.1,5.893453171
0.117869063,0.1,0.9,5,0.5,0.1,5.893453171
0.117869063,0.1,0.9,5,0.5,0.1,5.893453171
0.084317366,0.1,0.9,5,0.7,0.1,5.902215628
0.084317366,0.1,0.9,5,0.7,0.1,5.902215628
0.084317366,0.1,0.9,5,0.7,0.1,5.902215628
0.084317366,0.1,0.9,5,0.7,0.1,5.902215628
0.084317366,0.1,0.9,5,0.7,0.1,5.902215628
0.084317366,0.1,0.9,5,0.7,0.1,5.902215628
0.084317366,0.1,0.9,5,0.7,0.1,5.902215628
0.065630196,0.1,0.9,5,0.9,0.1,5.906717655
0.065630196,0.1,0.9,5,0.9,0.1,5.906717655
0.065630196,0.1,0.9,5,0.9,0.1,5.906717655
0.065630196,0.1,0.9,5,0.9,0.1,5.906717655
0.065630196,0.1,0.9,5,0.9,0.1,5.906717655
0.065630196,0.1,0.9,5,0.9,0.1,5.906717655
0.065630196,0.1,0.9,5,0.9,0.1,5.906717655
0.57202121,0.1,0.9,7,0.1,0.1,5.720212096
0.57202121,0.1,0.9,7,0.1,0.1,5.720212096
0.57202121,0.1,0.9,7,0.1,0.1,5.720212096
0.57202121,0.1,0.9,7,0.1,0.1,5.720212096
0.57202121,0.1,0.9,7,0.1,0.1,5.720212096
0.57202121,0.1,0.9,7,0.1,0.1,5.720212096
0.57202121,0.1,0.9,7,0.1,0.1,5.720212096
0.199220463,0.1,0.9,7,0.3,0.1,5.976613903
0.199220463,0.1,0.9,7,0.3,0.1,5.976613903
0.199220463,0.1,0.9,7,0.3,0.1,5.976613903
0.199220463,0.1,0.9,7,0.3,0.1,5.976613903
0.199220463,0.1,0.9,7,0.3,0.1,5.976613903
0.199220463,0.1,0.9,7,0.3,0.1,5.976613903
0.199220463,0.1,0.9,7,0.3,0.1,5.976613903
0.120049269,0.1,0.9,7,0.5,0.1,6.002463469
0.120049269,0.1,0.9,7,0.5,0.1,6.002463469
0.120049269,0.1,0.9,7,0.5,0.1,6.002463469
0.120049269,0.1,0.9,7,0.5,0.1,6.002463469
0.120049269,0.1,0.9,7,0.5,0.1,6.002463469
0.120049269,0.1,0.9,7,0.5,0.1,6.002463469
0.120049269,0.1,0.9,7,0.5,0.1,6.002463469
0.085890179,0.1,0.9,7,0.7,0.1,6.01231255
0.085890179,0.1,0.9,7,0.7,0.1,6.01231255
0.085890179,0.1,0.9,7,0.7,0.1,6.01231255
0.085890179,0.1,0.9,7,0.7,0.1,6.01231255
0.085890179,0.1,0.9,7,0.7,0.1,6.01231255
0.085890179,0.1,0.9,7,0.7,0.1,6.01231255
0.085890179,0.1,0.9,7,0.7,0.1,6.01231255
0.06685918,0.1,0.9,7,0.9,0.1,6.017326203
0.06685918,0.1,0.9,7,0.9,0.1,6.017326203
0.06685918,0.1,0.9,7,0.9,0.1,6.017326203
0.06685918,0.1,0.9,7,0.9,0.1,6.017326203
0.06685918,0.1,0.9,7,0.9,0.1,6.017326203
0.06685918,0.1,0.9,7,0.9,0.1,6.017326203
0.06685918,0.1,0.9,7,0.9,0.1,6.017326203
