P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2,Result
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
