ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,QA_content_initial,idx
0.27777778,0.84,0.72222222,1.2,1.2,2171
0.27777778,0.84,0.72222222,2.3,1.2,2172
0.27777778,0.84,0.72222222,3.4,1.2,2173
0.27777778,0.84,0.72222222,4.5,1.2,2174
0.27777778,0.84,0.72222222,5.6,1.2,2175
0.27777778,0.84,0.72222222,6.7,1.2,2176
0.27777778,0.84,0.72222222,7.8,1.2,2177
0.27777778,0.84,0.72222222,8.9,1.2,2178
0.27777778,0.84,0.72222222,10.0,1.2,2179
0.27777778,0.84,0.81111111,0.1,1.2,2180
0.27777778,0.84,0.81111111,1.2,1.2,2181
0.27777778,0.84,0.81111111,2.3,1.2,2182
0.27777778,0.84,0.81111111,3.4,1.2,2183
0.27777778,0.84,0.81111111,4.5,1.2,2184
0.27777778,0.84,0.81111111,5.6,1.2,2185
0.27777778,0.84,0.81111111,6.7,1.2,2186
0.27777778,0.84,0.81111111,7.8,1.2,2187
0.27777778,0.84,0.81111111,8.9,1.2,2188
0.27777778,0.84,0.81111111,10.0,1.2,2189
0.27777778,0.84,0.9,0.1,1.2,2190
0.27777778,0.84,0.9,1.2,1.2,2191
0.27777778,0.84,0.9,2.3,1.2,2192
0.27777778,0.84,0.9,3.4,1.2,2193
0.27777778,0.84,0.9,4.5,1.2,2194
0.27777778,0.84,0.9,5.6,1.2,2195
0.27777778,0.84,0.9,6.7,1.2,2196
0.27777778,0.84,0.9,7.8,1.2,2197
0.27777778,0.84,0.9,8.9,1.2,2198
0.27777778,0.84,0.9,10.0,1.2,2199
0.27777778,1.61,0.1,0.1,2.3,2200
0.27777778,1.61,0.1,1.2,2.3,2201
0.27777778,1.61,0.1,2.3,2.3,2202
0.27777778,1.61,0.1,3.4,2.3,2203
0.27777778,1.61,0.1,4.5,2.3,2204
0.27777778,1.61,0.1,5.6,2.3,2205
0.27777778,1.61,0.1,6.7,2.3,2206
0.27777778,1.61,0.1,7.8,2.3,2207
0.27777778,1.61,0.1,8.9,2.3,2208
0.27777778,1.61,0.1,10.0,2.3,2209
0.27777778,1.61,0.18888889,0.1,2.3,2210
0.27777778,1.61,0.18888889,1.2,2.3,2211
0.27777778,1.61,0.18888889,2.3,2.3,2212
0.27777778,1.61,0.18888889,3.4,2.3,2213
0.27777778,1.61,0.18888889,4.5,2.3,2214
0.27777778,1.61,0.18888889,5.6,2.3,2215
0.27777778,1.61,0.18888889,6.7,2.3,2216
0.27777778,1.61,0.18888889,7.8,2.3,2217
0.27777778,1.61,0.18888889,8.9,2.3,2218
0.27777778,1.61,0.18888889,10.0,2.3,2219
0.27777778,1.61,0.27777778,0.1,2.3,2220
0.27777778,1.61,0.27777778,1.2,2.3,2221
0.27777778,1.61,0.27777778,2.3,2.3,2222
0.27777778,1.61,0.27777778,3.4,2.3,2223
0.27777778,1.61,0.27777778,4.5,2.3,2224
0.27777778,1.61,0.27777778,5.6,2.3,2225
0.27777778,1.61,0.27777778,6.7,2.3,2226
0.27777778,1.61,0.27777778,7.8,2.3,2227
0.27777778,1.61,0.27777778,8.9,2.3,2228
0.27777778,1.61,0.27777778,10.0,2.3,2229
0.27777778,1.61,0.36666667,0.1,2.3,2230
0.27777778,1.61,0.36666667,1.2,2.3,2231
0.27777778,1.61,0.36666667,2.3,2.3,2232
0.27777778,1.61,0.36666667,3.4,2.3,2233
0.27777778,1.61,0.36666667,4.5,2.3,2234
0.27777778,1.61,0.36666667,5.6,2.3,2235
0.27777778,1.61,0.36666667,6.7,2.3,2236
0.27777778,1.61,0.36666667,7.8,2.3,2237
0.27777778,1.61,0.36666667,8.9,2.3,2238
0.27777778,1.61,0.36666667,10.0,2.3,2239
0.27777778,1.61,0.45555556,0.1,2.3,2240
0.27777778,1.61,0.45555556,1.2,2.3,2241
0.27777778,1.61,0.45555556,2.3,2.3,2242
0.27777778,1.61,0.45555556,3.4,2.3,2243
0.27777778,1.61,0.45555556,4.5,2.3,2244
0.27777778,1.61,0.45555556,5.6,2.3,2245
0.27777778,1.61,0.45555556,6.7,2.3,2246
0.27777778,1.61,0.45555556,7.8,2.3,2247
0.27777778,1.61,0.45555556,8.9,2.3,2248
0.27777778,1.61,0.45555556,10.0,2.3,2249
0.27777778,1.61,0.54444444,0.1,2.3,2250
0.27777778,1.61,0.54444444,1.2,2.3,2251
0.27777778,1.61,0.54444444,2.3,2.3,2252
0.27777778,1.61,0.54444444,3.4,2.3,2253
0.27777778,1.61,0.54444444,4.5,2.3,2254
0.27777778,1.61,0.54444444,5.6,2.3,2255
0.27777778,1.61,0.54444444,6.7,2.3,2256
0.27777778,1.61,0.54444444,7.8,2.3,2257
0.27777778,1.61,0.54444444,8.9,2.3,2258
0.27777778,1.61,0.54444444,10.0,2.3,2259
0.27777778,1.61,0.63333333,0.1,2.3,2260
0.27777778,1.61,0.63333333,1.2,2.3,2261
0.27777778,1.61,0.63333333,2.3,2.3,2262
0.27777778,1.61,0.63333333,3.4,2.3,2263
0.27777778,1.61,0.63333333,4.5,2.3,2264
0.27777778,1.61,0.63333333,5.6,2.3,2265
0.27777778,1.61,0.63333333,6.7,2.3,2266
0.27777778,1.61,0.63333333,7.8,2.3,2267
0.27777778,1.61,0.63333333,8.9,2.3,2268
0.27777778,1.61,0.63333333,10.0,2.3,2269
0.27777778,1.61,0.72222222,0.1,2.3,2270
0.27777778,1.61,0.72222222,1.2,2.3,2271
0.27777778,1.61,0.72222222,2.3,2.3,2272
0.27777778,1.61,0.72222222,3.4,2.3,2273
0.27777778,1.61,0.72222222,4.5,2.3,2274
0.27777778,1.61,0.72222222,5.6,2.3,2275
0.27777778,1.61,0.72222222,6.7,2.3,2276
0.27777778,1.61,0.72222222,7.8,2.3,2277
0.27777778,1.61,0.72222222,8.9,2.3,2278
0.27777778,1.61,0.72222222,10.0,2.3,2279
0.27777778,1.61,0.81111111,0.1,2.3,2280
0.27777778,1.61,0.81111111,1.2,2.3,2281
0.27777778,1.61,0.81111111,2.3,2.3,2282
0.27777778,1.61,0.81111111,3.4,2.3,2283
0.27777778,1.61,0.81111111,4.5,2.3,2284
0.27777778,1.61,0.81111111,5.6,2.3,2285
0.27777778,1.61,0.81111111,6.7,2.3,2286
0.27777778,1.61,0.81111111,7.8,2.3,2287
0.27777778,1.61,0.81111111,8.9,2.3,2288
0.27777778,1.61,0.81111111,10.0,2.3,2289
0.27777778,1.61,0.9,0.1,2.3,2290
0.27777778,1.61,0.9,1.2,2.3,2291
0.27777778,1.61,0.9,2.3,2.3,2292
0.27777778,1.61,0.9,3.4,2.3,2293
0.27777778,1.61,0.9,4.5,2.3,2294
0.27777778,1.61,0.9,5.6,2.3,2295
0.27777778,1.61,0.9,6.7,2.3,2296
0.27777778,1.61,0.9,7.8,2.3,2297
0.27777778,1.61,0.9,8.9,2.3,2298
0.27777778,1.61,0.9,10.0,2.3,2299
0.27777778,2.38,0.1,0.1,3.4,2300
0.27777778,2.38,0.1,1.2,3.4,2301
0.27777778,2.38,0.1,2.3,3.4,2302
0.27777778,2.38,0.1,3.4,3.4,2303
0.27777778,2.38,0.1,4.5,3.4,2304
0.27777778,2.38,0.1,5.6,3.4,2305
0.27777778,2.38,0.1,6.7,3.4,2306
0.27777778,2.38,0.1,7.8,3.4,2307
0.27777778,2.38,0.1,8.9,3.4,2308
0.27777778,2.38,0.1,10.0,3.4,2309
0.27777778,2.38,0.18888889,0.1,3.4,2310
0.27777778,2.38,0.18888889,1.2,3.4,2311
0.27777778,2.38,0.18888889,2.3,3.4,2312
0.27777778,2.38,0.18888889,3.4,3.4,2313
0.27777778,2.38,0.18888889,4.5,3.4,2314
0.27777778,2.38,0.18888889,5.6,3.4,2315
0.27777778,2.38,0.18888889,6.7,3.4,2316
0.27777778,2.38,0.18888889,7.8,3.4,2317
0.27777778,2.38,0.18888889,8.9,3.4,2318
0.27777778,2.38,0.18888889,10.0,3.4,2319
0.27777778,2.38,0.27777778,0.1,3.4,2320
0.27777778,2.38,0.27777778,1.2,3.4,2321
0.27777778,2.38,0.27777778,2.3,3.4,2322
0.27777778,2.38,0.27777778,3.4,3.4,2323
0.27777778,2.38,0.27777778,4.5,3.4,2324
0.27777778,2.38,0.27777778,5.6,3.4,2325
0.27777778,2.38,0.27777778,6.7,3.4,2326
0.27777778,2.38,0.27777778,7.8,3.4,2327
0.27777778,2.38,0.27777778,8.9,3.4,2328
0.27777778,2.38,0.27777778,10.0,3.4,2329
0.27777778,2.38,0.36666667,0.1,3.4,2330
0.27777778,2.38,0.36666667,1.2,3.4,2331
0.27777778,2.38,0.36666667,2.3,3.4,2332
0.27777778,2.38,0.36666667,3.4,3.4,2333
0.27777778,2.38,0.36666667,4.5,3.4,2334
0.27777778,2.38,0.36666667,5.6,3.4,2335
0.27777778,2.38,0.36666667,6.7,3.4,2336
0.27777778,2.38,0.36666667,7.8,3.4,2337
0.27777778,2.38,0.36666667,8.9,3.4,2338
0.27777778,2.38,0.36666667,10.0,3.4,2339
0.27777778,2.38,0.45555556,0.1,3.4,2340
0.27777778,2.38,0.45555556,1.2,3.4,2341
0.27777778,2.38,0.45555556,2.3,3.4,2342
0.27777778,2.38,0.45555556,3.4,3.4,2343
0.27777778,2.38,0.45555556,4.5,3.4,2344
0.27777778,2.38,0.45555556,5.6,3.4,2345
0.27777778,2.38,0.45555556,6.7,3.4,2346
0.27777778,2.38,0.45555556,7.8,3.4,2347
0.27777778,2.38,0.45555556,8.9,3.4,2348
0.27777778,2.38,0.45555556,10.0,3.4,2349
0.27777778,2.38,0.54444444,0.1,3.4,2350
0.27777778,2.38,0.54444444,1.2,3.4,2351
0.27777778,2.38,0.54444444,2.3,3.4,2352
0.27777778,2.38,0.54444444,3.4,3.4,2353
0.27777778,2.38,0.54444444,4.5,3.4,2354
0.27777778,2.38,0.54444444,5.6,3.4,2355
0.27777778,2.38,0.54444444,6.7,3.4,2356
0.27777778,2.38,0.54444444,7.8,3.4,2357
0.27777778,2.38,0.54444444,8.9,3.4,2358
0.27777778,2.38,0.54444444,10.0,3.4,2359
0.27777778,2.38,0.63333333,0.1,3.4,2360
0.27777778,2.38,0.63333333,1.2,3.4,2361
0.27777778,2.38,0.63333333,2.3,3.4,2362
0.27777778,2.38,0.63333333,3.4,3.4,2363
0.27777778,2.38,0.63333333,4.5,3.4,2364
0.27777778,2.38,0.63333333,5.6,3.4,2365
0.27777778,2.38,0.63333333,6.7,3.4,2366
0.27777778,2.38,0.63333333,7.8,3.4,2367
0.27777778,2.38,0.63333333,8.9,3.4,2368
0.27777778,2.38,0.63333333,10.0,3.4,2369
0.27777778,2.38,0.72222222,0.1,3.4,2370
0.27777778,2.38,0.72222222,1.2,3.4,2371
0.27777778,2.38,0.72222222,2.3,3.4,2372
0.27777778,2.38,0.72222222,3.4,3.4,2373
0.27777778,2.38,0.72222222,4.5,3.4,2374
0.27777778,2.38,0.72222222,5.6,3.4,2375
0.27777778,2.38,0.72222222,6.7,3.4,2376
0.27777778,2.38,0.72222222,7.8,3.4,2377
0.27777778,2.38,0.72222222,8.9,3.4,2378
0.27777778,2.38,0.72222222,10.0,3.4,2379
0.27777778,2.38,0.81111111,0.1,3.4,2380
0.27777778,2.38,0.81111111,1.2,3.4,2381
0.27777778,2.38,0.81111111,2.3,3.4,2382
0.27777778,2.38,0.81111111,3.4,3.4,2383
0.27777778,2.38,0.81111111,4.5,3.4,2384
0.27777778,2.38,0.81111111,5.6,3.4,2385
0.27777778,2.38,0.81111111,6.7,3.4,2386
0.27777778,2.38,0.81111111,7.8,3.4,2387
0.27777778,2.38,0.81111111,8.9,3.4,2388
0.27777778,2.38,0.81111111,10.0,3.4,2389
0.27777778,2.38,0.9,0.1,3.4,2390
0.27777778,2.38,0.9,1.2,3.4,2391
0.27777778,2.38,0.9,2.3,3.4,2392
0.27777778,2.38,0.9,3.4,3.4,2393
0.27777778,2.38,0.9,4.5,3.4,2394
0.27777778,2.38,0.9,5.6,3.4,2395
0.27777778,2.38,0.9,6.7,3.4,2396
0.27777778,2.38,0.9,7.8,3.4,2397
0.27777778,2.38,0.9,8.9,3.4,2398
0.27777778,2.38,0.9,10.0,3.4,2399
0.27777778,3.15,0.1,0.1,4.5,2400
0.27777778,3.15,0.1,1.2,4.5,2401
0.27777778,3.15,0.1,2.3,4.5,2402
0.27777778,3.15,0.1,3.4,4.5,2403
0.27777778,3.15,0.1,4.5,4.5,2404
0.27777778,3.15,0.1,5.6,4.5,2405
0.27777778,3.15,0.1,6.7,4.5,2406
0.27777778,3.15,0.1,7.8,4.5,2407
0.27777778,3.15,0.1,8.9,4.5,2408
0.27777778,3.15,0.1,10.0,4.5,2409
0.27777778,3.15,0.18888889,0.1,4.5,2410
0.27777778,3.15,0.18888889,1.2,4.5,2411
0.27777778,3.15,0.18888889,2.3,4.5,2412
0.27777778,3.15,0.18888889,3.4,4.5,2413
0.27777778,3.15,0.18888889,4.5,4.5,2414
0.27777778,3.15,0.18888889,5.6,4.5,2415
0.27777778,3.15,0.18888889,6.7,4.5,2416
0.27777778,3.15,0.18888889,7.8,4.5,2417
0.27777778,3.15,0.18888889,8.9,4.5,2418
0.27777778,3.15,0.18888889,10.0,4.5,2419
0.27777778,3.15,0.27777778,0.1,4.5,2420
0.27777778,3.15,0.27777778,1.2,4.5,2421
0.27777778,3.15,0.27777778,2.3,4.5,2422
0.27777778,3.15,0.27777778,3.4,4.5,2423
0.27777778,3.15,0.27777778,4.5,4.5,2424
0.27777778,3.15,0.27777778,5.6,4.5,2425
0.27777778,3.15,0.27777778,6.7,4.5,2426
0.27777778,3.15,0.27777778,7.8,4.5,2427
0.27777778,3.15,0.27777778,8.9,4.5,2428
0.27777778,3.15,0.27777778,10.0,4.5,2429
0.27777778,3.15,0.36666667,0.1,4.5,2430
0.27777778,3.15,0.36666667,1.2,4.5,2431
0.27777778,3.15,0.36666667,2.3,4.5,2432
0.27777778,3.15,0.36666667,3.4,4.5,2433
0.27777778,3.15,0.36666667,4.5,4.5,2434
0.27777778,3.15,0.36666667,5.6,4.5,2435
0.27777778,3.15,0.36666667,6.7,4.5,2436
0.27777778,3.15,0.36666667,7.8,4.5,2437
0.27777778,3.15,0.36666667,8.9,4.5,2438
0.27777778,3.15,0.36666667,10.0,4.5,2439
0.27777778,3.15,0.45555556,0.1,4.5,2440
0.27777778,3.15,0.45555556,1.2,4.5,2441
0.27777778,3.15,0.45555556,2.3,4.5,2442
0.27777778,3.15,0.45555556,3.4,4.5,2443
0.27777778,3.15,0.45555556,4.5,4.5,2444
0.27777778,3.15,0.45555556,5.6,4.5,2445
0.27777778,3.15,0.45555556,6.7,4.5,2446
0.27777778,3.15,0.45555556,7.8,4.5,2447
0.27777778,3.15,0.45555556,8.9,4.5,2448
0.27777778,3.15,0.45555556,10.0,4.5,2449
0.27777778,3.15,0.54444444,0.1,4.5,2450
0.27777778,3.15,0.54444444,1.2,4.5,2451
0.27777778,3.15,0.54444444,2.3,4.5,2452
0.27777778,3.15,0.54444444,3.4,4.5,2453
0.27777778,3.15,0.54444444,4.5,4.5,2454
0.27777778,3.15,0.54444444,5.6,4.5,2455
0.27777778,3.15,0.54444444,6.7,4.5,2456
0.27777778,3.15,0.54444444,7.8,4.5,2457
0.27777778,3.15,0.54444444,8.9,4.5,2458
0.27777778,3.15,0.54444444,10.0,4.5,2459
0.27777778,3.15,0.63333333,0.1,4.5,2460
0.27777778,3.15,0.63333333,1.2,4.5,2461
0.27777778,3.15,0.63333333,2.3,4.5,2462
0.27777778,3.15,0.63333333,3.4,4.5,2463
0.27777778,3.15,0.63333333,4.5,4.5,2464
0.27777778,3.15,0.63333333,5.6,4.5,2465
0.27777778,3.15,0.63333333,6.7,4.5,2466
0.27777778,3.15,0.63333333,7.8,4.5,2467
0.27777778,3.15,0.63333333,8.9,4.5,2468
0.27777778,3.15,0.63333333,10.0,4.5,2469
0.27777778,3.15,0.72222222,0.1,4.5,2470
0.27777778,3.15,0.72222222,1.2,4.5,2471
0.27777778,3.15,0.72222222,2.3,4.5,2472
0.27777778,3.15,0.72222222,3.4,4.5,2473
0.27777778,3.15,0.72222222,4.5,4.5,2474
0.27777778,3.15,0.72222222,5.6,4.5,2475
0.27777778,3.15,0.72222222,6.7,4.5,2476
0.27777778,3.15,0.72222222,7.8,4.5,2477
0.27777778,3.15,0.72222222,8.9,4.5,2478
0.27777778,3.15,0.72222222,10.0,4.5,2479
0.27777778,3.15,0.81111111,0.1,4.5,2480
0.27777778,3.15,0.81111111,1.2,4.5,2481
0.27777778,3.15,0.81111111,2.3,4.5,2482
0.27777778,3.15,0.81111111,3.4,4.5,2483
0.27777778,3.15,0.81111111,4.5,4.5,2484
0.27777778,3.15,0.81111111,5.6,4.5,2485
0.27777778,3.15,0.81111111,6.7,4.5,2486
0.27777778,3.15,0.81111111,7.8,4.5,2487
0.27777778,3.15,0.81111111,8.9,4.5,2488
0.27777778,3.15,0.81111111,10.0,4.5,2489
0.27777778,3.15,0.9,0.1,4.5,2490
0.27777778,3.15,0.9,1.2,4.5,2491
0.27777778,3.15,0.9,2.3,4.5,2492
0.27777778,3.15,0.9,3.4,4.5,2493
0.27777778,3.15,0.9,4.5,4.5,2494
0.27777778,3.15,0.9,5.6,4.5,2495
0.27777778,3.15,0.9,6.7,4.5,2496
0.27777778,3.15,0.9,7.8,4.5,2497
0.27777778,3.15,0.9,8.9,4.5,2498
0.27777778,3.15,0.9,10.0,4.5,2499
0.27777778,3.92,0.1,0.1,5.6,2500
0.27777778,3.92,0.1,1.2,5.6,2501
0.27777778,3.92,0.1,2.3,5.6,2502
0.27777778,3.92,0.1,3.4,5.6,2503
0.27777778,3.92,0.1,4.5,5.6,2504
0.27777778,3.92,0.1,5.6,5.6,2505
0.27777778,3.92,0.1,6.7,5.6,2506
0.27777778,3.92,0.1,7.8,5.6,2507
0.27777778,3.92,0.1,8.9,5.6,2508
0.27777778,3.92,0.1,10.0,5.6,2509
0.27777778,3.92,0.18888889,0.1,5.6,2510
0.27777778,3.92,0.18888889,1.2,5.6,2511
0.27777778,3.92,0.18888889,2.3,5.6,2512
0.27777778,3.92,0.18888889,3.4,5.6,2513
0.27777778,3.92,0.18888889,4.5,5.6,2514
0.27777778,3.92,0.18888889,5.6,5.6,2515
0.27777778,3.92,0.18888889,6.7,5.6,2516
0.27777778,3.92,0.18888889,7.8,5.6,2517
0.27777778,3.92,0.18888889,8.9,5.6,2518
0.27777778,3.92,0.18888889,10.0,5.6,2519
0.27777778,3.92,0.27777778,0.1,5.6,2520
0.27777778,3.92,0.27777778,1.2,5.6,2521
0.27777778,3.92,0.27777778,2.3,5.6,2522
0.27777778,3.92,0.27777778,3.4,5.6,2523
0.27777778,3.92,0.27777778,4.5,5.6,2524
0.27777778,3.92,0.27777778,5.6,5.6,2525
0.27777778,3.92,0.27777778,6.7,5.6,2526
0.27777778,3.92,0.27777778,7.8,5.6,2527
0.27777778,3.92,0.27777778,8.9,5.6,2528
0.27777778,3.92,0.27777778,10.0,5.6,2529
0.27777778,3.92,0.36666667,0.1,5.6,2530
0.27777778,3.92,0.36666667,1.2,5.6,2531
0.27777778,3.92,0.36666667,2.3,5.6,2532
0.27777778,3.92,0.36666667,3.4,5.6,2533
0.27777778,3.92,0.36666667,4.5,5.6,2534
0.27777778,3.92,0.36666667,5.6,5.6,2535
0.27777778,3.92,0.36666667,6.7,5.6,2536
0.27777778,3.92,0.36666667,7.8,5.6,2537
0.27777778,3.92,0.36666667,8.9,5.6,2538
0.27777778,3.92,0.36666667,10.0,5.6,2539
0.27777778,3.92,0.45555556,0.1,5.6,2540
0.27777778,3.92,0.45555556,1.2,5.6,2541
0.27777778,3.92,0.45555556,2.3,5.6,2542
0.27777778,3.92,0.45555556,3.4,5.6,2543
0.27777778,3.92,0.45555556,4.5,5.6,2544
0.27777778,3.92,0.45555556,5.6,5.6,2545
0.27777778,3.92,0.45555556,6.7,5.6,2546
0.27777778,3.92,0.45555556,7.8,5.6,2547
0.27777778,3.92,0.45555556,8.9,5.6,2548
0.27777778,3.92,0.45555556,10.0,5.6,2549
0.27777778,3.92,0.54444444,0.1,5.6,2550
0.27777778,3.92,0.54444444,1.2,5.6,2551
0.27777778,3.92,0.54444444,2.3,5.6,2552
0.27777778,3.92,0.54444444,3.4,5.6,2553
0.27777778,3.92,0.54444444,4.5,5.6,2554
0.27777778,3.92,0.54444444,5.6,5.6,2555
0.27777778,3.92,0.54444444,6.7,5.6,2556
0.27777778,3.92,0.54444444,7.8,5.6,2557
0.27777778,3.92,0.54444444,8.9,5.6,2558
0.27777778,3.92,0.54444444,10.0,5.6,2559
0.27777778,3.92,0.63333333,0.1,5.6,2560
0.27777778,3.92,0.63333333,1.2,5.6,2561
0.27777778,3.92,0.63333333,2.3,5.6,2562
0.27777778,3.92,0.63333333,3.4,5.6,2563
0.27777778,3.92,0.63333333,4.5,5.6,2564
0.27777778,3.92,0.63333333,5.6,5.6,2565
0.27777778,3.92,0.63333333,6.7,5.6,2566
0.27777778,3.92,0.63333333,7.8,5.6,2567
0.27777778,3.92,0.63333333,8.9,5.6,2568
0.27777778,3.92,0.63333333,10.0,5.6,2569
0.27777778,3.92,0.72222222,0.1,5.6,2570
0.27777778,3.92,0.72222222,1.2,5.6,2571
0.27777778,3.92,0.72222222,2.3,5.6,2572
0.27777778,3.92,0.72222222,3.4,5.6,2573
0.27777778,3.92,0.72222222,4.5,5.6,2574
0.27777778,3.92,0.72222222,5.6,5.6,2575
0.27777778,3.92,0.72222222,6.7,5.6,2576
0.27777778,3.92,0.72222222,7.8,5.6,2577
0.27777778,3.92,0.72222222,8.9,5.6,2578
0.27777778,3.92,0.72222222,10.0,5.6,2579
0.27777778,3.92,0.81111111,0.1,5.6,2580
0.27777778,3.92,0.81111111,1.2,5.6,2581
0.27777778,3.92,0.81111111,2.3,5.6,2582
0.27777778,3.92,0.81111111,3.4,5.6,2583
0.27777778,3.92,0.81111111,4.5,5.6,2584
0.27777778,3.92,0.81111111,5.6,5.6,2585
0.27777778,3.92,0.81111111,6.7,5.6,2586
0.27777778,3.92,0.81111111,7.8,5.6,2587
0.27777778,3.92,0.81111111,8.9,5.6,2588
0.27777778,3.92,0.81111111,10.0,5.6,2589
0.27777778,3.92,0.9,0.1,5.6,2590
0.27777778,3.92,0.9,1.2,5.6,2591
0.27777778,3.92,0.9,2.3,5.6,2592
0.27777778,3.92,0.9,3.4,5.6,2593
0.27777778,3.92,0.9,4.5,5.6,2594
0.27777778,3.92,0.9,5.6,5.6,2595
0.27777778,3.92,0.9,6.7,5.6,2596
0.27777778,3.92,0.9,7.8,5.6,2597
0.27777778,3.92,0.9,8.9,5.6,2598
0.27777778,3.92,0.9,10.0,5.6,2599
0.27777778,4.69,0.1,0.1,6.7,2600
0.27777778,4.69,0.1,1.2,6.7,2601
0.27777778,4.69,0.1,2.3,6.7,2602
0.27777778,4.69,0.1,3.4,6.7,2603
0.27777778,4.69,0.1,4.5,6.7,2604
0.27777778,4.69,0.1,5.6,6.7,2605
0.27777778,4.69,0.1,6.7,6.7,2606
0.27777778,4.69,0.1,7.8,6.7,2607
0.27777778,4.69,0.1,8.9,6.7,2608
0.27777778,4.69,0.1,10.0,6.7,2609
0.27777778,4.69,0.18888889,0.1,6.7,2610
0.27777778,4.69,0.18888889,1.2,6.7,2611
0.27777778,4.69,0.18888889,2.3,6.7,2612
0.27777778,4.69,0.18888889,3.4,6.7,2613
0.27777778,4.69,0.18888889,4.5,6.7,2614
0.27777778,4.69,0.18888889,5.6,6.7,2615
0.27777778,4.69,0.18888889,6.7,6.7,2616
0.27777778,4.69,0.18888889,7.8,6.7,2617
0.27777778,4.69,0.18888889,8.9,6.7,2618
0.27777778,4.69,0.18888889,10.0,6.7,2619
0.27777778,4.69,0.27777778,0.1,6.7,2620
0.27777778,4.69,0.27777778,1.2,6.7,2621
0.27777778,4.69,0.27777778,2.3,6.7,2622
0.27777778,4.69,0.27777778,3.4,6.7,2623
0.27777778,4.69,0.27777778,4.5,6.7,2624
0.27777778,4.69,0.27777778,5.6,6.7,2625
0.27777778,4.69,0.27777778,6.7,6.7,2626
0.27777778,4.69,0.27777778,7.8,6.7,2627
0.27777778,4.69,0.27777778,8.9,6.7,2628
0.27777778,4.69,0.27777778,10.0,6.7,2629
0.27777778,4.69,0.36666667,0.1,6.7,2630
0.27777778,4.69,0.36666667,1.2,6.7,2631
0.27777778,4.69,0.36666667,2.3,6.7,2632
0.27777778,4.69,0.36666667,3.4,6.7,2633
0.27777778,4.69,0.36666667,4.5,6.7,2634
0.27777778,4.69,0.36666667,5.6,6.7,2635
0.27777778,4.69,0.36666667,6.7,6.7,2636
0.27777778,4.69,0.36666667,7.8,6.7,2637
0.27777778,4.69,0.36666667,8.9,6.7,2638
0.27777778,4.69,0.36666667,10.0,6.7,2639
0.27777778,4.69,0.45555556,0.1,6.7,2640
0.27777778,4.69,0.45555556,1.2,6.7,2641
0.27777778,4.69,0.45555556,2.3,6.7,2642
0.27777778,4.69,0.45555556,3.4,6.7,2643
0.27777778,4.69,0.45555556,4.5,6.7,2644
0.27777778,4.69,0.45555556,5.6,6.7,2645
0.27777778,4.69,0.45555556,6.7,6.7,2646
0.27777778,4.69,0.45555556,7.8,6.7,2647
0.27777778,4.69,0.45555556,8.9,6.7,2648
0.27777778,4.69,0.45555556,10.0,6.7,2649
0.27777778,4.69,0.54444444,0.1,6.7,2650
0.27777778,4.69,0.54444444,1.2,6.7,2651
0.27777778,4.69,0.54444444,2.3,6.7,2652
0.27777778,4.69,0.54444444,3.4,6.7,2653
0.27777778,4.69,0.54444444,4.5,6.7,2654
0.27777778,4.69,0.54444444,5.6,6.7,2655
0.27777778,4.69,0.54444444,6.7,6.7,2656
0.27777778,4.69,0.54444444,7.8,6.7,2657
0.27777778,4.69,0.54444444,8.9,6.7,2658
0.27777778,4.69,0.54444444,10.0,6.7,2659
0.27777778,4.69,0.63333333,0.1,6.7,2660
0.27777778,4.69,0.63333333,1.2,6.7,2661
0.27777778,4.69,0.63333333,2.3,6.7,2662
0.27777778,4.69,0.63333333,3.4,6.7,2663
0.27777778,4.69,0.63333333,4.5,6.7,2664
0.27777778,4.69,0.63333333,5.6,6.7,2665
0.27777778,4.69,0.63333333,6.7,6.7,2666
0.27777778,4.69,0.63333333,7.8,6.7,2667
0.27777778,4.69,0.63333333,8.9,6.7,2668
0.27777778,4.69,0.63333333,10.0,6.7,2669
0.27777778,4.69,0.72222222,0.1,6.7,2670
0.27777778,4.69,0.72222222,1.2,6.7,2671
0.27777778,4.69,0.72222222,2.3,6.7,2672
0.27777778,4.69,0.72222222,3.4,6.7,2673
0.27777778,4.69,0.72222222,4.5,6.7,2674
0.27777778,4.69,0.72222222,5.6,6.7,2675
0.27777778,4.69,0.72222222,6.7,6.7,2676
0.27777778,4.69,0.72222222,7.8,6.7,2677
0.27777778,4.69,0.72222222,8.9,6.7,2678
0.27777778,4.69,0.72222222,10.0,6.7,2679
0.27777778,4.69,0.81111111,0.1,6.7,2680
0.27777778,4.69,0.81111111,1.2,6.7,2681
0.27777778,4.69,0.81111111,2.3,6.7,2682
0.27777778,4.69,0.81111111,3.4,6.7,2683
0.27777778,4.69,0.81111111,4.5,6.7,2684
0.27777778,4.69,0.81111111,5.6,6.7,2685
0.27777778,4.69,0.81111111,6.7,6.7,2686
0.27777778,4.69,0.81111111,7.8,6.7,2687
0.27777778,4.69,0.81111111,8.9,6.7,2688
0.27777778,4.69,0.81111111,10.0,6.7,2689
0.27777778,4.69,0.9,0.1,6.7,2690
0.27777778,4.69,0.9,1.2,6.7,2691
0.27777778,4.69,0.9,2.3,6.7,2692
0.27777778,4.69,0.9,3.4,6.7,2693
0.27777778,4.69,0.9,4.5,6.7,2694
