ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,QA_content_initial,idx
0.54444444,5.46,0.36666667,10.0,7.8,5739
0.54444444,5.46,0.45555556,0.1,7.8,5740
0.54444444,5.46,0.45555556,1.2,7.8,5741
0.54444444,5.46,0.45555556,2.3,7.8,5742
0.54444444,5.46,0.45555556,3.4,7.8,5743
0.54444444,5.46,0.45555556,4.5,7.8,5744
0.54444444,5.46,0.45555556,5.6,7.8,5745
0.54444444,5.46,0.45555556,6.7,7.8,5746
0.54444444,5.46,0.45555556,7.8,7.8,5747
0.54444444,5.46,0.45555556,8.9,7.8,5748
0.54444444,5.46,0.45555556,10.0,7.8,5749
0.54444444,5.46,0.54444444,0.1,7.8,5750
0.54444444,5.46,0.54444444,1.2,7.8,5751
0.54444444,5.46,0.54444444,2.3,7.8,5752
0.54444444,5.46,0.54444444,3.4,7.8,5753
0.54444444,5.46,0.54444444,4.5,7.8,5754
0.54444444,5.46,0.54444444,5.6,7.8,5755
0.54444444,5.46,0.54444444,6.7,7.8,5756
0.54444444,5.46,0.54444444,7.8,7.8,5757
0.54444444,5.46,0.54444444,8.9,7.8,5758
0.54444444,5.46,0.54444444,10.0,7.8,5759
0.54444444,5.46,0.63333333,0.1,7.8,5760
0.54444444,5.46,0.63333333,1.2,7.8,5761
0.54444444,5.46,0.63333333,2.3,7.8,5762
0.54444444,5.46,0.63333333,3.4,7.8,5763
0.54444444,5.46,0.63333333,4.5,7.8,5764
0.54444444,5.46,0.63333333,5.6,7.8,5765
0.54444444,5.46,0.63333333,6.7,7.8,5766
0.54444444,5.46,0.63333333,7.8,7.8,5767
0.54444444,5.46,0.63333333,8.9,7.8,5768
0.54444444,5.46,0.63333333,10.0,7.8,5769
0.54444444,5.46,0.72222222,0.1,7.8,5770
0.54444444,5.46,0.72222222,1.2,7.8,5771
0.54444444,5.46,0.72222222,2.3,7.8,5772
0.54444444,5.46,0.72222222,3.4,7.8,5773
0.54444444,5.46,0.72222222,4.5,7.8,5774
0.54444444,5.46,0.72222222,5.6,7.8,5775
0.54444444,5.46,0.72222222,6.7,7.8,5776
0.54444444,5.46,0.72222222,7.8,7.8,5777
0.54444444,5.46,0.72222222,8.9,7.8,5778
0.54444444,5.46,0.72222222,10.0,7.8,5779
0.54444444,5.46,0.81111111,0.1,7.8,5780
0.54444444,5.46,0.81111111,1.2,7.8,5781
0.54444444,5.46,0.81111111,2.3,7.8,5782
0.54444444,5.46,0.81111111,3.4,7.8,5783
0.54444444,5.46,0.81111111,4.5,7.8,5784
0.54444444,5.46,0.81111111,5.6,7.8,5785
0.54444444,5.46,0.81111111,6.7,7.8,5786
0.54444444,5.46,0.81111111,7.8,7.8,5787
0.54444444,5.46,0.81111111,8.9,7.8,5788
0.54444444,5.46,0.81111111,10.0,7.8,5789
0.54444444,5.46,0.9,0.1,7.8,5790
0.54444444,5.46,0.9,1.2,7.8,5791
0.54444444,5.46,0.9,2.3,7.8,5792
0.54444444,5.46,0.9,3.4,7.8,5793
0.54444444,5.46,0.9,4.5,7.8,5794
0.54444444,5.46,0.9,5.6,7.8,5795
0.54444444,5.46,0.9,6.7,7.8,5796
0.54444444,5.46,0.9,7.8,7.8,5797
0.54444444,5.46,0.9,8.9,7.8,5798
0.54444444,5.46,0.9,10.0,7.8,5799
0.54444444,6.23,0.1,0.1,8.9,5800
0.54444444,6.23,0.1,1.2,8.9,5801
0.54444444,6.23,0.1,2.3,8.9,5802
0.54444444,6.23,0.1,3.4,8.9,5803
0.54444444,6.23,0.1,4.5,8.9,5804
0.54444444,6.23,0.1,5.6,8.9,5805
0.54444444,6.23,0.1,6.7,8.9,5806
0.54444444,6.23,0.1,7.8,8.9,5807
0.54444444,6.23,0.1,8.9,8.9,5808
0.54444444,6.23,0.1,10.0,8.9,5809
0.54444444,6.23,0.18888889,0.1,8.9,5810
0.54444444,6.23,0.18888889,1.2,8.9,5811
0.54444444,6.23,0.18888889,2.3,8.9,5812
0.54444444,6.23,0.18888889,3.4,8.9,5813
0.54444444,6.23,0.18888889,4.5,8.9,5814
0.54444444,6.23,0.18888889,5.6,8.9,5815
0.54444444,6.23,0.18888889,6.7,8.9,5816
0.54444444,6.23,0.18888889,7.8,8.9,5817
0.54444444,6.23,0.18888889,8.9,8.9,5818
0.54444444,6.23,0.18888889,10.0,8.9,5819
0.54444444,6.23,0.27777778,0.1,8.9,5820
0.54444444,6.23,0.27777778,1.2,8.9,5821
0.54444444,6.23,0.27777778,2.3,8.9,5822
0.54444444,6.23,0.27777778,3.4,8.9,5823
0.54444444,6.23,0.27777778,4.5,8.9,5824
0.54444444,6.23,0.27777778,5.6,8.9,5825
0.54444444,6.23,0.27777778,6.7,8.9,5826
0.54444444,6.23,0.27777778,7.8,8.9,5827
0.54444444,6.23,0.27777778,8.9,8.9,5828
0.54444444,6.23,0.27777778,10.0,8.9,5829
0.54444444,6.23,0.36666667,0.1,8.9,5830
0.54444444,6.23,0.36666667,1.2,8.9,5831
0.54444444,6.23,0.36666667,2.3,8.9,5832
0.54444444,6.23,0.36666667,3.4,8.9,5833
0.54444444,6.23,0.36666667,4.5,8.9,5834
0.54444444,6.23,0.36666667,5.6,8.9,5835
0.54444444,6.23,0.36666667,6.7,8.9,5836
0.54444444,6.23,0.36666667,7.8,8.9,5837
0.54444444,6.23,0.36666667,8.9,8.9,5838
0.54444444,6.23,0.36666667,10.0,8.9,5839
0.54444444,6.23,0.45555556,0.1,8.9,5840
0.54444444,6.23,0.45555556,1.2,8.9,5841
0.54444444,6.23,0.45555556,2.3,8.9,5842
0.54444444,6.23,0.45555556,3.4,8.9,5843
0.54444444,6.23,0.45555556,4.5,8.9,5844
0.54444444,6.23,0.45555556,5.6,8.9,5845
0.54444444,6.23,0.45555556,6.7,8.9,5846
0.54444444,6.23,0.45555556,7.8,8.9,5847
0.54444444,6.23,0.45555556,8.9,8.9,5848
0.54444444,6.23,0.45555556,10.0,8.9,5849
0.54444444,6.23,0.54444444,0.1,8.9,5850
0.54444444,6.23,0.54444444,1.2,8.9,5851
0.54444444,6.23,0.54444444,2.3,8.9,5852
0.54444444,6.23,0.54444444,3.4,8.9,5853
0.54444444,6.23,0.54444444,4.5,8.9,5854
0.54444444,6.23,0.54444444,5.6,8.9,5855
0.54444444,6.23,0.54444444,6.7,8.9,5856
0.54444444,6.23,0.54444444,7.8,8.9,5857
0.54444444,6.23,0.54444444,8.9,8.9,5858
0.54444444,6.23,0.54444444,10.0,8.9,5859
0.54444444,6.23,0.63333333,0.1,8.9,5860
0.54444444,6.23,0.63333333,1.2,8.9,5861
0.54444444,6.23,0.63333333,2.3,8.9,5862
0.54444444,6.23,0.63333333,3.4,8.9,5863
0.54444444,6.23,0.63333333,4.5,8.9,5864
0.54444444,6.23,0.63333333,5.6,8.9,5865
0.54444444,6.23,0.63333333,6.7,8.9,5866
0.54444444,6.23,0.63333333,7.8,8.9,5867
0.54444444,6.23,0.63333333,8.9,8.9,5868
0.54444444,6.23,0.63333333,10.0,8.9,5869
0.54444444,6.23,0.72222222,0.1,8.9,5870
0.54444444,6.23,0.72222222,1.2,8.9,5871
0.54444444,6.23,0.72222222,2.3,8.9,5872
0.54444444,6.23,0.72222222,3.4,8.9,5873
0.54444444,6.23,0.72222222,4.5,8.9,5874
0.54444444,6.23,0.72222222,5.6,8.9,5875
0.54444444,6.23,0.72222222,6.7,8.9,5876
0.54444444,6.23,0.72222222,7.8,8.9,5877
0.54444444,6.23,0.72222222,8.9,8.9,5878
0.54444444,6.23,0.72222222,10.0,8.9,5879
0.54444444,6.23,0.81111111,0.1,8.9,5880
0.54444444,6.23,0.81111111,1.2,8.9,5881
0.54444444,6.23,0.81111111,2.3,8.9,5882
0.54444444,6.23,0.81111111,3.4,8.9,5883
0.54444444,6.23,0.81111111,4.5,8.9,5884
0.54444444,6.23,0.81111111,5.6,8.9,5885
0.54444444,6.23,0.81111111,6.7,8.9,5886
0.54444444,6.23,0.81111111,7.8,8.9,5887
0.54444444,6.23,0.81111111,8.9,8.9,5888
0.54444444,6.23,0.81111111,10.0,8.9,5889
0.54444444,6.23,0.9,0.1,8.9,5890
0.54444444,6.23,0.9,1.2,8.9,5891
0.54444444,6.23,0.9,2.3,8.9,5892
0.54444444,6.23,0.9,3.4,8.9,5893
0.54444444,6.23,0.9,4.5,8.9,5894
0.54444444,6.23,0.9,5.6,8.9,5895
0.54444444,6.23,0.9,6.7,8.9,5896
0.54444444,6.23,0.9,7.8,8.9,5897
0.54444444,6.23,0.9,8.9,8.9,5898
0.54444444,6.23,0.9,10.0,8.9,5899
0.54444444,7.0,0.1,0.1,10.0,5900
0.54444444,7.0,0.1,1.2,10.0,5901
0.54444444,7.0,0.1,2.3,10.0,5902
0.54444444,7.0,0.1,3.4,10.0,5903
0.54444444,7.0,0.1,4.5,10.0,5904
0.54444444,7.0,0.1,5.6,10.0,5905
0.54444444,7.0,0.1,6.7,10.0,5906
0.54444444,7.0,0.1,7.8,10.0,5907
0.54444444,7.0,0.1,8.9,10.0,5908
0.54444444,7.0,0.1,10.0,10.0,5909
0.54444444,7.0,0.18888889,0.1,10.0,5910
0.54444444,7.0,0.18888889,1.2,10.0,5911
0.54444444,7.0,0.18888889,2.3,10.0,5912
0.54444444,7.0,0.18888889,3.4,10.0,5913
0.54444444,7.0,0.18888889,4.5,10.0,5914
0.54444444,7.0,0.18888889,5.6,10.0,5915
0.54444444,7.0,0.18888889,6.7,10.0,5916
0.54444444,7.0,0.18888889,7.8,10.0,5917
0.54444444,7.0,0.18888889,8.9,10.0,5918
0.54444444,7.0,0.18888889,10.0,10.0,5919
0.54444444,7.0,0.27777778,0.1,10.0,5920
0.54444444,7.0,0.27777778,1.2,10.0,5921
0.54444444,7.0,0.27777778,2.3,10.0,5922
0.54444444,7.0,0.27777778,3.4,10.0,5923
0.54444444,7.0,0.27777778,4.5,10.0,5924
0.54444444,7.0,0.27777778,5.6,10.0,5925
0.54444444,7.0,0.27777778,6.7,10.0,5926
0.54444444,7.0,0.27777778,7.8,10.0,5927
0.54444444,7.0,0.27777778,8.9,10.0,5928
0.54444444,7.0,0.27777778,10.0,10.0,5929
0.54444444,7.0,0.36666667,0.1,10.0,5930
0.54444444,7.0,0.36666667,1.2,10.0,5931
0.54444444,7.0,0.36666667,2.3,10.0,5932
0.54444444,7.0,0.36666667,3.4,10.0,5933
0.54444444,7.0,0.36666667,4.5,10.0,5934
0.54444444,7.0,0.36666667,5.6,10.0,5935
0.54444444,7.0,0.36666667,6.7,10.0,5936
0.54444444,7.0,0.36666667,7.8,10.0,5937
0.54444444,7.0,0.36666667,8.9,10.0,5938
0.54444444,7.0,0.36666667,10.0,10.0,5939
0.54444444,7.0,0.45555556,0.1,10.0,5940
0.54444444,7.0,0.45555556,1.2,10.0,5941
0.54444444,7.0,0.45555556,2.3,10.0,5942
0.54444444,7.0,0.45555556,3.4,10.0,5943
0.54444444,7.0,0.45555556,4.5,10.0,5944
0.54444444,7.0,0.45555556,5.6,10.0,5945
0.54444444,7.0,0.45555556,6.7,10.0,5946
0.54444444,7.0,0.45555556,7.8,10.0,5947
0.54444444,7.0,0.45555556,8.9,10.0,5948
0.54444444,7.0,0.45555556,10.0,10.0,5949
0.54444444,7.0,0.54444444,0.1,10.0,5950
0.54444444,7.0,0.54444444,1.2,10.0,5951
0.54444444,7.0,0.54444444,2.3,10.0,5952
0.54444444,7.0,0.54444444,3.4,10.0,5953
0.54444444,7.0,0.54444444,4.5,10.0,5954
0.54444444,7.0,0.54444444,5.6,10.0,5955
0.54444444,7.0,0.54444444,6.7,10.0,5956
0.54444444,7.0,0.54444444,7.8,10.0,5957
0.54444444,7.0,0.54444444,8.9,10.0,5958
0.54444444,7.0,0.54444444,10.0,10.0,5959
0.54444444,7.0,0.63333333,0.1,10.0,5960
0.54444444,7.0,0.63333333,1.2,10.0,5961
0.54444444,7.0,0.63333333,2.3,10.0,5962
0.54444444,7.0,0.63333333,3.4,10.0,5963
0.54444444,7.0,0.63333333,4.5,10.0,5964
0.54444444,7.0,0.63333333,5.6,10.0,5965
0.54444444,7.0,0.63333333,6.7,10.0,5966
0.54444444,7.0,0.63333333,7.8,10.0,5967
0.54444444,7.0,0.63333333,8.9,10.0,5968
0.54444444,7.0,0.63333333,10.0,10.0,5969
0.54444444,7.0,0.72222222,0.1,10.0,5970
0.54444444,7.0,0.72222222,1.2,10.0,5971
0.54444444,7.0,0.72222222,2.3,10.0,5972
0.54444444,7.0,0.72222222,3.4,10.0,5973
0.54444444,7.0,0.72222222,4.5,10.0,5974
0.54444444,7.0,0.72222222,5.6,10.0,5975
0.54444444,7.0,0.72222222,6.7,10.0,5976
0.54444444,7.0,0.72222222,7.8,10.0,5977
0.54444444,7.0,0.72222222,8.9,10.0,5978
0.54444444,7.0,0.72222222,10.0,10.0,5979
0.54444444,7.0,0.81111111,0.1,10.0,5980
0.54444444,7.0,0.81111111,1.2,10.0,5981
0.54444444,7.0,0.81111111,2.3,10.0,5982
0.54444444,7.0,0.81111111,3.4,10.0,5983
0.54444444,7.0,0.81111111,4.5,10.0,5984
0.54444444,7.0,0.81111111,5.6,10.0,5985
0.54444444,7.0,0.81111111,6.7,10.0,5986
0.54444444,7.0,0.81111111,7.8,10.0,5987
0.54444444,7.0,0.81111111,8.9,10.0,5988
0.54444444,7.0,0.81111111,10.0,10.0,5989
0.54444444,7.0,0.9,0.1,10.0,5990
0.54444444,7.0,0.9,1.2,10.0,5991
0.54444444,7.0,0.9,2.3,10.0,5992
0.54444444,7.0,0.9,3.4,10.0,5993
0.54444444,7.0,0.9,4.5,10.0,5994
0.54444444,7.0,0.9,5.6,10.0,5995
0.54444444,7.0,0.9,6.7,10.0,5996
0.54444444,7.0,0.9,7.8,10.0,5997
0.54444444,7.0,0.9,8.9,10.0,5998
0.54444444,7.0,0.9,10.0,10.0,5999
0.63333333,0.07,0.1,0.1,0.1,6000
0.63333333,0.07,0.1,1.2,0.1,6001
0.63333333,0.07,0.1,2.3,0.1,6002
0.63333333,0.07,0.1,3.4,0.1,6003
0.63333333,0.07,0.1,4.5,0.1,6004
0.63333333,0.07,0.1,5.6,0.1,6005
0.63333333,0.07,0.1,6.7,0.1,6006
0.63333333,0.07,0.1,7.8,0.1,6007
0.63333333,0.07,0.1,8.9,0.1,6008
0.63333333,0.07,0.1,10.0,0.1,6009
0.63333333,0.07,0.18888889,0.1,0.1,6010
0.63333333,0.07,0.18888889,1.2,0.1,6011
0.63333333,0.07,0.18888889,3.4,0.1,6013
0.63333333,0.07,0.18888889,4.5,0.1,6014
0.63333333,0.07,0.18888889,5.6,0.1,6015
0.63333333,0.07,0.18888889,6.7,0.1,6016
0.63333333,0.07,0.18888889,7.8,0.1,6017
0.63333333,0.07,0.18888889,8.9,0.1,6018
0.63333333,0.07,0.18888889,10.0,0.1,6019
0.63333333,0.07,0.27777778,0.1,0.1,6020
0.63333333,0.07,0.27777778,1.2,0.1,6021
0.63333333,0.07,0.27777778,2.3,0.1,6022
0.63333333,0.07,0.27777778,3.4,0.1,6023
0.63333333,0.07,0.27777778,4.5,0.1,6024
0.63333333,0.07,0.27777778,5.6,0.1,6025
0.63333333,0.07,0.27777778,6.7,0.1,6026
0.63333333,0.07,0.27777778,7.8,0.1,6027
0.63333333,0.07,0.27777778,8.9,0.1,6028
0.63333333,0.07,0.27777778,10.0,0.1,6029
0.63333333,0.07,0.36666667,0.1,0.1,6030
0.63333333,0.07,0.36666667,1.2,0.1,6031
0.63333333,0.07,0.36666667,2.3,0.1,6032
0.63333333,0.07,0.36666667,3.4,0.1,6033
0.63333333,0.07,0.36666667,4.5,0.1,6034
0.63333333,0.07,0.36666667,5.6,0.1,6035
0.63333333,0.07,0.36666667,6.7,0.1,6036
0.63333333,0.07,0.36666667,7.8,0.1,6037
0.63333333,0.07,0.36666667,8.9,0.1,6038
0.63333333,0.07,0.36666667,10.0,0.1,6039
0.63333333,0.07,0.45555556,0.1,0.1,6040
0.63333333,0.07,0.45555556,1.2,0.1,6041
0.63333333,0.07,0.45555556,2.3,0.1,6042
0.63333333,0.07,0.45555556,3.4,0.1,6043
0.63333333,0.07,0.45555556,4.5,0.1,6044
0.63333333,0.07,0.45555556,5.6,0.1,6045
0.63333333,0.07,0.45555556,6.7,0.1,6046
0.63333333,0.07,0.45555556,7.8,0.1,6047
0.63333333,0.07,0.45555556,8.9,0.1,6048
0.63333333,0.07,0.45555556,10.0,0.1,6049
0.63333333,0.07,0.54444444,0.1,0.1,6050
0.63333333,0.07,0.54444444,1.2,0.1,6051
0.63333333,0.07,0.54444444,2.3,0.1,6052
0.63333333,0.07,0.54444444,3.4,0.1,6053
0.63333333,0.07,0.54444444,4.5,0.1,6054
0.63333333,0.07,0.54444444,5.6,0.1,6055
0.63333333,0.07,0.54444444,6.7,0.1,6056
0.63333333,0.07,0.54444444,7.8,0.1,6057
0.63333333,0.07,0.54444444,8.9,0.1,6058
0.63333333,0.07,0.54444444,10.0,0.1,6059
0.63333333,0.07,0.63333333,0.1,0.1,6060
0.63333333,0.07,0.63333333,1.2,0.1,6061
0.63333333,0.07,0.63333333,2.3,0.1,6062
0.63333333,0.07,0.63333333,3.4,0.1,6063
0.63333333,0.07,0.63333333,4.5,0.1,6064
0.63333333,0.07,0.63333333,5.6,0.1,6065
0.63333333,0.07,0.63333333,6.7,0.1,6066
0.63333333,0.07,0.63333333,7.8,0.1,6067
0.63333333,0.07,0.63333333,8.9,0.1,6068
0.63333333,0.07,0.63333333,10.0,0.1,6069
0.63333333,0.07,0.72222222,0.1,0.1,6070
0.63333333,0.07,0.72222222,1.2,0.1,6071
0.63333333,0.07,0.72222222,2.3,0.1,6072
0.63333333,0.07,0.72222222,3.4,0.1,6073
0.63333333,0.07,0.72222222,4.5,0.1,6074
0.63333333,0.07,0.72222222,5.6,0.1,6075
0.63333333,0.07,0.72222222,6.7,0.1,6076
0.63333333,0.07,0.72222222,7.8,0.1,6077
0.63333333,0.07,0.72222222,8.9,0.1,6078
0.63333333,0.07,0.72222222,10.0,0.1,6079
0.63333333,0.07,0.81111111,0.1,0.1,6080
0.63333333,0.07,0.81111111,1.2,0.1,6081
0.63333333,0.07,0.81111111,2.3,0.1,6082
0.63333333,0.07,0.81111111,3.4,0.1,6083
0.63333333,0.07,0.81111111,4.5,0.1,6084
0.63333333,0.07,0.81111111,5.6,0.1,6085
0.63333333,0.07,0.81111111,6.7,0.1,6086
0.63333333,0.07,0.81111111,7.8,0.1,6087
0.63333333,0.07,0.81111111,8.9,0.1,6088
0.63333333,0.07,0.81111111,10.0,0.1,6089
0.63333333,0.07,0.9,0.1,0.1,6090
0.63333333,0.07,0.9,1.2,0.1,6091
0.63333333,0.07,0.9,2.3,0.1,6092
0.63333333,0.07,0.9,3.4,0.1,6093
0.63333333,0.07,0.9,4.5,0.1,6094
0.63333333,0.07,0.9,5.6,0.1,6095
0.63333333,0.07,0.9,6.7,0.1,6096
0.63333333,0.07,0.9,7.8,0.1,6097
0.63333333,0.07,0.9,8.9,0.1,6098
0.63333333,0.07,0.9,10.0,0.1,6099
0.63333333,0.84,0.1,0.1,1.2,6100
0.63333333,0.84,0.1,1.2,1.2,6101
0.63333333,0.84,0.1,2.3,1.2,6102
0.63333333,0.84,0.1,3.4,1.2,6103
0.63333333,0.84,0.1,4.5,1.2,6104
0.63333333,0.84,0.1,5.6,1.2,6105
0.63333333,0.84,0.1,6.7,1.2,6106
0.63333333,0.84,0.1,7.8,1.2,6107
0.63333333,0.84,0.1,8.9,1.2,6108
0.63333333,0.84,0.1,10.0,1.2,6109
0.63333333,0.84,0.18888889,0.1,1.2,6110
0.63333333,0.84,0.18888889,1.2,1.2,6111
0.63333333,0.84,0.18888889,2.3,1.2,6112
0.63333333,0.84,0.18888889,3.4,1.2,6113
0.63333333,0.84,0.18888889,4.5,1.2,6114
0.63333333,0.84,0.18888889,5.6,1.2,6115
0.63333333,0.84,0.18888889,6.7,1.2,6116
0.63333333,0.84,0.18888889,7.8,1.2,6117
0.63333333,0.84,0.18888889,8.9,1.2,6118
0.63333333,0.84,0.18888889,10.0,1.2,6119
0.63333333,0.84,0.27777778,0.1,1.2,6120
0.63333333,0.84,0.27777778,1.2,1.2,6121
0.63333333,0.84,0.27777778,2.3,1.2,6122
0.63333333,0.84,0.27777778,3.4,1.2,6123
0.63333333,0.84,0.27777778,4.5,1.2,6124
0.63333333,0.84,0.27777778,5.6,1.2,6125
0.63333333,0.84,0.27777778,6.7,1.2,6126
0.63333333,0.84,0.27777778,7.8,1.2,6127
0.63333333,0.84,0.27777778,8.9,1.2,6128
0.63333333,0.84,0.27777778,10.0,1.2,6129
0.63333333,0.84,0.36666667,0.1,1.2,6130
0.63333333,0.84,0.36666667,1.2,1.2,6131
0.63333333,0.84,0.36666667,2.3,1.2,6132
0.63333333,0.84,0.36666667,3.4,1.2,6133
0.63333333,0.84,0.36666667,4.5,1.2,6134
0.63333333,0.84,0.36666667,5.6,1.2,6135
0.63333333,0.84,0.36666667,6.7,1.2,6136
0.63333333,0.84,0.36666667,7.8,1.2,6137
0.63333333,0.84,0.36666667,8.9,1.2,6138
0.63333333,0.84,0.36666667,10.0,1.2,6139
0.63333333,0.84,0.45555556,0.1,1.2,6140
0.63333333,0.84,0.45555556,1.2,1.2,6141
0.63333333,0.84,0.45555556,2.3,1.2,6142
0.63333333,0.84,0.45555556,3.4,1.2,6143
0.63333333,0.84,0.45555556,4.5,1.2,6144
0.63333333,0.84,0.45555556,5.6,1.2,6145
0.63333333,0.84,0.45555556,6.7,1.2,6146
0.63333333,0.84,0.45555556,7.8,1.2,6147
0.63333333,0.84,0.45555556,8.9,1.2,6148
0.63333333,0.84,0.45555556,10.0,1.2,6149
0.63333333,0.84,0.54444444,0.1,1.2,6150
0.63333333,0.84,0.54444444,1.2,1.2,6151
0.63333333,0.84,0.54444444,2.3,1.2,6152
0.63333333,0.84,0.54444444,3.4,1.2,6153
0.63333333,0.84,0.54444444,5.6,1.2,6155
0.63333333,0.84,0.54444444,6.7,1.2,6156
0.63333333,0.84,0.54444444,7.8,1.2,6157
0.63333333,0.84,0.54444444,8.9,1.2,6158
0.63333333,0.84,0.54444444,10.0,1.2,6159
0.63333333,0.84,0.63333333,0.1,1.2,6160
0.63333333,0.84,0.63333333,1.2,1.2,6161
0.63333333,0.84,0.63333333,2.3,1.2,6162
0.63333333,0.84,0.63333333,3.4,1.2,6163
0.63333333,0.84,0.63333333,4.5,1.2,6164
0.63333333,0.84,0.63333333,5.6,1.2,6165
0.63333333,0.84,0.63333333,6.7,1.2,6166
0.63333333,0.84,0.63333333,7.8,1.2,6167
0.63333333,0.84,0.63333333,8.9,1.2,6168
0.63333333,0.84,0.63333333,10.0,1.2,6169
0.63333333,0.84,0.72222222,0.1,1.2,6170
0.63333333,0.84,0.72222222,1.2,1.2,6171
0.63333333,0.84,0.72222222,2.3,1.2,6172
0.63333333,0.84,0.72222222,3.4,1.2,6173
0.63333333,0.84,0.72222222,4.5,1.2,6174
0.63333333,0.84,0.72222222,5.6,1.2,6175
0.63333333,0.84,0.72222222,6.7,1.2,6176
0.63333333,0.84,0.72222222,7.8,1.2,6177
0.63333333,0.84,0.72222222,8.9,1.2,6178
0.63333333,0.84,0.72222222,10.0,1.2,6179
0.63333333,0.84,0.81111111,0.1,1.2,6180
0.63333333,0.84,0.81111111,1.2,1.2,6181
0.63333333,0.84,0.81111111,2.3,1.2,6182
0.63333333,0.84,0.81111111,3.4,1.2,6183
0.63333333,0.84,0.81111111,4.5,1.2,6184
0.63333333,0.84,0.81111111,5.6,1.2,6185
0.63333333,0.84,0.81111111,6.7,1.2,6186
0.63333333,0.84,0.81111111,7.8,1.2,6187
0.63333333,0.84,0.81111111,8.9,1.2,6188
0.63333333,0.84,0.81111111,10.0,1.2,6189
0.63333333,0.84,0.9,0.1,1.2,6190
0.63333333,0.84,0.9,1.2,1.2,6191
0.63333333,0.84,0.9,2.3,1.2,6192
0.63333333,0.84,0.9,3.4,1.2,6193
0.63333333,0.84,0.9,4.5,1.2,6194
0.63333333,0.84,0.9,5.6,1.2,6195
0.63333333,0.84,0.9,6.7,1.2,6196
0.63333333,0.84,0.9,7.8,1.2,6197
0.63333333,0.84,0.9,8.9,1.2,6198
0.63333333,0.84,0.9,10.0,1.2,6199
0.63333333,1.61,0.1,0.1,2.3,6200
0.63333333,1.61,0.1,1.2,2.3,6201
0.63333333,1.61,0.1,2.3,2.3,6202
0.63333333,1.61,0.1,3.4,2.3,6203
0.63333333,1.61,0.1,4.5,2.3,6204
0.63333333,1.61,0.1,5.6,2.3,6205
0.63333333,1.61,0.1,6.7,2.3,6206
0.63333333,1.61,0.1,7.8,2.3,6207
0.63333333,1.61,0.1,8.9,2.3,6208
0.63333333,1.61,0.1,10.0,2.3,6209
0.63333333,1.61,0.18888889,0.1,2.3,6210
0.63333333,1.61,0.18888889,1.2,2.3,6211
0.63333333,1.61,0.18888889,2.3,2.3,6212
0.63333333,1.61,0.18888889,3.4,2.3,6213
0.63333333,1.61,0.18888889,4.5,2.3,6214
0.63333333,1.61,0.18888889,5.6,2.3,6215
0.63333333,1.61,0.18888889,6.7,2.3,6216
0.63333333,1.61,0.18888889,7.8,2.3,6217
0.63333333,1.61,0.18888889,8.9,2.3,6218
0.63333333,1.61,0.18888889,10.0,2.3,6219
0.63333333,1.61,0.27777778,0.1,2.3,6220
0.63333333,1.61,0.27777778,1.2,2.3,6221
0.63333333,1.61,0.27777778,2.3,2.3,6222
0.63333333,1.61,0.27777778,3.4,2.3,6223
0.63333333,1.61,0.27777778,4.5,2.3,6224
0.63333333,1.61,0.27777778,5.6,2.3,6225
0.63333333,1.61,0.27777778,6.7,2.3,6226
0.63333333,1.61,0.27777778,7.8,2.3,6227
0.63333333,1.61,0.27777778,8.9,2.3,6228
0.63333333,1.61,0.27777778,10.0,2.3,6229
0.63333333,1.61,0.36666667,0.1,2.3,6230
0.63333333,1.61,0.36666667,1.2,2.3,6231
0.63333333,1.61,0.36666667,2.3,2.3,6232
0.63333333,1.61,0.36666667,3.4,2.3,6233
0.63333333,1.61,0.36666667,4.5,2.3,6234
0.63333333,1.61,0.36666667,5.6,2.3,6235
0.63333333,1.61,0.36666667,6.7,2.3,6236
0.63333333,1.61,0.36666667,7.8,2.3,6237
0.63333333,1.61,0.36666667,8.9,2.3,6238
0.63333333,1.61,0.36666667,10.0,2.3,6239
0.63333333,1.61,0.45555556,0.1,2.3,6240
0.63333333,1.61,0.45555556,1.2,2.3,6241
0.63333333,1.61,0.45555556,2.3,2.3,6242
0.63333333,1.61,0.45555556,3.4,2.3,6243
0.63333333,1.61,0.45555556,4.5,2.3,6244
0.63333333,1.61,0.45555556,5.6,2.3,6245
0.63333333,1.61,0.45555556,6.7,2.3,6246
0.63333333,1.61,0.45555556,7.8,2.3,6247
0.63333333,1.61,0.45555556,8.9,2.3,6248
0.63333333,1.61,0.45555556,10.0,2.3,6249
0.63333333,1.61,0.54444444,0.1,2.3,6250
0.63333333,1.61,0.54444444,1.2,2.3,6251
0.63333333,1.61,0.54444444,2.3,2.3,6252
0.63333333,1.61,0.54444444,3.4,2.3,6253
0.63333333,1.61,0.54444444,4.5,2.3,6254
0.63333333,1.61,0.54444444,5.6,2.3,6255
0.63333333,1.61,0.54444444,6.7,2.3,6256
0.63333333,1.61,0.54444444,7.8,2.3,6257
0.63333333,1.61,0.54444444,8.9,2.3,6258
0.63333333,1.61,0.54444444,10.0,2.3,6259
0.63333333,1.61,0.63333333,0.1,2.3,6260
0.63333333,1.61,0.63333333,1.2,2.3,6261
0.63333333,1.61,0.63333333,2.3,2.3,6262
0.63333333,1.61,0.63333333,3.4,2.3,6263
0.63333333,1.61,0.63333333,4.5,2.3,6264
