P700_red_initial,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,Phi2,Result
0.7,0.1,0.07,0.1,0.727233132,7.27233132
1.2,0.1,0.07,0.1,0.727233132,7.27233132
2.3,0.1,0.07,0.1,0.727233132,7.27233132
3.4,0.1,0.07,0.1,0.727233132,7.27233132
4.5,0.1,0.07,0.1,0.727233132,7.27233132
5.6,0.1,0.07,0.1,0.727233132,7.27233132
6.7,0.1,0.07,0.1,0.727233132,7.27233132
7.8,0.1,0.07,0.1,0.727233132,7.27233132
8.9,0.1,0.07,0.1,0.727233132,7.27233132
10.0,0.1,0.07,0.1,0.727233132,7.27233132
0.7,0.1,0.07,0.1889,0.705765275,13.33190604475
1.2,0.1,0.07,0.1889,0.705765275,13.33190604475
2.3,0.1,0.07,0.1889,0.705765275,13.33190604475
3.4,0.1,0.07,0.1889,0.705765275,13.33190604475
4.5,0.1,0.07,0.1889,0.705765275,13.33190604475
5.6,0.1,0.07,0.1889,0.705765275,13.33190604475
6.7,0.1,0.07,0.1889,0.705765275,13.33190604475
7.8,0.1,0.07,0.1889,0.705765275,13.33190604475
8.9,0.1,0.07,0.1889,0.705765275,13.33190604475
10.0,0.1,0.07,0.1889,0.705765275,13.33190604475
0.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
1.2,0.1,0.07,0.2778,0.701695165,19.493091683699998
2.3,0.1,0.07,0.2778,0.701695165,19.493091683699998
3.4,0.1,0.07,0.2778,0.701695165,19.493091683699998
4.5,0.1,0.07,0.2778,0.701695165,19.493091683699998
5.6,0.1,0.07,0.2778,0.701695165,19.493091683699998
6.7,0.1,0.07,0.2778,0.701695165,19.493091683699998
7.8,0.1,0.07,0.2778,0.701695165,19.493091683699998
8.9,0.1,0.07,0.2778,0.701695165,19.493091683699998
10.0,0.1,0.07,0.2778,0.701695165,19.493091683699998
0.7,0.1,0.07,0.3667,0.675816675,24.78219747225
1.2,0.1,0.07,0.3667,0.675816675,24.78219747225
2.3,0.1,0.07,0.3667,0.675816675,24.78219747225
3.4,0.1,0.07,0.3667,0.675816675,24.78219747225
4.5,0.1,0.07,0.3667,0.675816675,24.78219747225
5.6,0.1,0.07,0.3667,0.675816675,24.78219747225
6.7,0.1,0.07,0.3667,0.675816675,24.78219747225
7.8,0.1,0.07,0.3667,0.675816675,24.78219747225
8.9,0.1,0.07,0.3667,0.675816675,24.78219747225
10.0,0.1,0.07,0.3667,0.675816675,24.78219747225
0.7,0.1,0.07,0.4556,0.614446042,27.99416167352
1.2,0.1,0.07,0.4556,0.614446042,27.99416167352
2.3,0.1,0.07,0.4556,0.614446042,27.99416167352
3.4,0.1,0.07,0.4556,0.614446042,27.99416167352
4.5,0.1,0.07,0.4556,0.614446042,27.99416167352
5.6,0.1,0.07,0.4556,0.614446042,27.99416167352
6.7,0.1,0.07,0.4556,0.614446042,27.99416167352
7.8,0.1,0.07,0.4556,0.614446042,27.99416167352
8.9,0.1,0.07,0.4556,0.614446042,27.99416167352
10.0,0.1,0.07,0.4556,0.614446042,27.99416167352
0.7,0.1,0.07,0.5444,0.541268007,29.46663030108
1.2,0.1,0.07,0.5444,0.541268007,29.46663030108
2.3,0.1,0.07,0.5444,0.541268007,29.46663030108
3.4,0.1,0.07,0.5444,0.541268007,29.46663030108
4.5,0.1,0.07,0.5444,0.541268007,29.46663030108
5.6,0.1,0.07,0.5444,0.541268007,29.46663030108
6.7,0.1,0.07,0.5444,0.541268007,29.46663030108
7.8,0.1,0.07,0.5444,0.541268007,29.46663030108
8.9,0.1,0.07,0.5444,0.541268007,29.46663030108
10.0,0.1,0.07,0.5444,0.541268007,29.46663030108
0.7,0.1,0.07,0.6333,0.476604498,30.183362858339997
1.2,0.1,0.07,0.6333,0.476604498,30.183362858339997
2.3,0.1,0.07,0.6333,0.476604498,30.183362858339997
3.4,0.1,0.07,0.6333,0.476604498,30.183362858339997
4.5,0.1,0.07,0.6333,0.476604498,30.183362858339997
5.6,0.1,0.07,0.6333,0.476604498,30.183362858339997
6.7,0.1,0.07,0.6333,0.476604498,30.183362858339997
7.8,0.1,0.07,0.6333,0.476604498,30.183362858339997
8.9,0.1,0.07,0.6333,0.476604498,30.183362858339997
10.0,0.1,0.07,0.6333,0.476604498,30.183362858339997
0.7,0.1,0.07,0.7222,0.423509024,30.585821713279998
1.2,0.1,0.07,0.7222,0.423509024,30.585821713279998
2.3,0.1,0.07,0.7222,0.423509024,30.585821713279998
3.4,0.1,0.07,0.7222,0.423509024,30.585821713279998
4.5,0.1,0.07,0.7222,0.423509024,30.585821713279998
