Phi2,ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,Result
0.546786115,0.1,7.0,0.7,0.7,38.27502805
0.546786115,0.1,7.0,0.7,0.7,38.27502805
0.546786115,0.1,7.0,0.7,0.7,38.27502805
0.546786115,0.1,7.0,0.7,0.7,38.27502805
0.434704489,0.1,7.0,0.9,0.7,39.12340401
0.434704489,0.1,7.0,0.9,0.7,39.12340401
0.434704489,0.1,7.0,0.9,0.7,39.12340401
0.434704489,0.1,7.0,0.9,0.7,39.12340401
0.434704489,0.1,7.0,0.9,0.7,39.12340401
0.434704489,0.1,7.0,0.9,0.7,39.12340401
0.434704489,0.1,7.0,0.9,0.7,39.12340401
0.567949751,0.3,0.07,0.1,0.7,5.679497510000001
0.567949751,0.3,0.07,0.1,0.7,5.679497510000001
0.567949751,0.3,0.07,0.1,0.7,5.679497510000001
0.567949751,0.3,0.07,0.1,0.7,5.679497510000001
0.567949751,0.3,0.07,0.1,0.7,5.679497510000001
0.567949751,0.3,0.07,0.1,0.7,5.679497510000001
0.567949751,0.3,0.07,0.1,0.7,5.679497510000001
0.436644558,0.3,0.07,0.3,0.7,13.09933674
0.436644558,0.3,0.07,0.3,0.7,13.09933674
0.436644558,0.3,0.07,0.3,0.7,13.09933674
0.436644558,0.3,0.07,0.3,0.7,13.09933674
0.436644558,0.3,0.07,0.3,0.7,13.09933674
0.436644558,0.3,0.07,0.3,0.7,13.09933674
0.436644558,0.3,0.07,0.3,0.7,13.09933674
0.299055716,0.3,0.07,0.5,0.7,14.9527858
0.299055716,0.3,0.07,0.5,0.7,14.9527858
0.299055716,0.3,0.07,0.5,0.7,14.9527858
0.299055716,0.3,0.07,0.5,0.7,14.9527858
0.299055716,0.3,0.07,0.5,0.7,14.9527858
0.299055716,0.3,0.07,0.5,0.7,14.9527858
0.299055716,0.3,0.07,0.5,0.7,14.9527858
0.221399104,0.3,0.07,0.7,0.7,15.49793728
0.221399104,0.3,0.07,0.7,0.7,15.49793728
0.221399104,0.3,0.07,0.7,0.7,15.49793728
0.221399104,0.3,0.07,0.7,0.7,15.49793728
0.221399104,0.3,0.07,0.7,0.7,15.49793728
0.221399104,0.3,0.07,0.7,0.7,15.49793728
0.221399104,0.3,0.07,0.7,0.7,15.49793728
0.174979007,0.3,0.07,0.9,0.7,15.74811063
0.174979007,0.3,0.07,0.9,0.7,15.74811063
0.174979007,0.3,0.07,0.9,0.7,15.74811063
0.174979007,0.3,0.07,0.9,0.7,15.74811063
0.174979007,0.3,0.07,0.9,0.7,15.74811063
0.174979007,0.3,0.07,0.9,0.7,15.74811063
0.174979007,0.3,0.07,0.9,0.7,15.74811063
0.594888797,0.3,0.1,0.1,0.7,5.9488879699999995
0.594888797,0.3,0.1,0.1,0.7,5.9488879699999995
0.594888797,0.3,0.1,0.1,0.7,5.9488879699999995
0.594888797,0.3,0.1,0.1,0.7,5.9488879699999995
0.594888797,0.3,0.1,0.1,0.7,5.9488879699999995
0.594888797,0.3,0.1,0.1,0.7,5.9488879699999995
0.594888797,0.3,0.1,0.1,0.7,5.9488879699999995
0.509893397,0.3,0.1,0.3,0.7,15.29680191
0.509893397,0.3,0.1,0.3,0.7,15.29680191
0.509893397,0.3,0.1,0.3,0.7,15.29680191
0.509893397,0.3,0.1,0.3,0.7,15.29680191
0.509893397,0.3,0.1,0.3,0.7,15.29680191
0.509893397,0.3,0.1,0.3,0.7,15.29680191
0.509893397,0.3,0.1,0.3,0.7,15.29680191
0.385991774,0.3,0.1,0.5,0.7,19.2995887
0.385991774,0.3,0.1,0.5,0.7,19.2995887
0.385991774,0.3,0.1,0.5,0.7,19.2995887
0.385991774,0.3,0.1,0.5,0.7,19.2995887
0.385991774,0.3,0.1,0.5,0.7,19.2995887
0.385991774,0.3,0.1,0.5,0.7,19.2995887
0.385991774,0.3,0.1,0.5,0.7,19.2995887
0.290489628,0.3,0.1,0.7,0.7,20.334273959999997
0.290489628,0.3,0.1,0.7,0.7,20.334273959999997
0.290489628,0.3,0.1,0.7,0.7,20.334273959999997
0.290489628,0.3,0.1,0.7,0.7,20.334273959999997
0.290489628,0.3,0.1,0.7,0.7,20.334273959999997
0.290489628,0.3,0.1,0.7,0.7,20.334273959999997
0.290489628,0.3,0.1,0.7,0.7,20.334273959999997
0.230409324,0.3,0.1,0.9,0.7,20.73683916
0.230409324,0.3,0.1,0.9,0.7,20.73683916
0.230409324,0.3,0.1,0.9,0.7,20.73683916
0.230409324,0.3,0.1,0.9,0.7,20.73683916
0.230409324,0.3,0.1,0.9,0.7,20.73683916
0.230409324,0.3,0.1,0.9,0.7,20.73683916
0.230409324,0.3,0.1,0.9,0.7,20.73683916
0.758726132,0.3,1.0,0.1,0.7,7.58726132
0.758726132,0.3,1.0,0.1,0.7,7.58726132
0.758726132,0.3,1.0,0.1,0.7,7.58726132
0.758726132,0.3,1.0,0.1,0.7,7.58726132
0.758726132,0.3,1.0,0.1,0.7,7.58726132
0.758726132,0.3,1.0,0.1,0.7,7.58726132
0.758726132,0.3,1.0,0.1,0.7,7.58726132
0.751985948,0.3,1.0,0.3,0.7,22.559578439999996
0.751985948,0.3,1.0,0.3,0.7,22.559578439999996
0.751985948,0.3,1.0,0.3,0.7,22.559578439999996
0.751985948,0.3,1.0,0.3,0.7,22.559578439999996
0.751985948,0.3,1.0,0.3,0.7,22.559578439999996
0.751985948,0.3,1.0,0.3,0.7,22.559578439999996
0.751985948,0.3,1.0,0.3,0.7,22.559578439999996
0.672365015,0.3,1.0,0.5,0.7,33.61825075
0.672365015,0.3,1.0,0.5,0.7,33.61825075
0.672365015,0.3,1.0,0.5,0.7,33.61825075
0.672365015,0.3,1.0,0.5,0.7,33.61825075
0.672365015,0.3,1.0,0.5,0.7,33.61825075
0.672365015,0.3,1.0,0.5,0.7,33.61825075
0.672365015,0.3,1.0,0.5,0.7,33.61825075
0.506224728,0.3,1.0,0.7,0.7,35.435730959999994
0.506224728,0.3,1.0,0.7,0.7,35.435730959999994
0.506224728,0.3,1.0,0.7,0.7,35.435730959999994
0.506224728,0.3,1.0,0.7,0.7,35.435730959999994
0.506224728,0.3,1.0,0.7,0.7,35.435730959999994
0.506224728,0.3,1.0,0.7,0.7,35.435730959999994
0.506224728,0.3,1.0,0.7,0.7,35.435730959999994
0.398486551,0.3,1.0,0.9,0.7,35.86378959
0.398486551,0.3,1.0,0.9,0.7,35.86378959
0.398486551,0.3,1.0,0.9,0.7,35.86378959
0.398486551,0.3,1.0,0.9,0.7,35.86378959
0.398486551,0.3,1.0,0.9,0.7,35.86378959
0.398486551,0.3,1.0,0.9,0.7,35.86378959
0.398486551,0.3,1.0,0.9,0.7,35.86378959
0.771547792,0.3,3.0,0.1,0.7,7.71547792
0.771547792,0.3,3.0,0.1,0.7,7.71547792
0.771547792,0.3,3.0,0.1,0.7,7.71547792
0.771547792,0.3,3.0,0.1,0.7,7.71547792
0.771547792,0.3,3.0,0.1,0.7,7.71547792
0.771547792,0.3,3.0,0.1,0.7,7.71547792
0.771547792,0.3,3.0,0.1,0.7,7.71547792
0.766486426,0.3,3.0,0.3,0.7,22.99459278
0.766486426,0.3,3.0,0.3,0.7,22.99459278
0.766486426,0.3,3.0,0.3,0.7,22.99459278
0.766486426,0.3,3.0,0.3,0.7,22.99459278
0.766486426,0.3,3.0,0.3,0.7,22.99459278
0.766486426,0.3,3.0,0.3,0.7,22.99459278
0.766486426,0.3,3.0,0.3,0.7,22.99459278
0.691971105,0.3,3.0,0.5,0.7,34.598555250000004
0.691971105,0.3,3.0,0.5,0.7,34.598555250000004
0.691971105,0.3,3.0,0.5,0.7,34.598555250000004
0.691971105,0.3,3.0,0.5,0.7,34.598555250000004
0.691971105,0.3,3.0,0.5,0.7,34.598555250000004
0.691971105,0.3,3.0,0.5,0.7,34.598555250000004
0.691971105,0.3,3.0,0.5,0.7,34.598555250000004
0.521836758,0.3,3.0,0.7,0.7,36.52857306
0.521836758,0.3,3.0,0.7,0.7,36.52857306
0.521836758,0.3,3.0,0.7,0.7,36.52857306
0.521836758,0.3,3.0,0.7,0.7,36.52857306
0.521836758,0.3,3.0,0.7,0.7,36.52857306
0.521836758,0.3,3.0,0.7,0.7,36.52857306
0.521836758,0.3,3.0,0.7,0.7,36.52857306
0.411181239,0.3,3.0,0.9,0.7,37.00631151
0.411181239,0.3,3.0,0.9,0.7,37.00631151
0.411181239,0.3,3.0,0.9,0.7,37.00631151
0.411181239,0.3,3.0,0.9,0.7,37.00631151
0.411181239,0.3,3.0,0.9,0.7,37.00631151
0.411181239,0.3,3.0,0.9,0.7,37.00631151
0.411181239,0.3,3.0,0.9,0.7,37.00631151
0.772784275,0.3,5.0,0.1,0.7,7.727842750000001
0.772784275,0.3,5.0,0.1,0.7,7.727842750000001
0.772784275,0.3,5.0,0.1,0.7,7.727842750000001
0.772784275,0.3,5.0,0.1,0.7,7.727842750000001
0.772784275,0.3,5.0,0.1,0.7,7.727842750000001
0.772784275,0.3,5.0,0.1,0.7,7.727842750000001
0.772784275,0.3,5.0,0.1,0.7,7.727842750000001
0.767999341,0.3,5.0,0.3,0.7,23.03998023
0.767999341,0.3,5.0,0.3,0.7,23.03998023
0.767999341,0.3,5.0,0.3,0.7,23.03998023
0.767999341,0.3,5.0,0.3,0.7,23.03998023
0.767999341,0.3,5.0,0.3,0.7,23.03998023
0.767999341,0.3,5.0,0.3,0.7,23.03998023
0.767999341,0.3,5.0,0.3,0.7,23.03998023
0.696656057,0.3,5.0,0.5,0.7,34.83280285
0.696656057,0.3,5.0,0.5,0.7,34.83280285
0.696656057,0.3,5.0,0.5,0.7,34.83280285
0.696656057,0.3,5.0,0.5,0.7,34.83280285
0.696656057,0.3,5.0,0.5,0.7,34.83280285
0.696656057,0.3,5.0,0.5,0.7,34.83280285
0.696656057,0.3,5.0,0.5,0.7,34.83280285
0.527769707,0.3,5.0,0.7,0.7,36.94387949
0.527769707,0.3,5.0,0.7,0.7,36.94387949
0.527769707,0.3,5.0,0.7,0.7,36.94387949
0.527769707,0.3,5.0,0.7,0.7,36.94387949
0.527769707,0.3,5.0,0.7,0.7,36.94387949
0.527769707,0.3,5.0,0.7,0.7,36.94387949
0.527769707,0.3,5.0,0.7,0.7,36.94387949
0.416505908,0.3,5.0,0.9,0.7,37.48553172
0.416505908,0.3,5.0,0.9,0.7,37.48553172
0.416505908,0.3,5.0,0.9,0.7,37.48553172
0.416505908,0.3,5.0,0.9,0.7,37.48553172
0.416505908,0.3,5.0,0.9,0.7,37.48553172
0.416505908,0.3,5.0,0.9,0.7,37.48553172
0.416505908,0.3,5.0,0.9,0.7,37.48553172
0.773143154,0.3,7.0,0.1,0.7,7.73143154
0.773143154,0.3,7.0,0.1,0.7,7.73143154
0.773143154,0.3,7.0,0.1,0.7,7.73143154
0.773143154,0.3,7.0,0.1,0.7,7.73143154
0.773143154,0.3,7.0,0.1,0.7,7.73143154
0.773143154,0.3,7.0,0.1,0.7,7.73143154
0.773143154,0.3,7.0,0.1,0.7,7.73143154
0.768481736,0.3,7.0,0.3,0.7,23.054452079999997
0.768481736,0.3,7.0,0.3,0.7,23.054452079999997
0.768481736,0.3,7.0,0.3,0.7,23.054452079999997
0.768481736,0.3,7.0,0.3,0.7,23.054452079999997
0.768481736,0.3,7.0,0.3,0.7,23.054452079999997
0.768481736,0.3,7.0,0.3,0.7,23.054452079999997
0.768481736,0.3,7.0,0.3,0.7,23.054452079999997
0.69924236,0.3,7.0,0.5,0.7,34.962118
0.69924236,0.3,7.0,0.5,0.7,34.962118
0.69924236,0.3,7.0,0.5,0.7,34.962118
0.69924236,0.3,7.0,0.5,0.7,34.962118
0.69924236,0.3,7.0,0.5,0.7,34.962118
0.69924236,0.3,7.0,0.5,0.7,34.962118
0.69924236,0.3,7.0,0.5,0.7,34.962118
0.531782926,0.3,7.0,0.7,0.7,37.22480482
0.531782926,0.3,7.0,0.7,0.7,37.22480482
0.531782926,0.3,7.0,0.7,0.7,37.22480482
0.531782926,0.3,7.0,0.7,0.7,37.22480482
0.531782926,0.3,7.0,0.7,0.7,37.22480482
0.531782926,0.3,7.0,0.7,0.7,37.22480482
0.531782926,0.3,7.0,0.7,0.7,37.22480482
0.420227122,0.3,7.0,0.9,0.7,37.82044098
0.420227122,0.3,7.0,0.9,0.7,37.82044098
0.420227122,0.3,7.0,0.9,0.7,37.82044098
0.420227122,0.3,7.0,0.9,0.7,37.82044098
0.420227122,0.3,7.0,0.9,0.7,37.82044098
0.420227122,0.3,7.0,0.9,0.7,37.82044098
0.420227122,0.3,7.0,0.9,0.7,37.82044098
0.490349208,0.7,0.07,0.1,0.7,4.90349208
0.490349208,0.7,0.07,0.1,0.7,4.90349208
0.490349208,0.7,0.07,0.1,0.7,4.90349208
0.490349208,0.7,0.07,0.1,0.7,4.90349208
0.490349208,0.7,0.07,0.1,0.7,4.90349208
0.490349208,0.7,0.07,0.1,0.7,4.90349208
0.490349208,0.7,0.07,0.1,0.7,4.90349208
0.224100622,0.7,0.07,0.3,0.7,6.723018659999999
0.224100622,0.7,0.07,0.3,0.7,6.723018659999999
0.224100622,0.7,0.07,0.3,0.7,6.723018659999999
0.224100622,0.7,0.07,0.3,0.7,6.723018659999999
0.224100622,0.7,0.07,0.3,0.7,6.723018659999999
0.224100622,0.7,0.07,0.3,0.7,6.723018659999999
0.224100622,0.7,0.07,0.3,0.7,6.723018659999999
0.138567773,0.7,0.07,0.5,0.7,6.9283886500000005
0.138567773,0.7,0.07,0.5,0.7,6.9283886500000005
0.138567773,0.7,0.07,0.5,0.7,6.9283886500000005
0.138567773,0.7,0.07,0.5,0.7,6.9283886500000005
0.138567773,0.7,0.07,0.5,0.7,6.9283886500000005
0.138567773,0.7,0.07,0.5,0.7,6.9283886500000005
0.138567773,0.7,0.07,0.5,0.7,6.9283886500000005
0.100011428,0.7,0.07,0.7,0.7,7.000799959999999
0.100011428,0.7,0.07,0.7,0.7,7.000799959999999
0.100011428,0.7,0.07,0.7,0.7,7.000799959999999
0.100011428,0.7,0.07,0.7,0.7,7.000799959999999
0.100011428,0.7,0.07,0.7,0.7,7.000799959999999
0.100011428,0.7,0.07,0.7,0.7,7.000799959999999
0.100011428,0.7,0.07,0.7,0.7,7.000799959999999
0.078235613,0.7,0.07,0.9,0.7,7.04120517
0.078235613,0.7,0.07,0.9,0.7,7.04120517
0.078235613,0.7,0.07,0.9,0.7,7.04120517
0.078235613,0.7,0.07,0.9,0.7,7.04120517
0.078235613,0.7,0.07,0.9,0.7,7.04120517
0.078235613,0.7,0.07,0.9,0.7,7.04120517
0.078235613,0.7,0.07,0.9,0.7,7.04120517
0.533225397,0.7,0.1,0.1,0.7,5.33225397
0.533225397,0.7,0.1,0.1,0.7,5.33225397
0.533225397,0.7,0.1,0.1,0.7,5.33225397
0.533225397,0.7,0.1,0.1,0.7,5.33225397
0.533225397,0.7,0.1,0.1,0.7,5.33225397
0.533225397,0.7,0.1,0.1,0.7,5.33225397
0.533225397,0.7,0.1,0.1,0.7,5.33225397
0.306422614,0.7,0.1,0.3,0.7,9.192678419999998
0.306422614,0.7,0.1,0.3,0.7,9.192678419999998
0.306422614,0.7,0.1,0.3,0.7,9.192678419999998
0.306422614,0.7,0.1,0.3,0.7,9.192678419999998
0.306422614,0.7,0.1,0.3,0.7,9.192678419999998
0.306422614,0.7,0.1,0.3,0.7,9.192678419999998
0.306422614,0.7,0.1,0.3,0.7,9.192678419999998
0.193984465,0.7,0.1,0.5,0.7,9.69922325
0.193984465,0.7,0.1,0.5,0.7,9.69922325
0.193984465,0.7,0.1,0.5,0.7,9.69922325
0.193984465,0.7,0.1,0.5,0.7,9.69922325
0.193984465,0.7,0.1,0.5,0.7,9.69922325
0.193984465,0.7,0.1,0.5,0.7,9.69922325
0.193984465,0.7,0.1,0.5,0.7,9.69922325
0.141022735,0.7,0.1,0.7,0.7,9.87159145
0.141022735,0.7,0.1,0.7,0.7,9.87159145
0.141022735,0.7,0.1,0.7,0.7,9.87159145
0.141022735,0.7,0.1,0.7,0.7,9.87159145
0.141022735,0.7,0.1,0.7,0.7,9.87159145
0.141022735,0.7,0.1,0.7,0.7,9.87159145
0.141022735,0.7,0.1,0.7,0.7,9.87159145
0.110600978,0.7,0.1,0.9,0.7,9.95408802
0.110600978,0.7,0.1,0.9,0.7,9.95408802
0.110600978,0.7,0.1,0.9,0.7,9.95408802
