ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,CO2
0.1,0.07,0.1,0.1,0.184343517
0.1,0.07,0.1,1.2,0.180669723
0.1,0.07,0.1,2.3,0.180761578
0.1,0.07,0.1,3.4,0.180884632
0.1,0.07,0.1,4.5,0.181015693
0.1,0.07,0.1,5.6,0.181148664
0.1,0.07,0.1,6.7,0.181283918
0.1,0.07,0.1,7.8,0.181420124
0.1,0.07,0.1,8.9,0.181556828
0.1,0.07,0.1,10,0.181693473
0.1,0.07,0.18888889,0.1,0.186768498
0.1,0.07,0.18888889,1.2,0.31400915
0.1,0.07,0.18888889,2.3,0.31410084
0.1,0.07,0.18888889,3.4,0.314320628
0.1,0.07,0.18888889,4.5,0.314563016
0.1,0.07,0.18888889,5.6,0.314816564
0.1,0.07,0.18888889,6.7,0.315078118
0.1,0.07,0.18888889,7.8,0.315338476
0.1,0.07,0.18888889,8.9,0.31560367
0.1,0.07,0.18888889,10,0.315867085
0.1,0.07,0.27777778,0.1,0.169247358
0.1,0.07,0.27777778,1.2,0.43469624
0.1,0.07,0.27777778,2.3,0.434673407
0.1,0.07,0.27777778,3.4,0.434942226
0.1,0.07,0.27777778,4.5,0.435277955
0.1,0.07,0.27777778,5.6,0.435622272
0.1,0.07,0.27777778,6.7,0.435975051
0.1,0.07,0.27777778,7.8,0.436332714
0.1,0.07,0.27777778,8.9,0.43670031
0.1,0.07,0.27777778,10,0.4370621
0.1,0.07,0.36666667,0.1,0.150251169
0.1,0.07,0.36666667,1.2,0.538577327
0.1,0.07,0.36666667,2.3,0.538482238
0.1,0.07,0.36666667,3.4,0.538852604
0.1,0.07,0.36666667,4.5,0.539247713
0.1,0.07,0.36666667,5.6,0.539688191
0.1,0.07,0.36666667,6.7,0.540131314
0.1,0.07,0.36666667,7.8,0.540585564
0.1,0.07,0.36666667,8.9,0.541028629
0.1,0.07,0.36666667,10,0.541473591
0.1,0.07,0.45555556,0.1,0.130558893
0.1,0.07,0.45555556,1.2,0.617412044
0.1,0.07,0.45555556,2.3,0.618784452
0.1,0.07,0.45555556,3.4,0.619322031
0.1,0.07,0.45555556,4.5,0.619790954
0.1,0.07,0.45555556,5.6,0.620282531
0.1,0.07,0.45555556,6.7,0.620818011
0.1,0.07,0.45555556,7.8,0.621351301
0.1,0.07,0.45555556,8.9,0.621849198
0.1,0.07,0.45555556,10,0.622383137
0.1,0.07,0.54444444,0.1,0.110380313
0.1,0.07,0.54444444,1.2,0.652671535
0.1,0.07,0.54444444,2.3,0.674783308
0.1,0.07,0.54444444,3.4,0.675504859
0.1,0.07,0.54444444,4.5,0.676079486
0.1,0.07,0.54444444,5.6,0.676701338
0.1,0.07,0.54444444,6.7,0.677278257
0.1,0.07,0.54444444,7.8,0.677856856
0.1,0.07,0.54444444,8.9,0.678365502
0.1,0.07,0.54444444,10,0.67894276
0.1,0.07,0.63333333,0.1,0.089684086
0.1,0.07,0.63333333,1.2,0.630688875
0.1,0.07,0.63333333,2.3,0.711411062
0.1,0.07,0.63333333,3.4,0.713069572
0.1,0.07,0.63333333,4.5,0.713769248
0.1,0.07,0.63333333,5.6,0.714409094
0.1,0.07,0.63333333,6.7,0.714975832
0.1,0.07,0.63333333,7.8,0.715625164
0.1,0.07,0.63333333,8.9,0.716266859
0.1,0.07,0.63333333,10,0.716722265
0.1,0.07,0.72222222,0.1,0.068610212
0.1,0.07,0.72222222,1.2,0.561817941
0.1,0.07,0.72222222,2.3,0.72410339
0.1,0.07,0.72222222,3.4,0.737873545
0.1,0.07,0.72222222,4.5,0.738895166
0.1,0.07,0.72222222,5.6,0.739693498
0.1,0.07,0.72222222,6.7,0.74034974
0.1,0.07,0.72222222,7.8,0.741006765
0.1,0.07,0.72222222,8.9,0.741611675
0.1,0.07,0.72222222,10,0.742095779
0.1,0.07,0.81111111,0.1,0.047121472
0.1,0.07,0.81111111,1.2,0.4453662
0.1,0.07,0.81111111,2.3,0.644598043
0.1,0.07,0.81111111,3.4,0.740953963
0.1,0.07,0.81111111,4.5,0.755614738
0.1,0.07,0.81111111,5.6,0.756880732
0.1,0.07,0.81111111,6.7,0.757674662
0.1,0.07,0.81111111,7.8,0.758156748
0.1,0.07,0.81111111,8.9,0.758894528
0.1,0.07,0.81111111,10,0.759451539
0.1,0.07,0.9,0.1,0.025255343
0.1,0.07,0.9,1.2,0.270576655
0.1,0.07,0.9,2.3,0.451244342
0.1,0.07,0.9,3.4,0.574982399
0.1,0.07,0.9,4.5,0.6602522
0.1,0.07,0.9,5.6,0.720569698
0.1,0.07,0.9,6.7,0.761245837
0.1,0.07,0.9,7.8,0.768814715
0.1,0.07,0.9,8.9,0.769774439
0.1,0.07,0.9,10,0.770794434
0.1,0.84,0.1,0.1,0.203362205
0.1,0.84,0.1,1.2,0.206849363
0.1,0.84,0.1,2.3,0.206857008
0.1,0.84,0.1,3.4,0.206864912
0.1,0.84,0.1,4.5,0.206872636
0.1,0.84,0.1,5.6,0.20688018
0.1,0.84,0.1,6.7,0.206887561
0.1,0.84,0.1,7.8,0.206894796
0.1,0.84,0.1,8.9,0.206901895
0.1,0.84,0.1,10,0.206908892
0.1,0.84,0.18888889,0.1,0.203559741
0.1,0.84,0.18888889,1.2,0.388037068
0.1,0.84,0.18888889,2.3,0.388070042
0.1,0.84,0.18888889,3.4,0.388107518
0.1,0.84,0.18888889,4.5,0.388145845
0.1,0.84,0.18888889,5.6,0.388185219
0.1,0.84,0.18888889,6.7,0.388226251
0.1,0.84,0.18888889,7.8,0.388268787
0.1,0.84,0.18888889,8.9,0.388312065
0.1,0.84,0.18888889,10,0.388355186
0.1,0.84,0.27777778,0.1,0.181202904
0.1,0.84,0.27777778,1.2,0.566543402
0.1,0.84,0.27777778,2.3,0.565227783
0.1,0.84,0.27777778,3.4,0.565319621
0.1,0.84,0.27777778,4.5,0.565416581
0.1,0.84,0.27777778,5.6,0.565515669
0.1,0.84,0.27777778,6.7,0.565618345
0.1,0.84,0.27777778,7.8,0.565725734
0.1,0.84,0.27777778,8.9,0.565837152
0.1,0.84,0.27777778,10,0.565951246
0.1,0.84,0.36666667,0.1,0.159011912
0.1,0.84,0.36666667,1.2,0.750301972
0.1,0.84,0.36666667,2.3,0.737683593
0.1,0.84,0.36666667,3.4,0.737822081
0.1,0.84,0.36666667,4.5,0.737996943
0.1,0.84,0.36666667,5.6,0.738180903
0.1,0.84,0.36666667,6.7,0.738371012
0.1,0.84,0.36666667,7.8,0.738569234
0.1,0.84,0.36666667,8.9,0.738776489
0.1,0.84,0.36666667,10,0.73899113
0.1,0.84,0.45555556,0.1,0.174044399
0.1,0.84,0.45555556,1.2,0.933606889
0.1,0.84,0.45555556,2.3,0.915182279
0.1,0.84,0.45555556,3.4,0.905559358
0.1,0.84,0.45555556,4.5,0.905791926
0.1,0.84,0.45555556,5.6,0.906069774
0.1,0.84,0.45555556,6.7,0.906364609
0.1,0.84,0.45555556,7.8,0.906671209
0.1,0.84,0.45555556,8.9,0.906989958
0.1,0.84,0.45555556,10,0.907320835
0.1,0.84,0.54444444,0.1,0.114519751
0.1,0.84,0.54444444,1.2,1.108431779
0.1,0.84,0.54444444,2.3,1.103039522
0.1,0.84,0.54444444,3.4,1.079275955
0.1,0.84,0.54444444,4.5,1.069086863
0.1,0.84,0.54444444,5.6,1.069402756
0.1,0.84,0.54444444,6.7,1.069795542
0.1,0.84,0.54444444,7.8,1.070218256
0.1,0.84,0.54444444,8.9,1.070659328
0.1,0.84,0.54444444,10,1.071114778
0.1,0.84,0.63333333,0.1,0.092331744
0.1,0.84,0.63333333,1.2,1.108124012
0.1,0.84,0.63333333,2.3,1.289873928
0.1,0.84,0.63333333,3.4,1.273076267
0.1,0.84,0.63333333,4.5,1.249757464
0.1,0.84,0.63333333,5.6,1.228869989
0.1,0.84,0.63333333,6.7,1.228973517
0.1,0.84,0.63333333,7.8,1.229462838
0.1,0.84,0.63333333,8.9,1.230014118
0.1,0.84,0.63333333,10,1.230595602
0.1,0.84,0.72222222,0.1,0.070129444
0.1,0.84,0.72222222,1.2,0.83523142
0.1,0.84,0.72222222,2.3,1.444309986
0.1,0.84,0.72222222,3.4,1.465735963
0.1,0.84,0.72222222,4.5,1.451502046
0.1,0.84,0.72222222,5.6,1.432109457
0.1,0.84,0.72222222,6.7,1.410944166
0.1,0.84,0.72222222,7.8,1.390021625
0.1,0.84,0.72222222,8.9,1.385226271
0.1,0.84,0.72222222,10,1.385774962
0.1,0.84,0.81111111,0.1,0.047908551
0.1,0.84,0.81111111,1.2,0.56764881
0.1,0.84,0.81111111,2.3,1.089345569
0.1,0.84,0.81111111,3.4,1.563666302
0.1,0.84,0.81111111,4.5,1.641117773
0.1,0.84,0.81111111,5.6,1.639549569
0.1,0.84,0.81111111,6.7,1.628743243
0.1,0.84,0.81111111,7.8,1.61475826
0.1,0.84,0.81111111,8.9,1.599244008
0.1,0.84,0.81111111,10,1.583018124
0.1,0.84,0.9,0.1,0.025644874
0.1,0.84,0.9,1.2,0.324820926
0.1,0.84,0.9,2.3,0.576019393
0.1,0.84,0.9,3.4,0.851605997
0.1,0.84,0.9,4.5,1.127957684
0.1,0.84,0.9,5.6,1.406569643
0.1,0.84,0.9,6.7,1.675291599
0.1,0.84,0.9,7.8,1.782915899
0.1,0.84,0.9,8.9,1.811535579
0.1,0.84,0.9,10,1.81637449
0.1,1.61,0.1,0.1,0.123398754
0.1,1.61,0.1,1.2,0.207298739
0.1,1.61,0.1,2.3,0.207301193
0.1,1.61,0.1,3.4,0.207303593
0.1,1.61,0.1,4.5,0.207305941
0.1,1.61,0.1,5.6,0.207308243
0.1,1.61,0.1,6.7,0.207310513
0.1,1.61,0.1,7.8,0.207312749
0.1,1.61,0.1,8.9,0.207314956
0.1,1.61,0.1,10,0.20731713
0.1,1.61,0.18888889,0.1,0.145381136
0.1,1.61,0.18888889,1.2,0.390749064
0.1,1.61,0.18888889,2.3,0.39076222
0.1,1.61,0.18888889,3.4,0.390776667
0.1,1.61,0.18888889,4.5,0.390791471
0.1,1.61,0.18888889,5.6,0.390806096
0.1,1.61,0.18888889,6.7,0.3908205
0.1,1.61,0.18888889,7.8,0.390834715
0.1,1.61,0.18888889,8.9,0.390848738
0.1,1.61,0.18888889,10,0.390862556
0.1,1.61,0.27777778,0.1,0.094936964
0.1,1.61,0.27777778,1.2,0.573302519
0.1,1.61,0.27777778,2.3,0.572854758
0.1,1.61,0.27777778,3.4,0.572895125
0.1,1.61,0.27777778,4.5,0.572936771
0.1,1.61,0.27777778,5.6,0.572978666
0.1,1.61,0.27777778,6.7,0.573020473
0.1,1.61,0.27777778,7.8,0.573062071
0.1,1.61,0.27777778,8.9,0.573103438
0.1,1.61,0.27777778,10,0.573144656
0.1,1.61,0.36666667,0.1,0.08331729
0.1,1.61,0.36666667,1.2,0.757128286
