ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,CO2
0.9,3.15,0.72222222,6.2299999999999995,21.95529387
0.9,2.38,0.72222222,5.46,21.95398261
0.72222222,2.38,0.81111111,4.6899999999999995,21.94668454
0.63333333,1.61,0.63333333,3.15,21.94581845
0.72222222,2.38,0.72222222,4.6899999999999995,21.94333298
0.72222222,1.61,0.63333333,3.9199999999999995,21.94076038
0.9,1.61,0.9,7.0,21.93961734
0.81111111,1.61,0.54444444,3.15,21.9337221
0.81111111,2.38,0.81111111,7.0,21.93339847
0.81111111,1.61,0.9,5.46,21.93290541
0.9,1.61,0.81111111,3.9199999999999995,21.93100691
0.9,1.61,0.36666667,4.6899999999999995,21.92977941
0.9,1.61,0.54444444,5.46,21.926131
0.9,2.38,0.63333333,3.15,21.92533139
0.63333333,2.38,0.81111111,5.46,21.91902482
0.9,1.61,0.45555556,2.38,21.91841759
0.9,3.15,0.72222222,5.46,21.91741318
0.9,2.38,0.54444444,4.6899999999999995,21.91727005
0.63333333,1.61,0.72222222,3.9199999999999995,21.91573554
0.9,3.15,0.81111111,4.6899999999999995,21.91418584
0.81111111,2.38,0.63333333,3.9199999999999995,21.91413079
0.72222222,1.61,0.45555556,4.6899999999999995,21.91382001
0.81111111,3.15,0.81111111,6.2299999999999995,21.91118567
0.54444444,1.61,0.63333333,6.2299999999999995,21.90950404
0.72222222,2.38,0.63333333,7.0,21.90511485
0.81111111,1.61,0.54444444,2.38,21.90260718
0.9,2.38,0.72222222,4.6899999999999995,21.9016116
0.9,1.61,0.72222222,7.0,21.90111044
0.72222222,1.61,0.63333333,3.15,21.89610757
0.72222222,2.38,0.72222222,3.9199999999999995,21.89560054
0.9,1.61,0.9,6.2299999999999995,21.89558277
0.81111111,2.38,0.81111111,6.2299999999999995,21.89255512
0.81111111,2.38,0.72222222,3.15,21.88959625
0.81111111,1.61,0.45555556,2.38,21.88781814
0.9,1.61,0.36666667,3.9199999999999995,21.88310115
0.63333333,2.38,0.72222222,7.0,21.87376347
0.9,2.38,0.54444444,3.9199999999999995,21.8728557
0.9,1.61,0.81111111,3.15,21.87164848
0.81111111,1.61,0.9,4.6899999999999995,21.87101569
0.72222222,2.38,0.63333333,6.2299999999999995,21.86888392
0.81111111,3.15,0.81111111,5.46,21.8684728
0.9,1.61,0.54444444,4.6899999999999995,21.86798302
0.9,3.15,0.72222222,4.6899999999999995,21.86510197
0.45555556,1.61,0.81111111,7.0,21.86322254
0.81111111,2.38,0.63333333,3.15,21.8622541
0.81111111,2.38,0.81111111,5.46,21.85774543
0.9,2.38,0.63333333,2.38,21.85718811
0.81111111,1.61,0.36666667,7.0,21.85710101
0.45555556,1.61,0.72222222,7.0,21.85696993
0.9,3.15,0.81111111,3.9199999999999995,21.85568873
0.81111111,2.38,0.54444444,7.0,21.84993609
0.9,1.61,0.9,5.46,21.8489037
0.63333333,2.38,0.72222222,6.2299999999999995,21.84331514
0.9,1.61,0.36666667,3.15,21.84201829
0.9,2.38,0.72222222,3.9199999999999995,21.83682116
0.45555556,1.61,0.72222222,6.2299999999999995,21.8352143
0.9,2.38,0.54444444,3.15,21.82803785
0.72222222,2.38,0.63333333,5.46,21.8261609
0.54444444,1.61,0.63333333,4.6899999999999995,21.8239063
0.9,1.61,0.54444444,3.9199999999999995,21.81956392
0.81111111,3.15,0.81111111,4.6899999999999995,21.81835567
0.9,3.15,0.72222222,3.9199999999999995,21.81621216
0.54444444,1.61,0.72222222,4.6899999999999995,21.81466522
0.9,3.15,0.9,7.0,21.81455793
0.81111111,2.38,0.54444444,6.2299999999999995,21.80854645
0.81111111,2.38,0.63333333,2.38,21.80054429
0.54444444,1.61,0.63333333,5.46,21.79692126
