ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial,idx,CO2
0.9,0.07,0.5,4,647,0.835218428
0.9,0.07,0.5,6,648,0.836274218
0.9,0.07,0.5,8,649,0.837554254
0.9,0.07,0.5,10,650,0.838747946
0.9,0.07,0.7,0.1,651,0.494219282
0.9,0.07,0.7,0.5,652,0.828228508
0.9,0.07,0.7,1,653,0.834456641
0.9,0.07,0.7,4,654,0.838065674
0.9,0.07,0.7,6,655,0.839221457
0.9,0.07,0.7,8,656,0.841118639
0.9,0.07,0.7,10,657,0
0.9,0.07,0.9,0.1,658,0.208108744
0.9,0.07,0.9,0.5,659,0.679727072
0.9,0.07,0.9,1,660,0.829750088
0.9,0.07,0.9,4,661,0.839477216
0.9,0.07,0.9,6,662,0.840647464
0.9,0.07,0.9,8,663,0.842364603
0.9,0.07,0.9,10,664,0.843466973
0.9,0.1,0.1,0.1,665,0.988005787
0.9,0.1,0.1,0.5,666,1.075531649
0.9,0.1,0.1,1,667,1.077455669
0.9,0.1,0.1,4,668,1.080798356
0.9,0.1,0.1,6,669,1.082430947
0.9,0.1,0.1,8,670,1.084036955
0.9,0.1,0.1,10,671,1.085708291
0.9,0.1,0.3,0.1,672,0.969864989
0.9,0.1,0.3,0.5,673,1.25438216
0.9,0.1,0.3,1,674,1.259960684
0.9,0.1,0.3,4,675,1.265547456
0.9,0.1,0.3,6,676,1.267683372
0.9,0.1,0.3,8,677,1.269305525
0.9,0.1,0.3,10,678,1.271215667
0.9,0.1,0.5,0.1,679,0.817262921
0.9,0.1,0.5,0.5,680,1.271826945
0.9,0.1,0.5,1,681,1.279976929
0.9,0.1,0.5,4,682,1.286460889
0.9,0.1,0.5,6,683,1.287687105
0.9,0.1,0.5,8,684,1.290369814
0.9,0.1,0.5,10,685,1.292171175
0.9,0.1,0.7,0.1,686,0.574067041
0.9,0.1,0.7,0.5,687,1.266694979
0.9,0.1,0.7,1,688,1.286587591
0.9,0.1,0.7,4,689,1.293669121
0.9,0.1,0.7,6,690,1.295351017
0.9,0.1,0.7,8,691,1.297814569
0.9,0.1,0.7,10,692,1.299147617
0.9,0.1,0.9,0.1,693,0.218097178
0.9,0.1,0.9,0.5,694,0.845044731
0.9,0.1,0.9,1,695,1.203069328
0.9,0.1,0.9,4,696,1.297358026
0.9,0.1,0.9,6,697,1.299356559
0.9,0.1,0.9,8,698,1.301168549
0.9,0.1,0.9,10,699,1.30245809
0.9,1,0.1,0.1,700,1.752014347
0.9,1,0.1,0.5,701,1.717243893
0.9,1,0.1,1,702,1.71562592
0.9,1,0.1,4,703,1.717205659
0.9,1,0.1,6,704,1.719071289
0.9,1,0.1,8,705,1.720949753
0.9,1,0.1,10,706,1.722822923
0.9,1,0.3,0.1,707,1.315341197
0.9,1,0.3,0.5,708,5.077947605
0.9,1,0.3,1,709,4.60110938
0.9,1,0.3,4,710,4.564894448
0.9,1,0.3,6,711,4.57071064
0.9,1,0.3,8,712,4.576592219
0.9,1,0.3,10,713,4.576129736
0.9,1,0.5,0.1,714,0.941366191
0.9,1,0.5,0.5,715,4.67973302
0.9,1,0.5,1,716,7.89935688
0.9,1,0.5,4,717,7.219828035
0.9,1,0.5,6,718,7.231241992
0.9,1,0.5,8,719,7.237894365
0.9,1,0.5,10,720,7.249432691
0.9,1,0.7,0.1,721,0.566097985
0.9,1,0.7,0.5,722,2.821243932
0.9,1,0.7,1,723,5.606134243
0.9,1,0.7,4,724,9.80590475
0.9,1,0.7,6,725,9.795995906
0.9,1,0.7,8,726,9.80482671
0.9,1,0.7,10,727,9.825962911
0.9,1,0.9,0.1,728,0.189498287
0.9,1,0.9,0.5,729,0.944734688
0.9,1,0.9,1,730,1.887313371
0.9,1,0.9,4,731,7.418679223
0.9,1,0.9,6,732,11.05258541
0.9,1,0.9,8,733,12.26290381
0.9,1,0.9,10,734,12.31259407
0.9,3,0.1,0.1,735,0.592793993
0.9,3,0.1,0.5,736,1.836715622
0.9,3,0.1,1,737,1.836675344
0.9,3,0.1,4,738,1.837250991
0.9,3,0.1,6,739,1.837863405
0.9,3,0.1,8,740,1.83846897
0.9,3,0.1,10,741,1.83906871
0.9,3,0.3,0.1,742,0.440929962
0.9,3,0.3,0.5,743,2.430327571
0.9,3,0.3,1,744,5.302742261
0.9,3,0.3,4,745,5.1536801
0.9,3,0.3,6,746,5.158437116
0.9,3,0.3,8,747,5.163840464
0.9,3,0.3,10,748,5.169525489
0.9,3,0.5,0.1,749,0.315192612
0.9,3,0.5,0.5,750,1.576736042
0.9,3,0.5,1,751,3.36667938
0.9,3,0.5,4,752,8.13133224
0.9,3,0.5,6,753,8.13787776
0.9,3,0.5,8,754,8.147431035
0.9,3,0.5,10,755,8.157812827
0.9,3,0.7,0.1,756,0.189501345
0.9,3,0.7,0.5,757,0.944891359
0.9,3,0.7,1,758,1.889871559
0.9,3,0.7,4,759,8.94313136
0.9,3,0.7,6,760,10.97367815
0.9,3,0.7,8,761,10.9571304
0.9,3,0.7,10,762,10.96916817
0.9,3,0.9,0.1,763,0.06368795
0.9,3,0.9,0.5,764,0.315536199
0.9,3,0.9,1,765,0.630428218
0.9,3,0.9,4,766,2.518594477
0.9,3,0.9,6,767,3.80225693
0.9,3,0.9,8,768,5.266346343
0.9,3,0.9,10,769,6.913299097
0.9,5,0.1,0.1,770,0.359335402
0.9,5,0.1,0.5,771,1.628622732
0.9,5,0.1,1,772,1.628862235
0.9,5,0.1,4,773,1.629590503
0.9,5,0.1,6,774,1.630103281
0.9,5,0.1,8,775,1.630607401
0.9,5,0.1,10,776,1.631129225
0.9,5,0.3,0.1,777,0.265180324
0.9,5,0.3,0.5,778,1.462943424
0.9,5,0.3,1,779,3.226321352
0.9,5,0.3,4,780,4.661521093
0.9,5,0.3,6,781,4.66542259
0.9,5,0.3,8,782,4.670090677
0.9,5,0.3,10,783,4.67508824
0.9,5,0.5,0.1,784,0.189545271
0.9,5,0.5,0.5,785,0.949261677
0.9,5,0.5,1,786,2.027946442
0.9,5,0.5,4,787,7.267540813
0.9,5,0.5,6,788,7.276719437
0.9,5,0.5,8,789,7.28713168
0.9,5,0.5,10,790,7.2982156
0.9,5,0.7,0.1,791,0.114047904
0.9,5,0.7,0.5,792,0.567635729
0.9,5,0.7,1,793,1.136894707
0.9,5,0.7,4,794,5.358713743
0.9,5,0.7,6,795,8.410269167
0.9,5,0.7,8,796,9.5118587
0.9,5,0.7,10,797,9.52854674
0.9,5,0.9,0.1,798,0.038477024
0.9,5,0.9,0.5,799,0.189648748
0.9,5,0.9,1,800,0.378619968
0.9,5,0.9,4,801,1.515825348
0.9,5,0.9,6,802,2.295648084
0.9,5,0.9,8,803,3.17308999
0.9,5,0.9,10,804,4.152614387
0.9,7,0.1,0.1,805,0.258923458
0.9,7,0.1,0.5,806,1.166658834
0.9,7,0.1,1,807,1.166746673
0.9,7,0.1,4,808,1.167176174
0.9,7,0.1,6,809,1.167462031
0.9,7,0.1,8,810,1.16773037
0.9,7,0.1,10,811,1.168002427
0.9,7,0.3,0.1,812,0.189825457
0.9,7,0.3,0.5,813,1.048369055
0.9,7,0.3,1,814,2.304355382
0.9,7,0.3,4,815,3.411506967
0.9,7,0.3,6,816,3.41370161
0.9,7,0.3,8,817,3.416102957
0.9,7,0.3,10,818,3.41860876
0.9,7,0.5,0.1,819,0.135660547
0.9,7,0.5,0.5,820,0.680282236
0.9,7,0.5,1,821,1.454606089
0.9,7,0.5,4,822,5.443420327
0.9,7,0.5,6,823,5.44948533
0.9,7,0.5,8,824,5.45548536
0.9,7,0.5,10,825,5.461808817
0.9,7,0.7,0.1,826,0.081689191
0.9,7,0.7,0.5,827,0.405873842
0.9,7,0.7,1,828,0.81387038
0.9,7,0.7,4,829,3.825161773
0.9,7,0.7,6,830,6.00120529
0.9,7,0.7,8,831,7.264862917
0.9,7,0.7,10,832,7.276162557
0.9,7,0.9,0.1,833,0.027652287
0.9,7,0.9,0.5,834,0.135695161
0.9,7,0.9,1,835,0.270698065
0.9,7,0.9,4,836,1.085187931
0.9,7,0.9,6,837,1.648031621
0.9,7,0.9,8,838,2.275979977
0.9,7,0.9,10,839,2.970633241
