ratio_absorb,CO2_sum
0.1,151.36316590135246
0.2,98.01548635793714
0.3,65.02665599329929
0.4,48.49408866513014
0.5,38.55419453039362
0.6,31.920485302775393
0.7,27.165833474873065
0.8,23.588954405411833
0.9,20.809256890392792
