time_axis,NPQ,Phi2,LEF,qL,Z,V,pmf,Dy,pHlumen,fraction_Dy,fraction_DpH,Klumen,Cl_lumen,Cl_stroma,idx,LIGHT
1199.0500000000002,1.5333972928028357,0.5163168883343914,416.91893654122896,0.5541647441713565,0.342807280654129,0.6571927193458711,0.1154468142454956,0.009976148680348903,6.04215557391422,0.08641337169493628,0.9135866283050638,0.08902579550347636,0.054486266989600574,0.03855137330104,0,2000.0
1199.0500000000002,1.4233802972243796,0.5351509611903305,388.92048815845004,0.5716972767156455,0.2987185194054117,0.7012814805945891,0.11362989247974879,0.009526487417831464,6.064943248968044,0.0838378635234685,0.9161621364765313,0.08878563262692037,0.05382876232143169,0.03861712376785688,1,1800.0
1199.0500000000002,1.3018969997288212,0.5510212733688132,360.40884265893965,0.578906821795645,0.25286057277720186,0.7471394272227979,0.11157940905907235,0.009038769393982,6.09098933891516,0.0810075037166422,0.9189924962833576,0.08853431208319737,0.05311642852929188,0.038688357147070807,2,1620.0
1199.0500000000002,1.1788772605747346,0.565044021201405,332.62158354435223,0.580029289085324,0.20981303507404783,0.7901869649259516,0.10944218205495429,0.008556378488474787,6.118569940558675,0.07818172404149078,0.9218182759585091,0.08829746569348738,0.052405127049356924,0.03875948729506436,3,1458.0
1199.0500000000002,1.059212793226927,0.5777132282861638,306.0719165230904,0.5772796402829729,0.1715843297863566,0.8284156702136437,0.10728394210318389,0.00809612087083925,6.146869646127589,0.07546442371832093,0.9245355762816792,0.08808830026999086,0.0517211927042646,0.03882788072957362,4,1312.2
1199.0500000000002,0.9451746966860334,0.5892584440171482,280.96887726656314,0.5718418836485777,0.1387602423857294,0.86123975761427,0.10513345451505429,0.007664501825321536,6.1755174551711205,0.07290259630425025,0.9270974036957496,0.08791182203906685,0.051074692116306976,0.038892530788369295,5,1180.98
1199.0500000000002,0.8378533202303938,0.5997896089932916,257.3923650343555,0.5644189709564069,0.11121496712942265,0.8887850328705778,0.10300135247527276,0.007261709277569403,6.204339280038277,0.07050110606631269,0.9294988939336873,0.08776954208727708,0.050468839011385457,0.03895311609886143,6,1062.882
1199.0500000000002,0.737820619565489,0.6093862660449667,235.35992408424212,0.5555591146383605,0.08848275940878789,0.911517240591212,0.10089292716279016,0.006887690925592102,6.233246062713365,0.06826733170762722,0.931732668292373,0.08766141537400775,0.04990387620975351,0.039009612379024707,7,956.5938
1199.0500000000002,0.6454081133844849,0.6181066901802801,214.85474140094047,0.5457267054126345,0.06996237257412859,0.9300376274258711,0.09880930548368176,0.006540983619012534,6.2621946355888465,0.06619805273004147,0.9338019472699587,0.08758593902890532,0.04937795509397797,0.03906220449060213,8,860.93442
1199.0500000000002,0.5608132929475322,0.6260006181049602,195.83895342627648,0.5353465532590194,0.05502448151522492,0.944975518484776,0.096749438575257,0.006219234423642892,6.291163264139764,0.06428186574774786,0.9357181342522521,0.08754176705513929,0.04888915960659103,0.039111084039340924,9,774.840978
1199.0500000000002,0.4841205027448856,0.6331242652862746,178.26087553108795,0.5248307992058966,0.04308308201221433,0.9569169179877853,0.09471225391688472,0.005920752541200311,6.3201416437385936,0.06251305713453766,0.9374869428654623,0.0875271454074121,0.048435076078769665,0.03915649239212293,10,697.3568802
1199.0500000000002,0.41527929615810183,0.639535323539779,162.05945282334272,0.5145459400086889,0.03360674720650687,0.9663932527934938,0.09269605987954754,0.005643645580081972,6.349126428342241,0.06088333837805236,0.9391166616219475,0.0875402600663345,0.04801322932179034,0.03919867706782093,11,627.6211922
1199.0500000000002,0.3540951262620388,0.6452952093072615,147.16705802725238,0.5048016197672895,0.026126529434251637,0.9738734705657478,0.09069911452240606,0.005386195468854612,6.378118015774142,0.05938531480249558,0.9406146851975045,0.08757923173205194,0.04762111257126078,0.03923788874287386,12,564.859073
1199.0500000000002,0.3002440248358013,0.6504647341403815,133.51150043240315,0.4958357090613304,0.02025546497694845,0.979744535023052,0.08871945265594598,0.005146645739182798,6.407119884720613,0.05801034141928485,0.941989658580715,0.08764172056497614,0.04725580032661118,0.039274419967338964,13,508.3731657
1199.0500000000002,0.25328798238160566,0.6551066991810062,121.01782047123729,0.4878185772020277,0.01566808931224039,0.9843319106877587,0.08675547571600513,0.004923424436849881,6.4361324786807455,0.05675059004417306,0.943249409955827,0.08772651355932828,0.046915606072464866,0.039308439392753476,14,457.5358491
1199.0500000000002,0.21269379641491887,0.6592796426806293,109.60989753409737,0.48084257826609933,0.012096537987756003,0.9879034620122434,0.08480541372917128,0.004715005503868904,6.465159862911628,0.05559793056256962,0.9444020694374304,0.08783128538403155,0.04659774634511382,0.03934022536548855,15,411.7822642
1199.0500000000002,0.17787679323507116,0.6630409648591595,99.2117216359526,0.4749449767882111,0.009323142289414553,0.9906768577105852,0.08286791034873033,0.00452001777697607,6.494201790470763,0.054544850448514114,0.9454551495514858,0.08795492482010629,0.04630076537066912,0.03936992346293312,16,370.6040378
1199.0500000000002,0.1482262007544612,0.6664431712071913,89.74860452662006,0.47011154498272445,0.007176275909003526,0.9928237240909965,0.08094166515876414,0.00433722247715374,6.523259288639826,0.05358454718030444,0.9464154528196955,0.08809572259422102,0.04602263974599069,0.03939773602540094,17,333.543634
1199.0500000000002,0.12313230001298361,0.6695311135970515,81.14811230958436,0.4662848252808251,0.0055183114823370225,0.9944816885176632,0.079025193257747,0.004165231750380908,6.552333974877233,0.05270764396328294,0.9472923560367169,0.08825184002949507,0.04576125685728647,0.03942387431427137,18,300.1892706
